Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	TYPZONY	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P03-202001	P3-0122	D	8	8	1	26	0	5	0	0	15	0	13	2	0	0	0	0	39	30	2	6	44	70
P03-202001	P3-0123	D	17	15	1	55	11	6	2	2	62	0	4	0	0	0	0	7	27	0	11	15	74	102
P03-202001	P3-0124	D	6	6	1	28	0	9	0	0	20	0	1	0	0	0	0	17	30	32	2	4	55	68
P03-202001	P3-0126	D	7	7	1	18	2	0	4	0	23	0	0	0	0	1	0	0	32	44	2	4	43	56
P03-202001	P3-0127	D	8	8	1	59	7	18	2	1	80	0	5	0	0	0	0	1	4	9	7	7	95	91
P03-202001	P3-0129	D	66	66	1	62	7	8	2	1	65	1	5	1	0	1	0	6	12	8	53	61	87	92
P03-202001	P3-0132	D	22	22	1	43	5	2	4	1	46	0	2	0	0	1	0	5	19	26	12	16	75	74
P03-202001	P3-0134	D	48	45	1	51	3	8	3	0	47	0	7	4	0	0	0	7	20	15	29	38	77	85
P03-202001	P3-0136	D	36	36	2	44	7	3	1	8	48	0	2	2	0	0	0	3	17	20	23	29	79	80
P03-202001	P3-0137	D	53	53	1	58	8	5	2	1	58	1	6	1	0	1	0	7	11	12	40	46	87	88
P03-202001	P3-0141	D	72	69	1	55	6	13	2	0	59	0	5	1	0	2	0	10	17	7	53	64	82	93
P03-202001	P3-0142	D	9	6	1	69	6	5	0	0	62	0	4	0	0	0	0	14	20	0	5	6	80	100
P03-202001	P3-0144	D	14	14	2	30	2	14	1	13	35	0	4	0	1	1	0	7	33	6	9	13	65	94
P03-202001	P3-0145	D	14	14	2	36	4	10	1	16	51	0	0	0	0	0	0	1	27	5	10	13	72	95
P03-202001	P3-0146	D	64	36	1	76	3	11	10	0	68	1	0	0	0	1	10	20	12	0	37	41	90	115
P03-202001	P3-0147	D	35	34	1	59	3	13	4	0	54	0	3	1	0	2	1	17	14	7	27	32	85	93
P03-202001	P3-0149	D	16	14	2	24	6	1	0	9	15	0	9	0	0	0	0	7	28	31	6	10	59	69
P03-202001	P3-0150	D	9	9	1	48	5	7	0	1	52	0	6	0	0	0	0	2	9	30	6	6	87	70
P03-202001	P3-0155	D	56	56	2	26	14	10	2	7	46	0	1	0	0	0	0	4	9	32	33	38	87	68
P03-202001	P3-0157	D	134	126	1	59	7	7	1	1	60	0	1	0	0	0	0	13	10	15	94	107	89	85
P03-202001	P3-0158	D	16	16	1	64	5	12	9	1	61	0	23	0	0	1	0	6	16	0	15	17	85	108
P03-202001	P3-0160	D	9	9	2	31	2	3	2	22	34	0	2	1	0	0	0	0	26	14	5	8	70	86
P03-202001	P3-0161	D	47	45	1	44	13	8	2	0	53	0	8	0	0	1	0	6	21	11	31	40	76	89
P03-202001	P3-0162	D	20	20	1	53	5	15	5	1	56	0	6	1	0	1	0	13	21	0	16	20	79	100
P03-202001	P3-0163	D	12	7	2	13	3	1	0	13	9	0	8	0	0	0	0	0	39	31	2	5	44	69
P03-202001	P3-0165	D	3	2	1	41	22	1	0	4	37	0	26	0	0	0	0	0	73	0	1	3	48	141
P03-202001	P3-0166	D	4	4	1	90	2	0	2	0	91	0	2	0	0	1	0	0	16	0	4	4	85	110
P03-202001	P3-0167	D	12	12	1	57	2	9	10	2	67	0	0	0	0	2	0	9	22	0	10	12	79	102
P03-202001	P3-0168	D	41	39	2	20	1	10	3	6	26	0	3	0	0	2	0	3	23	37	15	24	63	63
P03-202001	P3-0169	D	80	78	2	17	2	4	1	5	18	1	2	0	0	0	0	4	15	48	29	40	71	52
P03-202001	P3-0172	D	49	45	1	76	3	8	1	0	49	0	2	0	0	0	0	36	9	3	40	44	91	97
P03-202001	P3-0173	D	106	95	1	49	5	8	2	0	47	0	1	0	0	0	0	16	12	22	63	74	84	78
P03-202001	P3-0177	D	42	35	1	67	7	5	1	1	56	0	3	0	0	1	0	20	19	1	28	35	81	99
P03-202001	P3-0178	D	26	24	1	52	12	10	1	0	57	0	1	0	0	0	0	17	9	13	19	21	89	87
P03-202001	P3-0179	D	7	7	2	52	5	6	0	11	51	0	1	0	0	0	0	10	26	0	5	7	74	101
P03-202001	P3-0185	D	67	63	1	65	4	10	1	0	57	0	2	0	0	1	0	19	9	11	51	56	90	89
P03-202001	P3-0187	D	48	48	1	36	17	16	1	1	54	0	7	1	0	1	0	7	8	21	34	38	90	79
P03-202001	P3-0190	D	52	52	2	32	6	8	1	9	39	0	2	0	0	1	0	5	15	28	30	37	79	72
P03-202001	P3-0193	D	22	20	1	39	2	7	1	0	42	0	4	0	0	0	0	1	20	32	10	14	71	68
P03-202001	P3-0195	D	33	32	1	49	5	11	1	0	50	0	3	0	0	1	0	12	13	21	21	25	84	79
P03-202001	P3-0196	D	92	87	1	81	11	14	2	0	85	0	3	0	0	1	0	18	12	0	96	106	90	122
P03-202001	P3-0197	D	43	39	1	31	26	15	0	0	52	0	7	0	0	0	0	13	13	14	28	34	85	86
P03-202001	P3-0201	D	169	166	1	64	9	7	1	0	65	1	3	0	0	1	0	12	11	7	137	155	88	93
P03-202001	P3-0203	D	84	84	2	33	12	5	1	15	42	1	3	0	0	1	1	3	15	19	56	68	81	81
P03-202001	P3-0207	D	52	50	1	67	5	7	0	0	62	0	4	2	0	1	0	11	8	12	40	44	91	88
P03-202001	P3-0211	D	18	18	2	57	1	11	0	1	63	0	0	0	0	0	0	5	12	17	13	15	85	83
P03-202001	P3-0212	D	59	55	2	36	8	6	1	8	40	0	4	0	0	0	0	6	23	18	32	45	72	82
P03-202001	P3-0213	D	13	13	1	51	3	4	2	0	54	0	2	0	2	0	0	2	21	18	8	11	75	82
P03-202001	P3-0215	D	53	53	1	43	14	8	3	0	54	0	3	5	0	0	0	5	18	14	36	46	79	86
P03-202001	P3-0216	D	11	11	1	63	2	17	0	0	52	0	6	7	0	0	0	16	15	2	9	11	85	98
P03-202001	P3-0218	D	18	18	1	40	6	6	2	0	40	0	0	1	0	2	0	11	12	33	10	12	82	67
P03-202001	P3-0219	D	57	55	1	71	2	8	1	0	64	1	1	0	0	0	0	15	11	7	45	51	89	93
P03-202001	P3-0221	D	17	17	2	81	1	5	0	3	68	0	1	0	0	0	0	18	22	0	15	19	80	113
P03-202001	P3-0224	D	37	32	1	72	1	10	0	0	66	0	3	0	0	0	0	15	20	0	27	34	81	105
P03-202001	P3-0227	D	42	42	1	74	2	8	0	0	62	0	0	0	0	0	0	22	7	8	36	39	93	92
P03-202001	P3-0229	D	99	96	1	52	7	9	0	0	54	1	2	0	0	0	0	11	12	20	66	77	85	80
P03-202001	P3-0231	D	34	32	2	24	1	5	0	1	23	0	2	0	0	0	0	5	5	63	10	12	87	37
P03-202001	P3-0232	D	56	54	2	24	13	8	0	2	38	0	3	0	0	0	0	4	13	39	26	33	79	61
P03-202001	P3-0234	D	3	3	1	8	6	14	0	0	23	0	0	0	0	3	0	3	0	72	1	1	100	28
P03-202001	P3-0235	D	81	77	1	22	14	4	0	0	36	0	1	0	0	0	0	4	11	47	32	41	79	53
P03-202001	P3-0237	D	21	19	1	42	2	5	0	0	37	0	2	0	0	1	0	9	10	42	9	11	84	58
P03-202001	P3-0238	D	70	67	1	64	1	10	1	0	56	0	0	0	0	0	1	19	12	12	51	59	86	88
P03-202001	P3-0239	D	93	83	1	17	4	20	5	0	25	0	12	1	1	1	2	4	23	31	38	57	67	69
P03-202001	P3-0241	D	43	42	2	18	8	4	2	10	29	0	0	0	0	0	1	2	20	36	18	27	68	64
P03-202001	P3-0242	D	34	32	1	59	7	9	0	0	58	0	0	0	0	0	0	17	10	14	24	28	88	86
P03-202001	P3-0244	D	108	104	1	38	8	6	0	0	38	0	2	1	0	0	0	12	14	34	55	69	80	66
P03-202001	P3-0247	D	16	15	1	34	8	7	2	1	41	0	2	0	0	0	0	7	9	40	8	9	85	60
P03-202001	P3-0249	D	15	15	2	25	2	8	0	9	28	0	6	0	0	0	0	1	12	44	7	8	78	56
P03-202001	P3-0250	D	42	38	2	9	6	6	1	26	20	0	1	0	0	0	0	1	26	25	19	29	65	75
P03-202001	P3-0251	D	15	15	2	49	1	15	0	3	49	0	0	0	0	0	0	15	10	23	10	12	88	77
P03-202001	P3-0252	D	80	74	2	50	3	4	1	8	49	0	1	0	0	1	0	8	23	10	50	67	74	90
P03-202001	P3-0255	D	11	10	2	68	5	8	0	1	70	0	1	0	0	0	0	9	7	11	8	9	92	89
P03-202001	P3-0256	D	94	93	1	61	2	3	2	0	57	1	3	0	0	1	0	7	8	23	64	72	89	77
P03-202001	P3-0258	D	13	13	1	45	9	0	0	0	42	0	1	0	0	0	0	11	4	41	7	8	93	59
P03-202001	P3-0259	D	22	22	1	27	7	3	2	0	31	1	0	0	0	0	0	7	6	55	9	10	88	45
P03-202001	P3-0260	D	10	7	2	29	12	2	0	19	33	0	1	0	0	4	0	6	6	31	4	5	91	69
P03-202001	P3-0261	D	9	9	2	4	6	9	4	20	16	0	2	0	0	0	0	4	34	22	4	7	56	78
P03-202001	P3-0262	D	43	43	1	45	0	4	3	0	39	0	0	0	0	3	1	9	5	44	22	24	92	56
P03-202001	P3-0263	D	24	21	1	12	6	10	6	0	31	0	1	0	0	0	0	2	12	54	7	10	74	46
P03-202001	P3-0264	D	16	16	1	25	17	0	1	1	38	0	1	0	0	0	0	4	14	42	7	9	75	58
P03-202001	P3-0266	D	34	34	1	53	4	7	4	0	50	0	4	0	0	0	0	14	7	26	23	25	91	74
P03-202001	P3-0268	D	15	14	1	4	5	0	0	2	8	0	0	0	0	0	0	0	9	80	2	3	54	20
P03-202001	P3-0270	D	20	20	2	63	0	7	1	3	53	0	3	0	0	0	0	15	12	14	15	17	87	86
P03-202001	P3-0273	D	19	19	2	70	1	3	6	4	51	0	4	0	0	0	0	25	12	4	16	18	88	96
P03-202001	P3-0275	D	42	42	2	70	1	6	5	4	53	0	1	0	0	0	0	26	8	6	36	39	91	94
P03-202001	P3-0277	D	20	19	1	57	3	8	2	0	57	0	0	0	0	0	0	13	7	24	13	15	91	76
P03-202001	P3-0279	D	91	86	1	64	4	3	2	0	59	0	1	0	0	0	0	13	8	19	63	70	90	81
P03-202001	P3-0281	D	12	12	1	55	5	2	2	0	55	0	0	0	0	0	0	7	11	26	8	9	85	74
P03-202001	P3-0285	D	24	23	1	33	2	3	2	0	37	0	2	0	0	0	0	1	4	57	9	10	92	43
P03-202001	P3-0286	D	34	32	2	2	20	3	0	25	23	0	0	0	0	0	0	0	16	36	15	20	74	64
P03-202001	P3-0287	D	54	54	1	50	11	3	2	0	50	0	1	0	0	0	0	14	7	27	35	39	90	73
P03-202001	P3-0288	D	58	57	2	61	9	3	1	2	52	2	1	0	0	0	0	20	10	14	43	49	89	86
P03-202001	P3-0289	D	138	135	1	70	1	4	4	0	59	1	1	0	0	0	0	18	7	14	107	116	92	86
P03-202001	P3-0290	D	49	48	2	65	3	4	3	1	57	0	1	0	0	0	0	18	6	17	37	40	93	83
P03-202001	P3-0293	D	46	42	2	69	1	2	6	1	50	0	4	0	0	0	0	24	9	12	33	37	90	88
P03-202001	P3-0296	D	10	10	1	41	32	4	1	2	58	0	8	0	0	0	0	11	9	11	8	9	90	89
P03-202001	P3-0298	D	223	213	1	53	3	9	1	0	50	0	1	0	0	0	0	14	11	22	142	166	86	78
P03-202001	P3-0300	D	269	258	1	47	12	7	1	0	50	0	1	0	0	0	0	16	8	24	175	195	90	76
P03-202001	P3-0302	D	62	62	1	57	3	4	1	0	44	0	0	0	0	0	0	19	3	32	40	42	95	68
P03-202001	P3-0304	D	61	59	2	65	6	5	3	3	58	0	2	0	0	0	0	19	9	8	49	54	90	92
P03-202001	P3-0305	D	13	13	2	56	3	16	3	16	71	1	2	0	1	1	0	2	34	0	12	17	74	129
P03-202001	P3-0307	D	55	54	2	65	4	6	1	4	66	0	2	0	0	0	0	8	11	7	44	50	88	93
P03-202001	P3-0310	D	55	52	2	70	6	9	0	1	53	0	2	0	0	0	0	30	15	0	46	53	86	103
P03-202001	P3-0312	D	102	102	1	48	10	7	1	1	49	0	0	0	0	1	0	15	6	27	68	74	92	73
P03-202001	P3-0316	D	10	10	1	44	0	2	6	0	36	0	6	0	0	0	0	11	11	35	5	7	83	65
P03-202001	P3-0321	D	20	20	1	26	17	6	2	0	40	0	3	0	0	0	0	7	13	37	10	13	80	63
P03-202001	P3-0325	D	215	212	2	3	2	10	2	12	9	0	3	0	0	1	1	3	14	57	60	90	67	43
P03-202001	P3-0333	D	17	13	2	0	1	4	1	2	4	0	0	0	0	0	0	1	8	85	1	2	51	15
P03-202001	P3-0335	D	18	15	2	3	17	8	1	14	26	0	3	0	0	0	0	1	16	40	7	9	74	60
P03-202001	P3-0344	D	19	19	1	0	1	35	12	1	41	0	4	1	1	1	0	2	8	42	9	11	86	58
P03-202001	P3-0345	D	20	19	2	19	4	5	2	12	24	1	1	0	0	0	0	4	17	41	8	11	71	59
P03-202001	P3-0347	D	26	24	1	45	2	5	5	1	44	0	1	0	0	0	0	11	17	25	14	18	77	75
P03-202001	P3-0348	D	12	12	1	34	1	14	1	2	26	0	2	0	0	1	0	20	13	34	6	8	80	66
P03-202001	P3-0349	D	54	54	2	5	7	4	2	11	8	0	4	2	2	2	0	1	21	47	17	28	60	53
P03-202001	P3-0350	D	46	44	2	2	0	3	8	22	8	1	1	0	1	1	0	2	31	32	16	30	54	68
P03-202001	P3-0351	D	14	13	2	30	4	9	9	6	23	1	9	4	1	0	0	16	27	13	8	11	69	87
P03-202001	P3-0353	D	24	24	2	25	3	13	4	10	32	1	4	0	0	1	0	5	30	16	13	20	65	84
P03-202001	P3-0355	D	13	13	1	29	4	14	10	0	37	0	7	0	0	0	0	12	18	26	7	10	76	74
P03-202001	P3-0357	D	62	62	2	26	5	3	3	3	34	0	1	0	0	0	0	3	7	48	28	32	87	52
P03-202001	P3-0359	D	50	48	1	64	4	8	2	1	55	1	0	0	0	0	0	21	15	6	38	45	84	94
P03-202001	P3-0360	D	83	82	1	31	4	13	5	0	42	1	4	0	0	1	0	6	13	33	44	55	81	67
P03-202001	P3-0364	D	65	63	1	54	2	7	1	0	51	0	5	1	0	0	0	8	22	12	42	56	75	88
P03-202001	P3-0365	D	51	50	1	50	2	10	4	0	51	0	6	0	0	0	0	7	8	26	33	37	90	74
P03-202001	P3-0367	D	107	104	1	39	4	4	1	0	40	0	4	0	0	0	0	4	13	39	51	64	79	61
P03-202001	P3-0369	D	73	72	1	55	2	8	3	1	50	0	4	0	0	0	0	13	9	22	50	56	89	78
P03-202001	P3-0370	D	27	24	2	29	5	19	4	14	40	0	11	0	0	3	0	2	18	12	17	21	80	88
P03-202001	P3-0371	D	112	104	1	52	5	3	2	0	51	0	1	0	0	1	0	9	8	26	69	77	89	74
P03-202001	P3-0372	D	102	100	1	51	4	3	1	0	45	0	5	2	0	0	0	7	15	25	59	75	80	75
P03-202001	P3-0375	D	45	41	2	36	6	4	5	12	37	0	1	0	0	1	0	12	19	18	26	34	77	82
P03-202001	P3-0377	D	50	46	1	56	4	9	2	0	54	0	0	0	0	0	0	16	10	20	33	37	88	80
P03-202001	P3-0380	D	33	33	1	42	13	11	3	1	56	0	4	0	1	2	0	7	11	19	23	27	87	81
P03-202001	P3-0381	D	174	168	1	58	8	3	1	0	55	1	3	0	0	0	0	11	6	21	122	132	92	79
P03-202001	P3-0382	D	152	147	1	53	4	6	2	0	50	0	2	1	0	0	0	10	10	25	97	111	87	75
P03-202001	P3-0385	D	56	56	1	69	8	4	0	0	71	0	2	0	0	3	0	5	12	6	46	53	87	94
P03-202001	P3-0389	D	18	18	1	43	11	2	4	0	52	0	6	0	1	0	0	2	20	19	11	15	75	81
P03-202001	P3-0390	D	23	20	2	42	4	3	0	12	45	0	0	0	0	1	0	3	24	16	12	17	71	84
P03-202001	P3-0393	D	11	9	2	69	8	5	2	10	54	0	2	2	0	0	0	25	11	0	8	9	90	105
P03-202001	P3-0394	D	20	20	1	50	13	3	1	0	44	1	13	1	0	0	0	8	11	22	13	16	86	78
P03-202001	P3-0395	D	12	12	2	37	5	3	3	26	40	4	0	0	0	3	0	0	25	3	9	12	75	97
P03-202001	P3-0396	D	13	11	1	62	6	15	0	4	61	0	0	0	0	0	0	23	8	3	10	11	91	97
P03-202001	P3-0399	D	100	99	2	36	11	4	2	12	44	0	2	0	1	1	0	6	15	19	65	80	81	81
P03-202001	P3-0403	D	120	118	1	54	7	10	4	1	57	0	2	0	0	1	0	15	10	15	89	100	89	85
P03-202001	P3-0404	D	40	32	1	85	8	4	2	0	70	0	0	1	0	0	0	27	10	0	32	35	91	109
P03-202001	P3-0408	D	20	19	1	59	5	6	5	1	52	0	3	5	1	2	0	12	11	13	14	16	87	87
P03-202001	P3-0410	D	17	17	2	25	6	9	1	10	31	0	6	0	0	0	0	3	21	28	9	12	71	72
P03-202001	P3-0411	D	24	24	1	56	4	14	1	0	51	0	6	1	0	0	0	17	13	12	18	21	85	88
P03-202001	P3-0412	D	53	51	1	60	11	11	1	0	64	0	2	0	0	0	0	17	12	4	43	49	88	96
P03-202001	P3-0415	D	27	24	1	57	13	21	8	0	81	0	1	0	0	0	0	17	15	0	24	28	87	115
P03-202001	P3-0419	D	24	24	2	37	4	9	4	8	45	0	2	0	0	1	0	5	15	22	15	19	81	78
P03-202001	P3-0420	D	51	50	1	57	10	13	4	0	69	0	4	0	1	0	0	10	12	4	42	48	87	96
P03-202001	P3-0421	D	14	11	1	57	1	13	1	1	56	0	4	0	0	1	0	13	16	8	8	10	83	92
P03-202001	P3-0423	D	48	47	1	54	11	7	5	1	57	0	3	1	0	1	0	15	6	1	44	47	94	99
P03-202001	P3-0425	D	7	7	1	25	2	12	4	1	28	0	4	0	0	0	0	11	18	38	3	4	70	62
P03-202001	P3-0427	D	35	31	1	29	14	20	11	1	55	0	7	1	0	0	2	9	17	9	23	28	81	91
P03-202001	P3-0428	D	50	49	1	55	6	5	2	1	45	0	5	2	1	1	0	15	13	17	34	41	84	83
P03-202001	P3-0429	D	29	29	2	31	11	6	2	8	41	0	2	0	0	0	0	6	12	20	20	23	85	80
P03-202001	P3-0430	D	251	246	1	73	7	6	2	0	61	0	2	1	0	0	0	24	12	0	217	246	88	100
P03-202001	P3-0432	D	83	81	2	31	6	3	2	8	31	0	3	0	0	0	0	6	25	26	40	60	67	74
P03-202001	P3-0434	D	28	28	2	47	6	3	0	4	42	0	1	0	0	0	0	13	10	30	17	20	85	70
P03-202001	P3-0435	D	111	110	1	55	8	5	2	1	53	0	4	0	0	0	0	12	13	16	77	92	84	84
P03-202001	P3-0439	D	44	44	2	59	7	4	2	3	54	0	5	1	0	1	0	11	12	14	33	38	86	86
P03-202001	P3-0441	D	39	36	2	53	3	10	2	3	49	0	5	0	0	0	0	13	7	21	26	28	92	79
P03-202001	P3-0442	D	95	94	1	56	8	3	2	0	52	0	3	0	0	1	0	13	7	24	66	72	91	76
P03-202001	P3-0444	D	75	69	2	56	9	8	1	7	54	0	3	0	0	0	0	17	19	0	57	70	81	101
P03-202001	P3-0446	D	57	56	1	55	15	5	2	1	64	0	3	0	0	0	0	10	16	7	43	52	83	93
P03-202001	P3-0447	D	153	140	1	66	7	4	1	1	65	0	3	0	0	0	0	10	12	9	111	128	87	91
P03-202001	P3-0451	D	36	35	1	48	9	11	3	1	54	0	3	0	0	1	0	12	12	18	24	29	85	82
P03-202001	P3-0453	D	48	46	1	72	10	5	0	1	70	3	3	1	0	0	0	11	11	0	41	46	89	101
P03-202001	P3-0457	D	30	28	1	54	24	5	0	1	58	1	1	0	0	0	0	23	14	0	24	28	86	100
P03-202001	P3-0462	D	106	102	1	71	7	9	2	0	68	0	1	0	0	0	0	20	16	0	91	107	85	105
P03-202001	P3-0466	D	29	28	1	45	3	6	3	0	39	0	4	0	0	0	0	14	23	21	16	22	71	79
P03-202001	P3-0467	D	169	161	1	78	6	8	2	0	67	1	1	0	0	0	0	24	8	0	151	165	92	102
P03-202001	P3-0474	D	37	37	2	38	15	5	0	12	46	0	1	1	0	0	0	9	19	12	26	33	78	88
P03-202001	P3-0475	D	114	110	1	63	11	4	1	0	62	0	3	0	0	0	0	13	7	13	88	96	92	87
P03-202001	P3-0478	D	32	28	1	45	3	5	1	0	48	0	1	0	0	0	0	4	13	33	15	19	81	67
P03-202001	P3-0479	D	222	210	1	67	4	6	2	0	58	0	2	0	0	0	0	20	10	10	168	189	89	90
P03-202001	P3-0482	D	41	38	1	56	2	8	2	0	49	0	1	0	0	0	0	18	7	24	26	29	90	76
P03-202001	P3-0483	D	17	17	1	45	2	7	1	2	46	4	0	0	0	0	0	5	27	17	10	14	68	83
P03-202001	P3-0484	D	39	39	2	19	6	2	2	13	27	0	1	0	0	0	0	2	20	36	17	25	68	64
P03-202001	P3-0490	D	9	8	1	50	13	21	7	1	42	0	16	0	0	0	0	33	19	0	7	9	83	110
P03-202001	P3-0492	D	32	32	1	63	9	12	7	1	54	0	5	0	0	1	0	31	9	0	30	33	91	102
P03-202001	P3-0493	D	87	86	1	41	8	13	5	1	51	0	4	1	0	0	0	9	12	20	58	69	85	80
P03-202001	P3-0495	D	26	24	2	71	4	20	5	2	71	1	6	0	0	0	0	21	13	0	24	27	89	114
P03-202001	P3-0496	D	37	34	2	30	8	12	3	14	38	1	5	2	0	3	0	5	19	13	23	29	78	87
P03-202001	P3-0499	D	47	45	2	38	4	11	1	1	36	0	4	4	0	1	0	9	11	34	25	30	84	66
P03-202001	P3-0500	D	151	144	1	59	10	7	1	1	54	0	4	1	0	1	0	15	14	10	111	130	85	90
P03-202001	P3-0501	D	39	37	1	67	6	6	1	1	61	0	4	0	0	0	0	14	14	6	30	35	86	94
P03-202001	P3-0502	D	4	3	1	73	14	6	3	1	65	0	0	0	0	0	2	28	37	0	3	4	72	135
P03-202001	P3-0503	D	12	12	2	37	7	2	2	17	43	0	1	0	0	1	0	2	43	0	8	13	61	108
P03-202001	P3-0504	D	32	30	1	52	18	8	1	1	64	0	5	0	0	3	1	6	19	0	24	30	81	100
P03-202001	P3-0505	D	23	23	1	73	5	3	1	0	66	0	0	0	0	0	1	15	22	0	19	24	79	105
P03-202001	P3-0507	D	27	26	2	66	6	5	4	1	57	0	8	7	0	0	0	8	12	3	22	25	87	97
P03-202001	P3-0509	D	42	40	2	49	4	3	0	2	38	0	2	0	0	0	0	14	10	33	23	27	86	67
P03-202001	P3-0511	D	94	89	1	57	17	5	4	1	52	1	4	0	0	3	0	22	12	4	75	85	88	96
P03-202001	P3-0514	D	47	44	1	66	8	4	3	1	55	1	2	0	1	0	0	21	10	7	36	41	89	93
P03-202001	P3-0517	D	37	37	1	10	3	4	0	0	16	0	1	0	0	0	0	1	5	77	7	9	80	23
P03-202001	P3-0518	D	8	7	1	58	4	2	0	1	42	0	2	0	0	0	0	19	33	1	5	7	67	99
P03-202001	P3-0519	D	58	53	1	56	5	5	4	0	52	0	1	0	2	1	0	16	9	20	38	43	89	80
P03-202001	P3-0526	D	80	76	1	95	13	8	2	1	79	0	5	1	0	1	0	31	12	0	91	100	91	132
P03-202001	P3-0530	D	39	39	2	2	8	2	0	17	11	0	0	0	0	0	0	2	13	49	15	20	74	51
P03-202001	P3-0531	D	29	29	1	66	10	7	1	0	54	0	7	3	0	1	0	19	10	6	24	27	89	94
P03-202001	P3-0532	D	63	63	1	50	3	3	0	0	45	0	0	0	0	0	0	11	4	38	37	39	94	62
P03-202001	P3-0533	D	166	165	1	45	12	7	3	1	48	0	2	1	0	1	0	14	9	22	114	129	88	78
P03-202001	P3-0536	D	14	13	1	68	4	8	2	0	65	0	1	0	0	0	0	15	15	2	11	13	85	98
P03-202001	P3-0537	D	45	45	2	19	6	4	3	8	22	0	3	0	0	0	0	6	18	41	18	26	69	59
P03-202001	P3-0538	D	41	40	2	44	13	9	4	7	44	0	6	2	0	1	0	15	25	0	31	41	75	102
P03-202001	P3-0540	D	43	41	2	62	6	8	1	3	44	0	3	0	0	0	0	29	9	11	33	36	90	89
P03-202001	P3-0543	D	48	46	2	72	1	5	1	3	55	0	4	0	0	0	0	20	7	11	38	41	93	89
P03-202001	P3-0545	D	70	68	1	66	5	6	2	0	45	0	3	0	0	0	0	30	6	14	54	58	93	86
P03-202001	P3-0547	D	37	37	1	56	11	6	1	0	49	0	4	0	0	0	0	21	7	18	28	30	91	82
P03-202001	P3-0548	D	28	27	2	52	12	16	5	3	60	0	4	0	0	0	0	21	7	5	24	26	93	95
P03-202001	P3-0549	D	65	63	2	16	9	6	2	11	23	0	2	0	0	0	0	7	14	43	27	36	75	57
P03-202001	P3-0550	D	35	35	2	9	3	1	1	8	12	0	0	0	0	0	0	1	16	63	8	13	58	37
P03-202001	P3-0552	D	88	79	1	69	5	4	0	0	49	0	2	0	0	0	0	28	7	13	63	69	92	87
P03-202001	P3-0553	D	81	76	1	70	8	14	1	0	61	1	3	1	0	2	0	26	11	0	71	80	89	105
P03-202001	P3-0556	D	22	18	1	25	12	11	1	1	36	0	1	0	1	0	0	11	19	32	9	12	73	68
P03-202001	P3-0557	D	106	106	1	35	1	11	2	1	41	0	2	0	0	0	0	6	13	37	53	67	80	63
P03-202001	P3-0559	D	12	10	1	75	0	7	3	1	61	0	1	0	0	6	0	18	16	0	9	10	85	103
P03-202001	P3-0561	D	34	30	1	91	0	5	0	0	68	0	0	0	0	0	0	28	19	0	30	36	84	118
P03-202001	P3-0563	D	29	29	1	22	14	10	1	1	38	0	1	0	1	0	0	6	18	33	14	19	73	67
