Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P01Q201912	P1-0258	D	4	4	68	10	10	0	2	53	0	16	4	0	3	0	12	36	0	4	5	71	126
P01Q201912	P1-0259	D	117	108	38	11	8	1	1	31	1	11	4	0	2	0	8	23	16	66	91	72	84
P01Q201912	P1-0263	D	43	43	21	7	12	2	2	17	0	13	7	0	2	0	4	32	23	19	33	58	77
P01Q201912	P1-0264	D	39	39	58	8	9	0	1	29	0	7	31	0	1	0	9	20	4	30	38	79	96
P01Q201912	P1-0265	D	98	96	33	12	10	1	1	30	1	10	4	0	1	0	9	16	28	54	70	78	72
P01Q201912	P1-0269	D	14	14	23	8	9	1	1	21	0	11	6	0	0	0	3	32	23	6	11	58	77
P01Q201912	P1-0271	D	43	43	50	12	9	1	2	42	0	11	5	0	1	0	11	22	5	32	41	77	95
P01Q201912	P1-0274	D	13	11	49	9	6	1	1	38	0	7	2	0	0	0	17	39	0	7	11	63	104
P01Q201912	P1-0276	D	21	12	20	21	9	1	1	11	0	21	9	0	1	1	8	27	18	7	10	67	82
P01Q201912	P1-0277	D	190	181	20	10	9	1	2	15	0	10	10	0	2	0	3	25	31	79	125	63	69
P01Q201912	P1-0278	D	16	16	26	12	7	0	0	24	0	6	3	0	0	0	11	22	33	7	11	68	67
P01Q201912	P1-0279	D	67	64	40	7	6	1	1	25	2	14	2	0	1	0	8	28	19	34	52	66	81
P01Q201912	P1-0281	D	85	81	33	10	8	2	1	28	0	10	2	0	2	2	8	24	22	44	63	69	78
P01Q201912	P1-0283	D	69	65	36	10	7	2	1	27	0	9	3	0	1	2	13	20	24	37	50	74	76
P01Q201912	P1-0286	D	46	43	42	11	10	4	1	24	0	12	2	0	3	5	20	25	7	29	40	73	93
P01Q201912	P1-0295	D	6	6	27	5	9	0	1	12	0	7	13	0	0	0	7	21	37	2	4	66	63
P01Q201912	P1-0302	D	24	24	43	8	8	0	0	25	0	9	0	0	2	0	23	14	27	14	18	80	73
P01Q201912	P1-0303	D	45	45	50	5	9	0	1	36	0	9	6	0	1	0	13	21	14	29	39	75	86
P01Q201912	P1-0304	D	29	28	1	2	1	0	28	1	0	1	2	0	0	0	0	14	44	12	16	75	56
P01Q201912	P1-0307	D	6	6	14	1	14	0	1	6	0	18	2	1	1	1	2	40	29	2	4	44	71
P01Q201912	P1-0308	D	24	20	5	1	6	0	37	3	0	4	4	0	0	0	0	31	20	10	16	61	80
P01Q201912	P1-0309	D	26	26	38	8	12	0	1	34	0	10	4	0	1	0	9	22	19	15	21	72	81
P01Q201912	P1-0310	D	58	57	19	12	8	2	2	16	0	12	5	0	2	2	4	36	20	25	46	55	80
P01Q201912	P1-0319	D	32	31	12	9	6	5	36	8	0	6	1	0	4	8	5	32	1	21	31	67	99
P01Q201912	P1-0322	D	11	11	13	4	2	0	11	7	1	5	4	0	0	0	2	19	51	3	5	60	49
P01Q201912	P1-0323	D	27	27	29	14	6	2	2	26	0	8	2	0	2	3	9	18	24	16	20	77	76
P01Q201912	P1-0326	D	8	8	27	4	8	0	1	7	1	19	4	0	1	0	8	20	41	3	5	66	59
P01Q201912	P1-0327	D	8	8	19	8	12	0	0	19	1	7	1	0	0	0	9	21	40	3	5	64	60
P01Q201912	P1-0330	D	13	12	17	7	4	0	0	19	0	4	1	0	0	0	3	31	41	3	7	47	59
P01Q201912	P1-0332	D	1	1	53	12	2	0	0	44	0	11	1	0	0	0	11	89	0	1	2	43	156
P01Q201912	P1-0333	D	2	2	52	2	16	3	0	56	0	10	0	0	5	0	2	60	0	1	3	55	134
P01Q201912	P1-0336	D	32	31	10	6	7	1	14	14	0	2	4	0	1	0	2	0	35	20	20	100	65
P01Q201912	P1-0337	D	25	23	38	15	5	1	0	36	0	4	2	0	2	1	14	16	23	14	18	79	77
P01Q201912	P1-0340	D	8	8	33	17	7	1	0	42	0	5	1	0	1	2	6	21	21	5	6	74	79
P01Q201912	P1-0342	D	44	30	16	3	11	10	16	14	0	3	2	0	1	18	3	27	15	17	26	68	85
P01Q201912	P1-0345	D	29	26	47	11	9	1	1	41	0	5	2	0	2	3	15	18	13	18	23	80	87
P01Q201912	P1-0346	D	32	30	37	10	6	0	1	33	0	6	2	0	1	1	9	18	29	16	21	75	71
P01Q201912	P1-0348	D	12	12	46	13	15	0	1	48	0	4	9	0	1	0	13	32	0	9	13	70	107
P01Q201912	P1-0349	D	18	18	49	10	7	1	1	42	1	12	4	0	2	0	6	22	11	12	16	76	89
P01Q201912	P1-0352	D	2	2	35	10	9	1	0	38	0	14	2	0	1	0	0	58	0	1	2	48	112
P01Q201912	P1-0353	D	18	17	20	6	10	1	2	23	0	10	4	0	1	0	0	38	5	10	16	60	95
P01Q201912	P1-0354	D	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	1	0	100
P01Q201912	P1-0355	D	63	62	30	11	13	2	1	30	0	8	5	0	2	1	9	19	24	35	47	74	76
P01Q201912	P1-0357	D	12	12	57	11	17	0	1	45	1	6	7	0	1	0	25	19	0	10	13	82	104
P01Q201912	P1-0358	D	17	17	28	2	9	0	0	31	0	0	2	0	0	0	6	25	36	7	11	60	64
P01Q201912	P1-0360	D	27	26	2	1	3	1	34	3	0	1	0	0	2	0	0	37	22	11	20	53	78
P01Q201912	P1-0362	D	30	30	1	1	2	0	32	2	0	0	0	0	1	0	1	37	25	11	22	51	75
P01Q201912	P1-0363	D	24	22	9	4	3	1	1	10	0	3	1	0	1	0	2	22	61	4	9	44	39
P01Q201912	P1-0365	D	32	31	43	8	7	0	0	36	1	6	4	0	1	0	10	15	28	18	22	80	72
P01Q201912	P1-0367	D	89	87	32	12	10	1	0	31	0	5	6	0	2	2	9	18	26	48	64	76	74
P01Q201912	P1-0371	D	18	18	18	3	3	1	0	11	0	3	0	0	3	0	9	11	62	5	7	70	38
P01Q201912	P1-0374	D	11	4	23	7	12	5	1	19	0	9	3	0	1	12	3	40	10	2	4	55	90
P01Q201912	P1-0375	D	95	82	14	7	5	1	22	17	0	6	2	0	1	0	2	25	25	42	62	67	75
P01Q201912	P1-0377	D	26	23	23	12	7	1	2	24	0	7	1	0	2	0	9	14	41	11	14	77	59
P01Q201912	P1-0381	D	15	14	10	1	2	0	0	8	0	1	2	0	0	0	3	11	59	4	6	73	41
P01Q201912	P1-0382	D	31	18	27	17	2	0	0	30	0	1	1	0	0	0	13	8	34	11	12	88	66
P01Q201912	P1-0384	D	37	29	54	10	12	1	1	56	0	7	2	0	2	0	10	21	0	23	29	79	100
P01Q201912	P1-0386	D	34	34	30	4	8	1	0	28	0	5	1	0	2	0	6	9	48	15	18	83	52
P01Q201912	P1-0387	D	38	36	46	18	7	1	0	48	0	6	2	0	1	0	16	22	6	26	34	77	94
P01Q201912	P1-0390	D	17	17	16	4	18	4	4	26	0	6	1	0	3	0	6	31	23	8	13	60	77
P01Q201912	P1-0391	D	26	26	39	9	22	7	1	45	0	13	1	0	3	0	17	14	7	21	24	85	93
P01Q201912	P1-0392	D	12	12	58	12	9	2	0	44	0	13	1	0	4	0	19	14	4	10	11	85	96
P01Q201912	P1-0393	D	80	78	52	6	12	3	0	48	0	9	0	0	2	0	13	10	16	57	65	88	84
P01Q201912	P1-0394	D	12	10	42	5	22	3	0	36	0	10	0	0	2	0	25	17	10	7	9	81	90
P01Q201912	P1-0397	D	21	21	22	6	9	1	20	28	0	6	1	0	0	0	4	28	14	12	18	68	86
P01Q201912	P1-0399	D	54	51	45	15	10	2	1	50	0	9	1	0	1	0	10	18	9	37	46	81	91
P01Q201912	P1-0401	D	29	29	50	17	16	2	1	66	0	8	2	0	1	0	9	28	0	25	33	76	115
P01Q201912	P1-0402	D	16	16	26	3	1	0	0	16	0	4	0	0	0	0	10	9	51	7	8	83	49
P01Q201912	P1-0403	D	26	24	52	8	13	1	0	58	0	6	1	0	2	0	5	24	2	18	24	75	98
P01Q201912	P1-0405	D	15	15	78	4	10	0	1	57	0	5	1	0	1	0	28	17	0	14	17	85	110
P01Q201912	P1-0406	D	14	13	48	8	8	3	0	41	0	4	3	0	2	0	16	15	18	9	11	81	82
P01Q201912	P1-0411	D	28	25	23	2	1	1	13	17	0	4	0	0	1	0	4	34	26	10	18	54	74
P01Q201912	P1-0414	D	7	7	15	10	18	2	27	35	0	3	2	0	1	0	4	27	0	5	7	73	101
P01Q201912	P1-0415	D	100	97	32	29	8	1	1	41	0	11	5	0	2	0	12	21	6	71	91	77	94
P01Q201912	P1-0416	D	3	3	56	4	2	0	0	32	0	3	5	0	1	0	23	40	0	2	3	61	102
P01Q201912	P1-0417	D	8	8	14	9	4	1	31	14	0	7	2	0	1	0	2	35	6	5	8	63	94
P01Q201912	P1-0419	D	17	15	26	32	7	1	1	42	0	9	5	0	2	1	8	20	13	10	13	77	87
P01Q201912	P1-0422	D	57	46	11	9	7	2	23	16	0	7	1	0	2	1	2	23	10	31	41	74	90
P01Q201912	P1-0425	D	68	61	49	11	5	1	1	48	0	8	2	0	1	1	7	18	6	46	57	81	94
P01Q201912	P1-0426	D	8	8	16	4	5	0	13	16	0	8	0	0	0	0	1	35	26	3	6	52	74
P01Q201912	P1-0427	D	60	58	64	7	11	0	0	53	0	8	0	0	0	1	19	16	0	49	59	84	101
P01Q201912	P1-0428	D	39	38	62	14	11	0	0	64	0	8	1	0	0	1	13	15	0	34	40	85	105
P01Q201912	P1-0430	D	32	30	58	6	12	0	0	56	0	3	0	0	1	1	15	18	3	24	29	81	97
P01Q201912	P1-0431	D	31	29	53	10	8	0	0	47	0	5	1	0	1	0	17	15	12	21	26	83	88
P01Q201912	P1-0432	D	7	7	23	6	10	0	1	20	0	12	1	0	1	0	6	42	18	3	6	49	82
P01Q201912	P1-0440	D	127	117	42	15	17	1	1	50	0	9	1	0	1	0	14	24	0	88	117	76	100
P01Q201912	P1-0442	D	61	60	13	12	6	1	1	16	0	8	2	0	1	0	4	18	46	21	32	66	54
P01Q201912	P1-0443	D	23	23	48	13	13	1	1	39	0	12	0	0	3	0	21	24	1	17	23	76	99
P01Q201912	P1-0445	D	5	5	18	3	3	1	15	17	0	4	0	0	2	0	0	30	31	2	3	56	69
P01Q201912	P1-0446	D	15	12	17	8	2	1	0	14	0	5	0	0	1	0	7	15	58	3	5	65	42
P01Q201912	P1-0447	D	76	69	6	8	6	1	26	7	0	8	2	0	1	0	1	32	21	33	54	60	79
P01Q201912	P1-0449	D	55	45	56	16	8	0	0	56	0	7	1	0	0	0	17	19	0	38	47	82	104
P01Q201912	P1-0450	D	73	38	48	20	23	1	1	57	0	12	1	0	3	4	16	34	0	36	49	73	129
P01Q201912	P1-0452	D	70	67	14	15	7	1	2	13	0	10	7	0	1	0	5	15	45	26	37	72	55
P01Q201912	P1-0453	D	7	7	23	3	8	0	0	13	0	5	6	0	1	0	10	26	39	2	4	58	61
P01Q201912	P1-0455	D	17	17	30	7	9	1	0	15	0	19	1	0	3	0	9	44	9	8	15	51	91
P01Q201912	P1-0457	D	6	3	9	4	21	3	0	18	0	5	8	0	1	0	6	42	20	1	2	47	80
P01Q201912	P1-0460	D	18	14	1	0	4	1	0	3	0	2	0	0	0	0	0	37	54	1	6	21	46
P01Q201912	P1-0461	D	37	37	10	9	26	1	1	14	0	9	14	1	2	5	2	16	36	18	24	75	64
P01Q201912	P1-0462	D	46	46	5	4	5	7	26	2	0	8	2	0	2	6	0	22	18	27	38	73	82
P01Q201912	P1-0464	D	105	88	21	5	15	2	1	20	0	8	6	0	2	2	4	18	34	42	58	72	66
P01Q201912	P1-0466	D	75	69	16	10	14	2	0	13	0	15	9	0	2	2	1	23	28	34	49	68	72
P01Q201912	P1-0468	D	221	219	5	2	5	2	26	6	0	4	1	0	1	0	1	27	32	88	148	59	68
P01Q201912	P1-0470	D	14	14	39	8	6	0	0	22	1	17	0	0	1	0	12	23	22	8	11	70	78
P01Q201912	P1-0471	D	27	27	14	1	8	1	0	9	0	7	0	0	1	2	5	11	65	7	10	70	35
P01Q201912	P1-0472	D	39	39	21	3	13	2	1	18	0	6	1	0	2	9	2	17	44	16	22	71	56
P01Q201912	P1-0476	D	110	107	23	7	12	2	2	19	0	12	5	0	3	2	3	13	34	56	70	80	66
P01Q201912	P1-0478	D	16	16	30	14	8	1	0	31	0	6	6	0	3	0	7	9	38	8	10	85	62
P01Q201912	P1-0479	D	22	21	32	6	5	8	0	26	0	7	2	0	2	6	8	12	38	10	13	80	62
P01Q201912	P1-0481	D	33	30	51	7	10	0	0	47	0	5	1	0	2	0	13	13	14	22	26	85	86
P01Q201912	P1-0482	D	2	1	32	0	67	0	0	27	0	4	0	0	0	0	68	25	0	1	1	80	125
P01Q201912	P1-0483	D	25	25	42	9	18	2	1	50	0	11	2	1	2	1	5	19	10	18	23	79	90
P01Q201912	P1-0485	D	15	15	51	10	7	1	1	33	0	11	2	0	3	0	21	20	11	10	13	78	89
P01Q201912	P1-0486	D	48	48	7	5	5	1	29	4	0	8	3	0	2	0	1	39	14	22	41	54	86
P01Q201912	P1-0488	D	56	55	26	6	9	0	19	17	0	11	1	0	2	0	9	35	5	33	52	63	95
P01Q201912	P1-0491	D	26	16	38	12	19	2	2	34	0	25	7	0	4	0	0	37	0	12	18	66	110
P01Q201912	P1-0493	D	16	14	16	4	8	1	35	13	0	9	3	0	1	0	1	40	0	9	14	61	103
P01Q201912	P1-0496	D	67	64	4	4	6	0	22	6	0	4	1	0	1	0	2	22	30	30	45	68	70
P01Q201912	P1-0498	D	79	70	3	5	7	1	26	4	0	6	2	0	1	2	0	33	24	30	53	56	76
P01Q201912	P1-0499	D	21	21	3	6	4	5	37	2	0	6	4	0	5	0	0	19	14	14	18	77	86
P01Q201912	P1-0500	D	39	38	27	10	9	1	1	24	0	18	4	0	1	0	1	33	18	18	31	59	82
P01Q201912	P1-0501	D	54	53	6	5	4	1	30	2	0	10	1	0	2	0	0	42	10	26	48	54	90
P01Q201912	P1-0502	D	22	17	16	22	15	2	6	9	1	33	9	0	3	0	0	54	0	10	20	53	115
P01Q201912	P1-0505	D	37	32	0	3	4	1	15	5	0	2	0	0	1	1	0	43	33	8	22	36	67
P01Q201912	P1-0506	D	14	14	12	10	17	2	2	12	0	8	6	0	2	9	4	39	18	6	11	53	82
P01Q201912	P1-0508	D	14	14	20	18	21	3	2	14	0	27	2	0	3	16	0	32	4	9	13	67	96
P01Q201912	P1-0513	D	19	18	26	2	3	0	0	18	0	7	1	0	0	0	4	20	48	6	9	61	52
P01Q201912	P1-0514	D	5	5	36	14	7	3	0	28	0	14	0	0	3	0	14	30	11	3	4	66	89
P01Q201912	P1-0515	D	14	12	48	5	7	0	0	37	0	12	1	0	1	0	8	27	13	7	10	69	87
P01Q201912	P1-0518	D	3	2	34	52	13	4	1	50	0	34	9	0	5	2	3	40	0	3	3	76	167
P01Q201912	P1-0519	D	15	15	35	18	12	1	1	23	0	21	8	0	1	0	12	38	0	10	16	64	105
P01Q201912	P1-0520	D	9	9	15	19	6	0	1	19	0	7	4	0	0	0	10	27	30	4	6	62	70
P01Q201912	P1-0522	D	13	12	14	4	5	4	0	4	0	14	2	0	5	0	2	25	48	3	6	52	52
P01Q201912	P1-0523	D	68	66	30	22	10	2	1	30	0	15	3	0	1	2	13	26	10	42	60	71	90
P01Q201912	P1-0530	D	10	9	19	18	7	2	1	10	0	23	9	0	2	0	2	48	4	4	9	50	96
P01Q201912	P1-0532	D	44	40	24	16	12	1	1	25	0	15	7	0	1	0	5	31	16	21	34	62	84
P01Q201912	P1-0535	D	90	80	44	21	9	2	1	38	0	16	4	0	1	1	14	22	2	61	78	77	98
P01Q201912	P1-0536	D	17	17	19	5	5	1	0	14	0	4	3	0	2	0	7	25	45	5	9	54	55
P01Q201912	P1-0537	D	23	23	23	13	7	1	0	17	0	19	5	0	2	0	2	31	24	10	17	59	76
P01Q201912	P1-0539	D	37	35	30	5	18	2	1	28	0	11	1	0	2	2	9	32	11	20	31	64	89
P01Q201912	P1-0540	D	35	30	5	1	2	0	8	2	0	4	1	0	0	0	0	43	42	5	17	26	58
P01Q201912	P1-0543	D	12	10	48	3	3	2	1	28	1	4	0	0	0	2	21	18	25	6	8	76	75
P01Q201912	P1-0545	D	9	8	10	4	6	2	23	6	0	11	0	0	2	1	1	44	11	4	7	51	89
P01Q201912	P1-0548	D	123	121	51	11	5	1	0	45	0	8	4	0	1	0	10	11	20	82	96	86	80
P01Q201912	P1-0551	D	2	2	14	0	3	0	0	8	0	3	0	0	0	0	6	13	69	0	1	57	31
P01Q201912	P1-0552	D	5	5	69	8	1	1	0	63	0	5	5	1	1	0	4	13	10	4	4	85	90
P01Q201912	P1-0553	D	8	8	38	13	6	3	0	22	0	15	8	0	4	0	11	16	24	5	6	78	76
P01Q201912	P1-0555	D	75	73	2	7	2	0	33	5	0	4	1	0	0	0	0	20	36	32	47	68	64
P01Q201912	P1-0556	D	27	27	51	13	9	0	0	44	0	8	4	0	1	0	15	10	16	20	23	88	84
P01Q201912	P1-0557	D	45	44	30	5	6	0	0	26	0	4	1	0	0	0	10	8	50	18	22	83	50
P01Q201912	P1-0559	D	32	30	42	11	13	5	0	47	0	7	1	0	2	2	12	11	18	21	24	87	82
