Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	TYPZONY	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P01-202001	P1-0149	D	5	5	1	41	2	7	0	1	42	0	0	0	0	0	0	8	9	40	3	3	85	60
P01-202001	P1-0150	D	37	31	1	46	10	11	0	1	43	0	5	2	0	3	0	14	18	14	21	27	79	86
P01-202001	P1-0156	D	18	16	1	64	4	13	0	0	55	0	7	5	0	0	1	13	10	6	13	15	90	94
P01-202001	P1-0157	D	16	16	1	29	13	39	5	0	55	6	17	4	0	1	0	3	12	3	14	16	88	97
P01-202001	P1-0158	D	3	3	2	3	8	39	3	29	21	0	16	0	2	13	0	0	35	0	2	4	70	117
P01-202001	P1-0159	D	23	23	1	20	12	23	1	2	40	0	8	5	0	1	0	3	18	24	13	17	77	76
P01-202001	P1-0160	D	28	28	1	56	23	7	0	1	54	0	6	0	0	0	0	26	8	6	24	26	91	94
P01-202001	P1-0162	D	3	3	1	55	31	0	0	0	45	0	3	0	0	0	0	38	3	11	3	3	97	89
P01-202001	P1-0163	D	13	13	1	87	2	5	0	0	68	0	7	0	0	0	0	20	7	0	12	13	93	101
P01-202001	P1-0164	D	11	9	1	86	1	10	0	0	70	0	11	2	0	0	0	13	6	0	9	9	94	105
P01-202001	P1-0165	D	26	24	1	55	20	13	0	1	48	0	6	1	1	2	0	31	12	0	21	24	88	101
P01-202001	P1-0167	D	12	10	1	32	27	6	2	1	43	0	7	1	0	5	0	9	14	19	7	8	83	81
P01-202001	P1-0168	D	5	5	1	24	16	16	0	0	43	0	10	0	0	0	0	3	15	29	3	4	79	71
P01-202001	P1-0169	D	10	8	1	16	27	7	0	0	44	0	1	0	0	0	2	3	22	28	4	6	69	72
P01-202001	P1-0170	D	7	7	1	31	13	23	1	2	57	0	2	1	1	5	0	3	10	20	5	6	88	80
P01-202001	P1-0171	D	3	2	1	67	2	16	0	0	0	0	2	0	0	0	0	83	17	0	2	2	83	103
P01-202001	P1-0172	D	21	21	1	59	7	5	0	1	50	0	3	2	0	1	0	15	10	18	15	17	88	82
P01-202001	P1-0174	D	39	27	1	35	49	10	0	0	60	0	7	1	0	0	0	26	15	0	25	30	86	110
P01-202001	P1-0179	D	20	18	1	38	1	8	0	0	19	0	5	12	0	0	0	11	11	43	8	10	81	57
P01-202001	P1-0181	D	5	5	1	5	0	43	0	0	5	0	22	0	0	0	0	22	0	30	4	4	100	70
P01-202001	P1-0182	D	18	18	1	50	2	4	0	0	35	0	4	6	0	0	0	11	16	28	10	13	78	72
P01-202001	P1-0183	D	45	38	1	15	14	8	0	0	23	0	4	0	0	0	0	8	21	43	14	22	63	57
P01-202001	P1-0186	D	32	20	1	55	4	20	4	0	54	0	17	4	0	1	0	7	14	3	17	19	86	97
P01-202001	P1-0191	D	20	18	1	36	18	10	2	0	46	0	4	5	0	2	0	10	22	10	12	16	75	90
P01-202001	P1-0192	D	20	20	1	35	6	9	0	1	14	0	7	28	0	1	0	1	19	38	9	12	70	62
P01-202001	P1-0193	D	9	9	1	35	2	12	0	1	31	0	8	10	0	0	0	0	18	36	4	6	72	64
P01-202001	P1-0194	D	10	10	1	47	1	11	0	0	46	0	3	0	0	0	0	10	24	17	6	8	71	83
P01-202001	P1-0195	D	18	18	1	37	6	5	0	0	30	0	6	4	1	0	0	6	10	44	8	10	83	56
P01-202001	P1-0196	D	35	34	1	48	4	9	0	1	41	2	5	2	0	1	0	11	12	26	21	25	83	74
P01-202001	P1-0199	D	15	15	1	17	6	1	0	0	21	0	2	1	0	0	0	1	27	48	4	8	49	52
P01-202001	P1-0200	D	25	25	1	9	6	3	0	1	12	0	1	2	0	0	0	2	7	74	5	6	72	26
P01-202001	P1-0201	D	26	14	1	18	2	6	1	2	18	0	2	3	0	4	0	0	15	55	4	6	66	45
P01-202001	P1-0202	D	7	6	1	58	11	17	1	2	57	0	7	1	0	1	3	18	33	0	5	7	73	122
P01-202001	P1-0203	D	41	41	1	32	15	10	2	1	26	2	4	8	0	1	1	16	15	5	33	39	84	95
P01-202001	P1-0206	D	14	5	1	30	6	12	2	1	35	0	9	0	0	3	2	0	16	35	2	3	76	65
P01-202001	P1-0207	D	33	16	2	8	1	4	2	23	9	0	3	0	0	3	0	0	23	38	6	10	62	62
P01-202001	P1-0208	D	9	9	1	4	0	5	0	0	8	0	0	0	0	0	0	1	10	81	1	2	49	19
P01-202001	P1-0211	D	44	44	1	39	0	16	2	1	32	0	6	5	0	3	0	11	5	37	26	28	92	63
P01-202001	P1-0212	D	7	7	1	0	0	4	0	0	0	0	0	0	3	0	2	0	3	93	0	1	60	7
P01-202001	P1-0213	D	4	4	1	31	0	44	0	0	47	0	5	9	0	0	0	14	6	20	3	3	93	80
P01-202001	P1-0215	D	21	19	2	0	0	4	0	20	1	0	2	0	1	0	0	0	31	45	4	10	43	55
P01-202001	P1-0217	D	33	27	2	0	1	2	0	23	0	0	1	0	0	0	0	1	19	55	7	12	57	45
P01-202001	P1-0218	D	10	10	2	1	0	2	6	29	1	0	0	0	0	7	0	2	25	36	4	6	60	64
P01-202001	P1-0219	D	69	69	2	0	1	1	1	24	1	0	0	0	0	1	0	0	18	55	19	31	60	45
P01-202001	P1-0220	D	10	10	2	0	0	2	0	29	0	0	1	0	0	0	0	0	39	30	3	7	44	70
P01-202001	P1-0223	D	54	54	1	42	13	8	0	1	33	0	13	1	0	0	0	16	13	23	34	41	83	77
P01-202001	P1-0224	D	18	18	2	7	4	3	2	28	10	0	2	0	0	2	0	0	32	26	8	13	58	74
P01-202001	P1-0228	D	40	39	1	43	7	14	1	1	28	0	14	3	0	2	1	17	15	18	26	32	81	82
P01-202001	P1-0230	D	55	53	1	44	6	8	0	1	27	0	9	4	0	0	0	18	21	20	32	42	74	80
P01-202001	P1-0231	D	65	63	1	45	8	8	0	1	37	0	12	3	0	0	0	7	23	15	39	54	72	85
P01-202001	P1-0233	D	13	13	1	59	8	12	0	0	52	0	13	1	0	0	0	13	11	10	10	12	88	90
P01-202001	P1-0234	D	47	47	1	48	15	7	0	2	40	0	12	5	0	1	0	12	20	8	34	43	79	92
P01-202001	P1-0235	D	28	28	1	51	5	6	0	1	42	0	5	4	0	0	1	9	23	15	17	24	73	85
P01-202001	P1-0236	D	9	9	1	32	18	1	0	0	44	0	1	2	0	0	0	4	21	29	5	6	70	71
P01-202001	P1-0240	D	28	25	1	9	26	17	0	1	23	0	9	11	0	2	6	2	29	19	13	20	64	81
P01-202001	P1-0241	D	50	50	1	48	6	10	1	1	21	0	13	14	0	1	0	16	23	7	35	46	75	93
P01-202001	P1-0242	D	40	38	2	16	1	2	0	10	5	0	2	2	0	0	10	0	0	26	28	28	99	74
P01-202001	P1-0243	D	10	10	1	45	3	11	0	1	21	0	8	13	0	0	1	16	9	30	6	7	87	70
P01-202001	P1-0244	D	93	89	1	53	9	10	0	1	35	0	12	9	0	1	0	14	20	10	63	81	78	90
P01-202001	P1-0246	D	12	12	1	47	14	10	0	0	30	0	13	21	0	1	0	5	22	8	8	11	76	92
P01-202001	P1-0249	D	17	15	2	13	0	5	1	16	9	2	6	1	0	1	0	1	45	17	6	12	46	83
P01-202001	P1-0250	D	39	31	1	46	17	7	2	1	38	0	9	6	0	2	2	14	27	1	22	31	73	99
P01-202001	P1-0252	D	19	17	1	30	5	3	0	0	13	0	5	3	0	0	0	18	26	38	6	11	58	62
P01-202001	P1-0253	D	23	23	1	29	16	11	0	0	36	1	8	4	0	1	0	6	10	34	13	15	85	66
P01-202001	P1-0258	D	4	4	1	66	7	7	0	0	61	0	9	3	0	3	0	5	37	0	3	5	69	117
P01-202001	P1-0259	D	117	108	1	40	9	8	1	1	32	1	12	4	0	2	1	8	20	18	68	89	76	82
P01-202001	P1-0263	D	43	43	1	20	7	9	1	1	15	0	11	6	0	1	0	4	31	30	17	30	56	70
P01-202001	P1-0264	D	39	39	1	57	6	7	1	1	22	0	8	30	0	1	0	9	21	8	28	36	77	92
P01-202001	P1-0265	D	98	96	1	37	12	8	1	1	29	0	11	4	0	2	0	11	15	28	55	69	80	72
P01-202001	P1-0269	D	14	14	1	18	5	13	1	2	17	0	16	3	0	0	0	1	33	29	5	10	54	71
P01-202001	P1-0271	D	43	43	1	48	14	9	1	2	47	0	10	4	0	1	0	9	18	9	31	39	80	91
P01-202001	P1-0274	D	13	11	1	51	12	3	0	2	39	2	9	3	0	0	0	14	30	1	8	11	70	99
P01-202001	P1-0276	D	21	12	1	21	22	23	1	1	18	0	19	9	0	2	5	14	18	13	8	10	79	87
P01-202001	P1-0277	D	190	183	1	22	10	9	1	1	15	1	11	9	0	2	0	3	18	36	84	117	72	64
P01-202001	P1-0278	D	16	16	1	26	8	5	0	2	21	0	6	0	0	0	0	12	21	38	7	10	66	62
P01-202001	P1-0279	D	67	64	1	43	6	4	1	1	26	1	13	2	0	1	1	10	22	20	37	51	72	80
P01-202001	P1-0281	D	85	81	1	33	10	7	2	1	25	0	11	2	1	3	3	9	21	26	43	60	71	74
P01-202001	P1-0283	D	69	65	1	37	10	7	1	0	28	0	8	5	0	1	2	13	20	24	37	50	74	76
P01-202001	P1-0286	D	46	43	1	44	8	9	2	1	27	0	10	3	0	3	3	18	21	15	28	37	75	85
P01-202001	P1-0295	D	6	6	1	13	10	4	0	1	15	0	4	3	0	0	0	5	26	46	2	3	52	54
P01-202001	P1-0302	D	24	24	1	56	6	8	0	0	28	0	12	1	0	1	0	27	12	18	17	20	85	82
P01-202001	P1-0303	D	45	45	1	47	6	10	0	1	36	0	9	6	0	0	0	12	17	19	29	36	80	81
P01-202001	P1-0304	D	29	28	2	5	1	2	0	21	5	0	1	2	0	0	0	0	20	46	10	15	63	54
P01-202001	P1-0307	D	6	6	1	6	1	11	2	1	5	0	9	0	0	3	1	3	30	49	1	3	42	51
P01-202001	P1-0308	D	24	20	2	7	0	8	0	30	5	0	4	6	0	0	0	0	29	27	9	15	60	73
P01-202001	P1-0309	D	26	26	1	40	9	18	0	0	37	0	14	3	0	2	0	10	21	13	17	23	76	87
P01-202001	P1-0310	D	58	57	1	20	13	8	1	2	13	0	14	5	0	1	2	5	31	26	24	42	58	74
P01-202001	P1-0319	D	32	31	2	15	7	5	4	31	8	0	5	2	0	2	9	5	38	1	19	31	62	99
P01-202001	P1-0322	D	11	11	2	19	3	0	2	12	3	0	8	4	0	0	5	3	13	52	4	5	74	48
P01-202001	P1-0323	D	27	27	1	36	9	4	1	1	23	0	8	6	0	1	4	9	31	18	14	22	62	82
P01-202001	P1-0326	D	8	8	1	34	4	11	1	0	16	0	26	5	2	0	1	1	42	10	4	7	54	90
P01-202001	P1-0327	D	8	8	1	27	0	9	1	0	16	3	7	2	0	1	0	8	34	31	3	6	51	69
P01-202001	P1-0330	D	13	12	1	14	3	2	0	0	11	0	6	0	0	0	0	1	43	37	2	8	31	63
P01-202001	P1-0332	D	1	1	1	18	11	0	5	5	9	0	20	0	0	5	0	0	111	0	0	1	22	143
P01-202001	P1-0333	D	3	3	1	39	0	9	2	0	34	0	8	0	0	0	2	6	36	14	1	3	58	86
P01-202001	P1-0336	D	32	31	2	6	7	6	0	13	11	0	2	5	0	1	0	1	0	42	18	18	100	58
P01-202001	P1-0337	D	25	23	1	42	17	7	0	1	45	0	7	1	0	2	0	10	20	14	15	20	77	86
P01-202001	P1-0340	D	8	8	1	27	21	4	0	0	33	0	9	2	0	0	3	4	20	30	4	6	71	70
P01-202001	P1-0342	D	44	30	2	28	9	11	10	20	28	0	4	4	0	1	17	3	27	0	23	31	74	105
P01-202001	P1-0345	D	29	26	1	49	14	10	1	1	41	0	6	2	1	1	4	17	18	8	19	24	80	92
P01-202001	P1-0346	D	32	30	1	38	10	3	0	1	28	0	6	1	0	1	1	15	20	28	16	21	73	72
P01-202001	P1-0348	D	12	12	1	52	10	13	0	1	50	2	7	9	0	0	0	6	29	0	9	13	72	105
P01-202001	P1-0349	D	18	18	1	48	11	9	3	0	39	0	16	5	0	2	0	8	17	11	13	16	80	89
P01-202001	P1-0352	D	2	2	1	26	18	0	0	0	19	0	24	0	0	0	0	0	72	0	1	2	38	115
P01-202001	P1-0353	D	18	17	1	23	5	16	1	1	33	0	4	6	0	2	0	0	53	0	8	17	47	100
P01-202001	P1-0354	D	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	1	0	125
P01-202001	P1-0355	D	63	62	1	30	9	13	2	1	27	0	10	4	0	3	1	9	22	24	34	47	71	76
P01-202001	P1-0357	D	12	12	1	62	7	13	0	0	38	0	6	4	0	0	0	34	19	0	10	12	81	102
P01-202001	P1-0358	D	17	17	1	33	0	6	0	0	32	0	0	0	0	0	0	6	23	38	7	11	63	62
P01-202001	P1-0360	D	27	26	2	2	1	3	1	23	2	0	1	0	0	4	0	0	36	33	8	17	47	67
P01-202001	P1-0362	D	30	30	2	1	0	2	0	28	1	0	1	0	0	1	0	1	36	32	10	20	47	68
P01-202001	P1-0363	D	24	22	1	9	3	5	0	1	11	0	3	0	0	1	0	2	18	64	4	8	50	36
P01-202001	P1-0365	D	32	31	1	45	6	6	0	0	43	0	6	2	0	1	0	5	14	29	18	22	80	71
P01-202001	P1-0367	D	89	87	1	34	6	9	1	0	26	0	7	4	0	2	2	10	17	33	44	58	75	67
P01-202001	P1-0371	D	18	18	1	42	6	2	3	0	22	0	7	2	0	3	0	19	19	27	10	13	74	73
P01-202001	P1-0374	D	11	4	1	17	3	12	15	1	14	0	2	3	0	0	26	4	36	15	2	3	57	85
P01-202001	P1-0375	D	95	82	2	15	6	6	1	18	16	0	7	2	0	1	0	1	29	24	39	62	62	76
P01-202001	P1-0377	D	26	23	1	23	18	7	0	1	31	0	8	1	0	1	0	8	7	41	12	14	88	59
P01-202001	P1-0381	D	15	14	1	13	0	0	1	0	9	0	0	0	0	1	0	4	12	57	4	6	72	43
P01-202001	P1-0382	D	31	18	0	35	27	4	0	0	35	0	1	0	0	0	0	30	12	21	12	14	85	79
P01-202001	P1-0384	D	37	29	1	48	9	12	1	2	50	0	8	2	0	1	0	8	15	11	21	26	83	89
P01-202001	P1-0386	D	34	34	1	39	4	8	1	0	37	0	5	0	0	3	0	8	11	37	18	22	82	63
P01-202001	P1-0387	D	38	36	1	49	17	8	0	1	51	0	7	1	0	0	0	15	21	4	27	34	78	96
P01-202001	P1-0390	D	17	17	1	24	2	21	3	2	28	0	11	1	0	2	0	7	28	20	9	14	65	80
P01-202001	P1-0391	D	26	26	1	47	6	19	7	0	50	0	10	1	0	2	0	16	15	7	20	24	84	93
P01-202001	P1-0392	D	12	12	1	53	19	12	4	1	43	0	13	1	0	7	0	24	15	0	11	12	85	103
P01-202001	P1-0393	D	80	78	1	57	7	11	3	0	52	0	8	0	0	3	0	15	10	12	61	69	89	88
P01-202001	P1-0394	D	12	10	1	42	4	26	1	0	24	1	15	0	0	0	0	32	22	5	7	9	77	95
P01-202001	P1-0397	D	21	21	2	20	9	7	1	17	27	0	7	1	0	0	0	2	34	12	11	18	61	88
P01-202001	P1-0399	D	54	51	1	52	12	11	3	1	52	0	10	0	0	1	0	14	15	5	40	48	84	95
P01-202001	P1-0401	D	29	29	1	38	17	14	1	1	49	0	6	1	0	1	0	13	22	3	22	28	77	97
P01-202001	P1-0402	D	16	16	1	26	1	0	0	2	18	0	2	0	0	0	0	7	4	44	8	9	92	56
P01-202001	P1-0403	D	26	24	1	59	10	10	1	1	61	0	6	1	0	2	0	9	22	0	19	25	78	102
P01-202001	P1-0405	D	15	15	1	85	3	10	0	0	69	0	6	0	0	2	0	21	15	0	15	17	87	112
P01-202001	P1-0406	D	14	13	1	45	13	3	5	0	44	0	8	5	0	2	0	8	17	16	9	11	80	84
P01-202001	P1-0411	D	28	25	2	29	1	1	1	11	23	0	3	0	0	1	0	4	32	26	11	19	57	74
P01-202001	P1-0414	D	7	7	2	22	9	12	1	25	30	0	3	2	0	2	0	6	35	0	5	7	66	103
P01-202001	P1-0415	D	100	97	1	31	28	6	1	1	37	0	11	6	0	2	0	9	22	11	65	86	75	89
P01-202001	P1-0416	D	3	3	1	52	5	6	0	3	36	0	8	5	0	0	0	13	42	0	2	3	60	104
P01-202001	P1-0417	D	8	8	2	5	9	0	0	29	10	0	3	0	0	0	0	0	36	21	3	6	55	79
P01-202001	P1-0419	D	17	15	1	21	33	5	1	2	35	1	7	1	0	3	1	14	20	17	9	12	76	83
P01-202001	P1-0422	D	57	46	2	11	9	8	2	20	16	0	7	1	0	2	1	3	33	13	25	40	62	87
P01-202001	P1-0425	D	68	61	1	53	11	8	1	2	50	0	9	2	0	1	0	10	24	1	46	60	76	99
P01-202001	P1-0426	D	8	8	2	15	8	2	0	9	14	0	8	0	0	0	0	3	30	36	3	5	53	64
P01-202001	P1-0427	D	60	58	1	64	8	13	0	0	55	1	6	1	0	0	2	21	18	0	50	60	83	104
P01-202001	P1-0428	D	39	38	1	58	14	10	0	1	61	1	7	1	0	1	1	11	19	0	32	39	81	102
P01-202001	P1-0430	D	32	30	1	66	7	14	0	0	60	0	4	1	0	1	0	20	18	0	26	32	83	105
P01-202001	P1-0431	D	31	29	1	59	12	9	0	0	55	0	4	1	0	1	0	20	16	4	23	28	84	96
P01-202001	P1-0432	D	7	7	1	27	7	7	2	2	6	0	18	0	0	3	0	15	43	13	3	6	51	87
P01-202001	P1-0440	D	127	117	1	41	14	17	1	1	47	0	9	1	0	1	0	15	24	3	86	114	76	97
P01-202001	P1-0442	D	61	60	1	12	14	6	1	1	16	0	10	2	0	1	0	3	13	46	24	32	76	54
P01-202001	P1-0443	D	23	23	1	56	16	12	1	1	42	0	16	1	1	2	0	22	22	0	19	24	80	106
P01-202001	P1-0445	D	5	5	2	14	6	6	1	19	23	0	3	0	0	1	0	0	27	27	2	4	64	73
P01-202001	P1-0446	D	12	10	1	25	7	3	1	0	15	0	9	0	0	1	0	11	22	42	4	6	63	58
P01-202001	P1-0447	D	76	69	2	9	8	8	1	22	8	0	11	2	0	1	0	2	31	21	33	55	61	79
P01-202001	P1-0449	D	55	45	1	53	13	14	1	1	55	0	5	2	1	1	0	16	21	0	37	47	80	104
P01-202001	P1-0450	D	78	43	1	35	14	20	1	0	37	0	12	0	2	4	4	12	30	0	30	43	70	100
P01-202001	P1-0452	D	70	67	1	13	13	7	2	1	16	0	8	6	0	2	0	4	15	48	25	35	71	52
P01-202001	P1-0453	D	7	7	1	19	6	6	0	0	12	0	5	4	0	0	0	11	21	46	2	4	62	54
P01-202001	P1-0455	D	17	17	1	18	8	2	0	1	12	0	8	0	0	2	0	7	34	36	5	11	46	64
P01-202001	P1-0457	D	6	3	1	10	2	13	4	1	17	0	6	5	0	0	0	1	45	26	1	2	40	74
P01-202001	P1-0460	D	18	14	1	1	1	5	1	0	4	0	2	1	0	0	1	0	36	56	1	6	19	44
P01-202001	P1-0461	D	37	37	1	12	7	25	1	1	11	0	10	11	0	3	7	2	16	39	16	23	73	61
P01-202001	P1-0462	D	46	46	2	4	5	5	6	22	4	0	9	0	0	2	4	0	34	24	19	35	55	76
P01-202001	P1-0464	D	105	88	1	25	5	13	2	1	22	0	9	6	0	2	2	4	19	34	42	58	72	66
P01-202001	P1-0466	D	75	69	1	17	13	11	2	1	8	0	21	8	0	3	1	1	22	30	33	48	69	70
P01-202001	P1-0468	D	221	219	2	7	2	6	4	18	8	0	5	1	0	1	2	1	26	37	82	138	59	63
P01-202001	P1-0470	D	14	14	1	44	8	2	0	1	19	3	20	0	0	0	0	10	22	20	8	11	72	80
P01-202001	P1-0471	D	27	27	1	15	2	10	1	0	11	1	9	0	0	1	0	6	10	62	8	10	74	38
P01-202001	P1-0472	D	39	39	1	23	5	15	2	1	20	0	8	1	0	2	9	4	17	38	17	24	73	62
P01-202001	P1-0476	D	110	107	1	24	8	14	2	1	20	0	14	5	0	2	1	5	15	32	57	73	78	68
P01-202001	P1-0478	D	16	16	1	31	14	12	0	0	46	0	3	6	0	1	0	2	12	30	9	11	83	70
P01-202001	P1-0479	D	22	21	1	36	5	6	10	0	26	0	6	4	0	0	9	11	8	34	12	14	88	66
P01-202001	P1-0481	D	33	30	1	47	4	12	0	0	38	0	6	0	0	3	0	16	13	21	20	24	84	79
P01-202001	P1-0482	D	2	1	1	28	10	31	1	0	30	0	13	0	0	1	0	25	22	0	1	1	79	105
P01-202001	P1-0483	D	25	25	1	34	11	19	2	1	49	0	8	2	0	2	1	2	20	15	16	21	77	85
P01-202001	P1-0485	D	15	15	1	59	7	4	0	2	37	0	13	1	1	0	0	19	23	6	11	14	75	94
P01-202001	P1-0486	D	48	48	2	7	6	6	1	21	5	0	9	3	0	1	0	1	40	20	19	38	51	80
P01-202001	P1-0488	D	56	55	2	23	9	7	0	14	16	0	13	1	0	0	0	9	35	13	29	48	60	87
P01-202001	P1-0491	D	26	16	1	38	10	18	1	1	30	0	27	6	0	4	0	0	26	0	13	17	76	106
P01-202001	P1-0493	D	16	14	2	14	5	11	1	30	17	0	10	1	0	2	1	0	47	0	8	15	56	107
P01-202001	P1-0496	D	67	64	2	5	4	7	1	21	6	0	5	2	0	1	0	2	29	28	28	46	60	72
P01-202001	P1-0498	D	79	70	2	5	5	8	1	21	5	0	7	3	0	1	3	0	35	22	30	55	55	78
P01-202001	P1-0499	D	21	21	2	5	8	5	4	29	2	0	8	7	0	5	0	0	21	14	14	18	75	86
P01-202001	P1-0500	D	39	38	1	30	8	12	1	2	23	0	19	3	0	1	0	2	31	18	19	31	62	82
P01-202001	P1-0501	D	54	53	2	7	7	8	1	24	4	0	15	1	0	2	0	0	43	10	25	48	52	90
P01-202001	P1-0502	D	22	17	1	17	26	16	2	4	12	1	35	8	0	3	0	1	53	0	11	20	55	118
P01-202001	P1-0505	D	37	32	2	0	2	4	2	14	3	0	3	0	0	1	0	0	34	39	9	20	44	61
P01-202001	P1-0506	D	14	14	1	15	8	15	0	2	13	0	10	5	0	4	1	6	38	21	6	11	52	79
P01-202001	P1-0508	D	14	14	1	17	6	25	2	4	9	0	19	1	0	1	18	0	41	6	7	13	56	94
P01-202001	P1-0513	D	19	18	1	20	7	7	0	0	21	0	8	0	0	0	0	5	16	50	6	9	69	50
P01-202001	P1-0514	D	5	5	1	25	12	19	1	0	31	0	16	1	0	2	0	5	34	9	3	5	63	91
P01-202001	P1-0515	D	14	12	1	50	4	7	0	0	38	0	13	0	0	0	0	9	25	13	7	10	71	87
P01-202001	P1-0518	D	3	2	1	18	46	33	0	3	65	0	14	0	0	3	10	6	76	0	2	4	57	177
P01-202001	P1-0519	D	15	15	1	34	15	17	0	2	28	0	21	4	0	1	0	13	27	5	10	14	71	95
P01-202001	P1-0520	D	9	9	1	15	22	9	0	0	21	0	6	4	0	0	0	15	24	31	4	6	66	69
P01-202001	P1-0522	D	13	12	1	13	3	4	3	0	3	0	10	0	0	5	0	4	23	55	3	5	49	45
P01-202001	P1-0523	D	68	66	1	29	23	12	2	1	32	0	15	4	0	1	1	13	26	7	44	61	72	93
P01-202001	P1-0530	D	10	9	1	23	15	5	2	1	11	0	24	8	0	2	0	1	45	8	4	8	51	92
P01-202001	P1-0532	D	44	40	1	24	16	13	0	0	26	0	15	7	0	0	0	6	30	16	21	33	64	84
P01-202001	P1-0535	D	90	80	1	41	20	10	1	1	35	0	15	5	0	1	1	15	22	6	58	75	77	94
P01-202001	P1-0536	D	17	17	1	20	7	7	0	0	13	0	6	3	0	1	0	12	28	38	6	11	55	62
P01-202001	P1-0537	D	23	23	1	20	16	6	1	0	17	0	17	3	0	2	0	3	31	26	10	17	59	74
P01-202001	P1-0539	D	37	35	1	30	6	16	1	1	27	0	10	3	0	3	3	9	31	13	20	30	64	87
P01-202001	P1-0540	D	30	25	2	6	0	1	0	5	2	0	3	3	0	0	0	0	49	38	3	15	21	62
P01-202001	P1-0545	D	9	8	2	7	2	5	2	22	4	0	9	2	0	2	0	0	59	2	3	8	40	98
P01-202001	P1-0548	D	123	121	1	54	10	5	1	0	44	0	8	3	0	1	0	12	11	20	84	97	86	80
P01-202001	P1-0551	D	2	2	1	11	0	0	0	0	0	0	0	0	0	0	0	11	10	79	0	0	53	21
P01-202001	P1-0552	D	5	5	1	74	1	8	0	0	59	0	4	5	0	5	0	10	10	7	4	5	89	93
P01-202001	P1-0553	D	8	8	1	44	16	5	1	0	30	0	11	3	0	4	0	17	10	24	5	6	86	76
