Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P04Q201912	P4-0212	D	21	21	34	2	4	0	0	32	0	1	0	0	0	0	7	13	48	8	11	76	52
P04Q201912	P4-0213	D	75	71	35	4	2	2	4	31	0	2	0	0	0	0	9	11	35	38	46	83	65
P04Q201912	P4-0214	D	47	46	59	2	2	4	0	48	1	5	0	0	0	0	12	18	16	31	39	79	84
P04Q201912	P4-0215	D	42	39	41	1	4	2	0	40	0	0	0	0	0	0	7	26	26	19	29	65	74
P04Q201912	P4-0216	D	47	44	36	4	2	2	0	35	0	1	0	0	0	0	9	13	42	20	25	77	58
P04Q201912	P4-0218	D	11	7	50	11	7	7	3	51	0	5	5	0	5	1	8	69	0	5	10	53	147
P04Q201912	P4-0220	D	97	96	42	2	4	0	0	39	0	3	1	0	0	0	5	14	37	47	60	78	63
P04Q201912	P4-0222	D	54	54	62	1	1	2	1	55	0	1	0	0	1	0	8	16	18	36	45	81	82
P04Q201912	P4-0223	D	83	82	38	1	2	1	1	37	0	2	0	0	1	0	3	12	45	36	45	79	55
P04Q201912	P4-0224	D	32	31	33	5	3	1	8	33	0	0	0	0	0	0	7	26	26	15	23	65	74
P04Q201912	P4-0225	D	54	54	27	4	0	3	9	31	0	0	0	0	0	0	3	25	32	23	37	63	68
P04Q201912	P4-0227	D	17	17	44	12	0	8	0	54	0	4	0	0	0	0	6	12	24	11	13	84	76
P04Q201912	P4-0228	D	64	60	43	2	2	3	0	38	0	0	0	0	0	0	11	15	35	30	39	77	65
P04Q201912	P4-0229	D	31	31	25	3	1	0	0	26	0	0	0	0	0	0	3	14	52	11	15	70	48
P04Q201912	P4-0232	D	39	38	54	1	5	7	1	51	1	3	0	0	2	0	9	28	1	27	38	71	99
P04Q201912	P4-0233	D	25	24	64	2	1	5	1	61	0	5	0	0	4	0	1	13	14	18	21	85	86
P04Q201912	P4-0234	D	48	47	54	5	2	2	7	46	1	10	1	0	0	0	4	30	0	33	47	70	100
P04Q201912	P4-0235	D	24	24	25	1	2	0	9	21	1	5	0	0	0	0	1	17	46	9	13	68	54
P04Q201912	P4-0236	D	8	8	46	4	3	2	4	36	1	6	0	1	0	0	12	25	16	5	7	70	84
P04Q201912	P4-0238	D	36	32	41	7	1	1	5	32	0	6	2	0	0	0	10	24	20	18	26	70	80
P04Q201912	P4-0240	D	18	18	54	5	0	1	6	58	0	0	0	0	0	0	2	29	5	12	17	69	95
P04Q201912	P4-0241	D	22	22	44	7	6	3	5	50	0	4	0	0	1	0	6	27	8	14	20	70	92
P04Q201912	P4-0242	D	19	19	18	9	3	0	11	24	0	5	0	0	0	0	0	34	25	8	14	54	75
P04Q201912	P4-0243	D	32	32	41	11	3	3	0	42	0	3	0	0	2	0	11	12	28	19	23	83	72
P04Q201912	P4-0244	D	46	44	37	6	4	4	12	42	0	2	0	0	0	0	8	23	14	28	38	73	86
P04Q201912	P4-0246	D	13	13	43	9	12	3	11	50	1	4	0	0	4	0	9	25	0	10	14	76	104
P04Q201912	P4-0247	D	26	26	24	10	3	4	18	35	0	3	0	0	1	0	2	29	12	15	23	67	88
P04Q201912	P4-0248	D	21	19	53	5	6	7	1	60	0	5	0	0	1	0	5	19	8	14	18	79	92
P04Q201912	P4-0249	D	39	36	65	2	5	5	0	35	2	3	0	0	1	0	36	13	9	28	33	85	91
P04Q201912	P4-0250	D	35	35	41	14	4	1	15	44	0	1	0	0	0	0	15	27	0	26	36	74	102
P04Q201912	P4-0251	D	58	57	2	11	3	0	4	13	0	1	0	0	0	0	1	10	70	11	17	67	30
P04Q201912	P4-0254	D	18	17	12	6	18	6	7	36	0	2	0	0	0	0	4	11	40	8	10	82	60
P04Q201912	P4-0256	D	26	25	12	0	0	0	1	10	0	1	0	0	0	0	3	6	80	3	5	71	20
P04Q201912	P4-0259	D	66	64	30	13	4	4	2	34	0	1	1	0	1	1	13	13	35	33	41	80	65
P04Q201912	P4-0260	D	15	14	51	3	1	4	1	43	0	3	0	0	0	0	12	12	29	8	10	83	71
P04Q201912	P4-0261	D	17	16	29	2	1	0	1	22	0	0	0	0	0	0	10	10	57	5	7	77	43
P04Q201912	P4-0263	D	21	21	22	25	8	2	4	49	0	1	0	1	1	1	4	14	26	13	16	82	74
P04Q201912	P4-0264	D	13	10	7	21	8	0	7	28	1	0	0	0	0	0	7	26	31	4	7	63	69
P04Q201912	P4-0265	D	8	7	34	27	9	2	7	53	10	2	0	0	0	0	7	13	9	5	6	85	91
P04Q201912	P4-0267	D	33	33	29	7	3	1	0	28	0	4	0	0	1	0	7	11	48	13	17	79	52
P04Q201912	P4-0268	D	27	26	18	18	3	2	7	32	1	2	0	0	0	0	5	17	36	12	17	73	64
P04Q201912	P4-0270	D	12	12	15	13	2	2	1	25	0	2	0	0	0	0	5	12	54	4	5	73	46
P04Q201912	P4-0271	D	31	30	13	27	8	4	0	36	0	2	0	0	3	0	11	6	43	15	17	90	57
P04Q201912	P4-0273	D	29	29	18	3	3	0	0	21	3	0	0	0	0	0	0	8	68	7	9	76	32
P04Q201912	P4-0274	D	25	25	10	33	4	2	0	41	0	1	0	0	0	0	6	7	44	12	14	87	56
P04Q201912	P4-0275	D	51	51	49	10	3	1	0	46	0	3	0	0	0	0	13	11	25	32	38	85	75
P04Q201912	P4-0276	D	13	13	21	12	1	2	0	23	0	4	0	0	0	0	8	20	44	5	7	64	56
P04Q201912	P4-0277	D	58	58	44	13	2	3	1	52	1	3	0	0	0	0	6	17	18	38	48	79	82
P04Q201912	P4-0279	D	28	27	62	5	3	6	1	53	0	2	2	0	0	0	17	19	5	21	26	80	95
P04Q201912	P4-0280	D	8	8	46	7	9	5	9	42	1	6	6	0	1	0	12	22	2	6	8	78	98
P04Q201912	P4-0281	D	28	24	59	8	12	3	0	55	0	3	0	0	0	0	24	14	4	20	23	86	96
P04Q201912	P4-0283	D	3	3	68	3	0	0	0	42	0	5	0	0	0	0	24	11	18	2	2	86	82
P04Q201912	P4-0301	D	29	27	62	4	8	5	5	55	0	7	0	0	0	0	16	16	1	22	27	84	99
P04Q201912	P4-0302	D	14	13	63	6	2	4	10	54	1	8	0	0	0	0	11	19	0	11	13	81	104
P04Q201912	P4-0303	D	46	40	81	2	10	4	9	68	1	7	0	0	0	0	21	26	0	42	52	80	131
P04Q201912	P4-0304	D	8	8	93	8	7	4	0	89	0	4	0	1	0	0	17	21	0	9	11	84	133
P04Q201912	P4-0305	D	8	6	36	6	7	1	0	34	0	13	1	0	0	0	1	22	29	3	4	70	71
P04Q201912	P4-0306	D	20	19	30	19	1	4	1	47	0	5	0	1	0	0	1	20	24	11	14	73	76
P04Q201912	P4-0308	D	8	8	28	33	0	1	0	55	0	7	0	0	0	0	0	14	24	5	6	82	76
P04Q201912	P4-0309	D	10	10	16	24	1	9	0	47	0	0	0	0	0	0	4	7	43	5	6	88	57
P04Q201912	P4-0310	D	18	17	30	8	1	1	1	24	1	1	0	0	0	0	14	15	44	7	10	73	56
P04Q201912	P4-0311	D	41	40	46	5	6	0	0	45	0	6	0	0	0	0	7	8	34	23	26	88	66
P04Q201912	P4-0313	D	35	35	43	10	8	5	5	51	2	4	2	0	1	0	5	8	22	25	27	90	78
P04Q201912	P4-0315	D	20	20	72	1	13	2	0	75	1	1	0	0	0	0	11	19	0	18	22	82	108
P04Q201912	P4-0317	D	13	12	68	3	11	0	0	58	0	4	0	0	0	0	19	17	2	10	12	83	98
P04Q201912	P4-0319	D	11	10	80	2	13	3	0	72	2	5	0	0	0	0	18	17	0	10	11	85	114
P04Q201912	P4-0322	D	34	34	50	12	6	1	5	51	1	3	0	0	0	0	15	27	0	26	35	74	102
P04Q201912	P4-0323	D	25	25	31	3	3	1	1	30	0	2	1	0	0	0	6	21	39	10	15	66	61
P04Q201912	P4-0324	D	17	10	40	0	2	4	0	36	0	5	1	0	1	0	2	16	38	5	6	74	62
P04Q201912	P4-0325	D	5	5	42	0	5	4	5	43	0	2	0	0	0	0	5	23	23	3	4	71	77
P04Q201912	P4-0326	D	18	17	43	1	3	9	2	48	1	2	0	0	0	0	5	24	18	10	14	70	82
P04Q201912	P4-0327	D	6	6	28	0	0	4	0	25	0	0	0	0	0	0	7	6	62	2	2	83	38
P04Q201912	P4-0328	D	4	4	84	3	17	1	0	94	1	5	0	0	1	0	3	14	0	4	5	89	118
P04Q201912	P4-0329	D	6	6	65	2	4	6	1	75	0	1	0	0	0	0	2	16	6	5	6	83	94
P04Q201912	P4-0330	D	6	6	71	2	10	0	1	62	0	2	0	0	0	0	19	7	9	5	5	93	91
P04Q201912	P4-0331	D	4	4	43	5	8	4	3	51	1	4	0	2	0	0	2	23	13	3	3	74	87
P04Q201912	P4-0332	D	11	11	70	10	6	1	0	56	0	3	0	0	0	1	27	24	0	10	12	79	111
P04Q201912	P4-0333	D	4	4	84	2	10	3	6	76	0	0	0	0	0	0	23	15	0	4	5	88	120
P04Q201912	P4-0334	D	6	5	33	4	26	5	0	50	0	0	0	0	0	2	15	27	7	3	5	72	93
P04Q201912	P4-0336	D	12	12	38	8	4	4	0	46	0	0	0	0	0	0	8	23	22	7	9	70	78
P04Q201912	P4-0340	D	6	6	38	9	4	3	6	45	1	2	1	1	0	0	6	39	1	4	6	61	99
P04Q201912	P4-0341	D	2	2	36	6	27	1	10	50	0	3	0	0	1	3	12	32	0	2	2	72	113
P04Q201912	P4-0342	D	5	5	76	6	18	2	5	72	0	8	0	0	0	0	22	24	0	5	6	82	129
P04Q201912	P4-0343	D	10	10	66	5	7	17	0	83	0	1	0	0	0	0	11	12	0	10	11	89	107
P04Q201912	P4-0344	D	5	5	82	0	1	8	3	51	4	0	0	0	0	0	37	19	0	5	6	83	114
P04Q201912	P4-0345	D	4	4	96	26	5	6	0	70	7	1	0	0	2	0	54	10	0	5	6	93	143
P04Q201912	P4-0346	D	12	12	83	4	2	0	1	70	4	7	0	0	0	0	8	16	0	11	13	85	105
P04Q201912	P4-0347	D	7	7	51	1	4	1	0	31	1	3	0	0	0	0	22	20	24	4	5	74	76
P04Q201912	P4-0348	D	10	9	74	2	4	2	0	58	1	3	0	0	0	0	18	19	0	7	9	81	100
P04Q201912	P4-0352	D	15	15	27	10	8	1	11	40	1	1	1	1	0	1	3	26	17	9	12	69	83
P04Q201912	P4-0355	D	21	21	18	13	6	1	6	33	0	1	0	1	0	0	3	24	31	9	14	64	69
P04Q201912	P4-0357	D	26	26	28	14	7	3	0	44	0	4	0	1	0	0	2	13	35	13	17	80	65
P04Q201912	P4-0359	D	19	19	59	3	9	2	0	46	1	3	0	0	0	0	22	15	12	14	17	83	88
P04Q201912	P4-0360	D	10	9	74	1	2	15	0	68	0	0	0	0	0	0	23	12	0	8	9	89	103
P04Q201912	P4-0362	D	12	9	84	0	19	0	0	62	1	1	0	0	0	0	38	11	0	9	10	90	114
P04Q201912	P4-0364	D	11	11	71	1	7	0	1	55	0	4	5	0	0	0	16	8	12	9	10	91	88
P04Q201912	P4-0365	D	4	4	71	4	17	7	0	75	2	4	0	0	0	0	19	27	0	4	5	79	127
P04Q201912	P4-0366	D	12	10	66	0	12	2	0	56	2	3	0	0	0	0	19	19	1	8	10	81	99
P04Q201912	P4-0368	D	7	7	68	2	0	8	1	65	2	0	0	0	0	0	11	19	3	5	7	80	97
P04Q201912	P4-0369	D	40	40	29	1	1	2	0	23	0	1	0	0	1	0	7	7	60	13	16	83	40
P04Q201912	P4-0371	D	5	5	73	6	4	4	0	50	0	13	0	0	0	0	23	13	0	4	5	87	100
P04Q201912	P4-0372	D	23	22	29	1	4	2	0	29	0	1	0	0	0	0	5	4	60	8	9	89	40
P04Q201912	P4-0374	D	49	48	69	3	2	2	3	53	2	1	0	1	0	0	17	14	8	38	44	85	92
P04Q201912	P4-0377	D	10	10	69	6	9	1	0	64	1	0	0	0	0	0	19	8	7	8	9	91	93
P04Q201912	P4-0379	D	72	70	34	12	3	1	0	43	1	1	0	0	0	0	3	12	38	35	43	81	62
P04Q201912	P4-0386	D	10	10	74	3	0	4	3	56	2	5	0	0	0	0	18	12	3	8	10	87	97
P04Q201912	P4-0387	D	4	4	78	6	8	7	0	43	6	7	3	0	2	0	39	20	0	4	5	83	120
P04Q201912	P4-0388	D	5	5	68	10	1	1	1	68	4	2	0	1	0	0	5	19	1	4	5	81	99
P04Q201912	P4-0389	D	15	15	67	7	5	1	0	55	4	0	1	0	0	1	18	19	1	12	15	81	99
P04Q201912	P4-0390	D	9	9	61	1	17	4	7	53	0	3	0	0	1	0	26	17	0	8	10	84	107
P04Q201912	P4-0391	D	2	2	46	26	1	0	7	67	0	0	0	0	0	0	7	20	0	2	2	80	101
P04Q201912	P4-0392	D	15	15	51	3	4	1	0	46	0	1	0	0	0	0	10	26	15	9	13	70	85
P04Q201912	P4-0393	D	49	48	67	3	7	1	0	64	1	1	0	0	0	0	11	10	10	38	43	88	90
P04Q201912	P4-0394	D	24	24	57	2	3	2	2	51	0	1	0	0	0	0	12	8	25	16	18	89	75
P04Q201912	P4-0395	D	49	48	64	2	3	2	0	42	1	4	0	0	0	0	23	9	20	34	38	89	80
P04Q201912	P4-0396	D	6	6	48	14	1	5	0	50	5	0	0	0	0	0	13	15	17	4	5	82	83
P04Q201912	P4-0397	D	4	4	92	4	5	2	0	92	2	2	0	0	0	0	6	11	0	4	5	91	113
P04Q201912	P4-0398	D	6	6	69	7	7	0	0	79	1	0	0	0	0	0	4	13	3	5	6	87	97
P04Q201912	P4-0399	D	10	9	63	7	9	0	0	61	0	3	0	0	0	0	15	21	0	7	9	79	100
P04Q201912	P4-0400	D	5	5	69	4	19	4	0	68	7	10	0	0	0	0	11	10	0	5	5	90	105
P04Q201912	P4-0401	D	3	3	130	0	0	0	1	78	0	0	0	0	0	0	52	20	0	4	5	87	151
P04Q201912	P4-0402	D	13	13	64	6	3	9	0	65	1	1	0	0	0	0	15	9	9	11	12	90	91
P04Q201912	P4-0405	D	9	9	38	7	2	1	7	36	0	0	0	0	0	0	11	17	30	5	6	76	70
P04Q201912	P4-0406	D	4	4	73	6	2	0	0	50	0	0	0	0	0	0	31	26	0	3	4	75	105
P04Q201912	P4-0407	D	4	4	73	0	0	0	1	48	0	0	0	0	0	0	25	6	20	3	3	93	80
P04Q201912	P4-0408	D	7	7	72	7	10	1	1	61	0	2	0	0	0	1	26	18	0	6	8	84	108
P04Q201912	P4-0409	D	24	23	65	3	3	0	0	55	1	0	0	0	0	0	15	16	13	16	20	82	87
P04Q201912	P4-0415	D	2	2	10	27	0	3	1	39	0	0	0	0	0	0	0	29	30	1	1	58	70
P04Q201912	P4-0418	D	20	20	11	13	1	1	0	26	0	0	0	0	0	0	0	22	51	5	10	55	49
P04Q201912	P4-0419	D	11	11	61	5	4	10	1	69	0	0	1	0	0	0	10	15	4	9	11	85	96
P04Q201912	P4-0421	D	18	18	46	8	7	3	1	58	0	1	0	1	0	1	3	21	14	12	15	75	86
P04Q201912	P4-0422	D	32	30	79	4	7	1	1	68	0	4	0	1	0	0	17	18	0	27	33	83	109
P04Q201912	P4-0424	D	46	46	52	9	3	0	0	51	1	3	0	0	0	0	10	20	15	30	39	76	85
P04Q201912	P4-0428	D	13	13	55	3	3	0	6	48	0	5	0	0	0	0	8	27	7	9	12	71	93
P04Q201912	P4-0501	D	41	38	38	7	8	1	0	43	1	3	0	0	2	0	4	21	26	20	28	72	74
P04Q201912	P4-0502	D	9	9	47	11	0	0	0	43	0	4	0	0	0	0	11	30	11	5	8	66	89
P04Q201912	P4-0505	D	18	18	54	4	0	1	1	55	0	4	0	0	1	0	0	27	13	11	16	69	87
P04Q201912	P4-0507	D	3	3	0	12	11	33	0	53	2	0	0	0	2	0	0	4	40	2	2	94	60
P04Q201912	P4-0508	D	13	13	35	3	7	2	0	37	1	8	0	1	0	0	0	27	26	6	10	64	74
P04Q201912	P4-0509	D	24	24	10	2	6	6	0	20	0	0	0	3	0	0	0	26	50	6	12	48	50
P04Q201912	P4-0510	D	4	4	7	3	9	0	2	15	0	3	0	0	0	0	0	16	63	1	1	56	37
P04Q201912	P4-0514	D	12	10	31	2	2	2	1	26	0	10	0	0	0	0	0	25	39	4	6	60	61
P04Q201912	P4-0543	D	31	26	20	1	5	1	4	18	1	7	0	0	1	0	1	22	47	8	14	59	53
P04Q201912	P4-0550	D	15	12	44	1	1	2	3	39	0	7	0	0	0	0	2	25	24	6	9	67	76
P04Q201912	P4-0559	D	7	6	22	0	18	0	0	37	0	1	0	0	0	0	2	23	37	2	4	64	63
P04Q201912	P4-0560	D	22	22	33	4	4	3	0	41	0	0	0	0	0	0	2	23	33	10	15	65	67
P04Q201912	P4-0561	D	22	21	50	5	4	0	0	43	0	0	0	0	1	0	13	18	23	12	16	77	77
P04Q201912	P4-0562	D	10	9	53	1	1	2	0	45	0	4	0	0	0	0	9	28	14	5	8	67	86
P04Q201912	P4-0563	D	29	29	41	3	1	3	0	43	1	0	0	0	1	0	3	19	32	14	20	71	68
P04Q201912	P4-0564	D	11	11	51	8	0	0	1	54	0	0	0	0	0	0	5	22	19	7	9	73	81
P04Q201912	P4-0566	D	10	10	12	8	3	0	0	16	0	7	0	0	0	0	0	31	46	2	5	43	54
P04Q201912	P4-0567	D	8	8	66	4	1	3	4	35	9	12	10	0	0	0	9	4	18	6	7	95	82
P04Q201912	P4-0568	D	25	25	26	18	3	1	7	40	1	1	1	0	0	0	4	19	28	13	18	74	72
P04Q201912	P4-0569	D	12	12	79	0	3	3	0	72	1	2	0	0	2	0	9	13	1	10	12	87	99
P04Q201912	P4-0571	D	14	14	26	0	0	0	0	26	0	0	0	0	0	0	1	12	61	4	5	68	39
P04Q201912	P4-0574	D	29	26	17	7	1	1	4	20	0	2	0	0	0	0	3	13	57	8	11	69	43
P04Q201912	P4-0575	D	25	22	51	4	1	3	5	47	0	4	0	0	3	0	4	25	12	14	19	72	88
P04Q201912	P4-0576	D	29	29	61	9	1	4	6	59	0	1	0	0	0	0	15	26	0	23	31	76	106
P04Q201912	P4-0578	D	58	53	73	2	2	1	0	53	0	1	0	0	0	0	23	16	6	42	50	83	94
P04Q201912	P4-0613	D	48	46	38	0	8	4	6	37	0	2	0	2	2	0	7	43	2	26	45	57	98
P04Q201912	P4-0614	D	9	9	5	10	40	23	0	56	0	0	0	3	15	0	2	16	6	7	8	83	94
P04Q201912	P4-0617	D	19	17	14	8	26	24	2	57	6	0	0	1	7	0	0	37	0	12	19	66	110
P04Q201912	P4-0622	D	23	18	33	2	9	12	1	34	2	0	0	0	5	2	12	39	5	10	17	59	95
P04Q201912	P4-0635	D	10	10	30	0	14	16	2	48	0	0	0	0	1	0	10	28	11	6	9	69	89
P04Q201912	P4-0636	D	55	54	34	4	4	2	0	27	0	3	1	0	1	0	10	4	40	30	33	93	60
P04Q201912	P4-0638	D	137	135	65	1	3	1	0	43	0	1	0	0	0	0	24	2	23	101	104	98	77
P04Q201912	P4-0639	D	5	5	90	7	2	0	0	84	1	0	0	0	0	0	15	2	0	5	5	98	101
P04Q201912	P4-0640	D	13	13	29	26	4	0	0	43	2	0	0	0	0	0	13	17	26	8	10	78	74
P04Q201912	P4-0641	D	16	16	67	1	2	0	0	63	0	0	0	0	0	0	6	8	23	11	12	89	77
P04Q201912	P4-0642	D	16	16	73	0	1	1	0	64	0	0	0	0	1	0	10	7	19	12	13	92	81
P04Q201912	P4-0643	D	56	49	32	4	2	2	0	31	1	0	0	0	0	0	7	1	53	22	23	97	47
P04Q201912	P4-0646	D	39	39	7	1	2	2	0	9	0	0	0	0	0	0	2	6	82	5	7	67	18
P04Q201912	P4-0647	D	25	25	45	3	1	4	0	28	0	0	0	0	0	0	26	18	28	14	18	75	72
P04Q201912	P4-0649	D	27	26	21	1	5	1	0	18	0	0	0	0	0	0	10	12	58	8	11	72	42
P04Q201912	P4-0652	D	7	5	37	3	0	0	0	24	0	0	0	0	0	0	16	22	34	2	3	67	66
P04Q201912	P4-0655	D	51	40	36	7	2	7	9	39	0	1	0	0	1	0	11	29	9	25	36	68	91
