Season	CELKEM_PS	PS_ZPS	KOD_ZSJ	DYWIN	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs	NAZ_ZSJ	Obyv_total
P04-202001	48	45	315893	D	10	1	8	6	8	17	0	6	0	0	0	0	2	45	22	15	35	43	78	Kaèerov-metro	0
P04-202001	0	0		D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	70	Infinity		
P04-202001	102	100	127647	X															100		0		0	Michelská	5104
P04-202001	43	42	127728	X	36	7	7	0	0	33	0	2	2	0	2	0	10	19	31	21	29	72	69	Pankrác II	3984
P04-202001	85	81	127931	X	15	3	0	0	0	14	0	0	0	0	0	0	3	7	75	14	20	71	25	Na Pankráci	5180
P04-202001	81	78	127949	X	22	1	0	1	0	18	0	1	0	0	0	0	5	5	71	19	23	83	29	U soudu	575
P04-202001	41	41	128180	X	2	7	2	5	2	15	0	0	0	0	0	0	2	12	68	8	13	62	32	U Fidlovaèky-východ	2
P04-202001	9	9	128198	X	11	0	0	11	0	22	0	0	0	0	0	0	0	44	33	2	6	33	67	Nuselský obvod	5276
P04-202001	673	654	127591	X15	22	2	3	1	0	23	0	1	0	0	0	0	3	13	59	181	267	68	41	Horní Krè	2560
P04-202001	598	581	127604	X15	36	2	3	2	0	32	0	2	0	0	0	0	8	12	45	246	317	78	55	Dolní Krè-Ryšánka	2752
P04-202001	1029	997	127612	X15	43	2	3	2	1	38	0	2	0	0	0	0	9	20	30	501	700	72	70	Antala Staška	3784
P04-202001	1297	1257	127621	X15	46	2	4	1	1	39	0	2	0	0	0	0	11	14	33	665	841	79	67	Na Zelené lišce	3646
P04-202001	28	28	127639	X15	29	0	0	4	0	21	0	4	0	0	0	0	7	14	54	9	13	69	46	Pankrác-prùmyslový obvod	41
P04-202001	1559	1483	127647	X15	49	3	3	1	1	44	0	1	0	0	0	0	10	17	26	856	1102	78	74	Michelská	5104
P04-202001	589	574	127698	X15	28	1	1	2	0	26	0	2	0	0	0	0	4	12	56	184	254	72	44	Horní Jeremenkova	2216
P04-202001	781	748	127701	X15	48	2	3	1	0	41	0	1	0	0	1	0	11	13	32	406	507	80	68	Pankrác I-východ	2033
P04-202001	363	336	127710	X15	50	2	5	1	0	46	2	1	0	0	0	0	10	12	29	197	238	83	71	Pankrác I-západ	1622
P04-202001	849	803	127728	X15	52	4	5	1	0	47	0	1	0	0	0	0	13	19	18	502	657	76	82	Pankrác II	3984
P04-202001	961	933	127736	X15	64	7	4	2	1	60	1	2	0	0	0	0	13	22	0	728	936	78	100	Na Veselí	5223
P04-202001	44	42	127744	X15	51	20	12	0	0	71	0	5	2	0	0	0	5	26	0	35	46	76	110	Reitknechtka	8
P04-202001	830	788	127752	X15	41	4	2	2	0	36	0	1	0	0	0	0	11	14	38	381	491	78	62	Baarova	3473
P04-202001	1014	985	127761	X15	38	3	3	2	0	37	0	1	0	0	0	0	7	20	34	456	655	70	66	Kaèerov	4639
P04-202001	737	730	127876	X15	27	2	2	1	0	26	0	1	0	0	0	0	4	14	54	236	339	69	46	Braník-Na køížku	2919
P04-202001	854	845	127884	X15	27	1	1	1	0	25	0	2	0	0	0	0	4	11	59	258	346	74	41	Braník-Nad lomem	2470
P04-202001	708	681	127892	X15	33	1	3	2	1	31	0	2	0	0	0	0	6	13	47	272	361	75	53	Dvorce	2749
P04-202001	263	255	127906	X15	15	6	2	2	1	21	0	1	0	0	0	0	2	9	65	64	88	73	35	Dìkanka	31
P04-202001	16	15	127914	X15	67	0	13	0	0	47	0	7	0	0	0	0	27	7	13	12	13	92	87	Kavèí hory	0
P04-202001	864	845	127922	X15	27	1	2	1	0	25	0	2	0	0	0	0	5	12	55	273	378	72	45	Na Kavèích horách	2288
P04-202001	1220	1159	127931	X15	49	5	3	1	1	47	0	1	0	0	0	0	10	22	18	692	952	73	82	Na Pankráci	5180
P04-202001	188	180	127949	X15	25	23	3	1	3	42	0	2	0	0	0	0	8	22	24	98	138	71	76	U soudu	575
P04-202001	890	853	127957	X15	49	14	2	2	3	55	0	2	0	0	0	0	10	23	8	589	787	75	92	U Jezerky	4165
P04-202001	752	720	127965	X15	41	7	2	1	1	43	0	2	0	0	0	0	6	26	22	372	562	66	78	Tyršùv vrch	3791
P04-202001	14	14	127973	X15	0	7	0	0	0	7	0	0	0	0	0	0	0	21	71	1	4	25	29	Plynárna Michle	170
P04-202001	203	199	128112	X15	3	1	1	0	1	2	0	1	2	0	0	0	0	6	90	8	19	42	10	Braník-jih	96
P04-202001	720	685	128121	X15	47	3	2	3	1	44	0	2	0	0	0	0	8	18	27	381	502	76	73	Braník-støed	3675
P04-202001	20	20	128139	X15	0	0	0	5	0	5	0	0	0	0	0	0	0	15	80	1	4	25	20	Braník-pobøeží	15
P04-202001	358	352	128147	X15	5	1	0	0	1	5	0	0	0	0	0	0	1	4	89	25	38	65	11	Veslaøský ostrov-Plavecký stadion	23
P04-202001	1159	1106	128155	X15	47	4	2	2	2	44	1	1	0	0	0	0	10	21	22	636	865	74	78	Staré Podolí	4595
P04-202001	516	491	128163	X15	49	4	3	1	2	42	0	2	0	0	0	0	13	19	21	293	387	76	79	Pankrácké pøedmostí	2210
P04-202001	680	647	128171	X15	28	2	1	1	2	28	0	1	0	0	0	0	3	17	48	223	335	67	52	Fidlovaèka	1968
P04-202001	41	41	128180	X15	9	14	2	10	5	24	0	6	0	0	0	0	5	31	29	16	29	57	71	U Fidlovaèky-východ	2
P04-202001	1409	1359	128198	X15	48	4	1	2	2	46	0	1	0	0	0	0	7	28	16	772	1147	67	84	Nuselský obvod	5276
P04-202001	118	113	315877	X15	1	1	0	0	0	1	0	0	0	0	0	0	1	3	96	2	5	40	4	Budìjovické námìstí-západ	200
P04-202001	48	45	315893	X15	7	0	0	0	0	7	0	0	0	0	0	0	0	22	71	3	13	23	29	Kaèerov-metro	0
P04-202001	0	0		X15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	60	Infinity		
P04-202001	661	642	127591	X67	16	2	3	1	0	17	0	1	0	0	0	0	3	16	62	140	241	58	38	Horní Krè	2560
P04-202001	608	591	127604	X67	29	1	3	1	0	25	0	1	0	0	0	0	8	11	54	207	273	76	46	Dolní Krè-Ryšánka	2752
P04-202001	1023	991	127612	X67	33	2	3	2	0	31	0	1	0	0	0	0	7	18	42	402	577	70	58	Antala Staška	3784
P04-202001	1340	1299	127621	X67	36	1	3	1	1	30	0	2	0	0	0	0	10	15	42	559	758	74	58	Na Zelené lišce	3646
P04-202001	28	28	127639	X67	21	0	4	0	0	18	0	0	0	0	0	0	7	18	57	7	12	58	43	Pankrác-prùmyslový obvod	41
P04-202001	1538	1463	127647	X67	41	2	2	1	1	37	0	1	0	0	0	0	9	16	37	696	923	75	63	Michelská	5104
P04-202001	589	574	127698	X67	22	1	2	1	0	23	0	1	0	0	0	0	2	11	63	151	213	71	37	Horní Jeremenkova	2216
P04-202001	746	715	127701	X67	30	1	3	1	0	26	0	1	0	0	1	0	7	14	51	252	353	71	49	Pankrác I-východ	2033
P04-202001	363	336	127710	X67	36	1	3	1	0	34	1	1	0	0	0	0	6	13	44	142	187	76	56	Pankrác I-západ	1622
P04-202001	849	803	127728	X67	37	2	3	1	1	32	0	1	0	0	0	0	9	21	35	350	522	67	65	Pankrác II	3984
P04-202001	897	870	127736	X67	59	5	4	2	1	56	1	2	0	0	0	0	11	22	7	619	811	76	93	Na Veselí	5223
P04-202001	44	42	127744	X67	37	12	10	0	7	51	0	5	0	0	0	0	2	36	0	28	43	64	102	Reitknechtka	8
P04-202001	830	788	127752	X67	33	2	2	1	0	27	0	0	0	0	0	0	9	20	42	301	455	66	58	Baarova	3473
P04-202001	1014	985	127761	X67	32	2	3	1	0	30	0	1	0	0	0	0	6	23	39	376	598	63	61	Kaèerov	4639
P04-202001	737	730	127876	X67	24	0	2	1	0	22	0	1	0	0	0	0	4	16	57	196	312	63	43	Braník-Na køížku	2919
P04-202001	854	845	127884	X67	22	1	1	1	0	20	0	1	0	0	0	0	4	12	63	212	311	68	37	Braník-Nad lomem	2470
P04-202001	727	700	127892	X67	30	1	3	2	1	30	0	2	0	0	0	0	5	19	43	262	397	66	57	Dvorce	2749
P04-202001	263	255	127906	X67	13	4	5	1	1	17	0	1	0	0	0	0	5	17	59	61	105	58	41	Dìkanka	31
P04-202001	16	15	127914	X67	47	0	7	7	0	27	0	7	0	0	0	0	27	13	27	9	11	82	73	Kavèí hory	0
P04-202001	855	836	127922	X67	22	1	1	1	0	18	0	2	0	0	0	0	5	12	62	214	317	68	38	Na Kavèích horách	2288
P04-202001	1149	1090	127931	X67	39	3	3	1	2	35	0	1	0	0	0	0	9	23	29	524	771	68	71	Na Pankráci	5180
P04-202001	107	102	127949	X67	23	19	2	1	1	38	1	2	0	0	0	0	4	16	37	48	64	75	63	U soudu	575
P04-202001	890	853	127957	X67	39	8	2	1	2	41	0	1	0	0	0	0	8	23	25	450	643	70	75	U Jezerky	4165
P04-202001	752	720	127965	X67	35	6	2	1	0	37	0	2	0	0	0	0	5	27	28	322	515	63	72	Tyršùv vrch	3791
P04-202001	14	14	127973	X67	0	0	0	0	0	0	0	0	0	0	0	0	0	7	93	0	1	0	7	Plynárna Michle	170
P04-202001	203	199	128112	X67	3	1	0	0	0	1	0	0	2	0	0	0	0	10	87	7	26	27	13	Braník-jih	96
P04-202001	720	685	128121	X67	35	2	1	2	1	32	0	2	0	0	0	0	7	24	35	285	448	64	65	Braník-støed	3675
P04-202001	20	20	128139	X67	0	0	0	10	0	5	0	0	0	0	0	0	5	25	65	2	7	29	35	Braník-pobøeží	15
P04-202001	358	352	128147	X67	3	0	1	2	1	4	0	0	0	0	0	0	2	26	66	26	119	22	34	Veslaøský ostrov-Plavecký stadion	23
P04-202001	1180	1126	128155	X67	36	3	2	2	2	33	0	1	0	0	0	0	9	23	32	508	768	66	68	Staré Podolí	4595
P04-202001	530	505	128163	X67	38	2	2	1	4	33	0	1	0	0	0	0	9	20	32	241	344	70	68	Pankrácké pøedmostí	2210
P04-202001	660	628	128171	X67	20	1	1	1	2	21	0	1	0	0	0	0	1	18	57	157	269	59	43	Fidlovaèka	1968
P04-202001	41	41	128180	X67	5	12	3	12	2	21	0	6	0	0	0	0	5	30	37	14	26	52	63	U Fidlovaèky-východ	2
P04-202001	1310	1263	128198	X67	38	3	1	2	2	36	0	1	0	0	0	0	6	24	30	571	880	65	70	Nuselský obvod	5276
P04-202001	118	113	315877	X67	0	2	4	0	0	4	0	0	0	0	0	0	2	31	64	6	41	15	36	Budìjovické námìstí-západ	200
P04-202001	48	45	315893	X67	7	0	0	0	0	7	0	0	0	0	0	0	0	24	69	3	14	21	31	Kaèerov-metro	0
P04-202001	0	0		X67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	58	Infinity		
