Season	CELKEM_PS	PS_ZPS	KOD_ZSJ	DYWIN	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs	NAZ_ZSJ	Obyv_total
P06-202001	215	209	129755	D	21	11	1	3	4	31	0	0	0	0	0	0	5	10	48	86	108	80	52	Ruzynì-nad tratí	31
P06-202001	301	298	129763	D	27	6	2	6	0	33	0	3	0	0	1	0	4	7	52	122	144	85	48	Na Dìdinì-východ	845
P06-202001	5	5	129780	D	11	33	12	12	1	44	0	0	0	0	0	0	25	9	21	4	4	89	79	Horní Liboc	1966
P06-202001	656	646	129798	D	37	1	3	4	1	34	0	2	0	0	0	0	9	11	42	302	376	80	58	Dolní Liboc	2163
P06-202001	84	84	129801	D	20	2	3	6	0	22	1	2	0	1	0	0	5	7	62	26	32	81	38	U Dolní Liboci	380
P06-202001	787	755	129810	D	48	4	2	6	1	41	0	1	0	0	0	0	17	9	29	463	535	87	71	Na Dìdinì	4210
P06-202001	126	120	130061	D	11	1	6	6	2	16	0	3	0	1	1	0	3	9	65	31	42	75	35	Císaøský ostrov I	208
P06-202001	1515	1438	130079	D	41	8	5	4	4	43	0	2	0	0	1	0	11	8	31	877	999	88	69	Nový Bubeneè	4933
P06-202001	1910	1775	130087	D	51	8	5	6	3	49	0	4	0	0	1	0	15	12	15	1303	1517	86	85	Námìstí Svobody	8660
P06-202001	928	873	130095	D	47	8	5	7	2	50	0	4	0	0	1	0	12	12	18	608	712	85	82	Dejvická	3708
P06-202001	802	688	130109	D	15	8	6	4	8	21	0	2	0	0	1	2	5	10	49	280	352	80	51	Starý Bubeneè	535
P06-202001	114	100	305928	D	56	3	7	11	2	55	1	3	0	0	0	1	16	12	10	78	90	87	90	Hradèanská-východ	816
P06-202001	35	34	305936	D	30	5	1	4	6	26	0	5	0	0	0	5	5	10	43	16	19	82	57	Hradèanská-západ	0
P06-202001	614	596	306282	D	29	5	3	2	0	24	0	1	0	0	0	0	13	7	53	235	279	84	47	Pod nemocnicí	2043
P06-202001	236	223	306291	D	31	1	8	5	3	28	0	4	0	0	0	0	12	7	44	108	124	87	56	Na Vìtrníku	608
P06-202001	1536	1499	129259	N	47	4	4	3	1	45	0	1	0	0	0	0	12	8	32	893	1018	88	68	Kladenská	5134
P06-202001	576	556	129267	N	56	5	4	6	1	51	0	2	0	0	0	0	17	8	21	399	441	91	79	Èervený vrch	3264
P06-202001	1281	1245	129275	N	27	1	3	2	0	26	0	1	0	0	0	0	5	7	59	424	509	83	41	Hanspaulka	7283
P06-202001	777	757	129283	N	34	2	3	2	1	32	0	2	0	0	0	0	7	7	52	315	366	86	48	Staré Dejvice	1776
P06-202001	818	768	129291	N	15	0	3	1	0	15	0	1	0	0	0	0	3	4	76	150	181	83	24	Oøechovka	2523
P06-202001	1310	1286	129305	N	37	1	4	3	1	36	0	2	0	0	0	0	7	9	45	591	705	84	55	Støešovice-jih	4365
P06-202001	11	11	129313	N	0	0	7	2	2	5	0	0	0	0	0	0	4	15	75	1	3	43	25	Strahovské koleje	663
P06-202001	240	227	129321	N	54	5	2	3	1	49	1	3	0	1	1	0	11	11	23	150	175	86	77	Kajetánka	670
P06-202001	400	395	129330	N	46	3	4	4	0	41	0	1	0	0	0	0	14	8	33	232	264	88	67	Na bateriích	1539
P06-202001	340	330	129356	N	22	1	4	3	2	23	0	1	0	0	0	0	5	8	61	102	127	81	39	Starý Veleslavín	925
P06-202001	973	941	129364	N	56	5	5	5	1	55	0	1	0	0	0	0	14	6	22	675	734	92	78	Petøiny I	4345
P06-202001	603	576	129372	N	52	5	5	5	0	49	0	1	0	0	0	0	15	7	26	383	425	90	74	Petøiny II	2851
P06-202001	992	969	129381	N	44	3	3	3	1	41	0	1	0	0	0	0	11	8	39	519	594	87	61	Petøiny III	2956
P06-202001	407	401	129399	N	32	1	2	3	3	30	0	1	0	0	0	0	7	9	50	166	202	82	50	Nový Veleslavín	1116
P06-202001	22	22	129402	N	61	0	9	11	0	58	0	4	0	2	2	0	17	25	0	18	23	76	105	U Nového Veleslavína	107
P06-202001	673	658	129411	N	39	2	3	3	1	37	0	1	0	0	0	0	8	8	45	310	360	86	55	Staré Vokovice	2625
P06-202001	62	60	129437	N	1	0	0	0	0	0	0	1	0	0	0	0	0	0	98	1	1	83	2	Nad Šárkou	0
P06-202001	16	16	129453	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	0	0	0	1	Dolní a Horní Šárka	131
P06-202001	59	57	129496	N	10	7	7	5	0	24	0	0	0	0	2	0	3	11	59	17	23	74	41	Vozovna Podbaba	927
P06-202001	998	950	129500	N	47	5	5	2	2	47	0	2	0	0	1	0	10	8	30	585	662	88	70	U Internationálu	4151
P06-202001	722	687	129518	N	18	6	4	2	3	22	0	2	0	0	0	0	6	6	61	226	269	84	39	Vysoké školy	429
P06-202001	696	653	129526	N	47	4	4	3	3	41	0	3	0	0	1	0	14	7	31	402	448	90	69	Úøednická kolonie	2851
P06-202001	218	210	129534	N	31	11	4	5	2	42	0	1	0	0	0	0	6	8	40	109	126	87	60	Nádraží Dejvice	36
P06-202001	369	354	129542	N	29	2	3	3	1	28	1	2	0	0	0	0	6	6	55	136	158	86	45	U Písecké brány	205
P06-202001	224	221	129551	N	8	1	4	2	5	13	0	0	0	0	0	0	3	5	74	45	56	80	26	Na hradbách	7
P06-202001	119	113	129569	N	20	5	5	3	2	28	0	2	0	0	0	0	4	14	50	41	57	72	50	Strahov	79
P06-202001	1148	1094	129585	N	59	4	4	5	1	56	1	1	0	0	1	0	14	14	12	812	960	85	88	Nový Bøevnov	5314
P06-202001	2166	2122	129593	N	36	2	2	3	1	35	0	2	0	0	0	0	6	9	47	939	1123	84	53	Velký Bøevnov	5728
P06-202001	215	209	129755	N	32	14	1	5	2	45	0	1	0	0	0	0	6	10	36	114	134	85	64	Ruzynì-nad tratí	31
P06-202001	301	298	129763	N	33	5	1	4	0	36	0	2	0	0	0	0	5	6	49	133	151	88	51	Na Dìdinì-východ	845
P06-202001	5	5	129780	N	0	27	18	23	0	41	0	0	0	0	0	0	27	2	30	3	4	97	70	Horní Liboc	1966
P06-202001	656	646	129798	N	46	1	3	4	0	41	0	2	0	0	0	0	10	12	34	350	427	82	66	Dolní Liboc	2163
P06-202001	84	84	129801	N	25	3	2	3	0	25	0	2	0	1	0	0	5	5	63	27	31	87	37	U Dolní Liboci	380
P06-202001	787	755	129810	N	55	5	2	7	1	49	0	2	0	0	0	0	17	9	22	525	593	89	78	Na Dìdinì	4210
P06-202001	126	120	130061	N	10	0	3	2	0	10	0	2	0	1	1	0	2	5	80	18	24	76	20	Císaøský ostrov I	208
P06-202001	1515	1438	130079	N	48	9	4	3	1	50	0	2	0	0	0	0	11	7	28	926	1031	90	72	Nový Bubeneè	4933
P06-202001	1905	1770	130087	N	62	9	4	3	2	58	1	3	0	0	1	0	16	10	10	1416	1585	89	90	Námìstí Svobody	8660
P06-202001	928	873	130095	N	53	8	4	5	1	54	0	3	0	0	1	0	12	9	19	627	707	89	81	Dejvická	3708
P06-202001	802	688	130109	N	17	10	3	2	3	24	0	1	0	0	1	1	6	7	56	251	302	83	44	Starý Bubeneè	535
P06-202001	114	100	305928	N	61	3	4	7	1	58	1	1	0	0	0	0	16	7	17	76	83	92	83	Hradèanská-východ	816
P06-202001	35	34	305936	N	29	0	1	2	0	25	0	2	0	0	0	0	5	8	60	11	14	81	40	Hradèanská-západ	0
P06-202001	614	596	306282	N	32	5	3	2	0	28	0	1	0	0	0	0	13	6	51	253	290	87	49	Pod nemocnicí	2043
P06-202001	236	223	306291	N	36	1	6	4	1	31	0	3	0	0	0	0	11	5	48	106	116	91	52	Na Vìtrníku	608
P06-202001	29	29	129291	X	14	0	3	0	0	14	0	0	0	0	0	0	3	0	83	5	5	100	17	Oøechovka	2523
P06-202001	51	49	129364	X	18	0	0	0	2	16	0	0	0	0	0	0	2	0	80	10	10	100	20	Petøiny I	4345
P06-202001	5	5	130087	X15	12	2	9	0	6	17	0	4	0	0	0	0	1	10	61	1	2	74	39	Námìstí Svobody	8660
P06-202001	52	51	306291	X	20	0	2	4	0	18	0	0	0	0	0	0	8	8	67	13	17	76	33	Na Vìtrníku	608
P06-202001	1536	1499	129259	X67	44	3	4	4	1	43	0	1	0	0	0	0	11	12	31	842	1028	82	69	Kladenská	5134
P06-202001	576	556	129267	X67	48	4	5	5	1	44	0	2	0	0	0	0	15	15	22	346	431	80	78	Èervený vrch	3264
P06-202001	1266	1230	129275	X67	21	1	3	2	0	21	0	1	0	0	0	0	5	9	64	337	446	76	36	Hanspaulka	7283
P06-202001	677	658	129283	X67	31	1	2	2	1	28	0	2	0	0	0	0	6	13	51	242	325	74	49	Staré Dejvice	1776
P06-202001	818	768	129291	X67	15	0	3	1	0	15	0	1	0	0	0	0	2	6	75	142	190	75	25	Oøechovka	2523
P06-202001	1297	1274	129305	X67	29	1	3	2	0	28	0	1	0	0	0	0	6	12	53	449	601	75	47	Støešovice-jih	4365
P06-202001	11	11	129313	X67	0	0	0	0	9	0	0	0	0	0	0	0	0	27	64	1	4	25	36	Strahovské koleje	663
P06-202001	240	227	129321	X67	38	4	1	2	1	33	0	2	0	0	1	0	9	17	37	105	144	73	63	Kajetánka	670
P06-202001	400	395	129330	X67	42	2	3	3	0	38	0	2	0	0	1	0	10	12	37	200	247	81	63	Na bateriích	1539
P06-202001	340	330	129356	X67	22	1	3	2	0	23	0	1	0	0	0	0	3	13	59	93	137	68	41	Starý Veleslavín	925
P06-202001	973	941	129364	X67	55	4	4	4	1	53	0	1	0	0	0	0	13	11	20	648	756	86	80	Petøiny I	4345
P06-202001	603	576	129372	X67	49	4	5	3	0	48	0	1	0	0	0	0	12	10	28	358	413	87	72	Petøiny II	2851
P06-202001	992	969	129381	X67	41	2	3	2	1	36	0	2	0	0	0	0	9	11	41	465	569	82	59	Petøiny III	2956
P06-202001	365	360	129399	X67	26	0	4	3	2	25	0	1	0	0	0	0	6	12	53	124	168	74	47	Nový Veleslavín	1116
P06-202001	22	22	129402	X67	64	0	9	9	0	59	0	5	0	0	0	0	18	32	0	18	25	72	114	U Nového Veleslavína	107
P06-202001	673	658	129411	X67	36	2	3	3	1	35	0	1	0	0	0	0	8	10	45	297	364	82	55	Staré Vokovice	2625
P06-202001	62	60	129437	X67	2	0	0	0	0	0	0	2	0	0	0	0	0	0	98	1	1	100	2	Nad Šárkou	0
P06-202001	16	16	129453	X67	0	0	0	0	0	0	0	0	0	0	0	0	0	6	94	0	1	0	6	Dolní a Horní Šárka	131
P06-202001	59	57	129496	X67	12	7	4	2	0	21	0	0	0	0	0	0	4	24	51	14	28	51	49	Vozovna Podbaba	927
P06-202001	998	950	129500	X67	48	5	4	2	2	48	0	2	0	0	0	0	9	10	29	580	674	86	71	U Internationálu	4151
P06-202001	722	687	129518	X67	18	5	3	1	1	19	0	2	0	0	0	0	6	8	64	192	248	77	36	Vysoké školy	429
P06-202001	696	653	129526	X67	50	4	3	2	2	43	1	3	0	0	0	0	13	11	27	402	474	85	73	Úøednická kolonie	2851
P06-202001	218	210	129534	X67	32	8	2	4	2	39	0	1	0	0	0	0	5	10	43	100	121	83	57	Nádraží Dejvice	36
P06-202001	369	354	129542	X67	26	1	2	2	2	24	1	1	0	0	0	0	5	13	54	116	163	71	46	U Písecké brány	205
P06-202001	224	221	129551	X67	6	3	3	3	3	15	0	0	0	0	0	0	1	23	58	42	93	45	42	Na hradbách	7
P06-202001	78	74	129569	X67	32	5	3	1	0	33	0	3	0	0	0	0	5	23	36	30	47	64	64	Strahov	79
P06-202001	1032	978	129585	X67	49	3	4	3	1	45	0	1	0	0	0	0	12	21	19	587	795	74	81	Nový Bøevnov	5314
P06-202001	2128	2084	129593	X67	27	1	2	2	0	25	0	2	0	0	0	0	5	13	55	672	942	71	45	Velký Bøevnov	5728
P06-202001	215	209	129755	X67	26	11	0	2	2	30	0	1	0	0	0	0	8	16	44	83	117	71	56	Ruzynì-nad tratí	31
P06-202001	301	298	129763	X67	33	4	1	5	0	35	0	2	0	0	0	0	6	8	48	129	154	84	52	Na Dìdinì-východ	845
P06-202001	5	5	129780	X67	0	20	0	0	0	20	0	0	0	0	0	0	0	0	80	1	1	100	20	Horní Liboc	1966
P06-202001	656	646	129798	X67	39	1	3	3	1	36	1	2	0	0	0	0	8	16	37	305	406	75	63	Dolní Liboc	2163
P06-202001	84	84	129801	X67	23	1	1	1	0	20	0	1	0	0	0	0	5	4	70	22	25	88	30	U Dolní Liboci	380
P06-202001	787	755	129810	X67	51	4	2	4	0	44	0	1	0	0	0	0	15	14	25	459	564	81	75	Na Dìdinì	4210
P06-202001	126	120	130061	X67	10	0	2	0	0	9	0	1	0	0	1	0	1	9	79	15	25	59	21	Císaøský ostrov I	208
P06-202001	1473	1397	130079	X67	47	9	4	2	1	51	0	1	0	0	0	0	10	9	27	886	1018	87	73	Nový Bubeneè	4933
P06-202001	1910	1775	130087	X67	57	8	4	3	2	55	0	3	0	0	0	0	14	13	12	1318	1555	85	88	Námìstí Svobody	8660
P06-202001	928	873	130095	X67	54	9	4	4	1	55	0	4	0	0	0	0	11	12	16	625	731	85	84	Dejvická	3708
P06-202001	802	688	130109	X67	16	11	2	1	2	22	0	2	0	0	0	0	5	11	57	218	295	74	43	Starý Bubeneè	535
P06-202001	114	100	305928	X67	64	4	6	3	2	58	2	1	0	0	0	0	15	8	14	78	86	91	86	Hradèanská-východ	816
P06-202001	35	34	305936	X67	21	2	0	2	0	15	0	2	0	0	0	0	8	8	68	8	11	76	32	Hradèanská-západ	0
P06-202001	588	572	306282	X67	27	5	3	2	0	25	0	1	0	0	0	0	11	9	55	206	259	80	45	Pod nemocnicí	2043
P06-202001	236	223	306291	X67	35	1	5	3	1	29	0	3	0	0	0	0	11	7	49	97	113	86	51	Na Vìtrníku	608
