Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	TYPZONY	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P09-202001	P9-0020	N	12	12	2	17	2	0	1	0	19	0	0	0	0	1	0	0	18	62	2	5	53	38
P09-202001	P9-0021	N	168	161	2	65	7	1	1	0	66	0	3	0	0	0	0	4	17	9	120	147	81	91
P09-202001	P9-0022	N	57	54	2	57	9	7	1	0	53	3	1	2	0	0	0	16	23	1	41	53	77	99
P09-202001	P9-0023	N	44	44	2	31	1	2	1	0	25	0	4	0	0	0	1	4	37	28	15	32	49	72
P09-202001	P9-0024	N	89	88	2	9	4	1	0	5	14	0	1	0	0	0	0	0	30	51	17	43	39	49
P09-202001	P9-0025	N	47	43	2	30	1	0	0	2	29	0	1	0	0	0	0	2	27	40	14	26	55	60
P09-202001	P9-0026	N	16	16	2	13	0	2	0	3	13	0	2	0	0	0	0	0	36	45	3	9	33	55
P09-202001	P9-0027	N	57	55	2	4	1	1	1	7	4	0	1	0	0	1	0	0	22	65	7	19	37	35
P09-202001	P9-0028	N	22	22	2	30	1	0	0	0	32	0	0	0	0	0	0	0	26	42	7	13	54	58
P09-202001	P9-0029	N	33	33	2	4	0	0	0	0	4	0	0	0	0	0	0	0	21	75	1	8	15	25
P09-202001	P9-0030	N	7	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	96	0	0	0	4
P09-202001	P9-0031	N	51	47	2	39	0	3	1	1	41	0	0	0	0	0	1	0	34	23	20	36	56	77
P09-202001	P9-0032	N	180	176	2	48	2	3	0	0	39	0	2	0	0	0	0	12	9	38	94	110	85	62
P09-202001	P9-0033	N	63	60	2	59	2	0	0	0	54	2	1	0	0	0	0	4	14	23	38	46	82	77
P09-202001	P9-0034	N	70	70	2	46	1	2	0	0	30	0	2	0	0	0	0	17	9	41	35	41	85	59
P09-202001	P9-0035	N	13	10	2	44	3	0	0	0	44	0	0	0	0	0	0	3	41	12	5	9	53	88
P09-202001	P9-0036	N	3	3	2	0	15	0	0	0	15	0	0	0	0	0	0	0	10	75	0	1	60	25
P09-202001	P9-0037	N	11	11	2	0	0	0	3	4	0	0	0	0	3	0	0	0	21	73	1	3	24	27
P09-202001	P9-0038	N	14	14	2	0	0	4	0	0	0	0	4	0	0	0	0	0	12	84	1	2	24	16
P09-202001	P9-0039	N	40	39	2	30	5	0	0	0	30	1	0	0	0	0	0	3	10	55	14	18	79	45
P09-202001	P9-0040	N	26	26	2	31	0	0	0	0	28	2	0	0	0	0	0	0	20	49	8	13	61	51
P09-202001	P9-0041	N	9	9	2	45	23	0	0	0	54	0	11	0	0	0	0	3	10	22	6	7	87	78
P09-202001	P9-0042	N	28	28	2	74	2	4	2	0	74	0	2	0	0	2	0	4	15	4	23	27	85	96
P09-202001	P9-0043	N	37	35	2	48	5	1	1	1	49	1	1	0	1	0	0	3	27	16	20	29	67	84
P09-202001	P9-0044	N	35	35	2	16	6	6	0	0	25	0	0	0	0	0	0	3	15	56	10	15	65	44
P09-202001	P9-0045	N	90	88	2	54	0	1	1	0	48	0	0	0	0	0	1	7	13	31	49	61	81	69
P09-202001	P9-0046	N	57	55	2	51	6	0	1	0	48	0	1	0	1	0	2	6	12	30	32	38	82	70
P09-202001	P9-0047	N	20	15	2	31	3	6	0	0	33	0	2	0	0	0	0	6	14	45	6	8	75	55
P09-202001	P9-0048	N	24	23	2	58	0	1	0	0	49	2	1	0	0	0	0	7	16	25	14	17	79	75
P09-202001	P9-0049	N	20	20	2	6	0	0	0	0	6	0	0	0	0	0	0	0	11	84	1	3	35	16
P09-202001	P9-0050	N	107	106	2	30	0	1	0	0	23	1	4	0	0	0	0	3	15	53	33	50	67	47
P09-202001	P9-0051	N	62	62	2	64	3	3	1	0	55	0	2	0	0	0	1	13	12	17	44	52	85	83
P09-202001	P9-0052	N	73	69	2	57	3	4	1	0	50	2	2	0	0	1	1	10	7	28	45	50	90	72
P09-202001	P9-0053	N	68	68	2	66	1	4	0	1	54	0	7	1	0	0	0	10	6	22	49	53	92	78
P09-202001	P9-0054	N	38	38	2	3	1	1	0	0	2	0	0	0	0	0	0	3	9	86	2	5	35	14
P09-202001	P9-0055	N	82	78	2	55	3	0	1	0	46	1	3	0	0	0	0	9	8	34	46	52	88	66
P09-202001	P9-0056	N	186	181	2	31	2	2	1	0	28	0	2	0	0	0	1	5	8	55	66	81	81	45
P09-202001	P9-0057	N	31	29	2	81	2	3	0	0	50	4	2	0	0	0	0	31	19	0	25	31	82	105
P09-202001	P9-0058	N	47	46	2	56	2	0	0	0	41	0	0	0	0	0	1	17	10	31	27	32	85	69
P09-202001	P9-0059	N	20	20	2	51	0	0	0	0	47	2	0	0	0	0	0	1	18	31	10	14	74	69
P09-202001	P9-0060	N	22	22	2	61	5	0	0	0	54	0	0	0	0	0	0	12	12	24	14	17	85	76
P09-202001	P9-0061	N	56	54	2	83	3	5	0	0	73	1	2	0	0	0	0	15	5	4	49	52	94	96
P09-202001	P9-0062	N	8	7	2	40	0	13	0	0	35	0	6	0	0	0	0	13	7	39	4	4	88	61
P09-202001	P9-0063	N	8	8	2	74	0	0	0	0	71	0	0	0	0	0	0	3	13	12	6	7	85	88
P09-202001	P9-0064	N	41	40	2	49	0	1	1	1	47	0	0	0	0	0	1	2	31	19	20	33	62	81
P09-202001	P9-0065	N	2	2	2	29	0	0	0	0	14	14	0	0	0	0	0	0	21	50	1	1	57	50
