Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P08Q201912	P8-0130	D	29	29	16	1	0	3	5	9	0	6	0	0	1	0	3	11	65	7	10	68	35
P08Q201912	P8-0131	D	10	10	0	0	0	1	0	0	0	0	0	0	1	0	0	1	99	0	0	55	1
P08Q201912	P8-0132	D	4	4	28	7	13	4	1	11	0	36	0	0	3	0	2	25	22	2	3	67	78
P08Q201912	P8-0135	D	47	47	4	0	2	3	12	2	0	5	0	0	2	0	0	13	65	10	16	63	35
P08Q201912	P8-0136	D	27	27	0	0	0	0	0	1	0	0	0	0	0	0	0	1	96	1	1	85	4
P08Q201912	P8-0137	D	36	34	27	0	0	5	0	16	0	1	0	0	4	0	13	29	38	11	21	54	62
P08Q201912	P8-0138	D	39	38	31	1	3	4	1	25	1	2	0	1	2	0	9	10	37	20	24	85	63
P08Q201912	P8-0139	D	53	53	13	2	2	4	1	15	0	4	0	0	1	0	1	24	54	11	24	47	46
P08Q201912	P8-0140	D	75	55	25	7	3	7	21	28	1	8	0	0	4	0	2	31	5	35	52	67	95
P08Q201912	P8-0141	D	49	47	25	9	4	8	15	31	0	8	0	0	4	0	4	21	18	29	39	74	82
P08Q201912	P8-0142	D	56	55	37	2	3	12	8	35	0	5	4	0	4	0	6	29	9	34	50	68	91
P08Q201912	P8-0143	D	28	19	48	3	8	6	9	47	0	3	2	0	4	0	9	30	0	14	20	71	105
P08Q201912	P8-0144	D	29	18	23	3	3	13	13	24	0	2	2	0	7	0	6	77	0	10	24	43	134
P08Q201912	P8-0146	D	33	33	7	5	2	6	26	14	0	2	0	0	2	0	2	24	31	15	23	66	69
P08Q201912	P8-0147	D	55	55	22	9	2	6	2	22	0	10	1	0	3	0	3	16	44	22	31	72	56
P08Q201912	P8-0148	D	28	23	12	1	3	5	20	13	0	1	2	0	1	0	6	30	28	10	17	58	72
P08Q201912	P8-0149	D	52	52	37	7	2	3	0	38	0	5	0	0	3	0	3	9	41	26	31	85	59
P08Q201912	P8-0150	D	15	15	24	3	1	4	2	26	0	2	0	0	1	0	3	17	49	5	8	67	51
P08Q201912	P8-0151	D	14	14	53	4	1	8	0	56	0	1	1	0	6	0	3	26	7	9	13	72	93
P08Q201912	P8-0152	D	44	42	29	1	4	6	8	28	0	2	1	0	2	0	7	22	31	20	29	69	69
P08Q201912	P8-0153	D	38	38	16	7	1	6	27	14	0	8	0	0	4	0	3	29	12	22	34	67	88
P08Q201912	P8-0154	D	60	56	51	9	4	6	2	55	0	4	1	0	2	1	7	16	13	40	49	81	87
P08Q201912	P8-0155	D	19	19	20	3	0	5	0	20	0	2	0	0	2	0	5	8	63	6	7	78	37
P08Q201912	P8-0156	D	10	10	9	1	1	3	4	11	0	2	0	0	0	0	0	5	78	2	2	79	22
P08Q201912	P8-0157	D	20	20	4	0	0	0	0	4	0	0	0	0	0	0	0	3	90	1	2	64	10
P08Q201912	P8-0158	D	16	16	17	2	6	20	2	28	0	7	0	0	6	0	2	24	30	7	11	66	70
P08Q201912	P8-0201	D	40	38	11	2	1	2	0	11	0	1	0	0	1	0	3	8	76	6	9	66	24
P08Q201912	P8-0202	D	20	20	31	3	3	6	11	34	1	4	0	0	3	0	1	41	6	11	19	57	94
P08Q201912	P8-0203	D	20	17	45	9	2	10	1	44	0	3	0	0	4	0	14	17	12	12	15	81	88
P08Q201912	P8-0204	D	21	21	23	3	3	5	20	17	0	10	0	0	2	0	5	26	20	11	17	68	80
P08Q201912	P8-0205	D	13	11	13	10	3	8	24	19	0	8	0	0	6	0	0	30	12	6	10	65	88
P08Q201912	P8-0206	D	50	48	16	6	2	11	22	23	0	7	0	1	4	0	1	29	14	27	41	66	86
P08Q201912	P8-0208	D	10	8	31	0	4	16	4	41	0	5	0	0	4	0	0	16	30	4	6	77	70
P08Q201912	P8-0210	D	32	29	12	0	0	1	1	10	0	1	0	0	1	0	1	1	80	6	6	93	20
P08Q201912	P8-0211	D	44	39	47	6	4	9	2	48	0	6	0	0	4	0	7	24	9	26	36	74	91
P08Q201912	P8-0212	D	22	20	77	2	1	3	1	58	0	8	0	0	2	0	15	18	0	17	21	82	103
P08Q201912	P8-0214	D	59	59	59	3	2	4	0	51	0	6	0	0	1	0	9	8	24	40	45	90	76
P08Q201912	P8-0215	D	16	14	60	8	8	4	0	57	0	13	0	0	2	0	7	14	7	11	13	85	93
P08Q201912	P8-0223	D	11	11	65	4	1	9	0	53	0	3	0	1	4	0	18	13	8	9	10	86	92
P08Q201912	P8-0224	D	36	35	46	1	7	8	6	48	0	9	0	0	2	0	3	15	17	24	29	82	83
P08Q201912	P8-0225	D	45	45	38	1	0	5	5	33	0	1	0	0	2	0	8	17	34	22	30	75	66
P08Q201912	P8-0226	D	30	30	25	0	2	1	3	25	0	1	0	0	1	0	2	20	41	12	18	66	59
P08Q201912	P8-0227	D	40	40	49	1	3	3	7	40	0	2	1	0	2	0	11	11	23	26	31	85	77
P08Q201912	P8-0228	D	7	7	56	4	6	3	14	60	1	3	0	0	2	0	2	20	0	6	7	81	106
P08Q201912	P8-0229	D	17	16	36	2	8	7	5	47	0	0	0	0	1	0	4	11	30	9	11	84	70
P08Q201912	P8-0230	D	41	41	38	0	4	2	0	36	0	0	0	0	1	0	7	8	46	19	22	84	54
P08Q201912	P8-0232	D	25	24	52	0	2	4	0	48	0	1	0	0	2	0	8	11	30	14	17	84	70
P08Q201912	P8-0233	D	5	5	37	0	10	2	0	47	0	0	0	0	2	0	0	27	27	2	4	63	73
P08Q201912	P8-0235	D	10	10	60	0	0	4	0	53	0	0	0	0	2	0	9	11	25	6	8	86	75
P08Q201912	P8-0236	D	12	12	19	0	3	3	1	14	0	10	0	0	0	1	0	23	52	3	6	53	48
P08Q201912	P8-0237	D	25	25	12	3	6	12	14	16	0	12	0	1	3	0	2	23	30	12	17	67	70
P08Q201912	P8-0238	D	26	26	28	3	5	6	14	32	0	4	0	0	1	0	5	19	25	15	20	74	75
P08Q201912	P8-0239	D	9	9	77	1	0	5	0	71	0	0	0	0	0	0	13	3	13	8	8	97	87
P08Q201912	P8-0240	D	18	16	30	3	2	2	0	26	8	0	0	0	1	0	2	9	54	6	7	81	46
P08Q201912	P8-0241	D	25	23	48	4	1	6	0	43	0	2	0	0	7	0	6	10	29	14	16	86	71
P08Q201912	P8-0242	D	35	35	56	2	2	2	2	50	0	3	0	0	1	0	8	7	29	23	25	90	71
P08Q201912	P8-0244	D	31	31	42	3	2	6	0	43	0	3	1	0	1	0	5	9	36	17	20	86	64
P08Q201912	P8-0245	D	35	35	41	2	4	2	4	41	0	1	0	0	0	0	6	8	33	21	23	88	67
P08Q201912	P8-0246	D	34	32	38	3	3	3	10	40	1	3	0	0	2	0	1	17	27	18	23	77	73
P08Q201912	P8-0247	D	65	63	62	3	1	2	1	53	0	5	2	0	1	0	6	11	22	42	49	85	78
P08Q201912	P8-0249	D	19	18	42	3	4	9	2	38	1	3	0	0	2	0	13	13	29	11	13	82	71
P08Q201912	P8-0250	D	46	45	11	2	1	5	25	10	0	5	0	0	3	0	0	31	26	19	33	58	74
P08Q201912	P8-0251	D	98	95	18	3	0	2	1	20	0	1	0	0	1	0	1	8	67	23	31	74	33
P08Q201912	P8-0252	D	82	71	23	7	2	8	15	32	0	4	0	0	2	0	2	10	0	65	72	90	102
P08Q201912	P8-0254	D	12	12	40	4	5	7	3	39	1	4	0	0	1	0	9	21	21	7	9	73	79
P08Q201912	P8-0255	D	57	54	21	11	2	9	16	31	0	7	0	0	1	0	4	26	14	32	46	69	86
P08Q201912	P8-0256	D	54	54	22	8	2	8	17	24	0	11	1	0	1	0	3	22	22	30	42	72	78
P08Q201912	P8-0257	D	6	6	28	0	4	3	1	32	0	1	0	0	1	0	2	34	30	2	4	51	70
P08Q201912	P8-0258	D	11	11	44	9	0	6	1	53	0	1	0	0	3	0	2	35	5	7	10	64	95
P08Q201912	P8-0259	D	50	50	9	2	0	4	10	10	0	1	0	0	1	0	4	20	43	18	28	64	57
P08Q201912	P8-0260	D	87	85	25	4	3	14	9	31	0	5	0	1	3	0	7	37	4	50	82	62	96
P08Q201912	P8-0301	D	43	43	23	1	1	3	3	23	1	1	0	0	2	0	2	10	59	13	18	77	41
P08Q201912	P8-0302	D	17	17	26	3	2	6	10	27	1	1	0	0	1	0	7	18	35	8	11	73	65
P08Q201912	P8-0303	D	10	8	64	11	0	1	0	30	0	0	0	0	0	0	45	13	12	6	7	86	88
P08Q201912	P8-0304	D	18	18	44	7	0	2	7	35	0	1	0	0	2	0	16	13	26	11	13	82	74
P08Q201912	P8-0305	D	9	9	38	2	0	4	0	30	0	0	0	2	1	0	10	5	51	4	4	89	49
P08Q201912	P8-0306	D	79	79	53	3	1	4	0	46	0	1	0	1	2	0	12	12	26	49	58	84	74
P08Q201912	P8-0307	D	14	14	56	1	3	3	0	45	0	0	0	0	2	0	17	6	30	9	10	91	70
P08Q201912	P8-0308	D	25	24	56	1	5	4	0	41	0	1	0	0	1	0	22	5	30	16	17	93	70
P08Q201912	P8-0309	D	83	82	33	1	2	1	11	26	1	1	0	0	1	0	8	6	45	40	45	89	55
P08Q201912	P8-0310	D	4	3	62	2	6	36	1	85	0	1	0	0	1	0	20	12	0	3	4	90	119
P08Q201912	P8-0311	D	15	14	42	9	1	1	0	49	0	0	0	0	1	0	3	9	38	7	9	85	62
P08Q201912	P8-0312	D	23	21	51	0	9	6	2	48	0	1	8	0	3	0	6	25	6	14	20	73	94
P08Q201912	P8-0314	D	24	22	51	1	6	6	4	48	0	0	0	0	4	0	12	27	5	15	21	72	95
P08Q201912	P8-0315	D	9	9	36	4	1	5	7	40	0	0	0	0	3	0	3	26	22	5	7	67	78
P08Q201912	P8-0316	D	78	78	23	1	0	1	0	22	1	0	0	0	0	0	3	3	72	20	22	90	28
P08Q201912	P8-0317	D	82	80	33	0	0	1	0	30	0	0	0	0	1	0	3	3	62	27	30	91	38
P08Q201912	P8-0318	D	5	3	60	10	1	5	0	43	0	32	0	0	1	0	0	28	0	2	3	73	104
P08Q201912	P8-0319	D	13	11	45	0	7	1	11	42	0	0	0	0	1	0	10	22	14	7	9	75	86
P08Q201912	P8-0321	D	83	80	30	3	0	2	0	27	0	1	0	0	2	0	5	11	54	28	37	77	46
P08Q201912	P8-0322	D	42	40	0	1	2	3	18	3	0	0	0	0	1	0	1	23	54	9	18	50	46
P08Q201912	P8-0323	D	44	44	3	1	3	3	20	6	0	1	0	0	2	0	0	16	51	15	22	68	49
P08Q201912	P8-0329	D	28	26	28	0	0	1	0	27	0	1	1	0	0	0	1	29	42	8	15	50	58
P08Q201912	P8-0330	D	11	11	52	1	3	9	2	47	0	4	10	0	4	0	0	21	13	7	10	76	87
P08Q201912	P8-0331	D	20	20	15	0	1	5	3	15	0	1	1	0	3	0	1	23	53	5	9	51	47
P08Q201912	P8-0333	D	7	7	27	3	11	7	1	39	0	5	0	0	2	0	1	23	29	3	5	67	71
P08Q201912	P8-0334	D	9	7	26	0	3	19	2	43	0	5	0	0	1	0	0	24	25	4	5	68	75
P08Q201912	P8-0335	D	22	22	35	4	3	5	0	34	0	0	0	0	2	0	10	6	47	10	12	88	53
P08Q201912	P8-0336	D	16	16	52	3	0	10	0	40	0	6	0	1	4	0	15	16	19	11	13	81	81
P08Q201912	P8-0337	D	46	43	53	0	0	2	0	44	0	1	0	0	2	0	10	10	34	24	29	84	66
P08Q201912	P8-0338	D	21	20	27	1	5	4	2	29	0	0	0	0	2	0	7	23	38	8	12	63	62
P08Q201912	P8-0339	D	16	16	30	2	1	3	0	31	0	0	0	0	2	0	2	12	53	6	8	75	47
P08Q201912	P8-0342	D	14	13	49	6	1	7	0	54	0	2	0	0	6	0	2	45	0	8	14	58	108
P08Q201912	P8-0344	D	15	15	48	4	4	8	4	47	0	9	0	0	4	0	4	23	9	10	14	75	91
P08Q201912	P8-0345	D	28	26	59	3	1	10	7	55	0	7	0	0	7	0	3	28	0	21	28	74	107
P08Q201912	P8-0346	D	25	25	52	3	1	11	5	51	0	4	0	1	2	0	9	24	4	18	24	75	96
P08Q201912	P8-0347	D	28	28	15	1	1	4	5	17	1	0	0	0	1	0	1	17	57	7	12	60	43
P08Q201912	P8-0348	D	44	42	63	2	1	3	0	56	0	0	0	0	2	0	10	11	17	30	35	86	83
P08Q201912	P8-0350	D	20	20	29	5	5	8	5	32	0	3	0	0	3	0	9	18	30	10	14	74	70
P08Q201912	P8-0351	D	44	43	43	5	1	3	0	42	0	2	0	1	1	0	6	25	23	23	33	68	77
P08Q201912	P8-0352	D	39	38	56	4	2	9	0	51	0	4	0	0	4	0	10	26	4	27	36	73	96
P08Q201912	P8-0353	D	20	20	55	3	9	3	0	47	0	1	0	0	2	0	19	21	9	14	18	77	91
P08Q201912	P8-0355	D	38	37	34	1	2	3	2	30	0	4	0	0	2	0	2	13	46	15	20	75	54
P08Q201912	P8-0356	D	29	26	39	2	3	8	4	37	0	4	3	1	6	0	2	32	11	15	23	64	89
P08Q201912	P8-0357	D	23	21	48	1	7	11	4	47	0	5	0	0	3	0	11	20	11	15	19	78	89
P08Q201912	P8-0362	D	16	16	27	2	5	4	4	17	5	10	0	0	3	0	2	24	33	7	11	64	67
P08Q201912	P8-0364	D	20	18	12	22	3	2	0	23	0	6	0	1	0	0	9	13	48	7	9	75	52
P08Q201912	P8-0365	D	23	22	43	8	2	3	0	49	0	1	0	0	0	0	5	13	30	12	15	81	70
P08Q201912	P8-0371	D	69	67	5	3	3	7	19	10	0	2	3	2	3	0	0	21	41	26	40	65	59
P08Q201912	P8-0385	D	11	9	0	1	0	12	0	8	0	0	0	0	5	0	0	23	61	1	4	42	39
P08Q201912	P8-0386	D	17	16	0	5	1	10	14	10	0	2	0	1	3	0	1	20	49	5	8	60	51
P08Q201912	P8-0401	D	5	5	72	4	0	3	0	66	0	0	0	0	2	0	11	17	4	4	5	82	96
P08Q201912	P8-0402	D	15	15	13	11	0	3	0	21	0	4	0	0	1	0	2	5	67	4	5	85	33
P08Q201912	P8-0403	D	8	8	33	15	8	8	1	45	1	14	0	1	2	0	1	13	22	5	6	84	78
P08Q201912	P8-0404	D	8	8	23	22	3	7	4	52	0	3	0	0	1	0	0	22	19	5	7	73	81
P08Q201912	P8-0411	D	28	28	47	4	6	5	6	48	0	2	0	0	3	0	11	28	3	19	27	71	97
P08Q201912	P8-0412	D	22	22	50	8	1	8	4	58	2	1	0	0	2	0	3	21	9	16	20	78	91
P08Q201912	P8-0415	D	47	42	37	7	1	6	7	39	1	2	0	0	3	0	7	26	16	25	35	70	84
P08Q201912	P8-0416	D	27	27	27	8	3	9	0	38	0	1	0	0	2	0	6	7	46	13	15	87	54
P08Q201912	P8-0417	D	16	16	27	9	0	8	4	39	0	1	0	0	3	0	2	19	25	9	12	75	75
P08Q201912	P8-0418	D	20	16	21	7	0	6	0	31	0	1	0	0	1	0	1	14	52	5	8	71	48
P08Q201912	P8-0419	D	45	42	23	10	8	9	8	37	0	2	0	0	4	0	7	23	18	25	34	71	82
P08Q201912	P8-0420	D	18	16	47	1	2	8	8	49	0	2	0	0	6	0	1	23	10	11	14	74	90
P08Q201912	P8-0421	D	6	6	31	4	3	8	6	42	0	0	0	0	2	0	3	51	0	3	6	50	102
P08Q201912	P8-0423	D	9	8	52	2	9	6	3	47	0	7	0	0	4	0	10	27	2	6	8	73	98
P08Q201912	P8-0424	D	8	6	26	2	2	8	4	30	0	1	1	0	3	0	4	12	32	3	4	83	68
P08Q201912	P8-0425	D	80	78	44	5	4	8	1	47	0	2	1	0	2	0	8	15	22	48	60	80	78
P08Q201912	P8-0426	D	23	23	26	4	3	3	6	27	0	1	0	0	1	0	7	8	50	10	12	83	50
P08Q201912	P8-0427	D	12	8	25	2	1	1	3	24	0	1	0	0	1	0	3	19	49	3	4	63	51
P08Q201912	P8-0428	D	15	14	22	2	0	1	3	22	0	1	0	0	1	0	2	7	64	4	5	79	36
P08Q201912	P8-0429	D	10	10	54	6	2	1	10	52	0	1	0	0	1	0	9	23	5	7	9	76	95
P08Q201912	P8-0430	D	30	30	65	3	1	4	9	57	0	1	0	0	2	0	12	17	2	24	29	83	98
P08Q201912	P8-0431	D	20	18	64	11	1	4	1	56	1	1	0	0	2	0	19	5	16	14	15	94	84
P08Q201912	P8-0432	D	27	26	64	3	2	5	1	64	0	1	0	0	1	0	8	16	9	20	24	83	91
P08Q201912	P8-0433	D	71	71	61	5	1	7	1	59	1	4	0	0	2	0	8	12	13	53	62	86	87
P08Q201912	P8-0434	D	54	54	45	3	2	8	3	42	0	2	1	0	4	0	8	12	28	33	39	84	72
P08Q201912	P8-0435	D	34	34	59	2	1	7	3	56	0	2	0	0	5	0	7	17	11	24	30	81	89
P08Q201912	P8-0436	D	39	37	64	3	1	7	0	57	0	2	0	0	4	0	10	10	16	27	31	88	84
P08Q201912	P8-0437	D	16	16	34	7	2	6	0	45	0	0	0	0	4	0	0	21	31	8	11	69	69
P08Q201912	P8-0438	D	5	5															100		0		0
P08Q201912	P8-0445	D	9	9	18	1	1	4	1	4	0	1	14	1	2	0	3	14	60	2	4	64	40
P08Q201912	P8-0447	D	35	35	36	1	1	5	1	21	0	3	2	1	3	0	13	25	31	15	24	64	69
P08Q201912	P8-0448	D	24	23	16	3	2	8	16	24	0	1	0	0	3	0	0	30	24	11	17	61	76
P08Q201912	P8-0449	D	17	17	0	7	1	4	22	4	0	0	6	0	1	0	0	17	49	6	9	66	51
P08Q201912	P8-0458	D	19	19	3	7	3	0	24	8	0	1	3	0	0	0	1	14	50	7	9	71	50
P08Q201912	P8-0459	D	14	14	20	5	1	4	20	14	0	1	0	0	3	0	14	39	10	7	13	57	90
P08Q201912	P8-0462	D	34	32	1	18	1	15	23	6	0	1	16	0	12	0	0	15	28	18	23	80	72
P08Q201912	P8-0463	D	32	32	0	24	2	13	19	4	0	4	22	0	10	0	0	13	28	19	23	81	72
P08Q201912	P8-0502	D	51	47	24	0	0	4	0	21	0	0	0	0	2	0	6	32	40	14	28	48	60
P08Q201912	P8-0504	D	6	6	17	4	12	1	0	33	0	0	0	0	1	0	0	19	46	2	3	65	54
P08Q201912	P8-0505	D	43	42	43	10	2	9	0	53	0	0	0	0	3	0	9	9	27	27	31	88	73
P08Q201912	P8-0506	D	37	37	69	5	2	3	0	66	0	0	0	0	1	0	11	7	14	29	32	92	86
P08Q201912	P8-0507	D	22	22	49	2	0	3	0	47	0	3	0	0	1	0	3	12	34	12	15	81	66
P08Q201912	P8-0508	D	38	37	67	6	1	4	4	63	0	2	0	0	3	0	10	15	3	30	36	85	97
P08Q201912	P8-0509	D	12	12	58	5	2	3	2	48	0	0	0	0	2	0	18	15	15	8	10	82	85
P08Q201912	P8-0510	D	14	14	15	0	0	3	1	14	0	1	0	0	2	0	2	6	74	3	4	75	26
P08Q201912	P8-0511	D	15	15	35	2	0	20	4	52	0	0	0	0	3	0	3	27	11	9	13	70	89
P08Q201912	P8-0512	D	22	22	55	0	1	4	0	45	0	1	0	0	2	0	12	29	10	13	20	68	90
P08Q201912	P8-0517	D	18	16	21	2	2	5	5	25	0	0	0	0	1	0	4	22	42	6	9	61	58
P08Q201912	P8-0518	D	39	38	20	7	4	4	5	21	1	2	0	0	1	0	7	15	46	15	21	72	54
P08Q201912	P8-0519	D	22	20	4	6	4	12	3	15	0	2	0	0	0	0	8	15	56	6	9	65	44
P08Q201912	P8-0524	D	12	12	18	0	1	8	6	15	0	0	0	1	2	0	10	15	51	4	6	70	49
P08Q201912	P8-0525	D	6	6	0	0	0	2	1	0	0	0	0	0	2	0	0	6	90	0	1	35	10
P08Q201912	P8-0527	D	9	9	0	0	0	3	2	3	0	0	0	0	0	0	0	5	91	0	1	52	9
P08Q201912	P8-0729	D	58	58	38	0	3	4	0	26	0	0	0	1	2	0	17	15	39	26	35	75	61
P08Q201912	P8-0807	D	7	7	49	0	1	21	0	33	0	0	0	0	4	0	35	39	0	5	8	65	110
P08Q201912	P8-0810	D	34	29	34	3	10	13	9	45	1	3	3	3	3	0	3	37	0	20	30	65	105
P08Q201912	P8-0811	D	21	21	28	4	8	8	0	43	0	1	0	0	1	0	4	11	37	11	13	82	63
P08Q201912	P8-0812	D	8	6	2	4	23	40	0	43	0	1	0	0	6	1	19	39	0	4	7	64	109
P08Q201912	P8-0813	D	9	9	13	3	28	26	1	59	0	2	0	0	1	0	9	16	14	6	8	82	86
P08Q201912	P8-0814	D	12	9	0	1	19	6	6	14	0	0	0	0	1	0	11	14	24	6	7	82	76
P08Q201912	P8-0815	D	10	10	21	2	7	4	8	23	0	3	0	0	2	0	5	36	23	4	8	53	77
P08Q201912	P8-0818	D	29	29	21	4	9	11	4	30	1	8	0	0	1	1	2	19	32	14	20	73	68
P08Q201912	P8-0820	D	17	17	22	0	1	4	2	17	1	0	2	0	2	0	7	34	34	5	11	49	66
P08Q201912	P8-0821	D	10	10	24	0	1	13	0	32	0	0	0	0	2	0	4	17	45	4	6	69	55
P08Q201912	P8-0822	D	48	48	43	2	3	8	0	36	0	1	5	0	1	0	13	13	31	27	33	81	69
P08Q201912	P8-0823	D	23	21	44	6	6	6	0	43	0	0	0	0	2	0	19	10	26	13	15	86	74
P08Q201912	P8-0827	D	5	5	0	5	0	1	1	6	0	0	0	0	1	0	0	17	75	0	1	31	25
P08Q201912	P8-0828	D	50	50	15	0	1	1	0	14	0	0	0	0	1	0	2	13	71	8	15	57	29
P08Q201912	P8-0829	D	22	22	27	2	1	4	0	29	0	0	0	1	2	0	0	23	44	7	12	59	56
P08Q201912	P8-0830	D	7	7	29	3	1	1	0	27	0	6	0	0	1	0	0	14	52	2	3	71	48
P08Q201912	P8-0832	D	10	10	27	0	1	2	0	26	0	1	0	0	2	0	1	35	34	3	7	47	66
P08Q201912	P8-0833	D	8	8	15	0	14	2	0	23	0	3	3	0	2	0	0	13	56	2	3	70	44
P08Q201912	P8-0834	D	27	27	40	3	0	1	0	32	0	0	0	0	1	0	11	6	50	12	14	88	50
P08Q201912	P8-0836	D	13	12	30	1	8	3	0	32	0	5	0	0	3	0	2	14	44	5	7	75	56
P08Q201912	P8-0837	D	2	2	37	4	13	32	1	56	0	0	0	0	2	0	28	55	0	2	3	61	142
P08Q201912	P8-0839	D	23	23	8	1	1	1	0	10	0	0	0	0	0	0	0	6	83	3	4	66	17
P08Q201912	P8-0840	D	5	5	60	0	4	12	0	27	0	5	5	6	3	0	30	14	14	4	4	84	86
P08Q201912	P8-0841	D	13	13	42	0	2	1	0	26	0	4	0	0	0	0	16	8	46	6	7	85	54
P08Q201912	P8-0872	D	2	2	40	0	28	0	8	68	0	0	0	0	0	0	0	31	0	2	2	71	107
P08Q201912	P8-0873	D	33	33	36	0	3	1	0	26	0	2	0	0	1	0	12	11	48	13	17	78	52
P08Q201912	P8-0874	D	22	21	29	4	5	1	5	27	0	3	0	0	0	0	9	7	49	9	11	86	51
P08Q201912	P8-0875	D	29	29	2	3	1	1	4	6	0	0	0	0	1	0	0	4	84	3	5	73	16
P08Q201912	P8-0876	D	12	9	46	3	11	2	0	50	0	1	1	0	1	0	9	12	27	6	7	84	73
P08Q201912	P8-0877	D	12	12	20	8	6	9	0	25	0	13	0	0	1	0	3	28	30	5	8	61	70
P08Q201912	P8-0878	D	10	10	35	0	1	1	9	34	0	0	0	0	0	0	3	14	39	5	6	76	61
P08Q201912	P8-0879	D	6	6	24	1	6	3	3	32	0	0	0	0	2	0	0	33	32	2	4	52	68
P08Q201912	P8-0880	D	12	11	37	0	2	2	7	33	0	1	0	0	3	0	5	27	23	5	8	64	77
P08Q201912	P8-0881	D	9	9	24	3	14	11	5	41	0	7	0	0	2	0	3	17	27	5	7	77	73
P08Q201912	P8-0882	D	26	26	32	1	2	5	1	22	1	7	0	0	2	0	6	21	39	10	16	65	61
P08Q201912	P8-0906	D	78	78	31	1	3	2	0	27	0	0	0	0	2	0	7	9	54	29	36	80	46
P08Q201912	P8-0907	D	32	32	21	1	4	1	0	26	0	0	0	0	1	0	0	7	65	9	11	79	35
P08Q201912	P8-0908	D	29	29	4	1	2	1	1	6	0	0	0	1	1	0	1	9	82	3	5	51	18
P08Q201912	P8-0910	D	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	72	1	1	94	28
P08Q201912	P8-0911	D	11	11	58	0	1	0	0	45	0	0	0	0	0	0	14	9	26	7	8	88	74
P08Q201912	P8-0912	D	9	8	58	0	7	4	0	49	0	7	0	0	10	0	4	15	16	5	7	82	84
