Season	CELKEM_PS	PS_ZPS	KOD_ZSJ	DYWIN	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs	NAZ_ZSJ	Obyv_total
P08-202001	94	92	316997	D	8	10	2	5	18	11	0	2	6	0	3	0	2	24	34	39	61	64	66	Švábky-východ	159
P08-202001	489	463	130958	N	39	1	1	1	0	35	0	1	0	0	0	0	5	6	51	198	226	88	49	Karlín-východ	4501
P08-202001	420	387	130966	N	23	4	1	3	4	23	0	3	0	0	0	0	4	18	47	136	206	66	53	Karlín-západ	4230
P08-202001	14	12	130974	N	12	0	3	2	20	12	0	1	0	0	0	0	2	33	29	5	9	53	71	Autobusové nádraží Florenc	0
P08-202001	21	21	130443	X															100		0		0	Za støelnicí	5524
P08-202001	17	15	130656	X															100		0		0	Slovanka	2645
P08-202001	4	4	130699	X															100		0		0	Dolní Kobylisy	2843
P08-202001	61	60	130915	X	3	1	1	2	0	6	0	0	0	0	0	0	1	20	72	5	17	28	28	Na Palmovce	3554
P08-202001	33	32	130940	X															100		0		0	Za Invalidovnou	2234
P08-202001	15	11	130966	X	0	0	0	0	0	0	0	0	0	0	0	0	0	9	91	0	1	0	9	Karlín-západ	4230
P08-202001	41	41	130982	X	0	0	0	2	2	2	0	0	0	0	0	0	0	15	82	2	8	20	18	Rohanský ostrov	260
P08-202001	14	14	130362	X15	8	0	0	0	0	8	0	0	0	0	0	0	0	42	50	1	7	15	50	U Èimického háje	0
P08-202001	1284	1227	130443	X15	15	1	1	1	0	10	0	0	0	0	0	0	8	58	23	225	941	24	77	Za støelnicí	5524
P08-202001	1121	1101	130478	X15	9	1	1	1	0	8	0	0	0	0	0	0	3	28	60	129	441	29	40	Horní Kobylisy	2164
P08-202001	1074	1029	130508	X15	17	2	1	1	1	14	0	0	0	0	0	0	7	55	24	218	781	28	76	Pod kobyliskou vozovnou	5164
P08-202001	551	518	130516	X15	16	1	1	1	0	14	0	0	0	0	0	0	5	47	33	99	345	29	67	Pod Èimickým hájem	2076
P08-202001	47	47	130630	X15	22	0	0	2	0	18	0	0	0	0	0	0	6	44	32	12	32	36	68	Kobylisy-u hvìzdárny	390
P08-202001	190	189	130648	X15	17	1	1	1	0	13	0	1	0	0	0	0	5	34	48	36	99	36	52	Ïáblice-u høbitova	675
P08-202001	524	515	130656	X15	14	1	1	1	0	12	0	0	0	0	0	0	4	36	48	82	266	31	52	Slovanka	2645
P08-202001	359	354	130672	X15	16	0	1	1	0	13	0	0	0	0	0	0	6	46	36	64	227	28	64	Nad Mazankou	1844
P08-202001	659	627	130699	X15	12	1	1	2	1	12	0	0	0	0	0	0	3	37	47	100	335	30	53	Dolní Kobylisy	2843
P08-202001	250	248	130702	X15	19	1	0	3	0	14	0	1	0	0	0	0	7	41	37	56	157	36	63	Nad Rokoskou	2808
P08-202001	7	7	130729	X15															100		0		0	Na Dláždìnce	459
P08-202001	329	323	130737	X15	16	1	1	2	0	16	0	0	0	0	0	0	4	50	29	65	228	29	71	Šutka	1997
P08-202001	9	9	130842	X15	0	0	0	0	0	0	0	0	0	0	0	0	0	11	89	0	1	0	11	Ïáblický høbitov	6
P08-202001	586	579	130851	X15	15	0	1	2	0	10	0	0	0	0	0	0	7	47	36	103	373	28	64	Støížkov-sever	2649
P08-202001	112	106	130893	X15	14	2	0	3	1	17	0	0	0	0	0	0	2	40	41	21	63	33	59	Horní Libeò-Na Báni	3107
P08-202001	921	894	130907	X15	18	2	2	3	1	19	0	0	0	0	0	0	5	51	23	229	689	33	77	Stará Libeò	3946
P08-202001	646	617	130915	X15	15	2	1	3	1	17	0	1	0	0	0	0	2	59	20	131	493	27	80	Na Palmovce	3554
P08-202001	576	560	130940	X15	17	1	1	1	1	13	0	0	0	0	0	0	6	34	45	116	308	38	55	Za Invalidovnou	2234
P08-202001	1340	1292	130958	X15	16	1	1	1	1	16	0	0	0	0	0	0	3	45	35	261	845	31	65	Karlín-východ	4501
P08-202001	1448	1348	130966	X15	8	1	0	2	2	9	0	0	0	0	0	0	2	40	47	177	714	25	53	Karlín-západ	4230
P08-202001	14	12	130974	X15	0	0	0	0	4	0	0	0	0	0	0	0	0	65	32	0	8	5	68	Autobusové nádraží Florenc	0
P08-202001	98	96	130982	X15	3	0	0	2	1	4	0	0	0	0	1	0	0	23	71	6	28	22	29	Rohanský ostrov	260
P08-202001	156	152	130991	X15	6	0	1	2	2	8	0	1	0	0	0	0	0	30	58	18	64	28	42	Karlín-sever	0
P08-202001	67	64	131008	X15	9	0	2	0	0	9	0	0	0	0	0	0	2	11	78	7	14	50	22	U libeòského zámku	93
P08-202001	3	3	305987	X15															100		0		0	U Dolních Kobylis	1
P08-202001	647	615	306363	X15	19	1	1	1	0	14	0	0	0	0	0	0	8	65	13	136	538	25	87	Nové Ïáblice	3150
P08-202001	917	884	306371	X15	19	3	1	1	0	16	0	0	0	0	0	0	9	67	9	219	808	27	91	Ïáblice-východ	4466
P08-202001	773	743	306380	X15	20	2	1	2	0	14	0	0	0	0	0	0	9	58	18	179	611	29	82	Pod Ládvím	2529
P08-202001	27	23	316989	X15	14	0	0	0	0	14	0	0	0	0	0	0	0	33	52	3	11	30	48	Švábky-západ	0
P08-202001	94	92	316997	X15	6	0	1	0	0	6	0	0	0	0	0	0	1	24	68	7	29	23	32	Švábky-východ	159
P08-202001	14	14	130362	X67	15	0	0	0	5	15	0	0	0	0	0	0	0	52	29	3	10	28	71	U Èimického háje	0
P08-202001	1284	1227	130443	X67	13	1	1	1	0	9	0	0	0	0	0	0	7	54	30	205	864	24	70	Za støelnicí	5524
P08-202001	1169	1148	130478	X67	9	1	2	1	0	8	0	0	0	0	0	0	3	28	60	140	459	31	40	Horní Kobylisy	2164
P08-202001	1074	1029	130508	X67	16	1	1	1	0	13	0	0	0	0	0	0	7	51	29	206	731	28	71	Pod kobyliskou vozovnou	5164
P08-202001	498	471	130516	X67	9	1	1	1	0	8	0	0	0	0	0	0	4	37	51	59	233	25	49	Pod Èimickým hájem	2076
P08-202001	47	47	130630	X67	21	0	0	2	0	15	0	0	0	0	0	0	9	32	45	11	26	42	55	Kobylisy-u hvìzdárny	390
P08-202001	190	189	130648	X67	16	1	1	1	0	12	0	1	0	0	0	0	6	35	46	35	102	35	54	Ïáblice-u høbitova	675
P08-202001	500	492	130656	X67	13	0	1	0	0	10	0	0	0	0	0	0	4	36	50	71	246	29	50	Slovanka	2645
P08-202001	359	354	130672	X67	12	1	1	1	0	9	0	0	0	0	0	0	5	45	40	53	212	25	60	Nad Mazankou	1844
P08-202001	620	591	130699	X67	9	1	0	1	0	9	0	0	0	0	0	0	2	47	42	67	342	19	58	Dolní Kobylisy	2843
P08-202001	240	238	130702	X67	14	0	0	2	0	9	0	1	0	0	0	0	7	37	47	39	126	31	53	Nad Rokoskou	2808
P08-202001	7	7	130729	X67															100		0		0	Na Dláždìnce	459
P08-202001	329	323	130737	X67	14	1	1	1	0	12	0	0	0	0	0	0	4	50	33	53	216	25	67	Šutka	1997
P08-202001	9	9	130842	X67	0	0	0	11	0	0	0	0	0	0	0	0	11	11	78	1	2	50	22	Ïáblický høbitov	6
P08-202001	586	579	130851	X67	12	0	0	2	0	8	0	0	0	0	0	0	7	45	40	86	345	25	60	Støížkov-sever	2649
P08-202001	112	106	130893	X67	9	0	0	2	0	10	0	0	0	0	0	0	1	36	53	12	50	23	47	Horní Libeò-Na Báni	3107
P08-202001	953	926	130907	X67	13	1	1	2	1	13	0	0	0	0	0	0	3	51	31	164	637	26	69	Stará Libeò	3946
P08-202001	646	617	130915	X67	10	1	1	2	0	12	0	0	0	0	0	0	1	43	43	87	350	25	57	Na Palmovce	3554
P08-202001	576	560	130940	X67	14	1	1	0	1	12	0	0	0	0	0	0	4	33	51	92	277	33	49	Za Invalidovnou	2234
P08-202001	1295	1247	130958	X67	14	1	1	2	1	14	0	0	0	0	0	0	3	45	37	226	791	29	63	Karlín-východ	4501
P08-202001	1499	1404	130966	X67	5	1	0	2	1	6	0	0	0	0	0	0	1	42	49	124	711	17	51	Karlín-západ	4230
P08-202001	14	12	130974	X67	0	0	0	1	9	0	0	0	0	0	0	0	1	79	11	1	11	11	89	Autobusové nádraží Florenc	0
P08-202001	86	84	130982	X67	3	0	0	2	1	4	0	0	0	0	1	0	0	25	69	5	26	19	31	Rohanský ostrov	260
P08-202001	156	152	130991	X67	6	1	2	1	2	8	0	1	0	0	0	0	1	39	50	17	76	22	50	Karlín-sever	0
P08-202001	67	64	131008	X67	3	0	0	0	0	3	0	0	0	0	0	0	0	38	59	2	26	6	41	U libeòského zámku	93
P08-202001	647	615	306363	X67	16	0	1	2	0	11	0	0	0	0	0	0	7	58	22	122	479	25	78	Nové Ïáblice	3150
P08-202001	793	763	306371	X67	18	2	1	2	0	14	0	0	0	0	0	0	8	67	11	172	680	25	89	Ïáblice-východ	4466
P08-202001	773	743	306380	X67	16	2	1	1	0	12	0	0	0	0	0	0	8	53	27	152	543	28	73	Pod Ládvím	2529
P08-202001	27	23	316989	X67	13	0	0	0	0	9	0	0	0	0	0	0	4	48	39	3	14	21	61	Švábky-západ	0
P08-202001	94	92	316997	X67	3	0	0	0	1	3	0	0	0	0	0	0	1	22	73	4	25	17	27	Švábky-východ	159
