Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	TYPZONY	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P05-202001	P5-1209	D	3	3	2	41	0	0	0	5	12	0	0	0	0	0	0	28	16	39	1	2	74	61
P05-202001	P5-1210	D	14	14	2	74	3	2	1	7	56	0	4	0	0	0	0	20	14	0	12	14	86	101
P05-202001	P5-1212	D	8	8	1	74	3	5	3	0	69	0	13	0	0	0	0	3	18	0	7	8	83	102
P05-202001	P5-1213	D	15	13	2	39	13	0	6	10	44	0	6	3	0	0	0	6	21	12	9	12	77	88
P05-202001	P5-1214	D	18	18	1	47	15	0	1	3	46	0	6	0	0	0	0	10	16	20	12	14	80	80
P05-202001	P5-1215	D	53	49	2	46	9	1	2	4	51	0	1	0	0	0	0	6	13	24	31	37	83	76
P05-202001	P5-1216	D	30	29	2	54	1	3	2	4	41	0	5	0	0	0	0	13	13	22	19	23	83	78
P05-202001	P5-1218	D	10	10	2	38	0	2	8	2	30	0	5	0	5	0	0	8	11	38	5	6	82	62
P05-202001	P5-1219	D	28	24	2	25	8	1	2	9	26	0	7	0	0	0	0	3	22	33	11	16	67	67
P05-202001	P5-1220	D	74	74	1	19	3	2	0	0	17	1	1	0	0	1	0	5	5	70	18	22	82	30
P05-202001	P5-1224	D	41	41	2	29	3	1	0	2	22	0	0	0	0	0	0	10	9	56	14	18	80	44
P05-202001	P5-1226	D	22	20	2	17	0	3	0	4	9	0	8	2	0	0	0	1	8	68	5	6	74	32
P05-202001	P5-1230	D	26	26	1	52	1	3	1	0	44	0	2	0	0	3	0	8	25	18	15	21	70	82
P05-202001	P5-1232	D	4	4	1	51	4	0	0	0	11	0	1	0	0	0	0	42	45	0	2	4	55	100
P05-202001	P5-1236	D	11	11	2	55	1	0	3	10	23	0	16	13	0	6	0	1	38	0	8	12	64	108
P05-202001	P5-1239	D	11	8	2	24	11	0	1	7	33	0	1	1	0	1	0	0	41	17	3	7	51	83
P05-202001	P5-1240	D	7	7	1	56	20	0	12	0	79	4	4	0	0	0	0	0	26	0	6	8	76	112
P05-202001	P5-1241	D	10	8	1	8	0	3	0	8	5	0	6	0	0	0	0	0	10	71	2	2	65	29
P05-202001	P5-1242	D	16	13	1	55	3	17	2	3	69	0	5	0	0	1	0	3	33	0	11	15	71	114
P05-202001	P5-1243	D	37	37	1	46	2	7	3	1	45	0	7	0	0	0	0	5	10	32	22	25	86	68
P05-202001	P5-1244	D	33	33	1	23	2	1	3	0	19	0	5	0	0	0	0	5	12	55	11	15	73	45
P05-202001	P5-1246	D	15	11	1	40	2	15	6	1	50	0	1	0	1	0	0	12	11	24	7	8	86	76
P05-202001	P5-1248	D	56	54	1	39	2	3	0	0	40	0	2	0	0	2	0	0	12	44	24	30	79	56
P05-202001	P5-1250	D	113	110	2	45	3	3	1	7	37	0	7	0	0	0	0	8	15	25	66	82	81	75
P05-202001	P5-1252	D	29	29	1	52	2	1	0	0	35	1	2	0	0	0	0	16	11	34	16	19	84	66
P05-202001	P5-1253	D	39	39	1	25	4	2	3	0	22	0	4	0	2	0	0	5	13	53	13	18	72	47
P05-202001	P5-1255	D	55	54	2	23	3	3	0	12	21	1	0	0	0	0	0	7	12	47	22	29	77	53
P05-202001	P5-1256	D	10	10	2	45	4	2	0	11	50	0	0	0	0	0	0	2	19	18	6	8	77	82
P05-202001	P5-1257	D	63	60	2	29	2	5	1	9	29	3	2	0	0	0	0	2	18	36	27	38	71	64
P05-202001	P5-1258	D	41	41	1	60	2	4	7	0	60	0	2	2	0	0	0	10	6	20	30	33	92	80
P05-202001	P5-1259	D	39	39	1	65	3	5	1	0	49	2	5	0	0	2	0	15	8	18	29	32	90	82
P05-202001	P5-1262	D	22	22	2	48	1	0	0	4	28	0	3	0	0	0	0	18	29	19	12	18	65	81
P05-202001	P5-1263	D	40	40	2	49	6	2	1	13	49	0	1	0	0	0	0	8	14	16	28	34	83	84
P05-202001	P5-1264	D	43	43	2	46	2	1	3	4	44	0	1	0	0	0	0	7	17	27	24	31	76	73
P05-202001	P5-1265	D	27	26	2	66	0	3	3	6	36	0	9	3	0	0	0	25	16	4	21	25	83	96
P05-202001	P5-1302	D	25	19	3	23	1	3	10	6	24	1	10	0	0	0	0	0	47	11	8	17	47	89
P05-202001	P5-1303	D	22	20	1	47	8	8	8	0	45	0	7	2	0	0	0	16	14	14	14	17	84	86
P05-202001	P5-1309	D	20	20	2	1	11	2	1	18	12	0	2	0	0	1	0	0	8	59	7	8	80	41
P05-202001	P5-1310	D	6	6	1	19	3	4	12	0	36	0	0	0	1	1	0	0	8	55	2	3	83	45
P05-202001	P5-1319	D	16	16	2	29	1	1	1	4	20	0	4	0	0	2	0	5	25	40	6	10	59	60
P05-202001	P5-1320	D	33	33	2	38	10	4	4	8	44	0	6	0	0	1	0	4	17	19	21	27	79	81
P05-202001	P5-1321	D	31	28	2	61	14	5	3	8	67	0	5	0	1	1	0	10	26	0	26	33	78	117
P05-202001	P5-1322	D	17	17	2	46	10	8	4	5	43	0	8	0	0	0	0	18	9	18	12	14	89	82
P05-202001	P5-1323	D	35	32	1	78	2	3	9	0	70	0	13	0	0	1	0	8	19	0	30	36	83	112
P05-202001	P5-1324	D	34	33	2	44	2	10	9	7	47	0	13	0	0	0	0	4	19	9	24	30	79	91
P05-202001	P5-1326	D	41	21	2	63	6	3	7	8	45	0	15	0	0	0	0	18	22	0	18	23	80	108
P05-202001	P5-1327	D	21	16	1	66	6	7	8	1	65	0	6	0	0	1	0	15	13	0	14	16	87	101
P05-202001	P5-1328	D	47	37	2	38	9	4	5	2	39	1	2	0	0	1	0	12	13	28	22	27	82	72
P05-202001	P5-1330	D	35	28	2	39	10	13	10	5	50	0	6	1	0	3	0	12	22	1	22	28	78	99
P05-202001	P5-1333	D	22	11	2	1	21	17	13	9	40	1	3	0	0	1	1	6	53	0	7	13	54	116
P05-202001	P5-1334	D	83	82	2	43	10	6	3	8	44	1	9	0	0	1	0	6	14	16	58	69	84	84
P05-202001	P5-1336	D	55	53	2	22	12	4	2	11	26	0	7	0	0	1	0	4	15	30	29	37	78	70
P05-202001	P5-1337	D	33	33	2	22	27	6	3	15	39	0	13	2	0	0	0	3	16	11	24	29	82	89
P05-202001	P5-1338	D	8	8	2	41	3	5	7	8	36	0	16	0	0	0	0	4	20	16	5	7	76	84
P05-202001	P5-1339	D	6	5	1	53	0	0	0	0	8	0	0	0	0	0	0	45	17	30	3	4	76	70
P05-202001	P5-1340	D	12	9	1	34	8	12	2	0	28	0	6	0	0	11	0	11	34	10	5	8	62	90
P05-202001	P5-1342	D	14	14	3	21	2	3	2	11	21	1	3	1	0	0	0	3	17	45	5	8	70	55
P05-202001	P5-1344	D	23	11	2	18	3	1	1	29	20	0	0	1	0	0	0	2	23	24	6	8	69	76
P05-202001	P5-1346	D	18	16	1	32	10	5	3	0	32	0	11	1	1	0	1	5	15	35	8	10	77	65
P05-202001	P5-1347	D	40	40	2	21	1	3	3	12	17	0	4	0	0	1	0	4	17	43	16	23	69	57
P05-202001	P5-1348	D	29	28	1	47	11	7	6	1	42	1	13	1	0	1	3	10	10	14	21	24	88	86
P05-202001	P5-1350	D	58	50	2	47	3	5	1	4	37	0	7	2	0	1	0	8	7	31	31	34	90	69
P05-202001	P5-1352	D	49	44	2	47	6	5	5	9	32	2	18	3	1	2	0	5	23	5	32	42	76	95
P05-202001	P5-1353	D	10	10	2	40	12	5	9	10	48	0	7	2	0	2	0	6	20	5	8	10	79	95
P05-202001	P5-1354	D	31	29	2	41	10	5	12	11	50	1	10	1	0	1	0	4	19	2	23	28	80	98
P05-202001	P5-1356	D	45	42	2	58	2	3	0	4	34	0	20	0	0	0	0	9	22	11	28	37	76	89
P05-202001	P5-1357	D	8	8	1	58	4	2	4	1	55	1	4	1	0	2	1	3	22	8	6	7	76	92
P05-202001	P5-1358	D	26	25	1	65	13	5	2	1	63	0	12	1	0	0	0	9	8	6	22	24	92	94
P05-202001	P5-1359	D	13	13	1	56	8	3	3	0	55	0	12	0	0	0	0	1	13	18	9	11	84	82
P05-202001	P5-1360	D	11	11	1	33	5	0	2	0	28	0	6	3	0	0	0	3	9	50	4	6	82	50
P05-202001	P5-1361	D	25	19	1	47	2	7	5	0	34	0	3	1	0	0	0	23	13	26	12	14	83	74
P05-202001	P5-1362	D	7	7	1	46	5	2	2	1	42	0	12	0	0	0	0	0	19	27	4	5	74	73
P05-202001	P5-1363	D	25	24	2	43	8	5	3	6	35	0	11	3	0	4	0	6	19	17	15	20	78	83
P05-202001	P5-1364	D	22	18	2	55	4	4	3	9	49	0	8	2	0	0	0	6	15	10	13	16	83	90
P05-202001	P5-1366	D	7	3	1	67	0	8	9	0	73	0	9	1	0	0	0	0	17	0	3	3	83	100
P05-202001	P5-1367	D	11	11	2	48	5	8	21	8	43	0	27	5	0	0	0	6	14	0	10	11	86	103
P05-202001	P5-1368	D	29	27	2	45	4	6	5	8	37	0	5	7	0	0	0	10	10	22	18	21	87	78
P05-202001	P5-1369	D	40	40	1	55	5	4	5	1	49	2	11	0	1	2	0	3	7	23	28	31	91	77
P05-202001	P5-1370	D	28	26	2	20	4	2	3	12	20	0	1	1	0	0	0	6	17	43	10	15	70	57
P05-202001	P5-1371	D	8	8	1	28	3	2	0	0	16	0	10	0	0	0	0	6	19	48	3	4	62	52
P05-202001	P5-1372	D	22	22	1	40	12	3	5	0	47	0	7	1	0	1	0	4	13	29	13	16	82	71
P05-202001	P5-1373	D	10	10	2	9	5	0	1	5	13	0	0	0	0	0	0	1	14	67	2	3	59	33
P05-202001	P5-1374	D	27	21	2	52	5	9	5	7	44	2	5	0	0	0	4	16	20	3	16	20	80	97
P05-202001	P5-1375	D	9	9	2	10	8	0	7	20	15	0	6	4	0	0	0	0	23	31	4	6	66	69
P05-202001	P5-1376	D	18	17	2	51	1	2	0	6	45	0	5	0	0	0	0	3	19	19	10	14	76	81
P05-202001	P5-1377	D	16	16	2	35	0	2	0	5	28	0	3	0	0	0	0	7	16	42	7	9	72	58
P05-202001	P5-1380	D	11	10	2	23	1	9	2	22	20	0	11	0	0	2	0	2	30	17	5	8	64	83
P05-202001	P5-1381	D	9	9	2	47	2	3	3	11	44	0	9	1	0	0	0	1	25	9	6	8	73	91
P05-202001	P5-1402	D	6	6	1	17	7	5	28	3	47	2	6	0	0	1	0	1	29	10	4	5	68	90
P05-202001	P5-1403	D	7	7	1	32	1	12	17	3	48	3	5	0	3	0	0	2	0	17	6	6	100	83
P05-202001	P5-1404	D	39	37	2	9	1	2	11	16	19	0	2	0	0	0	0	2	17	37	17	23	74	63
P05-202001	P5-1405	D	28	27	2	5	0	8	12	17	18	2	1	0	0	2	0	2	13	44	12	15	76	56
P05-202001	P5-1406	D	21	21	2	8	3	1	3	11	11	0	1	0	0	0	0	3	12	63	5	8	69	37
P05-202001	P5-1407	D	50	48	2	34	2	6	3	10	33	2	2	0	0	0	0	8	8	38	26	30	87	62
P05-202001	P5-1408	D	20	20	1	43	6	12	2	2	51	0	4	1	1	0	0	6	12	24	13	15	84	76
P05-202001	P5-1410	D	70	65	2	29	2	3	2	7	29	0	0	0	0	0	0	7	12	45	28	36	78	55
P05-202001	P5-1412	D	8	8	1	59	3	2	3	1	34	3	10	4	0	0	0	17	10	22	5	6	87	78
P05-202001	P5-1413	D	6	6	1	52	0	5	14	2	51	2	7	1	3	3	0	5	12	14	4	5	86	86
P05-202001	P5-1414	D	71	62	2	55	2	3	4	7	51	2	2	0	0	0	0	10	12	15	45	53	85	85
P05-202001	P5-1415	D	46	40	2	45	5	9	6	8	40	2	6	0	0	0	0	17	18	8	30	37	81	92
P05-202001	P5-1416	D	22	21	1	63	4	10	6	0	58	3	7	0	0	1	0	14	10	7	17	19	89	93
P05-202001	P5-1417	D	14	9	1	39	4	9	17	0	46	1	3	0	5	4	0	11	34	0	6	9	67	103
P05-202001	P5-1418	D	12	12	2	20	2	5	15	22	29	1	4	0	0	3	0	6	27	9	8	11	71	91
P05-202001	P5-1420	D	17	16	2	46	1	6	7	14	34	0	6	0	0	2	0	18	21	6	12	15	78	94
P05-202001	P5-1423	D	47	45	2	23	2	4	4	6	25	0	4	0	0	0	0	4	24	37	17	28	62	63
P05-202001	P5-1425	D	27	27	2	12	12	15	25	15	33	0	14	3	0	7	0	6	8	14	21	23	90	86
P05-202001	P5-1427	D	37	35	2	17	4	3	5	6	17	0	5	0	0	0	0	7	12	53	12	16	75	47
P05-202001	P5-1430	D	53	48	2	53	1	5	3	4	42	0	5	0	0	0	0	15	11	20	33	38	86	80
P05-202001	P5-1431	D	21	20	2	50	2	13	1	4	41	0	10	0	0	0	0	15	13	18	14	16	84	82
P05-202001	P5-1432	D	30	28	2	33	3	7	6	9	37	0	7	0	0	0	0	3	18	24	16	21	76	76
P05-202001	P5-1433	D	12	12	3	20	2	10	10	11	21	0	14	0	0	2	0	6	30	17	6	10	64	83
P05-202001	P5-1435	D	18	15	3	17	3	2	7	15	18	1	5	0	0	1	0	3	43	15	6	13	50	85
P05-202001	P5-1436	D	8	5	1	59	4	4	2	0	46	0	6	4	0	0	0	14	25	5	4	5	74	95
P05-202001	P5-1437	D	29	22	2	43	9	2	5	8	41	2	4	2	0	1	0	9	19	14	15	19	78	86
P05-202001	P5-1441	D	45	43	2	11	13	18	13	7	35	1	8	0	0	3	0	8	18	20	27	34	78	80
P05-202001	P5-1442	D	32	26	2	55	4	5	12	6	44	0	15	0	0	1	0	17	13	5	21	25	87	95
P05-202001	P5-1443	D	72	63	2	23	15	6	9	15	29	0	15	0	0	2	0	6	27	5	43	60	71	95
P05-202001	P5-1444	D	74	71	2	47	5	6	7	9	45	1	6	0	0	1	0	11	16	11	52	63	83	89
P05-202001	P5-1445	D	33	32	2	29	0	5	0	10	26	0	3	0	0	0	0	5	20	36	14	21	69	64
P05-202001	P5-1449	D	19	18	1	59	2	5	4	3	55	0	7	1	0	0	0	7	23	4	13	17	76	96
P05-202001	P5-1450	D	58	58	2	38	19	4	1	8	53	0	4	1	0	0	0	3	10	19	41	47	88	81
P05-202001	P5-1452	D	41	39	1	57	4	5	1	1	56	0	3	0	0	0	0	8	19	14	26	34	78	86
P05-202001	P5-1454	D	13	12	1	13	38	0	9	0	50	0	0	0	9	0	0	0	29	12	7	11	67	88
P05-202001	P5-1459	D	29	29	1	47	4	8	0	1	53	2	2	0	0	0	0	3	18	21	18	23	77	79
P05-202001	P5-1460	D	19	19	1	39	6	2	0	1	37	0	9	0	0	1	0	1	20	32	9	13	71	68
P05-202001	P5-1461	D	45	43	2	56	15	7	1	11	64	2	2	0	0	2	0	9	12	0	39	44	88	102
P05-202001	P5-1462	D	19	17	2	30	0	2	1	4	32	0	0	0	0	0	0	1	31	25	7	13	58	75
P05-202001	P5-1464	D	30	27	2	43	10	7	1	11	45	0	4	0	0	0	0	11	18	10	20	24	80	90
P05-202001	P5-1465	D	47	37	2	63	6	4	0	8	54	4	1	0	0	0	0	13	25	0	30	39	76	107
P05-202001	P5-1466	D	27	27	2	34	2	5	3	5	39	0	1	0	0	1	0	3	25	27	13	20	66	73
P05-202001	P5-1467	D	19	19	2	23	8	1	1	3	32	0	1	0	0	0	0	0	18	45	7	10	67	55
P05-202001	P5-1468	D	29	27	2	32	2	4	5	7	28	2	1	0	2	0	0	10	11	28	16	19	84	72
P05-202001	P5-1469	D	18	18	2	44	1	2	4	14	35	5	6	0	0	0	0	4	17	19	12	15	80	81
P05-202001	P5-1470	D	5	4	1	18	0	3	0	0	0	0	0	0	0	0	0	21	11	68	1	1	64	32
P05-202001	P5-1506	D	82	79	2	42	5	9	1	9	46	1	7	0	0	1	0	3	20	14	52	68	77	86
P05-202001	P5-1510	D	63	61	1	50	4	4	3	0	54	0	2	0	0	1	0	4	7	31	38	42	89	69
P05-202001	P5-1511	D	11	11	1	73	0	14	0	0	61	0	0	0	0	6	0	20	6	8	10	10	94	92
P05-202001	P5-1515	D	44	40	1	40	7	7	3	0	37	0	10	2	0	2	0	5	11	32	23	27	84	68
P05-202001	P5-1516	D	22	21	1	60	7	3	8	0	55	0	5	0	1	2	0	15	10	13	16	18	89	87
P05-202001	P5-1517	D	23	23	1	37	2	3	1	1	36	1	0	0	0	0	0	6	5	52	10	11	90	48
P05-202001	P5-1518	D	29	27	1	20	5	14	15	1	41	0	3	0	0	4	1	5	12	33	15	18	81	67
P05-202001	P5-1519	D	6	4	2	0	16	1	0	23	17	0	0	0	0	0	0	0	39	21	2	3	51	79
P05-202001	P5-1520	D	77	77	2	1	5	7	5	28	13	0	1	0	2	1	0	2	23	31	36	53	67	69
P05-202001	P5-1521	D	14	13	2	12	5	1	1	14	14	0	2	0	0	0	0	4	11	56	4	6	76	44
P05-202001	P5-1522	D	54	52	2	22	3	11	9	26	33	0	5	0	0	3	0	4	22	6	37	49	76	94
P05-202001	P5-1525	D	23	20	3	1	2	5	6	10	7	0	1	0	0	5	0	0	51	25	5	15	32	75
P05-202001	P5-1526	D	11	9	2	25	3	19	1	6	22	0	7	1	0	1	0	18	51	0	5	9	51	104
P05-202001	P5-1531	D	11	11	2	0	2	0	0	2	2	0	0	0	0	0	0	0	13	84	0	2	23	16
P05-202001	P5-1534	D	31	29	2	34	0	3	4	7	25	0	11	0	0	0	0	4	17	35	14	19	74	65
P05-202001	P5-1536	D	21	16	2	68	0	0	2	6	48	0	8	0	0	0	0	15	26	0	12	16	75	102
P05-202001	P5-1539	D	3	2	1	40	0	0	0	0	22	0	19	0	0	0	0	0	30	30	1	1	58	70
P05-202001	P5-1540	D	8	6	2	9	0	2	4	1	12	1	1	0	0	0	0	0	22	62	1	2	42	38
P05-202001	P5-1541	D	18	18	2	33	15	10	0	3	53	0	1	0	0	0	0	4	21	18	11	15	74	82
P05-202001	P5-1542	D	9	8	2	36	5	0	2	1	33	0	8	0	0	0	0	2	4	48	4	4	92	52
P05-202001	P5-1543	D	8	8	1	27	0	7	0	1	31	0	0	0	0	0	0	3	12	53	3	4	75	47
P05-202001	P5-1544	D	15	15	1	69	2	0	0	0	65	0	1	0	0	0	0	5	7	22	11	12	91	78
P05-202001	P5-1545	D	86	80	2	45	6	6	3	7	43	2	1	0	1	0	0	12	18	17	53	67	79	83
P05-202001	P5-1546	D	13	11	2	41	0	4	1	4	36	0	1	0	0	1	0	8	29	20	6	9	63	80
P05-202001	P5-1548	D	14	13	2	38	7	1	5	2	38	0	0	0	4	5	0	3	19	28	7	9	74	72
P05-202001	P5-1549	D	37	37	1	37	7	2	1	0	46	1	1	0	0	0	0	0	23	30	18	26	68	70
P05-202001	P5-1550	D	31	30	2	49	3	4	1	5	43	0	2	0	1	0	0	12	13	26	19	22	83	74
P05-202001	P5-1551	D	20	18	1	58	12	5	0	0	56	0	6	0	0	0	0	13	23	2	14	18	77	98
P05-202001	P5-1552	D	17	15	1	47	1	1	1	1	46	1	2	0	0	0	0	1	21	28	8	11	71	72
P05-202001	P5-1556	D	4	3	1	80	0	1	0	0	78	0	2	0	0	0	0	0	13	6	2	3	86	94
P05-202001	P5-1557	D	27	21	2	65	2	11	4	6	53	0	11	0	0	1	0	16	21	0	18	23	80	109
P05-202001	P5-1559	D	10	10	1	53	10	10	2	0	68	0	2	0	0	0	0	6	28	0	8	10	73	104
P05-202001	P5-1560	D	21	20	1	45	6	8	0	1	47	1	0	0	0	2	0	10	11	29	12	14	84	71
P05-202001	P5-1602	D	8	8	1	17	4	2	0	0	22	0	1	0	0	0	0	0	42	34	2	5	35	66
P05-202001	P5-1605	D	7	5	1	20	22	0	0	2	42	0	0	0	0	0	0	0	13	43	2	3	77	57
P05-202001	P5-1606	D	32	31	1	71	3	4	0	0	51	0	0	0	0	0	0	27	15	7	24	29	83	93
P05-202001	P5-1608	D	25	23	1	34	5	8	0	1	41	1	0	0	0	0	0	6	14	38	11	14	78	62
P05-202001	P5-1609	D	9	8	1	47	18	21	2	0	75	0	0	0	0	0	0	13	39	0	7	10	69	127
P05-202001	P5-1610	D	28	26	1	34	5	4	2	0	34	0	0	0	2	0	0	8	12	44	11	15	79	56
P05-202001	P5-1612	D	25	25	1	6	14	3	1	1	23	0	0	0	1	0	0	0	15	60	6	10	63	40
P05-202001	P5-1614	D	14	14	1	51	4	7	0	0	44	0	1	0	0	0	0	18	7	30	9	10	89	70
P05-202001	P5-1615	D	8	7	2	22	24	12	3	6	51	0	0	0	0	0	0	10	51	0	5	8	57	117
P05-202001	P5-1616	D	7	7	2	48	3	2	1	4	50	0	3	0	0	0	0	1	31	11	4	6	65	89
P05-202001	P5-1617	D	3	3	1	15	0	0	0	0	15	0	0	0	0	0	0	0	78	7	0	3	16	93
P05-202001	P5-1618	D	27	22	2	32	6	5	9	8	46	0	0	0	0	1	0	5	33	6	13	21	65	94
P05-202001	P5-1621	D	3	3	2	79	2	4	21	2	106	0	0	0	0	0	0	0	16	0	3	4	87	123
P05-202001	P5-1622	D	21	17	2	41	5	5	1	1	37	0	1	0	0	0	0	14	17	30	9	12	76	70
P05-202001	P5-1623	D	16	16	1	49	4	8	6	1	62	0	1	0	0	0	0	5	25	6	11	15	73	94
P05-202001	P5-1625	D	19	13	2	33	2	4	7	9	37	0	3	0	0	0	0	5	29	16	7	11	65	84
P05-202001	P5-1627	D	8	6	1	22	19	14	1	0	32	0	7	0	0	2	0	16	19	25	3	5	75	75
