Season	CELKEM_PS	PS_ZPS	KOD_ZSJ	DYWIN	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs	NAZ_ZSJ	Obyv_total
P05-202001	849	835	128767	X15	23	2	1	1	0	20	0	0	0	0	0	0	7	39	34	230	554	41	66	Košíøe-støed	4764
P05-202001	492	467	128775	X15	22	1	2	3	1	23	0	0	0	0	0	0	4	52	19	133	377	35	81	Kavalírka	2651
P05-202001	465	427	128783	X15	22	4	3	1	2	25	0	0	0	0	0	0	4	47	22	131	332	39	78	Vrchlického	2768
P05-202001	595	558	128791	X15	21	4	2	1	3	25	0	0	0	0	0	0	3	43	27	172	410	42	73	U malostranského høbitova	3256
P05-202001	77	72	128805	X15	9	2	3	1	5	10	0	1	0	0	1	0	3	35	44	15	40	37	56	Smíchov-prùmyslový obvod	156
P05-202001	935	883	128813	X15	30	1	4	1	1	30	0	1	0	0	1	0	5	42	20	329	703	47	80	Na Skalce	4212
P05-202001	189	183	128821	X15	5	2	2	1	6	9	0	0	0	0	0	0	1	27	58	29	78	37	42	Smíchovské nádraží	271
P05-202001	171	168	128911	X15	21	0	1	3	0	20	0	1	0	0	0	0	3	34	41	41	99	42	59	Na hliníku	23
P05-202001	124	121	128937	X15															100		0		0	Motol-západ	77
P05-202001	289	275	128945	X15	16	0	0	1	1	11	0	0	0	0	0	0	6	41	41	49	162	30	59	Motolská nemocnice	608
P05-202001	844	821	128953	X15	27	1	1	2	1	21	0	0	0	0	0	0	8	37	32	249	555	45	68	Homolka	3046
P05-202001	36	36	128961	X15	3	3	0	0	3	6	0	0	0	0	0	0	0	11	81	3	7	43	19	Pod Kotláøkou	2
P05-202001	41	41	128970	X15	5	0	2	0	0	5	0	0	0	0	0	0	2	15	78	3	9	33	22	Kotláøka	877
P05-202001	409	388	129003	X15	13	1	1	2	1	14	0	0	0	0	0	0	3	35	48	69	204	34	52	Klamovka	4212
P05-202001	353	344	129011	X15	22	5	2	1	0	25	0	1	0	0	0	0	4	26	44	102	193	53	56	Na Høebenkách	2059
P05-202001	70	67	129020	X15	20	0	2	2	2	16	0	1	0	0	0	0	7	24	51	17	33	52	49	Zahrada Kinských	6
P05-202001	375	345	129038	X15	15	0	1	4	6	16	0	0	0	0	0	0	4	37	36	92	219	42	64	Na Újezdì	1234
P05-202001	369	327	129046	X15	14	3	2	2	2	15	0	1	0	0	0	0	5	40	38	72	202	36	62	Pod zahradou Kinských	1237
P05-202001	1290	1159	129054	X15	16	2	2	1	2	16	0	0	0	0	0	0	4	46	32	264	792	33	68	Arbesovo námìstí	3867
P05-202001	510	482	129062	X15	20	5	2	2	3	22	0	0	0	0	0	0	6	61	8	153	445	34	92	Na bìlidle	2788
P05-202001	100	99	129071	X15	2	4	0	0	4	6	0	0	0	0	0	0	0	21	69	11	31	34	31	Smíchovský pivovar	93
P05-202001	244	226	129089	X15	22	2	5	2	1	27	0	0	0	0	0	0	2	40	29	69	161	43	71	U železnièního mostu	1227
P05-202001	294	290	129151	X15	20	1	1	1	0	16	0	1	0	0	0	0	6	24	54	66	134	49	46	Barrandov	839
P05-202001	137	135	305871	X15	8	1	1	0	2	9	0	0	0	0	0	0	1	24	64	16	49	33	36	Dìtský ostrov	0
P05-202001	6	6	305880	X15	6	1	3	8	0	19	0	0	0	0	0	0	0	20	61	1	2	50	39	Na bìlidle-nábøeží	0
P05-202001	0	0		X15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	31	Infinity		
P05-202001	68	66	305871	X	2	1	0	1	0	2	0	0	0	0	0	0	2	9	87	3	9	29	13	Dìtský ostrov	0
P05-202001	429	426	128643	X67	16	0	1	1	0	13	0	0	0	0	0	0	5	27	56	74	188	40	44	Staré Radlice	1296
P05-202001	3	3	128651	X67	33	0	0	0	0	33	0	0	0	0	0	0	0	0	67	1	1	100	33	Jinonice-prùmyslový obvod-východ	0
P05-202001	942	931	128660	X67	15	0	1	1	0	12	0	0	0	0	0	0	4	22	61	155	360	43	39	Jinonická	3632
P05-202001	542	534	128678	X67	19	1	1	1	0	16	0	0	0	0	0	0	6	32	47	117	285	41	53	Na Èerném vrchu	1863
P05-202001	864	833	128686	X67	13	0	1	0	1	11	0	0	0	0	0	0	4	27	56	136	365	37	44	Malvazinka	2517
P05-202001	485	469	128694	X67	17	1	1	1	1	17	0	0	0	0	0	0	4	39	39	104	288	36	61	Smíchov-jižní Radlická	2252
P05-202001	849	835	128767	X67	20	1	1	1	0	17	0	0	0	0	0	0	5	34	44	188	471	40	56	Košíøe-støed	4764
P05-202001	492	467	128775	X67	17	1	1	2	2	17	0	0	0	0	0	0	4	48	29	107	332	32	71	Kavalírka	2651
P05-202001	457	419	128783	X67	21	3	2	1	2	22	0	0	0	0	0	0	4	45	26	121	309	39	74	Vrchlického	2768
P05-202001	595	558	128791	X67	15	3	2	1	1	17	0	0	0	0	0	0	3	46	33	120	375	32	67	U malostranského høbitova	3256
P05-202001	77	72	128805	X67	6	0	1	1	0	6	0	0	0	0	0	0	2	62	29	6	51	12	71	Smíchov-prùmyslový obvod	156
P05-202001	935	883	128813	X67	16	1	2	1	1	16	0	0	0	0	0	0	3	40	40	183	532	34	60	Na Skalce	4212
P05-202001	189	183	128821	X67	3	1	2	1	2	7	0	0	0	0	0	0	1	52	38	19	113	17	62	Smíchovské nádraží	271
P05-202001	171	168	128911	X67	15	0	1	1	0	13	0	1	0	0	0	0	2	28	56	27	74	36	44	Na hliníku	23
P05-202001	124	121	128937	X67	0	0	0	0	0	0	0	0	0	0	0	0	0	2	98	0	2	0	2	Motol-západ	77
P05-202001	289	275	128945	X67	8	0	1	1	2	7	0	0	0	0	0	0	3	39	48	35	142	25	52	Motolská nemocnice	608
P05-202001	844	821	128953	X67	21	0	1	1	1	16	0	0	0	0	0	0	7	34	41	200	481	42	59	Homolka	3046
P05-202001	36	36	128961	X67	0	0	0	0	0	0	0	0	0	0	0	0	0	14	86	0	5	0	14	Pod Kotláøkou	2
P05-202001	41	41	128970	X67	7	0	0	0	0	2	0	0	0	0	0	0	5	20	73	3	11	27	27	Kotláøka	877
P05-202001	409	388	129003	X67	12	2	0	1	1	11	0	0	0	0	0	0	4	37	47	63	206	31	53	Klamovka	4212
P05-202001	353	344	129011	X67	19	4	1	1	0	18	0	1	0	0	0	0	5	27	49	84	177	48	51	Na Høebenkách	2059
P05-202001	70	67	129020	X67	11	0	2	2	5	8	0	2	0	0	0	0	5	32	49	12	34	37	51	Zahrada Kinských	6
P05-202001	375	345	129038	X67	8	1	1	2	3	8	0	0	0	0	0	0	4	47	39	50	211	24	61	Na Újezdì	1234
P05-202001	369	327	129046	X67	9	1	2	3	1	9	0	0	0	0	1	0	5	36	48	51	170	30	52	Pod zahradou Kinských	1237
P05-202001	1250	1119	129054	X67	11	2	2	2	1	13	0	1	0	0	0	0	3	50	32	201	766	26	68	Arbesovo námìstí	3867
P05-202001	473	447	129062	X67	14	3	3	2	1	15	0	0	0	0	0	0	5	60	18	99	367	27	82	Na bìlidle	2788
P05-202001	100	99	129071	X67	1	1	0	0	1	2	0	0	0	0	0	0	0	19	77	4	23	17	23	Smíchovský pivovar	93
P05-202001	244	226	129089	X67	14	2	3	1	2	15	0	0	0	0	0	0	4	52	28	47	164	29	72	U železnièního mostu	1227
P05-202001	294	290	129151	X67	14	0	1	1	0	11	0	0	0	0	0	0	4	20	64	46	104	44	36	Barrandov	839
P05-202001	10	10	129160	X67	0	10	0	0	0	10	0	0	0	0	0	0	0	40	50	1	5	20	50	Barrandov-ateliéry	8
P05-202001	171	168	305871	X67	6	2	3	1	2	10	0	0	0	0	0	0	2	44	41	25	100	25	59	Dìtský ostrov	0
P05-202001	6	6	305880	X67	6	0	0	6	0	11	0	0	0	0	0	0	0	6	83	1	1	67	17	Na bìlidle-nábøeží	0
P05-202001	0	0		X67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	19	Infinity		
