Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	TYPZONY	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P02-202001	P2-0159	D	10	9	2	45	5	2	0	17	47	0	2	0	0	0	0	3	43	0	6	10	62	113
P02-202001	P2-0161	D	21	20	1	43	1	5	1	1	40	0	4	0	0	1	0	5	23	27	10	15	69	73
P02-202001	P2-0163	D	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	94	0	1	0	6
P02-202001	P2-0164	D	32	31	2	0	2	3	5	19	4	1	0	1	0	3	0	0	8	63	9	11	77	37
P02-202001	P2-0166	D	35	34	2	21	12	3	2	5	29	0	5	0	0	0	0	2	19	39	14	21	69	61
P02-202001	P2-0168	D	18	16	1	38	1	9	0	1	43	0	2	0	0	0	0	3	11	38	8	10	82	62
P02-202001	P2-0169	D	17	17	1	20	3	14	0	0	26	0	3	0	0	0	1	6	11	38	9	11	82	62
P02-202001	P2-0170	D	10	10	1	36	16	3	1	0	50	0	5	0	1	0	0	0	17	26	6	7	76	74
P02-202001	P2-0172	D	3	3	1	31	4	0	0	0	30	0	5	0	0	0	0	0	65	0	1	3	35	100
P02-202001	P2-0173	D	71	68	1	59	3	4	0	0	53	0	4	0	0	0	0	8	13	19	47	55	84	81
P02-202001	P2-0174	D	22	22	1	61	0	3	0	0	51	1	3	0	0	1	1	6	15	22	14	17	81	78
P02-202001	P2-0176	D	83	79	2	53	2	7	2	8	47	1	8	0	0	2	0	7	16	12	57	70	82	88
P02-202001	P2-0177	D	60	58	1	56	5	4	1	0	51	1	5	0	1	1	0	6	13	22	38	45	83	78
P02-202001	P2-0178	D	14	14	1	59	0	10	0	0	65	0	2	1	0	0	0	1	14	17	10	12	82	83
P02-202001	P2-0179	D	7	6	1	53	0	2	8	0	45	0	4	0	3	2	0	9	18	18	4	5	78	82
P02-202001	P2-0182	D	27	27	1	11	1	1	1	0	11	0	0	0	0	0	0	1	1	86	4	4	95	14
P02-202001	P2-0183	D	80	79	2	28	4	1	0	4	32	0	1	0	0	0	0	0	12	51	29	39	76	49
P02-202001	P2-0185	D	31	26	2	5	0	8	0	7	9	0	2	0	0	0	0	2	20	59	5	11	50	41
P02-202001	P2-0201	D	23	19	2	9	3	2	1	4	10	0	2	0	0	1	0	2	29	52	4	9	40	48
P02-202001	P2-0202	D	96	82	2	12	4	5	1	32	12	1	2	1	0	1	0	5	24	22	44	64	69	78
P02-202001	P2-0205	D	14	13	2	24	2	6	1	16	16	0	6	2	1	1	0	7	44	7	6	12	52	93
P02-202001	P2-0206	D	27	19	1	59	5	21	1	0	51	0	9	2	1	0	1	22	15	0	16	19	85	101
P02-202001	P2-0209	D	60	58	1	40	4	6	1	0	33	0	5	0	0	0	0	13	15	31	32	40	79	69
P02-202001	P2-0211	D	62	59	1	70	7	5	1	0	54	0	7	0	0	1	0	21	12	3	50	57	88	97
P02-202001	P2-0212	D	27	25	1	70	6	6	1	0	61	0	8	1	0	1	0	12	14	1	21	25	86	99
P02-202001	P2-0213	D	18	18	1	59	13	11	0	3	69	0	7	0	0	2	0	6	46	0	17	26	68	143
P02-202001	P2-0215	D	24	22	1	57	16	4	0	0	45	0	5	0	1	0	0	26	8	15	17	19	91	85
P02-202001	P2-0216	D	8	8	1	44	7	4	0	1	36	0	5	0	0	2	0	11	16	25	5	6	79	75
P02-202001	P2-0217	D	26	25	1	46	9	9	0	0	43	0	9	0	0	0	0	12	21	11	17	22	77	89
P02-202001	P2-0219	D	5	3	1	42	0	0	0	0	23	0	0	0	0	0	0	19	7	52	1	1	86	48
P02-202001	P2-0221	D	17	10	2	12	1	7	0	3	12	0	3	0	0	0	0	4	24	51	3	5	52	49
P02-202001	P2-0222	D	6	5	1	26	5	13	2	0	33	0	7	0	0	1	5	1	50	6	2	5	47	94
P02-202001	P2-0223	D	53	51	1	55	9	9	1	0	50	0	7	0	0	2	0	14	14	12	38	45	85	88
P02-202001	P2-0224	D	15	12	1	62	8	4	0	0	44	0	5	0	0	0	0	25	14	9	9	11	85	91
P02-202001	P2-0225	D	40	39	2	46	14	8	1	22	39	0	8	0	0	6	0	15	53	0	35	56	63	144
P02-202001	P2-0226	D	90	67	1	39	2	7	0	1	30	0	4	0	0	0	3	11	21	29	33	47	70	71
P02-202001	P2-0227	D	28	26	1	63	4	5	0	1	52	0	3	0	0	0	0	17	16	11	19	23	82	89
P02-202001	P2-0230	D	18	14	1	1	2	3	0	1	2	0	1	0	0	0	0	3	8	85	1	2	45	15
P02-202001	P2-0231	D	7	7	2	17	7	21	0	21	33	0	3	3	0	1	0	3	37	0	5	7	63	102
P02-202001	P2-0232	D	21	14	2	22	4	17	1	44	29	1	7	2	0	1	0	3	31	0	12	17	74	118
P02-202001	P2-0233	D	8	5	1	11	0	6	0	0	13	0	1	0	0	0	0	2	13	70	1	2	57	30
P02-202001	P2-0234	D	11	9	1	13	5	30	2	11	28	3	9	4	0	1	3	3	26	13	6	8	70	87
P02-202001	P2-0235	D	48	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	50	Infinity
P02-202001	P2-0236	D	99	97	2	0	2	4	0	42	3	0	1	0	0	1	0	0	20	32	47	66	71	68
P02-202001	P2-0237	D	146	128	2	5	1	5	0	22	8	0	1	0	0	0	0	3	16	48	45	66	69	52
P02-202001	P2-0238	D	26	26	1	19	2	5	0	0	21	0	5	0	0	0	0	1	8	66	7	9	77	34
P02-202001	P2-0244	D	31	30	2	16	3	5	0	34	18	0	1	0	0	1	1	2	27	14	18	26	68	86
P02-202001	P2-0247	D	53	52	2	1	1	2	0	38	3	0	1	0	0	0	0	0	22	35	22	34	66	65
P02-202001	P2-0249	D	12	7	1	29	0	5	0	2	30	0	2	0	0	0	0	1	2	62	3	3	94	38
P02-202001	P2-0250	D	38	37	2	2	3	4	0	38	8	0	0	0	0	0	0	0	21	32	17	25	69	68
P02-202001	P2-0251	D	22	22	2	6	3	5	0	13	13	0	0	0	0	0	0	1	14	60	6	9	66	40
P02-202001	P2-0252	D	56	55	1	46	7	4	1	0	46	0	1	0	0	1	0	10	11	31	32	38	85	69
P02-202001	P2-0254	D	6	5	1	79	0	13	0	0	69	0	1	0	0	0	3	19	38	0	5	6	71	129
P02-202001	P2-0255	D	137	124	2	2	1	2	0	14	4	0	0	0	0	0	0	0	11	70	24	37	64	30
P02-202001	P2-0256	D	5	5	1	71	2	1	0	0	59	0	0	0	0	0	0	14	19	7	4	5	80	93
P02-202001	P2-0257	D	38	37	2	0	0	1	1	7	1	0	0	0	1	0	0	0	26	66	3	13	25	34
P02-202001	P2-0259	D	26	25	2	0	0	0	0	2	0	0	0	0	0	0	0	0	10	89	0	3	13	11
P02-202001	P2-0260	D	10	9	2	12	0	0	0	5	5	0	6	0	0	0	0	0	24	59	2	4	42	41
P02-202001	P2-0261	D	6	6	2	0	0	0	0	8	0	0	0	0	0	0	0	0	56	36	0	4	12	64
P02-202001	P2-0262	D	20	18	2	0	0	0	3	4	0	0	0	0	0	3	0	0	9	85	1	3	43	15
P02-202001	P2-0264	D	144	138	2	0	0	1	0	4	0	0	0	0	0	0	0	1	5	90	8	14	55	10
P02-202001	P2-0269	D	10	10	2	1	3	22	1	13	21	0	0	0	0	2	0	4	13	47	4	5	76	53
P02-202001	P2-0270	D	31	28	2	2	4	4	1	27	7	0	0	0	0	3	0	1	24	37	11	18	61	63
P02-202001	P2-0272	D	14	14	2	5	1	7	0	41	11	0	1	0	0	0	0	1	34	12	8	12	61	88
P02-202001	P2-0273	D	12	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	94	0	1	0	6
P02-202001	P2-0274	D	29	27	2	0	0	0	1	16	0	0	0	0	0	1	0	0	12	71	5	8	58	29
P02-202001	P2-0275	D	24	22	2	0	0	6	0	1	7	0	0	0	0	0	0	0	11	81	2	4	39	19
P02-202001	P2-0276	D	107	107	2	47	2	4	1	3	42	0	1	0	0	0	0	10	12	31	61	74	83	69
P02-202001	P2-0277	D	18	18	2	27	1	1	0	13	24	0	0	0	0	0	0	5	12	47	8	10	78	53
P02-202001	P2-0280	D	58	58	1	71	1	1	0	0	54	0	0	0	0	0	0	18	5	20	43	46	93	80
P02-202001	P2-0281	D	138	134	1	62	6	7	1	0	61	0	3	0	0	1	0	11	14	10	101	120	84	90
P02-202001	P2-0284	D	13	12	2	56	3	17	0	7	66	0	5	0	0	0	0	5	23	0	10	13	78	106
P02-202001	P2-0285	D	143	136	2	38	6	6	1	4	39	0	5	1	0	0	0	6	18	25	77	103	75	75
P02-202001	P2-0286	D	15	15	1	41	3	2	0	0	35	0	11	0	0	0	0	0	14	40	7	9	77	60
P02-202001	P2-0287	D	11	10	1	82	0	8	0	0	62	1	0	0	0	4	2	23	6	5	9	10	94	95
P02-202001	P2-0288	D	61	60	1	39	0	6	0	0	42	0	1	0	0	0	0	2	10	44	27	33	82	56
P02-202001	P2-0289	D	23	23	1	70	0	2	0	0	48	0	1	0	0	0	0	22	12	17	16	19	85	83
P02-202001	P2-0290	D	37	35	2	47	0	5	0	2	30	0	5	5	0	2	0	10	18	28	19	25	75	72
P02-202001	P2-0291	D	8	8	1	50	5	7	1	0	52	1	2	0	0	1	0	7	9	29	5	6	88	71
P02-202001	P2-0292	D	24	23	1	45	2	3	0	0	40	0	1	0	0	2	0	7	2	47	12	12	95	53
P02-202001	P2-0293	D	31	31	2	59	0	7	1	1	36	1	2	0	0	1	1	25	10	23	21	24	87	77
P02-202001	P2-0294	D	14	14	1	66	1	4	0	0	52	0	0	0	0	0	0	19	9	20	10	11	88	80
P02-202001	P2-0296	D	4	4	1	17	0	0	0	0	8	0	0	0	0	0	0	8	2	81	1	1	91	19
P02-202001	P2-0297	D	18	17	2	33	3	2	2	0	28	0	1	0	1	0	0	9	10	50	7	8	81	50
P02-202001	P2-0298	D	59	56	2	49	12	5	0	6	46	0	3	0	0	2	0	15	21	5	41	53	78	95
P02-202001	P2-0299	D	14	14	2	24	8	4	0	2	30	0	1	0	0	0	0	6	12	49	5	7	77	51
P02-202001	P2-0300	D	8	8	2	31	7	6	1	3	24	5	8	0	0	0	1	6	20	33	4	5	71	67
P02-202001	P2-0302	D	33	31	2	31	4	1	1	8	30	0	3	1	0	0	0	2	29	27	14	23	60	73
P02-202001	P2-0305	D	46	46	1	36	4	4	1	0	32	0	2	0	0	2	0	9	14	41	21	27	76	59
P02-202001	P2-0307	D	43	42	1	28	3	1	0	0	22	0	4	0	0	0	0	6	6	62	14	16	85	38
P02-202001	P2-0312	D	17	16	2	11	16	8	5	17	16	0	17	1	0	4	0	1	49	0	9	17	53	105
P02-202001	P2-0314	D	19	16	2	29	5	5	1	11	20	0	13	0	1	1	0	5	46	3	8	16	53	97
P02-202001	P2-0316	D	11	6	1	21	0	15	1	0	31	0	4	0	0	1	0	1	25	37	2	4	60	63
P02-202001	P2-0322	D	38	36	2	25	4	2	0	7	19	0	2	0	1	2	0	8	24	25	19	27	68	75
P02-202001	P2-0323	D	37	33	1	52	10	5	0	1	48	3	5	2	0	2	1	7	8	25	22	25	89	75
P02-202001	P2-0324	D	11	11	1	59	6	4	1	3	41	1	15	7	0	1	0	4	10	18	8	9	88	82
P02-202001	P2-0327	D	10	9	1	51	11	6	0	1	38	0	10	2	0	1	0	16	17	14	6	8	81	86
P02-202001	P2-0328	D	38	33	2	11	1	2	0	3	11	0	1	0	0	0	0	2	28	55	6	15	38	45
P02-202001	P2-0329	D	55	55	2	27	3	1	0	2	25	0	1	2	0	0	0	3	17	49	18	28	66	51
P02-202001	P2-0331	D	50	49	2	50	3	4	0	7	46	0	1	0	0	1	0	9	16	20	32	39	81	80
P02-202001	P2-0332	D	25	21	1	38	9	5	2	0	39	0	8	4	2	1	0	0	24	23	11	16	69	77
P02-202001	P2-0333	D	26	7	1	21	2	2	0	0	19	0	0	0	0	0	2	3	11	64	2	2	67	36
P02-202001	P2-0334	D	50	45	2	17	3	1	2	10	13	0	4	0	0	1	0	3	28	40	14	27	53	60
P02-202001	P2-0335	D	16	16	1	34	0	1	0	1	31	0	0	0	0	0	0	4	6	58	6	7	85	42
P02-202001	P2-0337	D	49	47	1	50	4	3	0	0	42	2	1	0	0	0	0	13	12	29	28	33	83	71
P02-202001	P2-0340	D	92	91	1	64	2	6	0	0	55	0	1	0	0	0	0	16	7	21	66	72	91	79
P02-202001	P2-0341	D	40	37	1	86	1	3	0	0	65	0	1	0	0	0	0	23	11	0	33	38	89	102
P02-202001	P2-0342	D	68	67	1	48	4	7	0	0	43	0	3	0	0	3	0	10	10	31	40	46	86	69
P02-202001	P2-0343	D	52	52	1	67	1	3	0	0	47	2	3	0	0	0	0	20	4	24	38	39	95	76
P02-202001	P2-0344	D	49	48	1	66	2	5	0	0	56	0	3	0	0	0	0	13	10	17	35	40	88	83
P02-202001	P2-0345	D	66	63	2	22	4	2	0	10	12	1	11	1	0	0	0	4	24	37	24	40	62	63
P02-202001	P2-0347	D	35	34	1	56	17	5	0	0	46	3	7	1	0	0	0	22	15	6	27	32	84	94
P02-202001	P2-0348	D	65	62	1	54	9	9	0	1	49	0	3	0	0	2	0	17	18	9	45	56	80	91
P02-202001	P2-0349	D	28	27	2	31	7	5	1	14	31	0	3	0	0	1	0	8	26	16	16	23	69	84
P02-202001	P2-0350	D	9	9	1	44	3	15	0	2	39	0	5	1	0	0	0	18	17	19	6	7	79	81
P02-202001	P2-0352	D	16	15	2	33	1	7	0	7	30	0	1	0	0	0	0	10	30	21	7	12	61	79
P02-202001	P2-0355	D	62	61	1	65	9	4	0	1	53	0	6	1	0	3	0	15	13	6	49	57	86	94
P02-202001	P2-0358	D	19	17	1	62	9	9	0	2	53	0	8	0	0	3	0	15	27	0	14	19	76	110
P02-202001	P2-0360	D	33	33	1	50	11	3	1	1	43	0	4	1	0	1	0	15	15	20	21	26	81	80
P02-202001	P2-0362	D	25	23	1	67	13	8	0	0	71	0	2	0	0	0	0	14	25	0	21	26	78	114
P02-202001	P2-0363	D	17	14	1	64	3	16	1	0	54	0	12	0	3	1	0	13	26	0	11	15	76	108
P02-202001	P2-0364	D	20	17	1	52	1	13	1	0	48	1	3	1	0	1	0	14	33	0	12	17	67	101
P02-202001	P2-0366	D	43	37	2	38	14	7	1	7	39	0	7	1	0	1	1	9	23	10	25	33	75	90
P02-202001	P2-0367	D	33	30	1	60	4	6	1	0	54	0	2	1	0	1	0	14	16	7	23	28	83	93
P02-202001	P2-0369	D	13	13	2	20	0	3	5	9	21	0	7	0	0	0	0	1	23	40	5	8	62	60
P02-202001	P2-0370	D	48	40	2	2	1	6	0	19	7	0	0	0	0	0	0	1	24	48	11	21	54	52
P02-202001	P2-0371	D	8	8	2	30	0	2	0	26	23	0	2	0	0	0	0	6	30	12	5	7	65	88
P02-202001	P2-0372	D	16	16	2	0	0	1	0	2	1	0	0	0	0	0	0	0	11	87	0	2	20	13
P02-202001	P2-0373	D	40	40	2	1	1	2	0	14	2	0	1	1	0	0	0	0	13	69	7	12	58	31
P02-202001	P2-0375	D	39	36	2	2	1	7	0	18	5	0	4	0	0	0	0	1	23	48	10	19	56	52
P02-202001	P2-0377	D	44	42	1	41	9	12	1	0	50	0	7	2	0	1	0	5	16	19	27	34	80	81
P02-202001	P2-0378	D	43	40	1	45	2	9	1	1	43	0	6	0	0	0	0	6	21	22	23	31	73	78
P02-202001	P2-0380	D	6	6	1	52	7	11	0	1	21	0	25	6	1	0	0	17	20	9	4	5	78	91
P02-202001	P2-0381	D	92	90	1	56	5	6	0	1	48	1	7	0	1	0	0	9	11	21	61	71	86	79
P02-202001	P2-0382	D	40	35	2	16	2	5	0	10	11	0	9	1	0	0	0	4	1	44	19	19	97	56
P02-202001	P2-0387	D	112	108	1	51	6	3	0	0	44	0	3	0	0	0	0	12	6	33	65	72	90	67
P02-202001	P2-0388	D	125	125	2	19	3	2	0	15	21	0	1	0	0	0	0	2	17	43	49	71	69	57
P02-202001	P2-0389	D	26	26	1	72	2	6	0	1	55	0	4	1	0	0	0	20	16	3	21	25	84	97
P02-202001	P2-0390	D	226	223	1	69	5	6	1	0	52	0	6	0	0	1	1	20	10	10	180	201	89	90
P02-202001	P2-0392	D	23	16	2	2	5	1	0	0	0	0	0	1	0	0	1	5	2	71	4	5	92	29
P02-202001	P2-0395	D	64	64	1	48	3	3	0	0	35	0	10	1	0	0	0	8	11	34	35	42	84	66
P02-202001	P2-0399	D	51	50	1	64	5	7	1	1	57	0	5	0	0	1	3	12	12	11	39	45	87	89
P02-202001	P2-0404	D	86	82	1	62	8	6	0	1	49	0	6	1	0	1	0	19	11	11	64	73	88	89
P02-202001	P2-0405	D	43	42	1	69	6	6	1	1	52	0	12	1	0	1	0	15	11	7	35	39	88	93
P02-202001	P2-0407	D	52	52	1	65	7	6	1	1	59	0	5	0	0	2	0	11	8	14	41	45	91	86
P02-202001	P2-0408	D	13	13	1	30	9	17	1	2	24	1	13	1	1	0	4	12	27	16	7	11	68	84
P02-202001	P2-0409	D	77	73	1	59	6	3	0	1	41	1	3	0	0	1	1	22	15	15	51	62	82	85
P02-202001	P2-0410	D	27	25	2	36	4	2	0	17	32	0	5	1	0	0	1	3	27	15	14	21	68	85
P02-202001	P2-0411	D	48	46	1	45	9	5	1	0	38	0	6	1	0	3	1	11	10	23	31	35	87	77
P02-202001	P2-0412	D	65	61	1	51	6	7	1	1	39	0	8	1	0	1	2	14	19	16	39	51	77	84
P02-202001	P2-0415	D	39	37	2	12	9	3	0	25	18	0	4	0	0	0	0	1	27	24	18	28	64	76
P02-202001	P2-0417	D	23	21	2	45	13	7	1	15	41	0	4	1	0	1	3	16	17	3	17	20	83	97
P02-202001	P2-0418	D	21	20	2	30	4	5	1	24	22	0	5	0	1	1	0	12	24	14	12	17	72	86
P02-202001	P2-0419	D	9	5	1	65	2	6	0	1	24	0	21	0	0	2	0	25	26	2	4	5	74	98
P02-202001	P2-0420	D	25	21	2	8	6	4	0	33	10	0	6	1	0	0	0	1	26	22	11	16	67	78
P02-202001	P2-0424	D	29	24	1	21	9	4	0	0	25	0	2	0	0	0	1	6	12	53	8	11	75	47
P02-202001	P2-0426	D	2	1	1	60	0	3	0	2	36	0	6	0	0	2	0	20	63	0	1	1	51	128
P02-202001	P2-0427	D	34	33	2	25	6	6	0	24	22	0	4	0	1	1	0	9	29	10	20	30	68	90
P02-202001	P2-0428	D	26	21	1	55	11	3	1	1	42	0	17	3	0	2	0	5	13	14	15	18	85	86
P02-202001	P2-0429	D	7	6	2	46	10	2	0	5	45	0	6	0	0	0	0	6	26	9	4	5	71	91
P02-202001	P2-0430	D	34	30	1	46	5	7	0	2	40	0	6	0	0	1	3	7	25	15	18	25	71	85
P02-202001	P2-0431	D	46	33	1	71	6	4	0	0	65	0	3	1	0	0	0	14	16	2	27	32	84	98
P02-202001	P2-0433	D	40	40	1	56	4	1	1	0	50	0	1	0	0	0	0	10	11	27	25	29	85	73
P02-202001	P2-0434	D	29	29	2	51	9	2	1	7	53	1	5	0	0	1	0	2	21	9	20	26	77	91
P02-202001	P2-0439	D	207	200	1	59	11	4	1	0	56	0	4	1	0	0	0	12	13	11	152	179	85	89
P02-202001	P2-0440	D	18	15	2	20	3	8	0	22	22	0	3	0	0	1	1	4	54	0	8	16	49	106
P02-202001	P2-0441	D	51	44	2	36	4	8	0	11	36	0	8	0	0	0	0	4	30	10	26	40	66	90
P02-202001	P2-0444	D	151	134	1	69	12	8	0	1	60	0	5	0	0	1	0	24	13	0	122	140	87	104
P02-202001	P2-0446	D	15	14	1	54	9	2	0	1	41	0	6	0	0	1	0	17	16	18	9	12	80	82
P02-202001	P2-0452	D	98	94	1	49	12	7	0	1	48	0	6	0	0	1	0	14	19	8	68	86	79	92
P02-202001	P2-0453	D	125	123	1	49	12	6	0	1	52	0	5	1	0	1	0	8	18	15	83	105	79	85
P02-202001	P2-0454	D	57	55	1	67	8	8	1	1	59	0	6	1	0	2	0	16	15	2	46	54	85	98
P02-202001	P2-0456	D	119	118	1	62	8	5	1	0	55	0	5	0	0	2	0	12	13	12	89	104	85	88
P02-202001	P2-0460	D	43	40	2	49	11	8	1	13	50	0	6	0	0	1	0	11	25	0	33	43	77	107
P02-202001	P2-0463	D	22	22	1	51	9	7	0	1	52	0	2	2	0	0	0	11	25	7	15	21	74	93
P02-202001	P2-0466	D	147	146	1	48	8	4	0	0	46	0	3	1	0	0	0	9	13	27	88	107	82	73
P02-202001	P2-0467	D	48	46	2	44	8	6	1	10	26	0	12	4	0	3	0	14	15	16	32	39	83	84
P02-202001	P2-0469	D	58	49	1	53	13	13	2	0	45	0	4	1	0	2	10	18	9	11	39	44	90	89
P02-202001	P2-0470	D	149	134	1	56	8	4	0	1	54	0	2	0	0	1	0	12	12	19	94	109	86	81
P02-202001	P2-0472	D	11	11	1	66	7	3	0	0	50	0	5	3	0	3	0	16	5	18	8	9	94	82
P02-202001	P2-0473	D	110	106	1	63	10	5	0	1	58	0	5	2	0	1	0	14	16	3	85	102	83	97
P02-202001	P2-0475	D	15	15	2	72	5	2	1	8	36	0	1	0	0	1	0	42	13	0	13	15	87	101
P02-202001	P2-0476	D	33	31	2	25	8	4	1	10	27	0	4	1	1	1	0	5	17	35	15	20	74	65
P02-202001	P2-0489	D	6	5	2	45	2	2	0	7	43	0	3	2	0	0	0	0	51	0	3	5	52	107
P02-202001	P2-0491	D	15	13	1	55	10	22	1	0	54	0	2	0	0	0	2	30	27	0	11	15	77	115
P02-202001	P2-0496	D	31	31	1	74	2	4	0	0	70	0	2	0	0	0	0	8	17	2	25	30	83	98
P02-202001	P2-0499	D	34	32	2	48	4	5	0	11	49	0	4	0	0	0	3	2	49	0	21	37	58	116
P02-202001	P2-0500	D	19	18	1	67	2	11	0	0	57	0	1	0	0	0	1	21	7	13	15	16	92	87
P02-202001	P2-0508	D	76	68	1	58	5	9	0	0	53	1	5	0	0	0	0	13	17	10	50	61	81	90
P02-202001	P2-0509	D	31	30	1	46	4	5	2	0	45	0	2	1	1	2	0	8	34	8	17	27	63	92
P02-202001	P2-0510	D	17	13	1	46	3	1	1	1	36	1	4	0	1	0	0	9	8	41	7	8	86	59
P02-202001	P2-0514	D	64	62	1	55	6	3	0	0	52	1	2	0	0	0	0	11	10	25	40	46	86	75
P02-202001	P2-0515	D	48	48	1	45	7	3	1	0	41	0	5	0	0	1	0	8	8	36	27	31	87	64
P02-202001	P2-0518	D	17	16	2	60	3	6	3	13	49	0	8	2	0	0	0	12	23	0	13	17	78	107
P02-202001	P2-0519	D	20	19	2	23	0	1	2	20	21	0	1	0	0	0	0	5	28	26	9	14	63	74
