Season	SecCode	DYWIN	CELKEM_PS	PS_ZPS	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs
P02Q201912	P2-0150	D	44	43	67	2	6	1	1	50	0	3	0	0	1	0	21	17	6	33	40	82	94
P02Q201912	P2-0151	D	3	3	81	10	12	0	0	67	0	1	0	0	0	0	35	11	0	3	3	90	114
P02Q201912	P2-0152	D	67	65	64	3	3	0	0	44	0	1	0	0	0	0	24	12	18	45	53	85	82
P02Q201912	P2-0153	D	15	13	31	4	4	3	18	29	0	8	0	0	0	0	6	25	12	8	11	71	88
P02Q201912	P2-0155	D	13	13	55	1	3	2	0	27	0	3	0	0	0	0	29	11	26	8	10	85	74
P02Q201912	P2-0156	D	12	12	64	8	6	0	0	44	0	7	1	0	1	0	25	12	9	9	11	86	91
P02Q201912	P2-0157	D	19	19	67	3	5	1	1	59	0	1	0	0	0	0	15	32	0	14	20	70	108
P02Q201912	P2-0158	D	4	4	21	7	3	0	16	26	0	2	0	0	0	0	2	32	21	2	3	59	79
P02Q201912	P2-0159	D	10	9	47	2	1	1	17	44	0	2	0	1	0	0	4	43	0	6	10	61	110
P02Q201912	P2-0161	D	21	20	44	1	6	2	1	37	0	5	0	0	1	0	9	20	26	11	15	73	74
P02Q201912	P2-0163	D	13	13	0	0	0	0	1	0	0	0	0	0	0	0	0	3	95	0	1	37	5
P02Q201912	P2-0164	D	32	31	0	1	2	2	20	2	1	0	0	0	1	0	0	18	57	8	13	57	43
P02Q201912	P2-0166	D	35	34	23	9	2	4	9	27	0	7	0	1	1	0	2	23	30	16	24	67	70
P02Q201912	P2-0168	D	18	16	40	1	6	0	0	39	0	1	0	0	0	0	6	17	36	8	10	74	64
P02Q201912	P2-0169	D	17	17	26	6	15	1	0	32	0	7	0	0	0	0	7	14	39	8	10	77	61
P02Q201912	P2-0170	D	10	10	37	9	9	1	1	44	0	9	0	0	3	0	0	18	25	6	8	76	75
P02Q201912	P2-0172	D	3	3	31	9	1	0	0	40	0	0	0	0	0	0	0	67	0	1	3	38	108
P02Q201912	P2-0173	D	71	68	55	3	5	1	0	53	0	3	0	0	1	0	6	11	24	44	51	86	76
P02Q201912	P2-0174	D	22	22	55	1	2	0	0	47	1	4	0	0	0	1	5	16	25	13	16	78	75
P02Q201912	P2-0176	D	83	79	45	3	7	2	7	44	1	7	0	0	1	0	4	16	20	51	64	80	80
P02Q201912	P2-0177	D	60	58	51	4	4	1	0	49	1	4	0	0	1	0	5	16	23	36	45	80	77
P02Q201912	P2-0178	D	14	14	56	0	7	2	0	59	0	4	0	1	0	0	0	17	19	9	11	79	81
P02Q201912	P2-0179	D	7	6	57	1	0	4	0	53	0	3	0	2	0	0	5	27	11	4	5	70	89
P02Q201912	P2-0182	D	27	27	10	2	0	0	0	10	0	0	0	0	0	0	2	1	87	3	4	90	13
P02Q201912	P2-0183	D	80	79	22	5	0	0	3	25	0	1	0	0	0	0	1	11	58	24	33	73	42
P02Q201912	P2-0185	D	31	26	4	0	7	1	7	9	0	1	0	0	0	0	1	25	57	5	11	42	43
P02Q201912	P2-0201	D	23	19	6	1	2	0	2	6	0	1	0	0	0	0	1	11	63	5	7	69	37
P02Q201912	P2-0202	D	96	82	11	5	8	0	34	14	0	3	1	0	1	0	6	25	16	48	69	70	84
P02Q201912	P2-0205	D	14	13	20	4	7	1	10	15	0	12	0	0	1	0	4	34	23	6	10	57	77
P02Q201912	P2-0206	D	27	19	47	3	16	1	1	38	0	10	1	0	0	0	16	15	13	14	17	83	87
P02Q201912	P2-0209	D	60	58	35	5	7	1	0	31	0	5	1	0	1	0	10	19	28	31	42	74	72
P02Q201912	P2-0211	D	62	59	65	8	6	0	0	52	0	6	0	0	1	0	19	20	2	46	58	80	98
P02Q201912	P2-0212	D	27	25	75	4	6	0	0	64	0	10	1	0	0	0	9	17	0	22	27	84	106
P02Q201912	P2-0213	D	18	18	31	9	8	0	15	42	0	2	0	0	1	0	4	42	0	11	19	60	106
P02Q201912	P2-0215	D	24	22	59	17	2	0	0	52	0	4	0	0	0	0	21	7	14	17	19	91	86
P02Q201912	P2-0216	D	8	8	35	11	5	1	2	31	0	6	1	0	3	0	11	26	20	4	6	67	80
P02Q201912	P2-0217	D	26	25	49	8	6	1	1	38	0	7	0	0	1	0	17	26	6	17	24	72	94
P02Q201912	P2-0219	D	5	3	40	0	0	0	3	22	0	0	0	0	0	0	17	12	46	1	2	78	54
P02Q201912	P2-0221	D	17	10	9	1	6	0	2	9	0	2	0	0	0	0	5	31	51	2	5	36	49
P02Q201912	P2-0222	D	6	5	41	5	11	2	0	47	0	6	0	0	0	3	4	30	11	3	4	66	89
P02Q201912	P2-0223	D	53	51	57	10	9	2	1	53	0	6	1	0	2	0	17	15	6	40	48	84	94
P02Q201912	P2-0224	D	15	12	51	4	9	0	0	39	0	9	0	0	0	0	15	19	14	8	10	77	86
P02Q201912	P2-0225	D	40	39	47	15	12	2	21	46	0	9	0	0	6	0	14	50	0	38	57	66	146
P02Q201912	P2-0226	D	90	67	33	2	4	1	0	26	0	3	0	0	0	3	8	18	34	32	44	73	66
P02Q201912	P2-0227	D	28	26	47	10	7	0	2	49	0	2	0	0	1	0	11	15	20	17	21	81	80
P02Q201912	P2-0230	D	18	14	2	7	3	0	0	7	0	2	0	0	0	0	2	4	82	2	2	77	18
P02Q201912	P2-0231	D	7	7	11	6	16	0	18	22	0	6	1	0	1	0	1	28	18	4	6	65	82
P02Q201912	P2-0232	D	21	14	17	6	17	2	35	23	0	8	2	0	4	2	4	27	0	12	16	76	111
P02Q201912	P2-0233	D	8	5	4	1	2	0	1	4	0	1	0	0	0	0	2	18	74	0	1	30	26
P02Q201912	P2-0234	D	11	9	11	9	29	3	11	26	2	11	4	1	3	3	2	15	6	7	8	84	94
P02Q201912	P2-0235	D	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	56	Infinity
P02Q201912	P2-0236	D	99	97	2	2	5	0	57	6	0	1	0	0	1	0	1	27	7	64	90	71	93
P02Q201912	P2-0237	D	146	128	4	3	7	1	29	9	0	1	0	0	1	0	3	22	35	56	84	67	65
P02Q201912	P2-0238	D	26	26	23	6	8	1	4	27	0	5	1	0	1	0	5	23	34	11	17	65	66
P02Q201912	P2-0244	D	31	30	9	8	5	0	33	15	0	2	0	0	1	0	4	25	19	17	24	69	81
P02Q201912	P2-0247	D	53	52	1	1	2	1	28	3	0	0	0	0	1	0	0	21	47	17	27	61	53
P02Q201912	P2-0249	D	12	7	37	1	16	0	3	50	0	0	0	0	0	0	4	8	35	4	5	87	65
P02Q201912	P2-0250	D	38	37	6	3	2	0	33	10	0	0	0	0	0	0	0	18	35	17	24	71	65
P02Q201912	P2-0251	D	22	22	7	4	11	1	19	14	0	3	0	0	1	0	6	14	43	9	12	75	57
P02Q201912	P2-0252	D	56	55	44	5	6	1	0	45	0	2	0	0	1	0	9	11	32	31	37	84	68
P02Q201912	P2-0254	D	6	5	81	4	5	1	0	66	0	4	0	0	1	0	18	25	0	4	6	78	114
P02Q201912	P2-0255	D	137	124	2	1	2	0	19	4	0	0	0	0	0	0	0	13	63	29	45	64	37
P02Q201912	P2-0256	D	5	5	59	0	4	0	0	49	0	0	0	0	0	0	14	18	19	3	4	78	81
P02Q201912	P2-0257	D	38	37	0	0	1	0	11	1	0	0	0	0	0	0	0	27	61	4	15	30	39
P02Q201912	P2-0259	D	26	25	0	0	0	0	1	0	0	0	0	0	0	0	0	8	91	0	2	12	9
P02Q201912	P2-0260	D	10	9	12	0	1	2	7	6	0	6	0	1	1	0	0	37	41	2	5	37	59
P02Q201912	P2-0261	D	6	6	0	0	0	5	5	0	0	0	0	3	2	0	0	69	21	1	5	13	79
P02Q201912	P2-0262	D	20	18	0	0	0	0	4	0	0	0	0	0	0	0	0	13	83	1	3	22	17
P02Q201912	P2-0264	D	144	138	0	1	2	0	6	1	0	0	0	0	0	0	1	6	86	11	20	55	14
P02Q201912	P2-0269	D	10	10	2	8	20	3	12	23	0	0	0	0	5	0	4	17	38	5	6	73	62
P02Q201912	P2-0270	D	31	28	3	4	5	2	24	7	0	1	0	0	3	0	1	25	37	10	18	59	63
P02Q201912	P2-0272	D	14	14	2	3	7	1	39	8	0	2	0	0	1	1	0	32	16	7	12	61	84
P02Q201912	P2-0273	D	12	12	0	0	0	0	3	0	0	0	0	0	0	0	0	7	89	0	1	33	11
P02Q201912	P2-0274	D	29	27	0	1	1	1	13	0	0	0	0	0	0	2	0	14	69	4	8	53	31
P02Q201912	P2-0275	D	24	22	0	0	6	0	2	6	0	0	0	0	0	0	0	15	76	2	5	36	24
P02Q201912	P2-0276	D	107	107	44	1	4	0	4	38	0	1	0	0	0	0	9	16	32	57	73	77	68
P02Q201912	P2-0277	D	18	18	25	2	1	0	13	23	0	0	0	0	0	0	5	20	40	7	11	67	60
P02Q201912	P2-0280	D	58	58	71	1	2	0	0	57	0	1	0	0	0	0	16	8	17	43	48	90	83
P02Q201912	P2-0281	D	138	134	58	6	7	1	0	57	0	4	0	0	1	0	10	17	11	96	119	81	89
P02Q201912	P2-0284	D	13	12	38	4	8	0	10	41	0	3	0	0	1	0	5	30	10	7	11	66	90
P02Q201912	P2-0285	D	143	136	36	5	7	1	4	37	0	3	0	0	0	0	7	17	30	72	95	76	70
P02Q201912	P2-0286	D	15	15	32	1	4	3	0	27	1	8	0	0	1	2	1	14	46	6	8	74	54
P02Q201912	P2-0287	D	11	10	74	0	6	0	0	61	1	0	0	0	0	0	18	9	13	8	9	90	87
P02Q201912	P2-0288	D	61	60	34	1	3	0	0	34	0	1	0	0	0	0	3	7	52	25	29	85	48
P02Q201912	P2-0289	D	23	23	70	0	6	0	0	53	0	2	0	0	0	1	21	10	14	18	20	89	86
P02Q201912	P2-0290	D	37	35	40	0	6	0	3	31	0	2	3	0	1	1	10	17	34	17	23	74	66
P02Q201912	P2-0291	D	8	8	51	4	10	1	0	56	1	1	0	0	1	1	7	6	29	5	6	92	71
P02Q201912	P2-0292	D	24	23	54	4	5	0	0	49	1	0	0	0	1	0	12	4	32	15	16	94	68
P02Q201912	P2-0293	D	31	31	54	1	4	0	1	35	1	0	1	0	1	0	20	8	32	19	21	88	68
P02Q201912	P2-0294	D	14	14	53	1	5	0	0	42	0	1	0	0	0	0	15	28	12	8	12	68	88
P02Q201912	P2-0296	D	4	4	19	0	0	1	0	10	0	0	0	0	0	1	9	14	66	1	1	58	34
P02Q201912	P2-0297	D	18	17	30	4	7	0	2	33	0	1	2	0	0	0	5	12	44	8	10	79	56
P02Q201912	P2-0298	D	59	56	42	7	4	0	6	38	1	2	0	0	1	0	12	21	18	34	46	74	82
P02Q201912	P2-0299	D	14	14	24	6	5	1	2	27	0	1	0	1	0	0	7	20	41	5	8	66	59
P02Q201912	P2-0300	D	8	8	41	6	7	0	4	32	2	4	0	0	0	0	15	18	23	5	6	77	77
P02Q201912	P2-0302	D	33	31	13	5	1	0	5	16	0	1	0	0	0	0	1	25	50	8	16	50	50
P02Q201912	P2-0304	D			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	Infinity
P02Q201912	P2-0305	D	46	46	31	6	6	0	0	33	0	2	0	0	1	0	7	16	41	20	27	74	59
P02Q201912	P2-0307	D	43	42	26	4	5	0	0	29	0	3	0	0	0	0	3	5	59	15	17	87	41
P02Q201912	P2-0312	D	17	16	12	14	5	5	16	22	0	10	1	0	3	0	1	37	10	9	14	59	90
P02Q201912	P2-0314	D	19	16	23	7	6	2	16	21	0	9	1	1	3	0	4	37	8	9	15	59	92
P02Q201912	P2-0316	D	11	6	26	1	7	1	0	26	0	6	0	0	1	0	3	39	26	2	4	48	74
P02Q201912	P2-0322	D	38	36	24	2	2	0	9	18	0	2	0	0	1	0	6	21	29	18	25	70	71
P02Q201912	P2-0323	D	37	33	53	12	6	0	1	47	3	8	3	0	1	1	7	14	14	24	28	84	86
P02Q201912	P2-0324	D	11	11	56	8	6	0	2	43	0	11	8	0	1	0	5	13	17	8	9	84	83
P02Q201912	P2-0327	D	10	9	49	6	8	1	2	33	0	13	3	0	1	0	14	17	17	6	7	79	83
P02Q201912	P2-0328	D	38	33	13	1	1	0	3	12	0	1	0	0	0	0	2	32	48	6	17	38	52
P02Q201912	P2-0329	D	55	55	21	4	1	0	3	21	0	2	1	0	0	0	2	11	60	16	22	72	40
P02Q201912	P2-0331	D	50	49	48	4	3	0	9	45	0	2	0	0	1	0	7	16	20	31	39	80	80
P02Q201912	P2-0332	D	25	21	29	11	6	1	1	31	1	10	4	0	1	0	0	32	21	10	17	60	79
P02Q201912	P2-0333	D	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	94	0	0	10	6
P02Q201912	P2-0334	D	50	45	16	5	1	1	11	15	0	4	0	0	1	0	3	24	43	15	26	58	57
P02Q201912	P2-0335	D	16	16	36	1	2	0	2	37	0	0	0	0	0	0	3	6	53	7	8	87	47
P02Q201912	P2-0337	D	49	47	51	5	2	0	0	43	2	1	0	0	0	0	12	12	27	29	34	83	73
P02Q201912	P2-0340	D	92	91	57	3	4	0	0	50	0	1	0	0	0	0	12	10	26	58	68	86	74
P02Q201912	P2-0341	D	40	37	78	0	4	0	0	61	0	1	0	0	0	0	20	13	5	30	35	86	95
P02Q201912	P2-0342	D	68	67	47	5	7	0	0	45	0	3	0	0	2	0	9	10	31	40	46	86	69
P02Q201912	P2-0343	D	52	52	54	2	4	0	0	41	1	3	0	0	0	0	14	7	33	31	35	89	67
P02Q201912	P2-0344	D	49	48	59	2	6	0	0	51	0	4	0	0	0	0	11	11	22	32	37	86	78
P02Q201912	P2-0345	D	66	63	25	4	3	0	10	20	0	7	1	0	0	0	3	24	31	28	44	65	69
P02Q201912	P2-0347	D	35	34	43	19	7	0	0	45	2	5	0	0	0	0	15	17	14	23	29	80	86
P02Q201912	P2-0348	D	65	62	44	11	5	0	0	43	0	3	1	0	2	0	12	16	22	38	48	80	78
P02Q201912	P2-0349	D	28	27	31	8	5	0	18	37	0	2	0	0	0	0	6	23	14	17	23	74	86
P02Q201912	P2-0350	D	9	9	46	4	5	0	1	38	0	2	0	0	0	0	14	12	30	5	6	82	70
P02Q201912	P2-0352	D	16	15	30	1	5	0	10	19	0	3	0	0	0	0	13	32	22	7	12	59	78
P02Q201912	P2-0355	D	62	61	63	10	5	0	0	54	0	5	1	0	1	0	17	12	7	49	57	87	93
P02Q201912	P2-0358	D	19	17	30	6	4	0	1	29	0	3	0	0	1	0	6	20	39	7	10	68	61
P02Q201912	P2-0360	D	33	33	50	9	7	0	0	41	0	5	2	0	1	0	17	21	12	22	29	76	88
P02Q201912	P2-0362	D	25	23	53	10	6	0	0	57	0	1	0	0	0	0	9	27	5	16	22	72	95
P02Q201912	P2-0363	D	17	14	34	2	7	0	0	27	0	6	0	0	1	0	9	22	34	6	9	66	66
P02Q201912	P2-0364	D	20	17	13	1	3	1	0	15	0	1	0	0	0	0	1	11	72	3	5	60	28
P02Q201912	P2-0366	D	43	37	31	15	10	1	11	39	0	5	0	0	1	1	10	25	7	25	34	73	93
P02Q201912	P2-0367	D	33	30	54	8	9	1	1	54	0	3	1	0	1	0	14	14	9	23	27	84	91
P02Q201912	P2-0369	D	13	13	22	0	5	1	14	19	0	6	0	0	1	0	3	26	33	5	9	62	67
P02Q201912	P2-0370	D	48	40	2	2	8	0	20	11	0	0	0	0	0	0	2	23	44	13	23	59	56
P02Q201912	P2-0371	D	8	8	40	4	2	1	32	30	0	9	0	0	0	0	7	31	0	6	9	72	109
P02Q201912	P2-0372	D	16	16	0	0	1	0	4	1	0	0	0	0	0	0	0	10	85	1	2	34	15
P02Q201912	P2-0373	D	40	40	1	1	3	0	14	4	0	1	0	0	0	0	0	19	63	8	15	50	37
P02Q201912	P2-0375	D	39	36	1	2	6	0	14	5	0	2	0	0	0	0	2	24	53	8	17	49	47
P02Q201912	P2-0377	D	44	42	39	11	10	2	0	48	0	7	1	0	2	0	3	15	22	26	33	81	78
P02Q201912	P2-0378	D	43	40	44	3	9	0	1	46	0	5	0	0	1	0	4	22	21	23	32	72	79
P02Q201912	P2-0380	D	6	6	48	21	6	1	0	35	0	19	3	0	1	0	18	12	13	5	5	86	87
P02Q201912	P2-0381	D	92	90	53	3	6	0	0	45	1	6	0	0	0	0	9	10	24	60	69	87	76
P02Q201912	P2-0382	D	40	35	20	2	4	0	10	16	0	8	0	0	0	0	2	7	46	17	19	87	54
P02Q201912	P2-0387	D	112	108	52	12	5	1	1	49	0	4	0	0	1	0	15	7	23	75	83	91	77
P02Q201912	P2-0388	D	125	125	21	8	4	0	17	27	0	2	0	0	0	0	4	20	29	64	88	72	71
P02Q201912	P2-0389	D	26	26	65	7	5	0	0	53	0	4	0	0	0	0	19	15	8	20	24	84	92
P02Q201912	P2-0390	D	226	223	63	10	5	1	0	53	0	5	0	0	1	1	17	11	11	175	199	88	89
P02Q201912	P2-0392	D	23	16	23	7	2	0	2	16	0	3	0	0	0	1	12	13	35	8	10	80	65
P02Q201912	P2-0395	D	64	64	47	10	4	0	0	42	0	8	1	0	0	0	9	13	26	39	47	82	74
P02Q201912	P2-0399	D	51	50	55	5	5	0	1	50	0	4	0	0	0	2	10	12	23	33	38	85	77
P02Q201912	P2-0404	D	86	82	38	9	6	0	0	35	0	5	0	0	1	0	12	10	35	45	53	85	65
P02Q201912	P2-0405	D	43	42	60	15	5	1	1	56	0	11	1	0	1	0	12	10	7	35	39	89	93
P02Q201912	P2-0407	D	52	52	40	5	4	0	1	37	0	3	0	0	1	0	8	6	43	26	29	89	57
P02Q201912	P2-0408	D	13	13	44	7	10	1	1	33	1	12	1	0	0	1	13	24	14	8	11	73	86
P02Q201912	P2-0409	D	77	73	35	5	4	0	0	23	0	3	0	0	1	2	14	11	44	33	41	81	56
P02Q201912	P2-0410	D	27	25	36	6	2	0	16	34	0	5	2	0	0	0	3	32	8	15	23	65	92
P02Q201912	P2-0411	D	48	46	46	13	5	0	1	46	0	7	1	0	2	1	9	11	20	32	37	87	80
P02Q201912	P2-0412	D	65	61	55	11	6	1	1	45	0	8	1	0	1	1	17	18	6	46	57	80	94
P02Q201912	P2-0415	D	39	37	28	9	5	0	18	27	0	6	1	0	1	0	6	25	14	23	32	71	86
P02Q201912	P2-0417	D	23	21	47	14	4	0	15	36	0	7	0	0	1	1	20	19	1	17	21	81	99
P02Q201912	P2-0418	D	21	20	30	6	6	0	25	25	0	8	0	0	1	0	8	22	8	14	18	76	92
P02Q201912	P2-0419	D	9	5	49	5	8	1	1	37	0	15	0	0	1	0	10	28	4	3	5	71	96
P02Q201912	P2-0420	D	25	21	14	13	7	0	31	19	0	8	1	0	1	1	3	28	6	14	20	70	94
P02Q201912	P2-0424	D	29	24	24	11	4	0	1	25	0	3	0	0	0	0	11	17	43	10	14	70	57
P02Q201912	P2-0426	D	2	1	70	7	14	0	3	78	0	6	0	0	0	0	7	53	0	1	1	64	147
P02Q201912	P2-0427	D	34	33	21	7	4	0	26	21	0	6	0	0	2	0	4	37	4	20	32	61	96
P02Q201912	P2-0428	D	26	21	40	11	4	0	1	39	0	7	0	0	1	0	7	17	26	12	15	76	74
P02Q201912	P2-0429	D	7	6	43	3	1	1	2	37	0	1	0	0	1	0	9	25	26	3	4	67	74
P02Q201912	P2-0430	D	34	30	43	11	8	1	1	41	0	8	0	0	1	4	8	20	15	19	25	76	85
P02Q201912	P2-0431	D	46	33	58	11	4	0	0	53	0	2	1	0	1	0	14	16	11	24	29	82	89
P02Q201912	P2-0433	D	40	40	50	7	3	1	0	47	0	2	0	0	1	0	11	11	26	25	30	85	74
P02Q201912	P2-0434	D	29	29	47	11	3	0	9	49	0	6	0	0	0	0	5	19	10	21	26	79	90
P02Q201912	P2-0439	D	207	200	53	10	5	1	0	51	1	4	1	0	1	0	11	18	11	143	179	80	89
P02Q201912	P2-0440	D	18	15	16	7	4	0	15	15	0	7	0	0	1	1	3	67	0	6	16	39	109
P02Q201912	P2-0441	D	51	44	29	7	6	0	11	29	0	9	0	0	1	0	3	29	17	24	37	65	83
P02Q201912	P2-0444	D	151	134	61	16	10	0	0	58	0	5	0	0	1	0	22	16	0	119	140	85	104
P02Q201912	P2-0446	D	15	14	49	18	5	0	0	53	0	6	0	0	1	0	13	18	9	10	13	80	91
P02Q201912	P2-0452	D	98	94	46	14	6	1	0	49	0	6	0	0	1	0	11	20	9	67	86	78	91
P02Q201912	P2-0453	D	125	123	48	13	6	1	0	51	0	4	2	0	1	0	9	21	11	84	109	77	89
P02Q201912	P2-0454	D	57	55	68	9	7	1	1	59	0	7	1	0	2	0	15	17	0	47	56	84	102
P02Q201912	P2-0456	D	119	118	57	7	5	1	0	52	0	5	0	0	1	0	11	11	18	84	97	86	82
P02Q201912	P2-0460	D	43	40	52	10	6	1	12	47	0	7	0	0	1	0	14	30	0	32	44	73	111
P02Q201912	P2-0463	D	22	22	44	9	8	0	1	44	0	3	2	0	0	0	11	16	14	15	19	81	86
P02Q201912	P2-0466	D	147	146	43	7	4	1	0	41	1	2	1	0	0	0	10	13	31	82	101	81	69
P02Q201912	P2-0467	D	48	46	41	13	5	1	9	32	0	10	3	0	2	0	13	18	13	32	40	80	87
P02Q201912	P2-0469	D	58	49	49	15	9	2	0	46	0	4	1	0	1	6	15	13	13	36	43	85	87
P02Q201912	P2-0470	D	149	134	50	9	4	1	0	52	0	2	1	0	0	0	9	14	21	87	106	82	79
P02Q201912	P2-0472	D	11	11	67	3	2	0	0	46	0	4	2	0	3	0	16	10	19	8	9	88	81
P02Q201912	P2-0473	D	110	106	60	12	5	0	1	55	0	6	1	0	1	0	14	17	6	82	100	82	94
P02Q201912	P2-0475	D	15	15	55	12	2	1	10	43	0	4	0	0	1	0	22	17	4	12	14	83	96
P02Q201912	P2-0476	D	33	31	24	9	3	2	10	25	0	5	1	2	1	0	4	22	30	15	22	69	70
P02Q201912	P2-0489	D	6	5	32	5	2	0	14	33	0	2	3	0	0	0	1	40	7	3	5	57	93
P02Q201912	P2-0491	D	15	13	52	10	9	1	0	55	0	3	1	0	1	1	12	30	0	9	13	71	103
P02Q201912	P2-0496	D	31	31	65	3	5	0	0	62	0	2	0	0	0	0	9	15	11	23	28	83	89
P02Q201912	P2-0499	D	34	32	36	7	4	0	7	41	0	3	0	0	0	2	1	36	4	19	31	62	96
P02Q201912	P2-0500	D	19	18	66	2	9	0	0	49	0	2	0	0	0	0	27	4	18	14	15	95	82
P02Q201912	P2-0508	D	76	68	57	9	7	1	0	49	1	7	1	0	1	0	15	16	10	50	61	82	90
P02Q201912	P2-0509	D	31	30	34	5	7	1	1	35	0	1	1	1	2	0	7	33	15	16	26	62	85
P02Q201912	P2-0510	D	17	13	42	1	2	0	0	30	0	2	1	0	0	0	10	3	47	6	7	94	53
P02Q201912	P2-0514	D	64	62	50	6	3	0	0	45	1	3	0	0	0	0	11	11	30	37	44	85	70
P02Q201912	P2-0515	D	48	48	45	8	3	1	0	42	0	6	0	1	0	0	7	11	32	27	33	83	68
P02Q201912	P2-0518	D	17	16	72	2	3	2	8	52	0	8	3	0	1	0	15	19	0	14	17	82	105
P02Q201912	P2-0519	D	20	19	23	1	2	2	19	25	0	1	0	0	0	0	2	30	22	9	15	61	78
P02Q201912	P2-0521	D	54	54	53	6	5	2	0	51	0	2	0	0	2	1	10	13	20	36	43	84	80
P02Q201912	P2-0523	D	69	67	62	2	4	1	0	53	0	2	0	0	1	0	13	12	18	47	55	85	82
P02Q201912	P2-0526	D	9	9	36	4	1	0	0	32	0	8	0	0	0	0	0	10	49	4	5	80	51
P02Q201912	P2-0527	D	38	38	18	1	1	0	0	9	0	3	0	0	0	0	8	17	63	8	14	54	37
