Season	CELKEM_PS	PS_ZPS	KOD_ZSJ	DYWIN	RD_1	RD_2	RD_3	RD_4	R_VIS	RT_R	RT_V	RT_A	RT_P	RT_C	RT_E	RT_O	RT_S	NR	Free	Resp_abs	Obs_abs	Resp	Obs	NAZ_ZSJ	Obyv_total
P02-202001	51	44	127175	X	2	1	0	0	0	2	0	1	0	0	0	0	0	1	96	1	2	71	4	Londýnská	6180
P02-202001	8	5	127183	X	4	0	0	0	0	4	0	0	0	0	0	0	0	4	92	0	0	50	8	Albertov	646
P02-202001	46	34	127191	X	1	0	0	0	0	1	0	0	0	0	0	0	0	6	92	1	3	25	8	Štìpánský obvod-západ	3304
P02-202001	209	201	127221	X	6	0	1	0	0	4	0	1	0	0	0	0	1	3	89	15	22	69	11	Na Smetance	2580
P02-202001	48	40	127230	X															100		0		0	Riegrovy sady	0
P02-202001	47	46	127256	X	22	2	2	0	17	22	0	2	0	0	0	0	2	33	24	20	35	57	76	U Èechových sadù	4971
P02-202001	147	146	127272	X															100		0		0	Na Kleovce	4633
P02-202001	22	21	127299	X															100		0		0	Nuselské údolí	4269
P02-202001	25	23	127329	X	1	0	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	100	1	Zderaz	3395
P02-202001	9	9	127574	X															100		0		0	U Rajské zahrady	50
P02-202001	176	163	127167	X15	26	5	3	0	13	26	0	1	0	0	0	0	7	30	23	76	126	61	77	Námìstí Míru	3212
P02-202001	160	145	127175	X15	42	7	5	0	6	39	0	5	1	0	0	0	10	30	10	88	131	67	90	Londýnská	6180
P02-202001	897	793	127183	X15	4	1	1	0	4	5	0	0	0	0	0	0	1	14	76	81	193	42	24	Albertov	646
P02-202001	150	124	127191	X15	7	1	1	0	9	5	0	1	0	0	0	0	2	25	58	21	53	41	42	Štìpánský obvod-západ	3304
P02-202001	87	79	127205	X15	36	9	4	0	6	37	0	2	0	0	0	0	10	28	17	44	66	67	83	Nad muzeem	2501
P02-202001	80	75	127213	X15	8	1	2	0	6	8	0	1	0	0	0	0	2	16	67	13	25	52	33	Hlavní nádraží	0
P02-202001	165	152	127221	X15	13	1	1	0	7	10	0	2	0	0	0	0	2	18	60	33	61	55	40	Na Smetance	2580
P02-202001	48	40	127230	X15	0	0	2	0	6	3	0	0	0	0	0	0	0	18	74	3	11	33	26	Riegrovy sady	0
P02-202001	36	33	127248	X15	37	3	3	0	10	33	0	3	0	0	0	0	7	45	3	17	32	54	97	U Riegrových sadù	4509
P02-202001	197	192	127256	X15	28	4	4	0	11	29	0	2	0	0	0	0	5	34	18	91	157	58	82	U Èechových sadù	4971
P02-202001	109	104	127272	X15	45	3	2	0	5	43	0	1	0	0	0	0	6	27	18	57	85	67	82	Na Kleovce	4633
P02-202001	422	409	127299	X15	41	5	5	1	2	41	1	2	0	0	0	0	7	22	24	220	310	71	76	Nuselské údolí	4269
P02-202001	274	262	127302	X15	34	3	2	1	2	33	1	3	0	0	0	0	3	13	45	110	145	76	55	Vyšehrad	2134
P02-202001	308	284	127311	X15	26	2	2	0	7	22	0	2	0	0	0	0	5	27	36	106	181	58	64	Podskalí	2838
P02-202001	158	151	127329	X15	31	2	4	0	8	30	0	1	0	0	1	0	5	32	23	69	117	59	77	Zderaz	3395
P02-202001	200	185	305774	X15	25	1	1	0	4	23	0	1	0	0	0	0	3	22	47	57	99	58	53	Štìpánský obvod-východ	1634
P02-202001	6	6	305804	X15	22	7	24	0	14	46	0	0	0	0	0	0	7	31	3	4	6	68	97	Nad Nuselským údolím	0
P02-202001	0	0		X15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Infinity		
P02-202001	26	7	305774	X															100		0		0	Štìpánský obvod-východ	1634
P02-202001	232	216	127167	X67	28	5	3	0	4	27	0	2	0	0	0	0	6	46	14	86	186	46	86	Námìstí Míru	3212
P02-202001	208	191	127175	X67	41	7	4	0	4	35	0	3	0	0	0	0	13	39	6	105	180	58	94	Londýnská	6180
P02-202001	897	793	127183	X67	4	0	1	0	3	4	0	0	0	0	0	0	1	29	62	69	303	23	38	Albertov	646
P02-202001	150	124	127191	X67	9	1	0	0	5	6	0	1	0	0	0	0	3	43	43	18	71	25	57	Štìpánský obvod-západ	3304
P02-202001	87	79	127205	X67	31	6	3	0	4	28	0	2	0	0	0	0	9	42	14	35	68	52	86	Nad muzeem	2501
P02-202001	80	75	127213	X67	7	1	4	0	2	7	0	2	0	0	0	0	3	20	66	10	25	40	34	Hlavní nádraží	0
P02-202001	165	152	127221	X67	12	1	2	0	2	10	0	2	0	0	0	0	2	30	54	25	70	36	46	Na Smetance	2580
P02-202001	187	179	127230	X67	18	3	2	0	3	21	0	1	0	0	0	0	1	42	31	48	124	38	69	Riegrovy sady	0
P02-202001	36	33	127248	X67	33	2	1	0	7	25	0	1	0	0	0	0	8	59	0	14	34	42	102	U Riegrových sadù	4509
P02-202001	542	529	127256	X67	41	4	3	0	3	38	0	2	0	0	0	0	7	31	18	269	433	62	82	U Èechových sadù	4971
P02-202001	146	139	127272	X67	41	1	3	0	3	38	0	2	0	0	0	0	6	42	9	67	126	53	91	Na Kleovce	4633
P02-202001	422	409	127299	X67	31	2	3	0	1	30	1	2	0	0	0	0	5	20	42	157	238	66	58	Nuselské údolí	4269
P02-202001	274	262	127302	X67	30	4	2	1	2	29	0	4	0	0	0	0	3	20	41	100	154	65	59	Vyšehrad	2134
P02-202001	308	284	127311	X67	19	2	2	0	4	18	0	1	0	0	0	0	5	35	38	76	176	43	62	Podskalí	2838
P02-202001	158	151	127329	X67	27	2	3	0	7	24	0	1	0	0	1	0	6	47	15	58	129	45	85	Zderaz	3395
P02-202001	217	201	305774	X67	28	3	0	0	3	26	0	1	0	0	0	0	5	31	35	69	130	53	65	Štìpánský obvod-východ	1634
P02-202001	6	6	305804	X67	13	2	22	0	17	35	0	0	0	0	0	0	2	36	10	3	5	60	90	Nad Nuselským údolím	0
P02-202001	0	0		X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Infinity		
