Season	SecCode	Kc_PS	Kc_sum	Min_sum	Min_med	Min_avg	Kc_med	Kc_avg	Tr_cnt	PS_ZPS	TYPZONY	KOD_ZSJ
P00-202001	P1-0468	5255	1150793	1247516	60	93	60	86	13382	219	2	127051
P00-202001	P1-0505	5021	160656	171298	60	79	60	74	2180	32	2	127027
P00-202001	P1-0281	285	23053	17359	60	45	80	59	388	81	1	126993
P00-202001	P1-0601	6646	358863	383110	86	110	85	103	3483	54	2	127124
P00-202001	P1-0539	268	9388	7071	60	46	80	61	153	35	1	127027
P00-202001	P1-0462	5715	262894	290549	70	105	70	95	2758	46	2	127051
P00-202001	P1-0602	4864	155641	180268	60	85	60	74	2110	32	2	127035
P00-202001	P1-0220	9107	91073	99490	90	129	90	118	771	10	2	127019
P00-202001	P1-0308	13030	260608	281804	100	131	100	121	2159	20	2	126993
P00-202001	P1-0133	7253	290117	353367	80	132	80	108	2684	40	2	127094
P00-202001	P1-0249	7619	114286	136162	60	107	60	90	1275	15	2	127019
P00-202001	P1-0375	7118	583694	672071	70	109	64	94	6191	82	2	127078
P00-202001	P1-0486	7036	337734	413001	60	113	60	92	3660	48	2	127051
P00-202001	P1-0414	8050	56349	61165	70	102	70	94	599	7	2	127078
P00-202001	P1-0555	5995	437615	484872	70	113	70	102	4303	73	2	127035
P00-202001	P1-0443	298	6852	5176	60	52	80	69	99	23	1	127078
P00-202001	P1-0304	8594	240631	276322	80	124	75	108	2226	28	2	127001
P00-202001	P1-0416	343	1030	774	60	52	80	69	15	3	1	127078
P00-202001	P1-0411	4100	102508	122705	60	101	60	84	1217	25	2	127086
P00-202001	P1-0322	6915	76067	87970	70	116	70	100	760	11	2	126993
P00-202001	P1-0224	10787	194160	234318	75	129	72	107	1818	18	2	127019
P00-202001	P1-0191	268	4824	3777	60	48	80	61	79	18	1	127141
P00-202001	P1-0501	7138	378292	420044	68	102	63	92	4123	53	2	127051
P00-202001	P1-0591	4787	110107	119384	60	81	60	75	1473	23	2	127035
P00-202001	P1-0596	6688	294259	307364	60	84	60	80	3665	44	2	127043
P00-202001	P1-0219	8617	594550	617112	96	120	95	116	5131	69	2	127019
P00-202001	P1-0336	3719	115287	135755	70	111	65	94	1220	31	2	126993
P00-202001	P1-0581	5391	102424	118019	60	98	60	85	1201	19	2	127035
P00-202001	P1-0111	168	5200	3928	60	48	80	63	82	31	1	127124
P00-202001	P1-0499	7348	154318	164105	70	99	70	93	1661	21	2	127051
P00-202001	P1-0496	7408	474115	499732	70	100	70	94	5021	64	2	127051
P00-202001	P1-0218	8844	88435	89704	90	111	90	110	806	10	2	127019
P00-202001	P1-0342	5986	179593	213514	70	121	70	102	1766	30	2	126993
P00-202001	P1-0319	9729	301599	347395	71	112	70	98	3091	31	2	126993
P00-202001	P1-0143	103	820	615	30	38	40	51	16	8	1	127094
P00-202001	P1-0586	254	10905	8278	45	42	60	56	196	43	1	127035
P00-202001	P1-0565	3891	77815	92153	79	125	72	105	739	20	2	127035
P00-202001	P1-0479	123	2574	1931	60	44	80	58	44	21	1	127051
P00-202001	P1-0417	10965	87721	107663	61	116	60	95	926	8	2	127078
P00-202001	P1-0422	6514	299665	343085	60	103	60	90	3342	46	2	127078
P00-202001	P1-0540	2986	74659	101108	70	176	70	130	574	25	2	127027
P00-202001	P1-0277	326	59642	45043	45	42	60	56	1069	183	1	127001
P00-202001	P1-0488	4449	244707	318162	60	100	60	77	3168	55	2	127051
P00-202001	P1-0493	8807	123293	153377	60	112	60	90	1368	14	2	127051
P00-202001	P1-0310	461	26295	19802	60	51	80	68	386	57	1	126993
P00-202001	P1-0440	252	29541	22382	60	51	80	68	437	117	1	127078
P00-202001	P1-0360	9569	248791	278721	90	123	90	109	2274	26	2	126993
P00-202001	P1-0604	724	5791	4344	60	45	80	60	96	8	1	127078
P00-202001	P1-0445	7258	36291	39790	60	90	60	82	440	5	2	127078
P00-202001	P1-0223	247	13312	10113	60	47	80	62	214	54	1	127019
P00-202001	P1-0397	5854	122935	139852	60	106	60	94	1314	21	2	127086
P00-202001	P1-0207	6509	104137	112033	90	120	90	111	936	16	2	127141
P00-202001	P1-0545	7317	58539	65391	60	81	60	72	810	8	2	127027
P00-202001	P1-0259	253	27335	20512	60	50	80	66	412	108	1	127019
P00-202001	P1-0215	7827	148706	167422	100	143	96	127	1170	19	2	127141
P00-202001	P1-0217	7931	214128	221227	80	107	80	104	2059	27	2	127019
P00-202001	P1-0362	9530	285896	311863	80	116	80	106	2699	30	2	127086
P00-202001	P1-0575	6277	169470	189991	60	90	60	80	2106	27	2	127035
P00-202001	P1-0447	9899	683032	841970	60	112	60	91	7487	69	2	127078
P00-202001	P1-0606	279	16447	12418	60	52	80	69	237	59	1	127094
P00-202001	P1-0446	676	6762	5073	60	46	80	61	110	10	1	127078
P00-202001	P1-0241	213	10666	8087	45	44	60	58	184	50	1	127019
P00-202001	P1-0242	3470	131848	161870	70	120	70	98	1348	38	2	127019
P00-202001	P1-0523	347	22904	17234	60	51	80	68	337	66	1	127027
P00-202001	P1-0158	8360	25079	25931	70	83	61	80	312	3	2	127141
P00-202001	P1-0452	453	30361	23173	45	44	60	58	527	67	1	127051
P00-202001	P1-0498	5522	386562	432163	65	103	62	92	4212	70	2	127035
P00-202001	P1-0592	3656	127953	140161	60	90	60	82	1562	35	2	127035
P00-202001	P1-0401	253	7341	5597	60	48	80	63	117	29	1	127086
P00-202001	P1-0117	1996	41922	42425	70	76	70	75	558	21	2	127116
P00-202001	P1-0113	225	8780	6591	60	47	80	63	140	39	1	127124
P00-202001	P1-0160	77	2151	1614	60	45	80	60	36	28	1	127141
P00-202001	P1-0426	4705	37637	45321	60	95	60	79	476	8	2	127078
P00-202001	P1-0612	658	2633	1976	60	48	80	64	41	4	1	127078
P00-202001	P1-0148	307	6757	5071	60	46	80	61	111	22	1	127094
P00-202001	P1-0124	77	4702	3554	60	52	80	68	69	61	1	127094
P00-202001	P1-0159	282	6481	4862	60	53	80	70	92	23	1	127141
P00-202001	P1-0203	277	11374	8552	60	55	80	73	155	41	1	127141
P00-202001	P1-0110	196	1760	1320	60	51	80	68	26	9	1	127124
P00-202001	P1-0157	137	2184	1639	60	53	80	70	31	16	1	127141
P00-202001	P1-0355	243	15073	11599	60	48	80	62	244	62	1	126993
P00-202001	P1-0201	274	3840	2880	60	46	80	62	62	14	1	127141
P00-202001	P1-0481	109	3280	2498	60	49	80	64	51	30	1	127051
P00-202001	P1-0442	442	26506	19930	60	49	80	65	407	60	1	127078
P00-202001	P1-0608	6912	69124	79951	70	115	70	100	694	10	2	127078
P00-202001	P1-0535	270	21615	16317	60	49	80	66	330	80	1	126993
P00-202001	P1-0390	461	7831	5932	60	54	80	71	110	17	1	127086
P00-202001	P1-0614	1286	3858	4369	60	86	60	76	51	3	2	127086
P00-202001	P1-0450	267	11474	8634	45	42	60	56	205	43	1	127078
P00-202001	P1-0377	681	15663	11862	60	48	80	63	249	23	1	126993
P00-202001	P1-0196	259	8819	6632	60	48	80	64	138	34	1	127141
P00-202001	P1-0283	187	12162	9228	60	47	80	62	195	65	1	126993
P00-202001	P1-0271	439	18893	14195	60	50	80	66	286	43	1	127019
P00-202001	P1-0234	414	19445	14603	60	50	80	67	291	47	1	127019
P00-202001	P1-0502	939	15961	12426	60	47	80	61	262	17	1	127051
P00-202001	P1-0425	385	23511	17818	60	48	80	64	370	61	1	127078
P00-202001	P1-0195	161	2898	2175	60	47	80	63	46	18	1	127141
P00-202001	P1-0391	210	5447	4108	60	49	80	65	84	26	1	127086
P00-202001	P1-0150	371	11500	8719	60	50	80	66	174	31	1	127094
P00-202001	P1-0472	188	7335	5545	45	43	60	57	128	39	1	127051
P00-202001	P1-0119	426	15778	11949	60	50	80	66	238	37	1	127132
P00-202001	P1-0532	164	6557	5153	60	51	80	64	102	40	1	127027
P00-202001	P1-0323	233	6302	4819	60	50	80	65	97	27	1	126993
P00-202001	P1-0303	225	10116	7674	60	47	80	62	163	45	1	127001
P00-202001	P1-0211	100	4420	3409	60	53	80	69	64	44	1	127141
P00-202001	P1-0116	209	1460	1095	60	55	80	73	20	7	1	127124
P00-202001	P1-0240	310	7749	5949	60	48	80	63	123	25	1	127019
P00-202001	P1-0244	154	13675	10406	60	48	80	62	219	89	1	127019
P00-202001	P1-0168	155	777	584	60	49	80	65	12	5	1	127141
P00-202001	P1-0108	41	1300	975	60	49	80	65	20	32	1	127124
P00-202001	P1-0250	350	10836	8176	60	47	80	62	174	31	1	127019
P00-202001	P1-0231	249	15664	11795	60	47	80	63	250	63	1	127019
P00-202001	P1-0235	361	10119	7602	60	48	80	64	159	28	1	127019
P00-202001	P1-0357	153	1840	1380	45	41	60	54	34	12	1	126993
P00-202001	P1-0104	182	1818	1364	60	52	80	70	26	10	1	127124
P00-202001	P1-0200	275	6876	5179	53	43	70	57	120	25	1	127141
P00-202001	P1-0491	557	8912	6795	33	40	40	52	170	16	1	127051
P00-202001	P1-0172	197	4135	3140	60	48	80	63	66	21	1	127141
P00-202001	P1-0147	523	2617	1967	60	48	80	64	41	5	1	127094
P00-202001	P1-0263	470	20214	15200	60	49	80	65	310	43	1	127019
P00-202001	P1-0415	382	37041	28072	60	49	80	65	573	97	1	127078
P00-202001	P1-0461	252	9340	7032	60	50	80	66	142	37	1	127051
P00-202001	P1-0387	172	6193	4736	60	51	80	67	93	36	1	127086
P00-202001	P1-0363	402	8833	6647	60	50	80	66	134	22	1	126993
P00-202001	P1-0264	158	6157	4691	60	49	80	64	96	39	1	127001
P00-202001	P1-0170	354	2477	1869	60	47	80	62	40	7	1	127141
P00-202001	P1-0506	418	5858	4396	45	43	60	57	103	14	1	127027
P00-202001	P1-0337	340	7820	6120	60	47	80	60	130	23	1	126993
P00-202001	P1-0165	401	9625	7515	60	48	80	62	156	24	1	127141
P00-202001	P1-0123	57	1885	1414	60	47	80	63	30	33	1	127132
P00-202001	P1-0476	321	34319	26052	60	47	80	62	550	107	1	127051
P00-202001	P1-0269	413	5777	4334	60	49	80	66	88	14	1	127019
P00-202001	P1-0428	170	6470	4869	60	49	80	65	100	38	1	127078
P00-202001	P1-0279	178	11394	8596	60	47	80	63	182	64	1	127001
P00-202001	P1-0478	134	2145	1609	45	41	60	55	39	16	1	127051
P00-202001	P1-0367	144	12569	9446	60	52	80	69	182	87	1	126993
P00-202001	P1-0403	193	4626	3752	60	51	80	63	74	24	1	127086
P00-202001	P1-0202	641	3847	2902	60	55	80	73	53	6	1	127141
P00-202001	P1-0199	255	3826	2875	60	52	80	70	55	15	1	127141
P00-202001	P1-0139	79	1580	1197	60	52	80	69	23	20	1	127094
P00-202001	P1-0286	347	14938	11258	60	48	80	63	237	43	1	126993
P00-202001	P1-0519	378	5670	4287	45	43	60	57	100	15	1	127019
P00-202001	P1-0590	415	29040	21970	45	42	60	56	519	70	1	127035
P00-202001	P1-0265	252	24170	18141	60	48	80	64	375	96	1	127019
P00-202001	P1-0183	76	2878	2160	60	50	80	67	43	38	1	127141
P00-202001	P1-0611	219	3935	2953	60	46	80	61	64	18	1	127035
P00-202001	P1-0483	239	5975	4482	60	48	80	64	94	25	1	127051
P00-202001	P1-0126	192	3460	2595	60	55	80	74	47	18	1	127094
P00-202001	P1-0228	369	14406	10835	60	49	80	65	222	39	1	127019
P00-202001	P1-0432	458	3205	2412	60	47	80	63	51	7	1	127078
P00-202001	P1-0276	496	5952	4505	45	39	52	52	115	12	1	127019
P00-202001	P1-0112	25	1604	1213	60	49	80	64	25	63	1	127124
P00-202001	P1-0464	245	21594	16354	60	45	80	59	363	88	1	127051
P00-202001	P1-0431	178	5171	3925	60	50	80	66	78	29	1	127078
P00-202001	P1-0466	157	10820	8143	60	45	80	59	182	69	1	127051
P00-202001	P1-0573	220	8154	6191	45	45	60	59	139	37	1	127035
P00-202001	P1-0471	86	2320	1772	45	44	60	58	40	27	1	127051
P00-202001	P1-0453	169	1180	885	45	42	60	56	21	7	1	127078
P00-202001	P1-0399	240	12255	9283	56	45	60	59	206	51	1	127086
P00-202001	P1-0514	579	2896	2275	45	45	60	57	51	5	1	127027
P00-202001	P1-0186	109	2180	1668	45	43	60	56	39	20	1	127141
P00-202001	P1-0567	2116	23277	25822	70	109	70	98	237	11	2	127035
P00-202001	P1-0193	200	1798	1349	60	56	80	75	24	9	1	127141
P00-202001	P1-0419	491	7371	5570	60	48	80	63	117	15	1	127078
P00-202001	P1-0340	263	2107	1581	60	47	80	62	34	8	1	126993
P00-202001	P1-0346	190	5706	4292	60	45	80	60	95	30	1	126993
P00-202001	P1-0332	560	560	420	60	60	80	80	7	1	1	126993
P00-202001	P1-0295	340	2040	1530	60	53	80	70	29	6	1	127001
P00-202001	P1-0402	178	2853	2216	60	49	80	63	45	16	1	127086
P00-202001	P1-0330	50	600	450	53	45	70	60	10	12	1	126993
P00-202001	P1-0230	323	17103	12848	60	47	80	63	272	53	1	127019
P00-202001	P1-0582	241	13496	10135	60	46	80	62	218	56	1	127035
P00-202001	P1-0386	190	6460	4930	60	49	80	64	101	34	1	127086
P00-202001	P1-0393	85	6647	4991	60	45	80	60	111	78	1	127086
P00-202001	P1-0353	903	15346	12092	60	57	80	72	212	17	1	126993
P00-202001	P1-0258	374	1494	1122	45	43	60	57	26	4	1	127019
P00-202001	P1-0309	183	4756	3650	45	43	60	56	85	26	1	126993
P00-202001	P1-0349	278	4997	3783	60	48	80	63	79	18	1	126993
P00-202001	P1-0169	314	2513	1886	60	55	80	74	34	8	1	127141
P00-202001	P1-0500	370	14067	10634	60	47	80	62	226	38	1	127051
P00-202001	P1-0548	71	8534	6461	60	49	80	65	132	121	1	127035
P00-202001	P1-0381	103	1442	1096	60	48	80	63	23	14	1	127086
P00-202001	P1-0584	226	12656	9634	60	44	80	57	221	56	1	127035
P00-202001	P1-0233	207	2689	2018	60	48	80	64	42	13	1	127019
P00-202001	P1-0302	31	740	555	60	46	80	62	12	24	1	127001
P00-202001	P1-0572	285	15666	12002	60	50	80	66	238	55	1	127035
P00-202001	P1-0607		1380	1035	60	49	80	66	21			
P00-202001	P1-0430	135	4040	3030	45	45	60	60	67	30	1	127078
P00-202001	P1-0392	258	3097	2451	49	48	60	61	51	12	1	127086
P00-202001	P1-0174	331	8930	6699	60	51	80	68	132	27	1	127141
P00-202001	P1-0252	39	660	495	60	49	80	66	10	17	1	127019
P00-202001	P1-0577	78	1880	1410	45	41	60	55	34	24	1	127035
P00-202001	P1-0564	265	2120	1590	60	48	80	64	33	8	1	127035
P00-202001	P1-0537	189	4347	3264	60	50	80	67	65	23	1	127027
P00-202001	P1-0122	114	2391	1794	60	46	80	61	39	21	1	127132
P00-202001	P1-0243	405	4047	3055	45	46	60	61	66	10	1	127019
P00-202001	P1-0600	287	4594	3524	60	50	80	65	71	16	1	127051
P00-202001	P1-0394	68	683	513	45	39	60	53	13	10	1	127086
P00-202001	P1-0348	181	2177	1633	60	45	80	60	36	12	1	126993
P00-202001	P1-0371	227	4080	3061	60	54	80	72	57	18	1	126993
P00-202001	P1-0307	423	2535	1904	60	49	80	65	39	6	1	126993
P00-202001	P1-0449	198	8893	6705	60	49	80	65	137	45	1	127078
P00-202001	P1-0101	62	560	420	45	42	60	56	10	9	1	127124
P00-202001	P1-0508	355	4965	3748	15	28	20	38	132	14	1	127027
P00-202001	P1-0585	356	5341	4013	53	45	70	59	90	15	1	127035
P00-202001	P1-0427	116	6701	5093	60	48	80	63	106	58	1	127078
P00-202001	P1-0374	355	1421	1116	60	51	80	65	22	4	1	126993
P00-202001	P1-0382	201	3625	2848	60	48	80	61	59	18	0	127086
P00-202001	P1-0553	314	2514	1956	60	50	80	64	39	8	1	127035
P00-202001	P1-0253	176	4044	3034	60	47	80	62	65	23	1	127019
P00-202001	P1-0569	55	1760	1365	38	40	40	52	34	32	1	127035
P00-202001	P1-0536	79	1345	1009	60	48	80	64	21	17	1	127027
P00-202001	P1-0406	231	3005	2298	60	51	80	67	45	13	1	127086
P00-202001	P1-0460	157	2200	1775	60	54	80	67	33	14	1	127060
P00-202001	P1-0510	55	220	165	30	33	40	44	5	4	1	127027
P00-202001	P1-0609	404	2422	1817	53	43	70	58	42	6	1	127078
P00-202001	P1-0455	213	3629	2772	60	48	80	63	58	17	1	127078
P00-202001	P1-0520	236	2120	1607	60	50	80	66	32	9	1	127027
P00-202001	P1-0278	239	3820	2866	60	51	80	68	56	16	1	127019
P00-202001	P1-0103	16	80	60	60	60	80	80	1	5	1	127124
P00-202001	P1-0365	128	3956	3006	60	48	80	64	62	31	1	126993
P00-202001	P1-0515	249	2984	2374	60	48	80	61	49	12	1	127027
P00-202001	P1-0274	438	4817	3691	60	51	80	66	73	11	1	127019
P00-202001	P1-0206	680	3400	2550	60	49	80	65	52	5	1	127141
P00-202001	P1-0457	314	941	707	55	51	72	67	14	3	1	305758
P00-202001	P1-0485	292	4380	3290	60	44	80	58	75	15	1	127051
P00-202001	P1-0345	314	8176	6135	60	47	80	62	131	26	1	126993
P00-202001	P1-0326	175	1396	1071	60	54	80	70	20	8	1	126993
P00-202001	P1-0354	600	600	450	60	50	80	67	9	1	1	126993
P00-202001	P1-0613	211	1480	1111	60	48	80	64	23	7	1	127086
P00-202001	P1-0405	188	2820	2478	60	51	60	58	49	15	1	127086
P00-202001	P1-0246	310	3717	2792	45	42	60	56	66	12	1	127019
P00-202001	P1-0384	412	11934	9032	60	55	80	72	165	29	1	127086
P00-202001	P1-0167	235	2354	1767	60	50	80	67	35	10	1	127141
P00-202001	P1-0559	122	3660	2804	45	44	60	57	64	30	1	127035
P00-202001	P1-0192	43	860	645	60	54	80	72	12	20	1	127141
P00-202001	P1-0543	68	680	510	60	46	80	62	11	10	1	127027
P00-202001	P1-0181	88	440	333	60	48	80	63	7	5	1	127141
P00-202001	P1-0513	168	3027	2274	60	51	80	67	45	18	1	127027
P00-202001	P1-0561	229	2062	1547	60	50	80	67	31	9	1	127035
P00-202001	P1-0328		40	30	30	30	40	40	1			
P00-202001	P1-0236	40	360	270	45	45	60	60	6	9	1	127019
P00-202001	P1-0518	1193	2385	1796	60	56	80	75	32	2	1	127027
P00-202001	P1-0482	760	760	570	45	44	60	58	13	1	1	127051
P00-202001	P1-0557	50	2180	1716	45	42	60	53	41	44	1	127035
P00-202001	P1-0213	145	580	435	60	48	80	64	9	4	1	127141
P00-202001	P1-0459		435	674	53	67	35	44	10			
P00-202001	P1-0179	50	894	677	60	45	80	60	15	18	1	127141
P00-202001	P1-0522	117	1399	1050	60	48	80	64	22	12	1	127027
P00-202001	P1-0530	361	3246	2498	60	51	80	66	49	9	1	127027
P00-202001	P1-0556	79	2135	1614	57	44	60	58	37	27	1	127035
P00-202001	P1-0212	148	1036	886	60	68	80	80	13	7	1	127159
P00-202001	P1-0182	62	1120	840	60	49	80	66	17	18	1	127141
P00-202001	P1-0163	66	860	691	60	53	80	66	13	13	1	127141
P00-202001	P1-0599	300	600	450	45	41	60	55	11	2	1	127086
P00-202001	P1-0560	62	997	748	60	53	80	71	14	16	1	127035
P00-202001	P1-0149	208	1042	782	60	52	80	69	15	5	1	127094
P00-202001	P1-0194	46	460	345	45	38	60	51	9	10	1	127141
P00-202001	P1-0130	192	3072	2314	60	50	80	67	46	16	1	127094
P00-202001	P1-0156	43	690	518	60	52	80	69	10	16	1	127141
P00-202001	P1-0162	27	80	60	60	60	80	80	1	3	1	127141
P00-202001	P1-0164	66	590	443	60	49	80	66	9	9	1	127141
P00-202001	P1-0570	51	257	194	60	65	80	86	3	5	1	127035
P00-202001	P1-0145	94	940	705	30	37	40	49	19	10	1	127094
P00-202001	P1-0137	15	60	45	45	45	60	60	1	4	1	127094
P00-202001	P1-0551	190	380	298	45	43	60	54	7	2	1	127035
P00-202001	P1-0105	80	80	60	60	60	80	80	1	1	1	127124
P00-202001	P1-0171	80	160	120	60	60	80	80	2	2	1	127141
P00-202001	P1-0208	31	280	210	30	42	40	56	5	9	1	127141
P00-202001	P1-0358	24	400	300	60	43	80	57	7	17	1	126993
P00-202001	P1-0470	77	1080	810	38	40	50	54	20	14	1	127051
P00-202001	P1-0327	335	2680	2128	60	59	80	74	36	8	1	126993
P00-202001	P1-0352	100	200	150	60	50	80	67	3	2	1	126993
P00-202001	P1-0571	63	440	330	60	47	80	63	7	7	1	127035
P00-202001	P1-0333	187	560	420	60	53	80	70	8	3	1	126993
P00-202001	P1-0517	18	140	105	30	35	40	47	3	8	1	127027
P00-202001	P1-0552	24	120	90	45	45	60	60	2	5	1	127035
P00-202001	P1-0106	30	120	90	30	30	40	40	3	4	1	127124
P00-202001	P1-0412		40	30	30	30	40	40	1			
P00-202001	P1-0138	107	640	480	60	60	80	80	8	6	1	127094
P00-202001	P2-0225	2312	90157	550487	75	350	40	57	1574	39	2	127183
P00-202001	P2-0349	1833	49504	412860	83	505	45	61	817	27	2	127205
P00-202001	P2-0388	1630	203694	741288	100	218	45	60	3401	125	2	127230
P00-202001	P2-0201	1878	35689	300024	105	584	50	69	514	19	2	127191
P00-202001	P2-0570	2425	152761	1146401	100	400	40	53	2867	63	2	127256
P00-202001	P2-0237	5423	694200	1172760	75	102	50	60	11509	128	2	127183
P00-202001	P2-0415	3834	141841	893619	75	363	50	58	2462	37	2	127167
P00-202001	P2-0334	1306	58775	427838	83	458	45	63	935	45	2	305774
P00-202001	P2-0159	2261	20353	119939	75	322	40	55	372	9	2	127311
P00-202001	P2-0329	314	17262	115507	110	419	40	63	276	55	2	305774
P00-202001	P2-0460	1392	55668	379336	75	378	43	55	1004	40	2	127175
P00-202001	P2-0328	1745	57601	422012	100	383	40	52	1101	33	2	305774
P00-202001	P2-0202	5323	436519	2752098	83	364	50	58	7553	82	2	127191
P00-202001	P2-0132	1943	56341	344464	94	341	40	56	1011	29	2	127311
P00-202001	P2-0290	519	18172	157036	74	426	40	49	369	35	2	127299
P00-202001	P2-0567	1990	51748	418404	85	407	40	50	1029	26	2	127256
P00-202001	P2-0276	347	37143	242633	80	334	40	51	726	107	2	127299
P00-202001	P2-0434	1526	44240	127656	75	177	45	61	722	29	2	127256
P00-202001	P2-0275	91	1991	14023	70	255	35	36	55	22	2	127183
P00-202001	P2-0101	4070	97673	674423	90	484	50	70	1393	24	2	127329
P00-202001	P2-0247	3095	160965	997866	80	281	40	45	3547	52	2	127183
P00-202001	P2-0244	3463	103888	671416	90	344	40	53	1949	30	2	127183
P00-202001	P2-0476	2328	72162	228592	87	212	50	67	1080	31	2	127175
P00-202001	P2-0270	4961	138915	809856	90	273	40	47	2964	28	2	127183
P00-202001	P2-0535	2007	58189	383320	75	372	45	56	1030	29	2	127248
P00-202001	P2-0617	1583	41155	155781	68	194	40	51	803	26	2	127256
P00-202001	P2-0382	938	32841	294372	104	476	45	53	618	35	2	127213
P00-202001	P2-0115	2793	92154	790813	105	606	50	71	1306	33	2	127329
P00-202001	P2-0314	1934	30946	217289	75	397	40	56	548	16	2	305774
P00-202001	P2-0366	1287	47621	372408	68	403	40	51	925	37	2	127205
P00-202001	P2-0232	6076	85057	548388	90	396	50	61	1385	14	2	127183
P00-202001	P2-0331	815	39943	318924	100	415	40	52	768	49	2	127272
P00-202001	P2-0205	2150	27944	177875	83	388	42	61	458	13	2	127191
P00-202001	P2-0231	2907	20350	157707	105	468	50	60	337	7	2	127183
P00-202001	P2-0371	6799	54392	300467	90	365	50	66	824	8	2	127221
P00-202001	P2-0250	3653	135168	759990	100	307	45	55	2473	37	2	127183
P00-202001	P2-0221	1433	14327	88755	68	442	40	71	201	10	2	127191
P00-202001	P2-0596	1073	56892	149390	68	148	40	56	1008	53	2	127167
P00-202001	P2-0427	3363	110989	769879	82	383	48	55	2008	33	2	127167
P00-202001	P2-0125	1299	46769	328063	100	358	40	51	917	36	2	127329
P00-202001	P2-0441	1837	80807	521904	68	316	40	49	1653	44	2	127175
P00-202001	P2-0142	1886	115075	666445	60	270	40	47	2472	61	2	127311
P00-202001	P2-0131	2221	42192	358880	118	502	40	59	715	19	2	127329
P00-202001	P2-0236	6774	657098	4332970	92	416	50	63	10415	97	2	127183
P00-202001	P2-0566	2939	49970	337034	100	405	45	60	832	17	2	127256
P00-202001	P2-0304		902	13858	509	630	40	41	22			
P00-202001	P2-0420	6853	143905	1181207	78	454	47	55	2601	21	2	127167
P00-202001	P2-0312	2078	33248	194386	84	375	45	64	519	16	2	305774
P00-202001	P2-0519	3714	70568	236454	100	194	46	58	1220	19	2	127272
P00-202001	P2-0585	751	66842	194764	80	156	40	54	1246	89	2	127256
P00-202001	P2-0440	3034	45511	285981	75	358	40	57	799	15	2	127175
P00-202001	P2-0185	537	13962	178853	75	552	40	43	324	26	2	127302
P00-202001	P2-0164	2461	76277	568895	100	419	43	56	1358	31	2	127302
P00-202001	P2-0176	1014	80103	455108	75	306	45	54	1487	79	2	127302
P00-202001	P2-0144	1924	90446	490916	100	315	45	58	1558	47	2	127311
P00-202001	P2-0546	3785	52987	217295	100	266	45	65	817	14	2	127230
P00-202001	P2-0158	595	2380	7792	60	156	40	48	50	4	2	127311
P00-202001	P2-0255	761	94413	1737612	140	648	30	35	2683	124	2	127183
P00-202001	P2-0467	1130	52001	297048	75	311	41	54	955	46	2	127175
P00-202001	P2-0499	1016	32500	265172	75	475	50	58	558	32	2	127272
P00-202001	P2-0454	150	8265	8490	60	48	60	47	176	55	1	127175
P00-202001	P2-0583	1423	19928	50682	75	161	50	63	315	14	2	127256
P00-202001	P2-0135	1848	179217	877102	90	339	52	69	2588	97	2	127311
P00-202001	P2-0114	173	6760	46299	88	343	40	50	135	39	2	127329
P00-202001	P2-0322	1035	37251	273054	89	468	50	64	584	36	2	305774
P00-202001	P2-0370	1869	74762	471720	96	312	40	49	1511	40	2	127230
P00-202001	P2-0285	439	59647	370865	60	309	40	50	1201	136	2	127299
P00-202001	P2-0593	689	61294	186775	80	180	47	59	1038	89	2	127256
P00-202001	P2-0213	465	8378	28156	60	175	45	52	161	18	1	127191
P00-202001	P2-0183	328	25932	260871	120	654	50	65	399	79	2	127302
P00-202001	P2-0587	540	10802	23403	67	123	40	57	190	20	2	127256
P00-202001	P2-0274	1835	49541	235830	100	262	50	55	900	27	2	127183
P00-202001	P2-0530	301	5415	44287	82	515	44	63	86	18	2	127272
P00-202001	P2-0345	1573	99083	773881	83	456	45	58	1697	63	2	127221
P00-202001	P2-0417	625	13127	87225	90	447	50	67	195	21	2	127167
P00-202001	P2-0518	387	6198	22367	100	200	40	55	112	16	2	127272
P00-202001	P2-0475	1474	22112	68310	75	179	45	58	382	15	2	127175
P00-202001	P2-0166	1026	34871	290139	87	465	50	56	624	34	2	127302
P00-202001	P2-0272	1008	14109	91274	80	364	40	56	251	14	2	127183
P00-202001	P2-0161	229	4575	4575	60	46	60	46	100	20	1	127311
P00-202001	P2-0163	242	3140	28883	120	481	40	52	60	13	2	127302
P00-202001	P2-0563	2366	68612	449310	75	348	40	53	1291	29	2	127256
P00-202001	P2-0298	661	36994	239934	120	477	49	74	503	56	2	127299
P00-202001	P2-0453	125	15435	15616	60	47	60	47	331	123	1	127175
P00-202001	P2-0302	650	20137	158533	90	404	40	51	392	31	2	127299
P00-202001	P2-0177	81	4680	4680	60	48	60	48	97	58	1	127302
P00-202001	P2-0123		3893	29764	98	346	40	45	86			
P00-202001	P2-0277	2272	40901	315609	90	401	40	52	787	18	2	127299
P00-202001	P2-0418	3180	63608	384387	75	343	48	57	1122	20	2	127167
P00-202001	P2-0521	64	3435	3435	60	54	60	54	64	54	1	127264
P00-202001	P2-0410	2003	50086	357345	80	352	40	49	1014	25	2	127167
P00-202001	P2-0523	102	6825	6850	60	52	60	52	131	67	1	127272
P00-202001	P2-0352	1036	15545	146715	75	558	41	59	263	15	2	127205
P00-202001	P2-0602	75	3245	10316	60	152	30	48	68	43	2	127256
