Season	SecCode	Kc_PS	Kc_sum	Min_sum	Min_med	Min_avg	Kc_med	Kc_avg	Tr_cnt	PS_ZPS	TYPZONY	KOD_ZSJ
P00-202001	P5-3619	14	100	150	75	75	50	50	2	7	1	128678
P00-202001	P5-2133	45	540	826	60	75	40	49	11	12	1	128953
P00-202001	P5-1452	40	1558	4511	39	103	20	35	44	39	1	128791
P00-202001	P5-1206	11	527	5117	105	394	40	41	13	49	1	128694
P00-202001	P5-3644	28	337	1948	38	195	22	34	10	12	1	128660
P00-202001	P5-2019	11	483	7927	60	661	40	40	12	44	1	128953
P00-202001	P5-2115	41	780	1170	60	65	40	43	18	19	1	128953
P00-202001	P5-3645	135	540	2106	30	191	20	49	11	4	1	128660
P00-202001	P5-3765	35	520	1635	90	182	60	58	9	15	1	128767
P00-202001	P5-2125	22	289	1154	60	165	30	41	7	13	1	128953
P00-202001	P5-3709	17	1059	2313	90	145	55	66	16	62	1	128660
P00-202001	P5-3723	53	320	2782	30	199	20	23	14	6	1	128767
P00-202001	P5-3726	36	400	600	45	55	30	36	11	11	1	128767
P00-202001	P5-1327	115	1835	2584	53	81	53	57	32	16	1	129054
P00-202001	P5-1105	208	1038	2283	60	76	35	35	30	5	1	129089
P00-202001	P5-2649	21	397	1340	60	149	40	44	9	19	1	128686
P00-202001	P5-3608	23	793	9833	120	656	40	53	15	34	1	128678
P00-202001	P5-2027	11	150	225	38	56	25	38	4	14	1	128953
P00-202001	P5-1539	179	357	3386	90	484	45	51	7	2	1	128791
P00-202001	P5-3692	186	557	1568	98	157	60	56	10	3	1	128660
P00-202001	P5-2026	29	486	1455	180	291	120	97	5	17	1	128953
P00-202001	P5-1738	16	140	210	45	53	30	35	4	9	1	129003
P00-202001	P5-3652	15	671	4608	105	461	70	67	10	44	1	128660
P00-202001	P5-3683	20	140	210	105	105	70	70	2	7	1	128643
P00-202001	P5-3606	2	30	45	45	45	30	30	1	14	1	128783
P00-202001	P5-3659	4	30	45	45	45	30	30	1	8	1	128643
P00-202001	P5-1463		330	2851	60	407	45	47	7			
P00-202001	P5-3751	5	90	856	428	428	45	45	2	18	1	128767
P00-202001	P5-2630	26	1060	1590	60	84	40	56	19	41	1	128686
P00-202001	P5-1339	87	435	3041	120	608	60	87	5	5	1	129054
P00-202001	P5-1366	325	975	975	60	75	60	75	13	3	1	129054
P00-202001	P5-1737	12	399	2040	165	340	65	67	6	34	1	129003
P00-202001	P5-3650	8	140	210	105	105	70	70	2	17	1	128660
P00-202001	P5-2614	71	500	750	30	44	20	29	17	7	1	128686
P00-202001	P5-1134	111	885	885	60	80	60	80	11	8	1	129071
P00-202001	P5-3647	4	100	150	60	50	40	33	3	26	1	128660
P00-202001	P5-2063	31	155	953	45	191	30	31	5	5	1	128953
P00-202001	P5-3702	42	250	377	45	75	30	50	5	6	1	128767
P00-202001	P5-3729	14	170	255	128	128	85	85	2	12	1	128767
P00-202001	P5-3703	7	140	210	30	35	20	23	6	21	1	128767
P00-202001	P5-2056	3	53	5357	874	1786	17	18	3	17	2	128961
P00-202001	P5-3745	3	60	630	30	210	20	20	3	20	1	128767
P00-202001	P5-2064	15	170	433	41	108	20	43	4	11	1	128767
P00-202001	P5-3615	38	538	4422	74	491	40	60	9	14	1	128678
P00-202001	P5-2032	3	110	169	30	28	20	18	6	37	1	128953
P00-202001	P5-2130	5	120	180	90	90	60	60	2	23	1	128953
P00-202001	P5-1617	37	110	165	45	55	30	37	3	3	1	128783
P00-202001	P5-3714	2	60	90	45	45	30	30	2	25	1	128660
P00-202001	P5-3518	15	830	2500	60	132	30	44	19	57	1	129151
P00-202001	P5-2132	5	70	105	30	35	20	23	3	13	1	128953
P00-202001	P5-3669	1	20	30	30	30	20	20	1	14	1	128643
P00-202001	P5-3755	7	210	315	30	45	20	30	7	31	1	128767
P00-202001	P5-3624	16	80	120	30	40	20	27	3	5	1	128660
P00-202001	P5-3715	5	216	4644	30	516	20	24	9	41	1	128660
P00-202001	P5-1729	8	120	180	90	90	60	60	2	16	1	128775
P00-202001	P5-1310	82	489	1210	45	121	45	49	10	6	1	305880
P00-202001	P5-1559	57	570	578	75	72	75	71	8	10	1	128791
P00-202001	P5-3696	18	230	345	83	86	55	58	4	13	1	128660
P00-202001	P5-3635	3	30	45	45	45	30	30	1	9	1	128660
P00-202001	P5-2617	13	80	120	30	40	20	27	3	6	1	128686
P00-202001	P5-1731	43	170	510	60	57	20	19	9	4	2	128775
P00-202001	P5-3684	5	40	60	60	60	40	40	1	8	1	128643
P00-202001	P5-1232	13	50	75	38	38	25	25	2	4	1	128694
P00-202001	P5-3704	9	170	255	128	128	85	85	2	18	1	128767
P00-202001	P5-3678	6	106	3760	1880	1880	53	53	2	19	1	128643
P00-202001	P5-3637	3	40	60	60	60	40	40	1	12	1	128660
P00-202001	P5-3526	21	170	2792	53	698	35	43	4	8	1	129151
P00-202001	P5-1655	45	360	540	60	49	40	33	11	8	1	128775
P00-202001	P5-1654	27	80	120	30	40	20	27	3	3	1	128783
P00-202001	P5-2031	9	310	465	60	58	40	39	8	34	1	128953
P00-202001	P5-2049		290	435	53	73	35	48	6			
P00-202001	P5-2060	14	140	210	105	105	70	70	2	10	1	128911
P00-202001	P5-3629	19	210	315	105	105	70	70	3	11	1	128660
P00-202001	P5-3660	1	10	15	15	15	10	10	1	9	1	128660
P00-202001	P5-1801	22	400	1698	150	340	80	80	5	18	1	129011
P00-202001	P5-3752	12	60	90	45	45	30	30	2	5	1	128767
P00-202001	P5-1123	33	465	2647	105	441	60	78	6	14	1	129089
P00-202001	P5-3727	11	75	833	417	417	38	38	2	7	1	128767
P00-202001	P5-3630	11	210	315	53	53	35	35	6	19	1	128660
P00-202001	P5-2648	3	60	90	45	45	30	30	2	19	1	128686
P00-202001	P5-2028	12	60	90	90	90	60	60	1	5	1	128953
P00-202001	P5-1201	81	570	855	45	71	30	48	12	7	1	128694
P00-202001	P5-3620	23	940	2061	60	108	40	49	19	41	1	128678
P00-202001	P5-3636	5	20	30	30	30	20	20	1	4	1	128660
P00-202001	P5-3605	10	40	60	60	60	40	40	1	4	1	128678
P00-202001	P5-3603	38	530	795	60	80	40	53	10	14	1	128678
P00-202001	P5-3761	17	100	150	75	75	50	50	2	6	1	128767
P00-202001	P5-3677	8	120	180	60	60	40	40	3	16	1	128643
P00-202001	P5-1544	13	200	300	45	60	30	40	5	15	1	128783
P00-202001	P5-3662	1	10	15	15	15	10	10	1	14	1	128643
P00-202001	P5-1449	11	195	916	60	229	53	49	4	18	1	128791
P00-202001	P5-3666	5	184	997	60	199	40	37	5	38	1	128643
P00-202001	P5-3694	35	140	210	45	53	30	35	4	4	1	128660
P00-202001	P5-2024	5	140	210	105	105	70	70	2	26	1	128953
P00-202001	P5-1748	5	80	120	60	60	40	40	2	17	1	129003
P00-202001	P5-1747	3	20	30	30	30	20	20	1	6	1	129003
P00-202001	P5-1811	2	10	15	15	15	10	10	1	6	1	129011
P00-202001	P5-1804	130	520	780	120	130	80	87	6	4	1	129011
P00-202001	P5-2137	9	80	120	60	60	40	40	2	9	1	128953
P00-202001	P5-3651	16	412	1339	98	223	65	69	6	26	1	128660
P00-202001	P5-1204	17	50	118	59	59	25	25	2	3	1	128694
P00-202001	P5-2118	30	90	135	68	68	45	45	2	3	1	128953
P00-202001	P5-1740	15	150	225	45	56	30	38	4	10	1	129003
P00-202001	P5-3607	60	300	450	120	113	80	75	4	5	1	128678
P00-202001	P5-1207	7	60	90	45	45	30	30	2	9	1	128694
P00-202001	P5-3686	13	40	60	60	60	40	40	1	3	1	128643
P00-202001	P5-3758	2	9	734	734	734	9	9	1	5	1	128767
P00-202001	P5-1805		160	240	120	120	80	80	2			
P00-202001	P5-3649	14	283	1145	120	229	53	57	5	20	1	128660
P00-202001	P5-3639	4	40	60	30	30	20	20	2	9	1	128660
P00-202001	P5-3601	2	30	45	15	15	10	10	3	19	1	128678
P00-202001	P5-2626	6	30	84	84	84	30	30	1	5	1	128686
P00-202001	P5-2011	24	120	180	60	60	40	40	3	5	1	128953
P00-202001	P5-3762	14	70	105	105	105	70	70	1	5	1	128767
P00-202001	P5-3642	7	120	180	90	90	60	60	2	18	1	128660
P00-202001	P5-3648	6	140	210	60	70	40	47	3	23	1	128660
P00-202001	P5-3612	7	50	86	43	43	25	25	2	7	1	128678
P00-202001	P5-3712	2	50	75	38	38	25	25	2	28	1	128660
P00-202001	P5-2646	3	30	45	45	45	30	30	1	12	1	128686
P00-202001	P5-2607	7	40	60	60	60	40	40	1	6	1	128686
P00-202001	P5-3728	16	160	994	105	249	35	40	4	10	1	128767
P00-202001	P5-1739	20	200	300	75	100	50	67	3	10	1	129003
P00-202001	P5-3681	6	110	165	165	165	110	110	1	18	1	128643
P00-202001	P5-1814	7	60	90	90	90	60	60	1	9	1	129011
P00-202001	P5-3680	11	80	120	120	120	80	80	1	7	1	128643
P00-202001	P5-3521	6	180	270	135	135	90	90	2	31	1	129151
P00-202001	P5-3676	110	330	495	120	124	80	83	4	3	1	128651
P00-202001	P5-2144	6	90	135	68	68	45	45	2	16	1	128953
P00-202001	P5-3524	1	30	45	45	45	30	30	1	24	1	129151
P00-202001	P5-3701	3	40	75	75	75	40	40	1	13	1	128660
P00-202001	P5-3710	10	60	90	90	90	60	60	1	6	1	128660
P00-202001	P5-3653	16	160	313	157	157	80	80	2	10	1	128660
P00-202001	P5-2126	5	30	45	45	45	30	30	1	6	1	128953
P00-202001	P5-3522	0	10	15	15	15	10	10	1	22	1	129151
P00-202001	P5-3705	4	50	75	75	75	50	50	1	14	1	128767
P00-202001	P5-3614	5	70	105	30	35	20	23	3	13	1	128678
P00-202001	P6-1103	1034	33074	157596	75	255	40	54	617	32	2	130095
P00-202001	P6-0489	244	11462	172112	180	514	20	34	335	47	2	129283
P00-202001	P6-1453	414	14889	235674	150	470	20	30	501	36	2	129500
P00-202001	P6-0401	243	16024	204637	90	244	15	19	838	66	2	129381
P00-202001	P6-1463	426	10662	113396	120	452	31	42	251	25	2	129500
P00-202001	P6-1339	707	38165.3	417352	240	447	36	41	933	54	2	130109
P00-202001	P6-1139	1064	58498	342228	68	296	40	51	1156	55	2	130095
P00-202001	P6-1494	512	10235	101446	117	459	30	46	221	20	2	130079
P00-202001	P6-0530	981	10787	128266	87	526	40	44	244	11	2	129313
P00-202001	P6-1416	586	12895	92029	89	243	25	34	378	22	2	130079
P00-202001	P6-1430	381	13699	158906	180	440	30	38	361	36	2	129518
P00-202001	P6-1114	712	46286	208714	66	233	40	52	896	65	2	130095
P00-202001	P6-0684	580	17972	112931	90	284	35	45	397	31	2	129593
P00-202001	P6-1277	956	29623	265922	138	441	40	49	603	31	2	129518
P00-202001	P6-1407	622	11823	88760	90	296	29	39	300	19	2	130079
P00-202001	P6-0248	833	87413	934777	210	405	30	38	2307	105	2	129356
P00-202001	P6-1189	874	31478	242404	300	560	50	73	433	36	2	129551
P00-202001	P6-1390	562	23616	179619	102	319	30	42	563	42	2	130109
P00-202001	P6-1325	1420	25560	151663	135	317	40	53	478	18	2	130087
P00-202001	P6-1495	3097	37159	402650	132	360	20	33	1118	12	2	130079
P00-202001	P6-1350	870	6957	92278	120	350	20	26	264	8	2	130109
P00-202001	P6-0200	2111	19001	154880	141	404	40	50	383	9	2	129411
P00-202001	P6-0630	1002	32067	287192	80	382	30	43	751	32	2	129593
P00-202001	P6-1107	460	17942	107953	79	293	40	49	368	39	2	129534
P00-202001	P6-1187	13	270	270	68	68	68	68	4	21	1	129542
P00-202001	P6-0249	407	28915	290137	99	370	25	37	785	71	2	129259
P00-202001	P6-0510	1018	81459	770812	204	585	45	62	1317	80	2	129551
P00-202001	P6-1302	2498	44967	269808	76	261	34	43	1035	18	2	130079
P00-202001	P6-0477	392	2741	26977	120	254	20	26	106	7	2	129283
P00-202001	P6-1153	1185	34379	213092	75	327	40	53	651	29	2	130087
P00-202001	P6-1177	2674	120316	859345	135	400	40	56	2148	45	2	129542
P00-202001	P6-1811	259	10858	73747	90	250	20	37	295	42	2	129330
P00-202001	P6-1190	764	19088	171748	105	391	30	43	439	25	2	129551
P00-202001	P6-1375	574	9176	74556	120	238	20	29	313	16	2	130109
P00-202001	P6-1424	2020	16158	107373	60	249	30	37	432	8	2	130079
P00-202001	P6-1327	504	9073	76987	105	374	30	44	206	18	2	130087
P00-202001	P6-0544	1090	23986	258325	120	452	30	42	572	22	2	129593
P00-202001	P6-1597	1273	36910	367218	144	446	40	45	824	29	2	129321
P00-202001	P6-0728	559	12308	64410	60	165	23	32	390	22	2	129593
P00-202001	P6-0287	202	2022	15900	60	201	20	26	79	10	2	129259
P00-202001	P6-1337	640	18571	176794	237	424	35	45	417	29	2	130109
P00-202001	P6-1436	1184	18950	117993	90	249	30	40	473	16	2	129500
P00-202001	P6-1117	1330	51881	204322	75	235	50	60	869	39	2	130095
P00-202001	P6-1261	1266	27861	180789	107	319	30	49	566	22	2	129526
P00-202001	P6-0508	314	3455	36277	180	504	40	48	72	11	2	129551
P00-202001	P6-1532	940	99660	967579	120	269	20	28	3599	106	2	129399
P00-202001	P6-1536	293	25231	378010	270	553	27	37	684	86	2	129399
P00-202001	P6-0324	562	32031	283943	90	314	25	35	904	57	2	129364
P00-202001	P6-0537	2001	34019	269150	100	433	40	55	621	17	2	129569
P00-202001	P6-1311	1786	51798	340644	60	257	30	39	1326	29	2	130087
P00-202001	P6-2105	101	9910	108787	120	230	20	21	473	98	2	130061
P00-202001	P6-1152	105	3370	18066	60	192	30	36	94	32	2	130087
P00-202001	P6-1465	368	35727	443821	120	351	20	28	1263	97	2	129500
P00-202001	P6-0601	300	22485	255143	135	515	36	45	495	75	2	129585
P00-202001	P6-1517	96	3251	24550	300	346	35	46	71	34	2	130079
P00-202001	P6-0620	953	30490	257132	69	311	27	37	827	32	2	129585
P00-202001	P6-0634	1167	39684	314999	120	357	30	45	882	34	2	129593
P00-202001	P6-1361	743	10396	156214	270	568	30	38	275	14	2	130109
P00-202001	P6-0332	506	17216	140069	60	218	20	27	643	34	2	129364
P00-202001	P6-0315	492	19687	380093	180	599	20	31	635	40	2	129364
P00-202001	P6-1176	885	33633	200650	80	281	40	47	713	38	2	129542
P00-202001	P6-1575	33	1330	2658	60	106	40	53	25	40	1	129496
P00-202001	P6-1260	694	11791	65405	90	219	29	39	299	17	2	129526
P00-202001	P6-1108	508	34529	197420	75	303	40	53	652	68	2	129534
P00-202001	P6-0253	761	29660	261905	135	395	40	45	663	39	2	129259
P00-202001	P6-1614	280	7839	119068	144	525	21	35	227	28	2	129593
P00-202001	P6-1652	90	5288	45802	90	213	15	25	215	59	2	129593
P00-202001	P6-0128	574	17225	184874	120	436	30	41	424	30	2	129267
P00-202001	P6-0531	359	6458	70001	95	412	30	38	170	18	2	129551
P00-202001	P6-0590	865	25960	261026	120	460	31	46	568	30	2	129585
P00-202001	P6-1131	202	9680	39366	90	271	50	67	145	48	2	130095
P00-202001	P6-0296	1825	29205	224934	60	197	20	26	1140	16	2	129259
P00-202001	P6-1254	1028	22619	172268	116	437	40	57	394	22	2	129526
P00-202001	P6-0203	257	3342	25556	108	151	18	20	169	13	2	129411
P00-202001	P6-1305	2130	100128	915178	150	308	25	34	2968	47	2	129518
P00-202001	P6-1313	496	29773	217752	102	293	30	40	744	60	2	130087
P00-202001	P6-1164	500	9508	94710	110	382	30	38	248	19	2	305936
P00-202001	P6-0511	520	6758	56719	120	361	35	43	157	13	2	129551
P00-202001	P6-1882	30	700	1052	30	50	20	33	21	23	1	129798
P00-202001	P6-0572	79	630	1300	68	130	60	63	10	8	1	129551
P00-202001	P6-1143	344	5856	33107	60	235	40	42	141	17	2	130087
P00-202001	P6-0384	1469	24965	203752	80	356	30	44	572	17	2	129381
P00-202001	P6-0759	606	16964	179063	60	276	20	26	649	28	2	129259
P00-202001	P6-1376	121	3029	55927	360	674	30	36	83	25	2	130109
P00-202001	P6-0174	1165	5823	111641	150	505	20	26	221	5	2	129411
P00-202001	P6-1657	111	3787	68359	480	670	31	37	102	34	2	129593
P00-202001	P6-1105	625	33745	180628	75	274	40	51	660	54	2	130095
P00-202001	P6-1276	153	5365	57481	120	336	20	31	171	35	2	129526
P00-202001	P6-1244	1251	66283	481166	90	248	27	34	1940	53	2	129526
P00-202001	P6-0622	826	26438	184723	80	281	30	40	658	32	2	129585
P00-202001	P6-1393	355	17051	107617	93	266	29	42	404	48	2	130087
P00-202001	P6-1296	682	40215	243845	95	235	30	39	1036	59	2	129518
P00-202001	P6-1170	504	9584	60203	81	284	40	45	212	19	2	129542
P00-202001	P6-1655	101	4331	77026	120	395	16	22	195	43	2	129593
P00-202001	P6-0497	133	1200	8086	120	197	20	29	41	9	2	129283
P00-202001	P6-0096	121	1210	1830	60	63	40	42	29	10	1	129275
P00-202001	P6-1372	593	12449	137978	300	477	35	43	289	21	2	130109
P00-202001	P6-0729	880	18483	107180	64	230	30	40	465	21	2	129593
P00-202001	P6-1397	2294	50459	359754	94	316	30	44	1138	22	2	130087
P00-202001	P6-0523	917	19260	202255	120	445	30	42	454	21	2	129305
P00-202001	P6-0545	99	3870	17546	150	319	40	70	55	39	2	129569
P00-202001	P6-1241	137	6873	64018	120	246	20	26	260	50	2	129291
P00-202001	P6-1884	77	2547	27612	120	406	20	37	68	33	2	129798
P00-202001	P6-1506	1357	9496	89392	63	221	10	24	404	7	2	130079
P00-202001	P6-1354	2729	10914	165064	180	577	25	38	286	4	2	130109
P00-202001	P6-1126	855	41027	167144	63	211	40	52	791	48	2	130095
P00-202001	P6-1137	121	1455	1455	30	47	30	47	31	12	1	130095
P00-202001	P6-1256	1142	41098	348261	180	495	45	58	703	36	2	129526
P00-202001	P6-1491	179	3765	24744	90	152	15	23	163	21	2	130079
P00-202001	P6-1925	10	900	1407	60	78	40	50	18	91	1	129810
P00-202001	P6-0365	255	6380	54061	120	332	35	39	163	25	2	129381
P00-202001	P6-0398	271	11379	109356	100	427	31	44	256	42	2	129364
P00-202001	P6-1173	561	14021	102881	80	325	35	44	317	25	2	305928
P00-202001	P6-1308	123	2220	5084	60	134	60	58	38	18	1	130087
P00-202001	P6-1275	1319	50126	445369	180	340	30	38	1309	38	2	129518
P00-202001	P6-1437	506	20223	157565	90	297	30	38	531	40	2	129500
P00-202001	P6-1144	3088	12350	79664	60	268	35	42	297	4	2	130087
P00-202001	P6-1141	1615	32300	169372	60	266	40	51	636	20	2	130095
P00-202001	P6-0192	92	1570	13555	90	308	25	36	44	17	2	129411
P00-202001	P6-0450	1130	30507	304457	162	362	20	36	842	27	2	129283
P00-202001	P6-1159	802	25678	150894	69	309	40	53	489	32	2	130087
P00-202001	P6-0305	25	530	1457	90	162	40	59	9	21	1	129364
P00-202001	P6-0635	37	3510	6563	60	85	40	46	77	96	1	129593
P00-202001	P6-1560	1192	21451	187922	120	218	20	25	862	18	2	306291
P00-202001	P6-1148	1173	55151	279564	67	254	40	50	1099	47	2	130087
P00-202001	P6-0503	3752	52534	312429	60	162	20	27	1926	14	2	129585
P00-202001	P6-0100	13	190	285	143	143	95	95	2	15	1	129275
P00-202001	P6-1534	223	4913	91690	285	611	27	33	150	22	2	129399
P00-202001	P6-1371	284	3409	41836	330	598	40	49	70	12	2	130109
P00-202001	P6-1421	428	5570	29980	60	192	30	36	156	13	2	129500
P00-202001	P6-1623	36	1118	25088	120	502	20	22	50	31	2	129593
P00-202001	P6-0171	46	137	6756	120	845	20	17	8	3	2	129411
P00-202001	P6-0449	414	16988	187188	120	274	20	25	684	41	2	129283
P00-202001	P6-0801	2	90	1860	90	310	15	15	6	43	2	129437
P00-202001	P6-0730	564	12412	86323	60	226	25	32	382	22	2	129593
P00-202001	P6-0232	382	3819	47942	60	372	20	30	129	10	2	129356
P00-202001	P6-1931	103	8071	125163	60	353	10	23	355	78	2	129755
P00-202001	P6-0507	44	1320	2058	60	108	60	69	19	30	1	129551
P00-202001	P6-1427	235	8919	43611	60	211	30	43	207	38	2	130079
P00-202001	P6-1472	54	435	435	113	109	113	109	4	8	1	130079
P00-202001	P6-1184	30	900	900	30	41	30	41	22	30	1	129542
P00-202001	P6-0122	12	1330	1996	60	59	40	39	34	108	1	129267
P00-202001	P6-0297	540	40485	264064	92	276	30	42	957	75	2	129259
P00-202001	P6-1872	128	899	6717	540	960	180	128	7	7	2	129798
P00-202001	P6-0355	11	140	2237	60	559	40	35	4	13	1	129381
P00-202001	P6-1255	194	1164	3671	85	153	35	49	24	6	2	129518
P00-202001	P6-1271	1433	27234	273327	240	437	38	44	625	19	2	129518
P00-202001	P6-1115	1048	37727	179068	72	287	40	60	625	36	2	129534
P00-202001	P6-1193	2222	13330	66351	60	242	40	49	274	6	2	130095
P00-202001	P6-1110	650	13006	81902	72	325	40	52	252	20	2	130087
P00-202001	P6-0312	62	1310	1977	60	82	40	55	24	21	1	129364
P00-202001	P6-1295	1069	30990	158585	104	199	30	39	798	29	2	129518
P00-202001	P6-1178	208	2913	12177	120	244	40	58	50	14	2	129542
P00-202001	P6-1512	571	15424	153640	150	333	21	33	461	27	2	130079
P00-202001	P6-1516	2	10	60	60	60	10	10	1	5	2	130079
P00-202001	P6-1505	143	6858	69071	120	274	20	27	252	48	2	130079
P00-202001	P6-1365	1146	51577	464351	222	384	32	43	1209	45	2	130109
P00-202001	P6-0506	124	870	1262	60	105	60	72	12	7	1	129305
P00-202001	P6-1486	21	825	825	60	92	60	92	9	39	1	130079
P00-202001	P6-0369	22	670	1563	60	87	40	37	18	31	1	129381
P00-202001	P6-1798	23	210	2020	90	253	30	26	8	9	2	129305
P00-202001	P6-0623	1020	26528	164457	80	279	30	45	589	26	2	129585
P00-202001	P6-1483	231	7406	107067	180	444	25	31	241	32	2	130079
P00-202001	P6-1781	22	220	330	68	83	45	55	4	10	1	129305
P00-202001	P6-0299	380	17094	186496	120	227	20	21	821	45	2	129259
P00-202001	P6-1182	265	1858	8804	120	200	40	42	44	7	2	129542
P00-202001	P6-0383	86	4308	44384	120	423	30	41	105	50	2	129381
P00-202001	P6-1845	19	2440	6303	60	124	40	48	51	130	1	306282
P00-202001	P6-1133	156	3117	12639	60	176	40	43	72	20	2	130095
P00-202001	P6-1155	766	11488	54086	60	218	31	46	248	15	2	130087
P00-202001	P6-1146	389	5059	21337	60	175	39	41	122	13	2	130087
P00-202001	P6-1307	139	4710	15169	60	202	60	63	75	34	1	130087
P00-202001	P6-1886	250	2998	24074	30	184	10	23	131	12	2	129798
P00-202001	P6-0690	90	1890	2872	60	82	40	54	35	21	1	129593
P00-202001	P6-1328	174	4174	29289	120	255	30	36	115	24	2	130087
P00-202001	P6-1331	34	1980	1980	60	66	60	66	30	59	1	130087
P00-202001	P6-1488	385	8087	96405	210	461	28	39	209	21	2	130079
P00-202001	P6-1351	131	525	2896	60	322	60	58	9	4	1	130109
P00-202001	P6-0621	653	40501	250486	60	234	30	38	1070	62	2	129585
P00-202001	P6-1469	676	7438	96217	180	467	29	36	206	11	2	130079
P00-202001	P6-1315	388	15518	102368	90	259	25	39	395	40	2	130087
P00-202001	P6-1395	57	1812	12641	120	324	40	46	39	32	2	130087
P00-202001	P6-0682	104	2920	8726	45	106	30	36	82	28	1	129593
P00-202001	P6-1251	920	18395	99848	97	239	30	44	417	20	2	129526
P00-202001	P6-1476	188	4134	69699	165	528	22	31	132	22	2	130079
P00-202001	P6-1304	485	28595	234351	180	279	30	34	840	59	2	129518
P00-202001	P6-0150	149	2080	18259	120	184	20	21	99	14	2	129411
P00-202001	P6-0252	244	30928	230520	105	339	30	46	679	127	2	129259
P00-202001	P6-0631	300	3896	20571	62	210	30	40	98	13	2	129593
P00-202001	P6-0399	70	905	7680	70	295	20	35	26	13	2	129364
P00-202001	P6-1312	237	5924	34098	60	176	20	31	194	25	2	130087
P00-202001	P6-1109	94	4500	7278	60	107	60	66	68	48	1	130095
P00-202001	P6-1419	328	17051	139257	90	302	27	37	461	52	2	130079
P00-202001	P6-1559	384	15369	137795	120	282	20	31	488	40	2	306291
P00-202001	P6-0732	468	14987	101275	60	248	30	37	408	32	2	129593
P00-202001	P6-1268	348	12515	94977	420	394	51	52	241	36	2	129526
P00-202001	P6-1500	2027	26355	278763	300	471	40	45	592	13	2	130079
P00-202001	P6-0593	89	4380	6675	60	53	40	35	126	49	1	129585
P00-202001	P6-1612	146	3358	38480	135	447	30	39	86	23	2	129593
P00-202001	P6-0534	640	5119	28499	80	252	35	45	113	8	2	129305
P00-202001	P6-0121	152	2431	15638	120	284	40	44	55	16	2	129267
P00-202001	P6-1398	103	5988	51598	90	295	20	34	175	58	2	130087
P00-202001	P6-1125	157	3304	15429	60	237	40	51	65	21	2	130095
P00-202001	P6-1595	580	9861	95800	120	512	35	53	187	17	2	129330
P00-202001	P6-0089	80	880	1320	105	102	70	68	13	11	1	129275
P00-202001	P6-1258	45	2415	3225	30	55	30	41	59	54	1	129526
P00-202001	P6-0486	2744	35667	286075	390	409	50	51	699	13	2	129283
P00-202001	P6-0127	48	1450	17230	120	401	30	34	43	30	2	129267
P00-202001	P6-1415	92	3573	30786	90	362	30	42	85	39	2	130079
P00-202001	P6-1329	212	6784	56174	120	390	30	47	144	32	2	130087
P00-202001	P6-0119	88	2465	36704	120	524	30	35	70	28	2	129267
P00-202001	P6-1425	765	9183	51082	60	185	29	33	276	12	2	129500
P00-202001	P6-0367	637	12730	197556	150	454	21	29	435	20	2	129381
P00-202001	P6-1434	188	7342	32960	90	191	30	42	173	39	2	129518
P00-202001	P6-1400	96	2582	37213	144	677	30	47	55	27	2	130087
P00-202001	P6-1306	482	25532	223111	90	164	14	19	1363	53	2	129518
P00-202001	P6-1450	337	6745	50229	120	150	20	20	335	20	2	129500
P00-202001	P6-0591	90	810	4698	90	276	40	48	17	9	1	129585
P00-202001	P6-1885	143	2576	20157	90	240	30	31	84	18	2	129798
P00-202001	P6-1284	493	10360	110491	120	310	20	29	356	21	2	129500
P00-202001	P6-1790	247	6424	28177	90	142	30	32	198	26	2	129305
P00-202001	P6-0521	298	3870	40226	225	516	29	50	78	13	2	129305
P00-202001	P6-1156	238	12867	74620	60	322	40	55	232	54	2	130087
P00-202001	P6-1273	260	6770	57264	180	310	30	37	185	26	2	129518
P00-202001	P6-0282	94	1500	4544	60	151	40	50	30	16	1	129259
P00-202001	P6-1930	79	6014	36137	60	151	20	25	239	76	2	129810
P00-202001	P6-1439	359	8971	77043	105	309	30	36	249	25	2	129500
P00-202001	P6-0116	361	6857	136656	180	636	21	32	215	19	2	129267
P00-202001	P6-0495	507	6084	60741	120	265	20	27	229	12	2	129283
P00-202001	P6-0496	145	1160	8735	560	437	80	58	20	8	2	129283
P00-202001	P6-1561	880	1760	10204	84	162	20	28	63	2	2	306291
P00-202001	P6-1367	149	2977	20471	294	336	40	49	61	20	2	130109
P00-202001	P6-0643	37	1590	2554	60	73	40	45	35	43	1	129593
P00-202001	P6-1326	1734	12138	86993	90	275	27	38	316	7	2	130087
P00-202001	P6-1513	237	6862	62846	229	365	30	40	172	29	2	130079
P00-202001	P6-0339	1178	5889	31443	105	218	31	41	144	5	2	129381
P00-202001	P6-1562	687	6871	66478	120	232	20	24	286	10	2	306291
P00-202001	P6-1269	804	35367	287002	180	288	29	35	997	44	2	129275
P00-202001	P6-0357	96	1817	20853	120	307	20	27	68	19	2	129381
P00-202001	P6-1440	62	1365	1388	60	51	45	51	27	22	1	129500
P00-202001	P6-1160	90	1440	2243	60	90	60	58	25	16	1	130087
P00-202001	P6-1130	137	2460	2471	60	67	60	66	37	18	1	130095
P00-202001	P6-0592	49	690	1086	68	78	40	49	14	14	1	129585
P00-202001	P6-1462	33	1320	3752	60	197	60	69	19	40	1	129500
P00-202001	P6-1405	333	12329	68672	80	278	30	50	247	37	2	130087
