Season	TARIFPA	CODE	KOD_ZSJ	STREETNAME	Price	Trans	dff	Mths	age	Tr_MONTH	Tr_DAY
P00-201912	6	22000004	173428	FRANTIäKA DIVIäE	4732	351	72160	3	23	117	4
P00-201912	6	22000002	173428	NOV… N¡MÃSTÕ	63299	4860	1111016	3	23	1620	54
P00-201912	6	22000001	173428	NOV… N¡MÃSTÕ	43536	3541	526701	3	23	1181	40
P00-201912	7	16000001	324868	SÕDLIäTÃ	73338	5739	739923	3	23	1913	64
P00-201912	32	13000002	316440	PETRéÕLKOVA	64988	13871	2541680	3	23	4624	155
P00-201912	33	13000001	305863	PETRéÕLKOVA	37670	5731	749086	3	23	1911	64
P00-201912	11	8000114	130478	STÿELNI»N¡	9816	400	109163	3	28	134	5
P00-201912	11	8000113	130478	KLAPKOVA	12229	414	108371	3	28	138	5
P00-201912	11	8000112	130478	KLECANSK¡	8921	338	91472	3	28	113	4
P00-201912	11	8000111	306363	»UMPELÕKOVA	5183	144	84893	3	28	48	2
P00-201912	11	8000110	306380	äIMŸNKOVA	61266	1704	736978	3	28	568	19
P00-201912	11	8000109	306380	KUBÕKOVA	20166	577	339376	3	28	193	7
P00-201912	11	8000108	130648	œ¡BLICK¡	17590	823	222716	3	28	275	10
P00-201912	11	8000107	130842	œ¡BLICK¡	9441	445	192440	3	28	149	5
P00-201912	11	8000106	130851	œ¡BLICK¡	15144	394	199414	3	28	132	5
P00-201912	11	8000105	130851	œ¡BLICK¡	14852	417	242137	3	28	139	5
P00-201912	11	8000103	130656	BEDÿICHOVSK¡	17764	357	193047	3	39	119	4
P00-201912	11	8000101	130672	U SLOVANKY	24747	591	227539	3	39	197	7
P00-201912	11	8000100	306371	FR›DLANTSK¡	66504	1964	922912	3	39	655	22
P00-201912	11	8000099	306371	DAVÕDKOVA	68885	1788	738539	3	39	596	20
P00-201912	11	8000098	130443	KYSELOVA	76858	2552	896078	3	39	851	29
P00-201912	11	8000097	130443	KYSELOVA	94400	3344	920574	3	39	1115	38
P00-201912	11	8000096	130443	HLAV¡»OVA	53874	1695	486194	3	39	565	19
P00-201912	11	8000095	306363	FAMFULÕKOVA	31717	785	450537	3	39	262	9
P00-201912	11	8000094	306363	»UMPELÕKOVA	18316	508	225300	3	39	170	6
P00-201912	11	8000093	130443	»UMPELÕKOVA	68194	2545	474933	3	39	849	29
P00-201912	11	8000092	130699	U äKOLSK… ZAHRADY	61593	1650	361908	3	39	550	19
P00-201912	11	8000091	130699	NAD KOUPALIäTÃM	43931	1261	379497	3	39	421	15
P00-201912	11	8000090	130699	TROJSK¡	44822	919	460097	3	39	307	11
P00-201912	11	8000089	130699	NA PÃäIN¡CH	29782	702	149887	3	39	234	8
P00-201912	22	8000088	130699	KE KOUPALIäTI	31877	1067	173169	3	39	356	12
P00-201912	11	8000087	130699	KE STÕRCE	49624	1789	502947	3	39	597	20
P00-201912	11	8000086	130699	KOBYLISK… N¡M.	76016	1967	952083	3	39	656	22
P00-201912	11	8000085	130508	VRäNÕ	96494	2766	789438	3	39	922	31
P00-201912	11	8000084	130478	BÿEZINÃVESK¡	100276	2366	960691	3	39	789	27
P00-201912	11	8000083	130478	BOÿANOVICK¡	42020	1203	390531	3	39	401	14
P00-201912	11	8000082	130478	LÕBEZNICK¡	36887	984	308956	3	39	328	11
P00-201912	11	8000081	130508	PÿEMYäLENSK¡	57720	2543	670606	3	39	848	29
P00-201912	11	8000080	130508	TROUSILOVA	21439	695	252829	3	39	232	8
P00-201912	25	8000064	130940	SOKOLOVSK¡	26757	607	106623	3	39	203	7
P00-201912	12	8000063	130893	POVLTAVSK¡	17220	469	112004	3	39	157	6
P00-201912	12	8000062	130907	PIVOVARNICK¡	48719	1364	527286	3	39	455	16
P00-201912	12	8000061	131008	U METEORU	52543	2160	237120	3	39	720	24
P00-201912	25	8000059	130915	SOKOLOVSK¡	35124	773	227241	3	39	258	9
P00-201912	25	8000058	130915	VACÕNOVA	18169	384	85683	3	39	128	5
P00-201912	25	8000057	130915	SOKOLOVSK¡	29734	708	226450	3	39	236	8
P00-201912	23	8000056	130915	SOKOLOVSK¡	51587	1794	350903	3	39	598	20
P00-201912	25	8000055	130915	SOKOLOVSK¡	17321	369	108020	3	39	123	5
P00-201912	25	8000054	130915	NOV¡KOV›CH	59265	1302	453370	3	39	434	15
P00-201912	25	8000053	130915	NOV¡KOV›CH	39474	790	199029	3	39	264	9
P00-201912	25	8000052	130915	NA éERTV¡CH	65759	1181	322302	3	39	394	14
P00-201912	25	8000051	130907	KOTLASKA	66203	1267	326702	3	39	423	15
P00-201912	25	8000050	130907	NA HR¡ZI	50022	1160	345125	3	39	387	13
P00-201912	25	8000049	130907	LUDMILINA	38388	709	186245	3	39	237	8
P00-201912	25	8000048	130907	ZENKLOVA	17635	476	112730	3	39	159	6
P00-201912	12	8000046	130907	N¡M. DR. V¡CLAVA HOL…HO	59335	1665	414818	3	39	555	19
P00-201912	25	8000045	130907	ZENKLOVA	48533	1089	320987	3	39	363	13
P00-201912	12	8000044	130907	KOéELUéSK¡	54672	1237	359161	3	39	413	14
P00-201912	3	8000043	130907	VOCT¡ÿOVA	54984	1318	1341280	3	39	440	15
P00-201912	3	8000042	316997	LIBE“SK› MOST	25334	714	597166	3	39	238	8
P00-201912	25	8000041	130915	SOKOLOVSK¡	9583	194	52733	3	39	65	3
P00-201912	23	8000040	316997	SOKOLOVSK¡	13752	410	78730	3	39	137	5
P00-201912	3	8000039	316989	U RUSTONKY	34099	1000	807270	3	39	334	12
P00-201912	25	8000038	130940	SOKOLOVSK¡	22481	393	84824	3	39	131	5
P00-201912	3	8000037	130940	U SLUNCOV…	68196	2157	1456428	3	39	719	24
P00-201912	3	8000036	130940	U SLUNCOV…	73325	1867	1812812	3	39	623	21
P00-201912	12	8000035	130958	MOL¡KOVA	88577	2088	652468	3	39	696	24
P00-201912	12	8000034	130958	ZA INVALIDOVNOU	184953	4100	947825	3	39	1367	46
P00-201912	16	8000033	130958	PERNEROVA	102110	1803	461761	3	39	601	21
P00-201912	16	8000032	130958	KÿIéÕKOVA	122875	2306	579979	3	39	769	26
P00-201912	12	8000031	130958	URXOVA	89706	1963	907373	3	39	655	22
P00-201912	29	8000029	130958	KÿIéÕKOVA	218928	4058	832683	3	39	1353	46
P00-201912	25	8000028	130958	SOKOLOVSK¡	35242	719	271340	3	39	240	8
P00-201912	12	8000027	130958	POBÿEéNÕ	76444	1440	530739	3	39	480	16
P00-201912	16	8000026	130958	TH¡MOVA	234126	4225	1024898	3	39	1409	47
P00-201912	12	8000025	130966	TH¡MOVA	168838	3346	1518293	3	39	1116	38
P00-201912	12	8000024	130966	POBÿEéNÕ	105003	2007	635194	3	39	669	23
P00-201912	16	8000023	130966	PERNEROVA	88690	1538	512790	3	39	513	18
P00-201912	29	8000022	130966	KÿIéÕKOVA	115948	2067	495947	3	39	689	23
P00-201912	23	8000021	130966	SOKOLOVSK¡	54050	1455	357455	3	39	485	17
P00-201912	12	8000020	130966	POBÿEéNÕ	97247	2118	666073	3	39	706	24
P00-201912	12	8000019	130966	KOLL¡ROVA	181149	4202	1341436	3	39	1401	47
P00-201912	25	8000018	130966	KÿIéÕKOVA	176465	3588	1017716	3	39	1196	40
P00-201912	25	8000017	130966	KARLÕNSK… N¡M.	72863	1539	441706	3	39	513	18
P00-201912	23	8000016	130966	KÿIéÕKOVA	46180	1169	268376	3	39	390	13
P00-201912	12	8000015	130966	SOKOLOVSK¡	14338	365	150607	3	39	122	5
P00-201912	12	8000014	130966	U N¡DRAéNÕ L¡VKY	83477	1751	614174	3	39	584	20
P00-201912	16	8000013	130966	VÕTKOVA	171874	2857	840831	3	39	953	32
P00-201912	25	8000012	130966	VÕTKOVA	99952	1968	773235	3	39	656	22
P00-201912	12	8000011	130966	VÕTKOVA	74419	1424	644869	3	39	475	16
P00-201912	16	8000010	130966	PERNEROVA	122439	2971	1071905	3	39	991	34
P00-201912	29	8000009	130966	KÿIéÕKOVA	152686	2416	745155	3	39	806	27
P00-201912	12	8000008	130966	SOKOLOVSK¡	25666	533	257943	3	39	178	6
P00-201912	29	8000007	130966	PRVNÕHO PLUKU	40852	625	180545	3	39	209	7
P00-201912	28	8000005	130966	KÿIéÕKOVA	19687	491	142230	3	39	164	6
P00-201912	29	8000004	130966	ZA POÿÕ»SKOU BR¡NOU	82717	1401	485071	3	39	467	16
P00-201912	29	8000003	130966	SOKOLOVSK¡	20332	381	137696	3	39	127	5
P00-201912	25	8000002	130982	POBÿEéNÕ	77983	1186	716200	3	39	396	14
P00-201912	12	8000001	130982	ROHANSK… N¡BÿEéÕ	68686	1280	492721	3	39	427	15
P00-201912	43	7000094	130249	éELEZNI»¡ÿŸ	26802	522	78902	3	23	174	6
P00-201912	43	7000093	130249	JABLONSK…HO	97192	1216	236970	3	23	406	14
P00-201912	43	7000092	130249	RAJSK¡	37738	636	156214	3	23	212	8
P00-201912	43	7000091	130249	U PAPÕRNY	72972	1136	145787	3	23	379	13
P00-201912	43	7000090	130249	U PAPÕRNY	23819	285	63523	3	23	95	4
P00-201912	43	7000089	130117	U PAPÕRNY	73357	1024	205386	3	23	342	12
P00-201912	44	7000088	130168	ZA ELEKTR¡RNOU	35918	857	407780	3	23	286	10
P00-201912	44	7000087	130125	VELETRéNÕ	120930	2877	820873	3	23	959	32
P00-201912	41	7000086	130125	STROJNICK¡	120238	1694	183246	3	23	565	19
P00-201912	44	7000085	130133	DUKELSK›CH HRDINŸ	71900	1493	525762	3	23	498	17
P00-201912	44	7000084	130133	DUKELSK›CH HRDINŸ	137851	2944	925591	3	23	982	33
P00-201912	44	7000083	130133	DUKELSK›CH HRDINŸ	47435	1102	311214	3	23	368	13
P00-201912	44	7000082	130125	DUKELSK›CH HRDINŸ	70675	1683	505440	3	23	561	19
P00-201912	44	7000081	130125	DUKELSK›CH HRDINŸ	31404	758	224770	3	23	253	9
P00-201912	41	7000080	130125	HEÿMANOVA	113693	1774	171877	3	23	592	20
P00-201912	41	7000079	130133	HEÿMANOVA	179157	2418	273150	3	23	806	27
P00-201912	44	7000078	130133	MILADY HOR¡KOV…	61431	1372	419932	3	23	458	16
P00-201912	44	7000077	130311	MILADY HOR¡KOV…	69523	1598	549391	3	23	533	18
P00-201912	44	7000076	130311	MILADY HOR¡KOV…	56913	1280	467673	3	23	427	15
P00-201912	44	7000075	130311	MILADY HOR¡KOV…	40164	926	275501	3	23	309	11
P00-201912	41	7000074	130311	KAMENICK¡	82759	1228	125272	3	23	410	14
P00-201912	44	7000073	130311	MILADY HOR¡KOV…	47316	1107	435063	3	23	369	13
P00-201912	44	7000072	130133	MILADY HOR¡KOV…	78943	1842	601146	3	23	614	21
P00-201912	44	7000071	130133	MILADY HOR¡KOV…	58252	1499	542997	3	23	500	17
P00-201912	44	7000070	130311	MILADY HOR¡KOV…	76203	1914	590712	3	23	638	22
P00-201912	44	7000069	130311	MILADY HOR¡KOV…	14619	390	132218	3	23	130	5
P00-201912	41	7000068	130141	LETENSK… N¡M.	51252	874	77466	3	23	292	10
P00-201912	41	7000067	130133	VELETRéNÕ	68485	889	103909	3	23	297	10
P00-201912	41	7000066	130133	KAMENICK¡	57887	809	88070	3	23	270	9
P00-201912	41	7000064	130141	U AKADEMIE	173634	2268	262642	3	23	756	26
P00-201912	41	7000063	130168	NAD KR¡LOVSKOU OBOROU	160850	2188	242767	3	23	730	25
P00-201912	41	7000062	130141	NAD KR¡LOVSKOU OBOROU	54823	799	83053	3	23	267	9
P00-201912	41	7000061	130141	U SPARTY	128136	1999	194250	3	23	667	23
P00-201912	19	7000060	305961	NA äPEJCHARU	27079	486	81783	3	23	162	6
P00-201912	41	7000059	130311	MUZEJNÕ	310935	4241	473085	3	23	1414	48
P00-201912	42	7000058	130311	KOSTELNÕ	491367	8471	1295360	3	23	2824	95
P00-201912	42	7000057	130311	KOSTELNÕ	365850	5524	1182673	3	23	1842	62
P00-201912	41	7000056	130320	KOSTELNÕ	258777	3263	391896	3	23	1088	37
P00-201912	41	7000055	130311	KOSTELNÕ	183012	2303	277728	3	23	768	26
P00-201912	41	7000054	130311	DUKELSK›CH HRDINŸ	23567	382	36044	3	23	128	5
P00-201912	44	7000053	130125	N¡Bÿ. KAPIT¡NA JAROäE	14826	312	154710	3	23	104	4
P00-201912	44	7000052	130125	NA OV»IN¡CH	240146	6247	1312039	3	23	2083	70
P00-201912	41	7000051	130125	STROSSMAYEROVO N¡M.	100190	1216	156224	3	23	406	14
P00-201911	41	7000050	130125	BUBENSK¡	746	14	1119	2	22	7	1
P00-201912	44	7000049	130125	BUBENSK¡	8092	190	113061	3	23	64	3
P00-201912	20	7000047	130303	OSTROV äTVANICE	14046	292	76822	3	23	98	4
P00-201912	20	7000046	130303	OSTROV äTVANICE	7103	183	24605	3	23	61	3
P00-201912	20	7000045	130265	U TOPÕREN	53900	1324	297482	3	23	442	15
P00-201912	41	7000044	130265	TUSAROVA	53794	882	81439	3	23	294	10
P00-201912	41	7000043	130265	OSADNÕ	137139	2264	208882	3	23	755	26
P00-201912	41	7000042	130265	DÃLNICK¡	256583	4169	393966	3	23	1390	47
P00-201912	41	7000041	130265	DÃLNICK¡	73816	1258	113453	3	23	420	14
P00-201912	41	7000040	130265	U PRŸHONU	174798	2410	269448	3	23	804	27
P00-201912	41	7000039	130257	POUPÃTOVA	34539	522	52661	3	23	174	6
P00-201912	41	7000038	130257	OSADNÕ	106307	1549	160751	3	23	517	18
P00-201912	41	7000037	130257	POUPÃTOVA	98895	1365	149477	3	23	455	16
P00-201912	44	7000036	130257	ORTENOVO N¡M.	44624	1079	492904	3	23	360	12
P00-201912	44	7000035	130281	KOMUNARDŸ	46448	1057	485534	3	23	353	12
P00-201912	44	7000034	130281	KOMUNARDŸ	53894	1242	447624	3	23	414	14
P00-201912	44	7000033	130257	KOMUNARDŸ	82400	1924	644921	3	23	642	22
P00-201912	41	7000032	130281	U PRŸHONU	216219	3134	328396	3	23	1045	35
P00-201912	44	7000031	130265	KOMUNARDŸ	38837	940	294192	3	23	314	11
P00-201912	44	7000030	130273	KOMUNARDŸ	39527	912	270544	3	23	304	11
P00-201912	44	7000029	130265	KOMUNARDŸ	58471	1405	541512	3	23	469	16
P00-201912	41	7000028	130265	TUSAROVA	137769	2489	209178	3	23	830	28
P00-201912	20	7000027	130290	JATE»NÕ	202323	4560	1133094	3	23	1520	51
P00-201912	41	7000026	130273	NA MANIN¡CH	132934	2001	201243	3	23	667	23
P00-201912	41	7000025	130290	V H¡JI	23390	419	35623	3	23	140	5
P00-201912	41	7000024	130290	V H¡JI	78429	1381	119096	3	23	461	16
P00-201912	41	7000023	130273	TUSAROVA	68489	1071	103422	3	23	357	12
P00-201912	41	7000022	130290	TUSAROVA	42877	615	65622	3	23	205	7
P00-201912	44	7000019	130281	JANKOVCOVA	47059	1086	359282	3	23	362	13
P00-201912	20	7000018	130281	JANKOVCOVA	226014	4459	1096313	3	23	1487	50
P00-201912	20	7000017	130281	JANKOVCOVA	114447	1729	406370	3	23	577	20
P00-201912	20	7000016	130281	JANKOVCOVA	154964	2868	505282	3	23	956	32
P00-201912	20	7000015	130281	PÿÕVOZNÕ	252055	4375	1175473	3	23	1459	49
P00-201912	20	7000014	130281	PÿÕVOZNÕ	120870	2389	462418	3	23	797	27
P00-201912	20	7000013	130281	JANKOVCOVA	48846	1221	230432	3	23	407	14
P00-201912	20	7000012	130257	JANKOVCOVA	14619	305	56947	3	23	102	4
P00-201912	44	7000011	130281	U PERGAMENKY	41604	950	393127	3	23	317	11
P00-201912	41	7000009	130257	ARGENTINSK¡	77954	1302	773254	3	23	434	15
P00-201912	19	7000008	130281	VRBENSK…HO	28314	581	87534	3	23	194	7
P00-201912	44	7000007	130249	VRBENSK…HO	18481	507	277642	3	23	169	6
P00-201912	44	7000006	130249	VRBENSK…HO	22643	688	295642	3	23	230	8
P00-201912	41	7000005	130249	POD DR¡HOU	7415	148	11334	3	23	50	2
P00-201912	19	7000004	130176	ZA ELEKTR¡RNOU	3336	60	10008	3	23	20	1
P00-201912	19	7000003	130176	ZA ELEKTR¡RNOU	9852	224	29558	3	23	75	3
P00-201912	19	7000002	130176	ZA ELEKTR¡RNOU	31828	730	95507	3	23	244	9
P00-201912	19	7000001	130176	ZA ELEKTR¡RNOU	76776	2212	230550	3	23	738	25
P00-201912	35	6000167	130087	»S. ARM¡DY	37026	970	145483	3	28	324	11
P00-201912	4	6000166	129411	LUéN¡	9095	458	82825	3	28	153	6
P00-201912	4	6000165	129411	V STÿEDU	17096	691	334423	3	28	231	8
P00-201912	4	6000164	129631	NA VYPICHU	14919	752	229747	3	28	251	9
P00-201912	4	6000163	129381	NA VYPICHU	11528	546	135323	3	28	182	7
P00-201912	4	6000162	129381	NA VYPICHU	22411	965	284468	3	28	322	11
P00-201912	4	6000161	129364	NA OKRAJI	38464	1359	718827	3	28	453	16
P00-201912	4	6000160	129411	LUéN¡	298	17	1788	3	28	6	1
P00-201912	4	6000159	129259	NA ROZDÕLU	39853	1861	468338	3	28	621	21
P00-201912	5	6000157	130109	NA Z¡TORCE	86231	1999	812379	3	40	667	23
P00-201912	5	6000156	130109	ROMAINA ROLLANDA	7573	206	93839	3	40	69	3
P00-201912	5	6000155	130109	ROMAINA ROLLANDA	23374	804	228083	3	40	268	9
P00-201912	5	6000154	130109	N¡M. POD KAäTANY	22546	597	388779	3	40	199	7
P00-201912	15	6000153	130079	LOTYäSK¡	14565	376	123660	3	40	126	5
P00-201912	5	6000152	130109	GOTTHARDSK¡	20478	644	313184	3	40	215	8
P00-201912	5	6000151	130109	KRUPKOVO N¡M.	17328	634	249504	3	40	212	8
P00-201912	15	6000150	130087	PUäKINOVO N¡M.	130343	2988	962325	3	40	996	34
P00-201912	15	6000149	130109	»ESKOMALÕNSK¡	67986	1502	519770	3	40	501	17
P00-201912	5	6000148	130079	»ESKOMALÕNSK¡	27957	858	309427	3	40	286	10
P00-201912	5	6000147	130079	HEINEHO	21189	473	168143	3	40	158	6
P00-201912	15	6000146	130109	SIBIÿSK… N¡M.	12777	338	109230	3	40	113	4
P00-201912	5	6000145	130109	PELL…OVA	38638	1016	353095	3	40	339	12
P00-201912	5	6000144	130109	RONALDA REAGANA	81665	2000	933192	3	40	667	23
P00-201912	15	6000143	130087	DR. ZIKMUNDA WINTRA	53700	1147	351211	3	40	383	13
P00-201912	15	6000142	130087	DR. ZIKMUNDA WINTRA	29290	788	212944	3	40	263	9
P00-201912	15	6000141	130087	DR. ZIKMUNDA WINTRA	31455	726	230570	3	40	242	9
P00-201912	15	6000140	130087	VERDUNSK¡	46545	1141	340866	3	40	381	13
P00-201912	5	6000139	130079	NA MARNÃ	54351	1324	519712	3	40	442	15
P00-201912	5	6000138	130079	MAœARSK¡	99650	2903	1037753	3	40	968	33
P00-201912	5	6000137	130079	MAœARSK¡	21522	897	162154	3	40	299	10
P00-201912	5	6000136	130079	ANTONÕNA »ERM¡KA	13395	651	122790	3	40	217	8
P00-201912	5	6000135	130079	BÿEZOVSK…HO	18091	549	226207	3	40	183	7
P00-201912	27	6000134	130087	VÕTÃZN… N¡M.	124527	3324	829349	3	40	1108	37
P00-201912	15	6000133	130087	N¡RODNÕ OBRANY	69552	1522	595250	3	40	508	17
P00-201912	15	6000132	130087	TERRONSK¡	42030	1025	316889	3	40	342	12
P00-201912	15	6000131	130079	TERRONSK¡	37640	994	260616	3	40	332	12
P00-201912	15	6000130	130079	TERRONSK¡	33723	946	301391	3	40	316	11
P00-201912	5	6000129	130079	JU¡REZOVA	7170	160	84084	3	40	54	2
P00-201912	5	6000128	130079	MAœARSK¡	25390	1036	298509	3	40	346	12
P00-201912	5	6000127	130079	VE STRUH¡CH	16897	511	202345	3	40	171	6
P00-201912	5	6000126	130079	VE STRUH¡CH	12095	357	158705	3	40	119	4
P00-201912	5	6000125	130079	VE STRUH¡CH	14035	386	163734	3	40	129	5
P00-201912	5	6000124	130061	PAPÕRENSK¡	9388	428	76717	3	40	143	5
P00-201912	5	6000123	130061	PAPÕRENSK¡	12015	632	98108	3	40	211	8
P00-201912	15	6000122	130079	TERRONSK¡	23780	606	262790	3	40	202	7
P00-201912	27	6000121	130079	JUGOSL¡VSK›CH PARTYZ¡NŸ	12291	243	67967	3	40	81	3
P00-201912	27	6000120	130079	JUGOSL¡VSK›CH PARTYZ¡NŸ	44605	1158	227256	3	40	386	13
P00-201912	27	6000119	130079	JUGOSL¡VSK›CH PARTYZ¡NŸ	13351	337	101899	3	40	113	4
P00-201912	27	6000118	130079	JUGOSL¡VSK›CH PARTYZ¡NŸ	99781	2168	634051	3	40	723	25
P00-201912	27	6000116	129500	JUGOSL¡VSK›CH PARTYZ¡NŸ	16402	396	90279	3	40	132	5
P00-201912	27	6000115	129500	JUGOSL¡VSK›CH PARTYZ¡NŸ	16963	497	92637	3	40	166	6
P00-201912	27	6000114	129500	JUGOSL¡VSK›CH PARTYZ¡NŸ	10949	262	48826	3	40	88	3
P00-201912	15	6000113	129500	KOULOVA	40764	742	513514	3	40	248	9
P00-201912	15	6000112	129551	PARL…ÿOVA	215870	3636	2218059	3	40	1212	41
P00-201912	27	6000111	129551	MYSLBEKOVA	22659	423	225760	3	40	141	5
P00-201912	15	6000110	129305	PARL…ÿOVA	58982	1324	603285	3	40	442	15
P00-201912	27	6000109	129305	BÃLOHORSK¡	14632	285	126588	3	40	95	4
P00-201912	14	6000108	129569	äLIKOVA	64020	1459	610566	3	40	487	17
P00-201912	26	6000107	129569	BÃLOHORSK¡	87421	1601	741712	3	40	534	18
P00-201912	26	6000106	129593	BÃLOHORSK¡	37160	742	252032	3	40	248	9
P00-201912	26	6000105	129585	BÃLOHORSK¡	73342	1436	509540	3	40	479	16
P00-201912	14	6000104	129593	äLIKOVA	101430	2179	790926	3	40	727	25
P00-201912	14	6000103	129585	POD MARJ¡NKOU	51253	1090	442554	3	40	364	13
P00-201912	26	6000102	129593	BÃLOHORSK¡	70198	1669	502026	3	40	557	19
P00-201912	26	6000101	129585	BÃLOHORSK¡	49524	1206	300609	3	40	402	14
P00-201912	26	6000100	129593	BÃLOHORSK¡	33829	812	221598	3	40	271	10
P00-201912	26	6000099	129585	BÃLOHORSK¡	20116	614	161034	3	40	205	7
P00-201912	26	6000098	129593	BÃLOHORSK¡	28904	788	166387	3	40	263	9
P00-201912	14	6000097	129585	ML¡DEéE	49574	1036	639766	3	40	346	12
P00-201912	26	6000096	129585	BÃLOHORSK¡	30731	840	189123	3	40	280	10
P00-201912	26	6000095	129593	BÃLOHORSK¡	45726	1133	299930	3	40	378	13
P00-201912	26	6000094	129585	BÃLOHORSK¡	40216	1056	242307	3	40	352	12
P00-201912	14	6000093	129585	POD MARJ¡NKOU	132867	4681	685016	3	40	1561	53
P00-201912	26	6000092	129593	BÃLOHORSK¡	45871	1026	308047	3	40	342	12
P00-201912	14	6000091	129585	BÃLOHORSK¡	24167	864	209263	3	40	288	10
P00-201912	26	6000090	129585	BÃLOHORSK¡	50125	1204	300494	3	40	402	14
P00-201912	26	6000089	129593	BÃLOHORSK¡	34011	889	211058	3	40	297	10
P00-201912	4	6000088	129381	NAD ALEJÕ	31223	1154	405533	3	40	385	13
P00-201912	4	6000087	129372	äANTROCHOVA	24514	1068	262177	3	40	356	12
P00-201912	14	6000086	129364	NA PETÿIN¡CH	42397	1491	391690	3	40	497	17
P00-201912	14	6000085	129364	PEäTUKOVA	90802	2476	733066	3	40	826	28
P00-201912	26	6000084	129381	BRUNCLÕKOVA	69101	1478	644249	3	40	493	17
P00-201912	26	6000083	129364	NA PETÿIN¡CH	23800	493	192907	3	40	165	6
P00-201912	14	6000082	129381	U PETÿIN	16246	397	118193	3	40	133	5
P00-201912	14	6000081	129381	NA SOUVRATI	18591	380	93070	3	40	127	5
P00-201912	5	6000080	129291	NA OÿECHOVCE	14853	572	188454	3	40	191	7
P00-201912	5	6000079	129291	DÃLOSTÿELECK¡	7987	242	143110	3	40	81	3
P00-201912	15	6000078	129534	GENER¡LA PÕKY	75227	2131	458181	3	40	711	24
P00-201912	15	6000077	129526	GENER¡LA PÕKY	80970	2231	516077	3	40	744	25
P00-201912	15	6000076	129526	SVATOVÕTSK¡	39182	997	232443	3	40	333	12
P00-201912	15	6000075	129526	BUZULUCK¡	87282	1619	760886	3	40	540	18
P00-201912	27	6000074	129518	VÕTÃZN… N¡M.	63201	971	489769	3	40	324	11
P00-201912	4	6000073	129283	VELVARSK¡	66625	1317	526242	3	40	439	15
P00-201912	15	6000072	129526	EVROPSK¡	44321	1055	416830	3	40	352	12
P00-201912	15	6000071	129526	EVROPSK¡	22812	522	160593	3	40	174	6
P00-201912	5	6000070	129518	KOLEJNÕ	76907	1825	591840	3	40	609	21
P00-201912	15	6000069	129518	ZIKOVA	80020	1510	608057	3	40	504	17
P00-201912	5	6000068	129518	TH¡KUROVA	60029	1417	566893	3	40	473	16
P00-201912	15	6000067	129518	TECHNICK¡	43024	952	268823	3	40	318	11
P00-201912	15	6000066	129518	TECHNICK¡	38700	904	255974	3	40	302	11
P00-201912	5	6000065	129518	TH¡KUROVA	119811	3306	1053145	3	40	1102	37
P00-201912	5	6000064	129518	KOLEJNÕ	53353	1587	364104	3	40	529	18
P00-201912	15	6000063	129518	STUDENTSK¡	71067	1726	370666	3	40	576	20
P00-201912	5	6000062	129518	FLEMINGOVO N¡M.	271686	7516	2367502	3	40	2506	84
P00-201912	5	6000061	129518	BÕL¡	15695	660	171555	3	40	220	8
P00-201912	15	6000060	129500	ZELEN¡	53374	1317	408417	3	40	439	15
P00-201912	5	6000059	129500	BOéKOVA	21388	854	250845	3	40	285	10
P00-201912	15	6000058	129500	ZELEN¡	43606	1179	286648	3	40	393	14
P00-201912	15	6000057	129500	ZELEN¡	20520	522	199456	3	40	174	6
P00-201912	5	6000056	129500	N¡M. NA SANTINCE	20853	875	218890	3	40	292	10
P00-201912	5	6000055	129500	äLEJNICK¡	34216	1065	475438	3	40	355	12
P00-201912	5	6000054	129500	ZENGROVA	7184	320	71515	3	40	107	4
P00-201912	5	6000053	129500	POD JULISKOU	37733	1415	523172	3	40	472	16
P00-201912	5	6000052	129500	POD JULISKOU	22375	843	273591	3	40	281	10
P00-201912	5	6000051	129500	NA JULISCE	16543	883	119429	3	40	295	10
P00-201912	4	6000050	129283	VELVARSK¡	18994	513	218650	3	40	171	6
P00-201912	4	6000049	129283	KANADSK¡	18365	570	148807	3	40	190	7
P00-201912	4	6000048	129283	VELVARSK¡	61509	1666	536419	3	40	556	19
P00-201912	4	6000047	129283	PROBOäTSK¡	7000	243	57445	3	40	81	3
P00-201912	4	6000046	129283	ZAVADILOVA	27822	1207	328934	3	40	403	14
P00-201912	14	6000045	129275	NA SEKYRCE	21660	455	114155	3	40	152	6
P00-201912	14	6000044	129275	VILÕMOVSK¡	10280	224	52491	3	40	75	3
P00-201912	14	6000043	129259	KLADENSK¡	50195	1194	446645	3	40	398	14
P00-201912	14	6000042	129259	NA DLOUH…M L¡NU	70080	2752	538272	3	40	918	31
P00-201912	14	6000041	129259	LIBERIJSK¡	54126	1229	584678	3	40	410	14
P00-201912	14	6000040	129259	KLADENSK¡	81340	1779	584753	3	40	593	20
P00-201912	4	6000039	129267	TOBRUCK¡	15203	470	311265	3	40	157	6
P00-201912	14	6000038	129267	ARABSK¡	44662	1030	554821	3	40	344	12
P00-201912	14	6000037	129259	NIGERIJSK¡	45419	1625	473614	3	40	542	19
P00-201912	14	6000036	129259	KLADENSK¡	80574	1845	893347	3	40	615	21
P00-201912	4	6000035	129259	KLADENSK¡	159143	4194	2170637	3	40	1398	47
P00-201912	14	6000034	129356	VELESLAVÕNSK¡	1736	38	29459	3	40	13	1
P00-201912	14	6000033	129356	VELESLAVÕNSK¡	11624	335	104333	3	40	112	4
