Season	TARIFPA	CODE	KOD_ZSJ	STREETNAME	Price	Trans	dff	Mths	age	Tr_MONTH	Tr_DAY
P00-201912	50	1000063	127086	MASARYKOVO N¡Bÿ.	191231	2296	328291	3	27	766	26
P00-201912	50	1000062	126993	SMETANOVO N¡Bÿ.	359003	3811	634794	3	27	1271	43
P00-201912	50	1000061	126993	SMETANOVO N¡Bÿ.	225166	2369	407344	3	27	790	27
P00-201912	50	1000060	126993	MARI¡NSK… N¡M.	189719	2220	350617	3	27	740	25
P00-201912	50	1000058	126993	PLATN…ÿSK¡	645526	8318	1142443	3	27	2773	93
P00-201912	50	1000057	127001	17. LISTOPADU	164443	1747	270442	3	27	583	20
P00-201912	50	1000056	127019	N¡M. JANA PALACHA	94195	1112	154823	3	27	371	13
P00-201912	50	1000055	127019	17. LISTOPADU	246290	2793	395937	3	27	931	32
P00-201912	50	1000054	127019	NA REJDIäTI	216372	2280	1377226	3	27	760	26
P00-201912	50	1000053	127019	DVOÿ¡KOVO N¡Bÿ.	517185	5451	834704	3	27	1817	61
P00-201912	50	1000052	127019	BÿEHOV¡	173280	1932	281446	3	27	644	22
P00-201912	50	1000051	127019	DVOÿ¡KOVO N¡Bÿ.	636020	6929	1024992	3	27	2310	77
P00-201912	50	1000050	127001	PAÿÕéSK¡	205093	2354	369700	3	27	785	27
P00-201912	50	1000049	127001	PAÿÕéSK¡	286712	3492	505262	3	27	1164	39
P00-201912	50	1000048	127019	DUäNÕ	411942	4335	761149	3	27	1445	49
P00-201912	50	1000047	127019	ÿ¡SNOVKA	356159	4271	652128	3	27	1424	48
P00-201912	50	1000046	127027	DLOUH¡	224660	2667	422481	3	27	889	30
P00-201912	50	1000045	127027	REVOLU»NÕ	111194	1765	210267	3	27	589	20
P00-201912	50	1000044	127035	LANNOVA	644924	7257	1130926	3	27	2419	81
P00-201912	50	1000043	127035	LANNOVA	440844	5257	757210	3	27	1753	59
P00-201912	50	1000042	127035	KLIMENTSK¡	184173	2056	330036	3	27	686	23
P00-201912	50	1000041	127035	ST¡RKOVA	56601	711	100880	3	27	237	8
P00-201912	50	1000040	127035	TÃäNOV	283242	3707	497779	3	27	1236	42
P00-201912	50	1000039	127035	TÃäNOV	119538	1823	211912	3	27	608	21
P00-201912	50	1000038	127035	PETRSK… N¡M.	191261	2532	344124	3	27	844	29
P00-201912	50	1000037	127035	NA POÿÕ»Õ	140970	2247	256938	3	27	749	25
P00-201912	50	1000036	127035	NA POÿÕ»Õ	197430	3226	343968	3	27	1076	36
P00-201912	50	1000035	127035	HAVLÕ»KOVA	82380	1280	132207	3	27	427	15
P00-201912	50	1000034	127035	HAVLÕ»KOVA	132349	2038	219010	3	27	680	23
P00-201912	50	1000032	127043	NA FLORENCI	612630	8957	983070	3	27	2986	100
P00-201912	50	1000031	127035	V CELNICI	200244	2987	341775	3	27	996	34
P00-201912	50	1000030	127035	N¡M. REPUBLIKY	134376	2283	223513	3	27	761	26
P00-201912	50	1000029	127027	U OBECNÕHO DOMU	171327	1640	350908	3	27	547	19
P00-201912	50	1000028	127027	N¡M. REPUBLIKY	164674	2724	278374	3	27	908	31
P00-201912	50	1000027	127043	HYBERNSK¡	140327	1833	247080	3	27	611	21
P00-201912	50	1000026	127043	HYBERNSK¡	39137	642	62602	3	27	214	8
P00-201912	50	1000025	127051	HYBERNSK¡	155535	1924	268895	3	27	642	22
P00-201912	50	1000024	127035	HYBERNSK¡	261829	3055	455815	3	27	1019	34
P00-201912	50	1000023	127051	HYBERNSK¡	328001	4011	561674	3	27	1337	45
P00-201912	50	1000022	127027	NA PÿÕKOPÃ	304665	4335	499200	3	27	1445	49
P00-201912	50	1000021	127051	NA PÿÕKOPÃ	431353	5810	759212	3	27	1937	65
P00-201912	50	1000020	127051	SENOV¡éN¡	324426	3835	523578	3	27	1279	43
P00-201912	50	1000019	127051	SENOV¡éN… N¡MÃSTÕ	629080	8183	1018924	3	27	2728	91
P00-201912	50	1000018	127051	SENOV¡éN… N¡MÃSTÕ	206013	2928	332054	3	27	976	33
P00-201912	50	1000017	127051	OPLETALOVA	171095	2514	280457	3	27	838	28
P00-201912	50	1000016	127051	OPLETALOVA	89193	1225	147729	3	27	409	14
P00-201912	50	1000015	127051	OPLETALOVA	647557	7516	1078150	3	27	2506	84
P00-201912	50	1000014	127051	OPLETALOVA	375909	4681	604354	3	27	1561	53
P00-201912	50	1000013	127051	OPLETALOVA	443412	6385	697360	3	27	2129	71
P00-201912	50	1000012	127051	OPLETALOVA	616911	9538	1053539	3	27	3180	106
P00-201912	50	1000011	127051	OPLETALOVA	508695	6384	865501	3	27	2128	71
P00-201912	50	1000010	127051	POLITICK›CH VÃZ“Ÿ	479456	5690	944097	3	27	1897	64
P00-201912	50	1000009	127051	POLITICK›CH VÃZ“Ÿ	270874	4112	494362	3	27	1371	46
P00-201912	50	1000008	127051	PANSK¡	243530	3172	461145	3	27	1058	36
P00-201912	50	1000007	127051	JINDÿIäSK¡	132998	2025	240706	3	27	675	23
P00-201912	50	1000006	127051	JINDÿIäSK¡	381165	5637	798487	3	27	1879	63
P00-201912	50	1000005	127078	V¡CLAVSK… N¡M.	688381	8887	1303301	3	27	2963	99
P00-201912	50	1000004	127078	V¡CLAVSK… N¡M.	274230	3572	540778	3	27	1191	40
P00-201912	50	1000003	127051	V¡CLAVSK… N¡M.	380921	5597	737291	3	27	1866	63
P00-201912	50	1000002	127051	WASHINGTONOVA	566871	7568	967854	3	27	2523	85
P00-201912	24	4000141	127931	NA PANKR¡CI	70932	1665	542165	3	18	555	19
P00-201912	11	4000140	127931	VIKTORINOVA	173520	3628	1422624	3	18	1210	41
P00-201912	24	4000139	127931	5. KVÃTNA	21363	423	112008	3	18	141	5
P00-201912	24	4000138	127931	5. KVÃTNA	11699	243	62371	3	18	81	3
P00-201912	24	4000137	128163	5. KVÃTNA	14063	268	103869	3	18	90	3
P00-201912	24	4000136	128163	T¡BORSK¡	14080	287	87904	3	18	96	4
P00-201912	24	4000135	127949	N¡M. HRDINŸ	32043	609	179012	3	18	203	7
P00-201912	11	4000134	127931	NA PANKR¡CI	31306	740	327531	3	18	247	9
P00-201912	11	4000133	127931	NA PANKR¡CI	56822	1726	329141	3	18	576	20
P00-201912	13	4000132	127931	LOMNICK…HO	33635	1268	299377	3	18	423	15
P00-201912	11	4000131	127931	LOMNICK…HO	38642	741	301429	3	18	247	9
P00-201912	11	4000130	127931	NA DOLIN¡CH	79578	1587	590287	3	18	529	18
P00-201912	11	4000129	127931	MARIE CIBULKOV…	153649	3746	1328765	3	18	1249	42
P00-201912	11	4000128	127931	SINKULOVA	63118	1565	635981	3	18	522	18
P00-201912	11	4000127	128155	DOUDOVA	45943	1069	370118	3	18	357	12
P00-201912	11	4000126	127922	DOUDOVA	44396	914	248922	3	18	305	11
P00-201912	11	4000125	127922	U PODOLSK…HO HÿBITOVA	39633	556	179672	3	18	186	7
P00-201912	24	4000124	128147	PODOLSK¡	264624	7198	2321529	3	18	2400	80
P00-201912	24	4000123	128147	PODOLSK¡	121649	2949	1034455	3	18	983	33
P00-201912	2	4000122	128147	PODOLSK… N¡Bÿ.	16883	826	294778	3	18	276	10
P00-201912	2	4000121	128147	PODOLSK… N¡Bÿ.	2812	100	64482	3	18	34	2
P00-201912	2	4000120	128155	PODOLSK… N¡Bÿ.	54372	1570	1370295	3	18	524	18
P00-201912	24	4000119	128155	PODOLSK¡	82661	1450	608138	3	18	484	17
P00-201912	11	4000118	127922	NA ZLATNICI	64940	1420	668532	3	18	474	16
P00-201912	2	4000117	128147	PODOLSK… N¡Bÿ.	9363	241	252228	3	18	81	3
P00-201912	2	4000116	128155	PODOLSK… N¡Bÿ.	51448	1469	1316585	3	18	490	17
P00-201912	11	4000115	128155	PODOLSK¡	108652	2637	1060518	3	18	879	30
P00-201912	2	4000114	128147	PODOLSK… N¡Bÿ.	44234	1448	1094983	3	18	483	17
P00-201912	11	4000113	128155	NA DOLIN¡CH	49973	1217	484133	3	18	406	14
P00-201912	11	4000112	128155	PODOLSK¡	71440	1865	649458	3	18	622	21
P00-201912	11	4000111	128155	VOD¡RENSK¡	10516	236	95149	3	18	79	3
P00-201912	24	4000110	128147	PODOLSK… N¡Bÿ.	104792	2047	831626	3	18	683	23
P00-201912	24	4000109	128155	PODOLSK… N¡Bÿ.	123630	2463	997001	3	18	821	28
P00-201912	11	4000108	127931	PODOLSK… SCHODY	66075	1823	1008737	3	18	608	21
P00-201912	11	4000107	127931	NA PANKR¡CI	106766	3362	1148895	3	18	1121	38
P00-201912	11	4000106	127931	NA PANKR¡CI	114081	2976	1104108	3	18	992	34
P00-201912	24	4000105	127931	5. KVÃTNA	30302	583	210508	3	18	195	7
P00-201912	24	4000104	128163	5. KVÃTNA	13705	244	119863	3	18	82	3
P00-201912	11	4000103	128163	LOUNSK›CH	72256	1502	704226	3	18	501	17
P00-201912	11	4000102	128163	éATECK›CH	155540	3109	1549083	3	18	1037	35
P00-201912	11	4000101	127957	NA KVÃTNICI	82028	1558	754998	3	18	520	18
P00-201912	11	4000100	128171	»IKLOVA	53791	861	440867	3	18	287	10
P00-201912	11	4000099	128163	»IKLOVA	15444	283	138311	3	18	95	4
P00-201912	21	4000098	128171	KÿESOMYSLOVA	17491	547	325529	3	18	183	7
P00-201912	11	4000097	128171	Z¡VIäOVA	37625	741	405801	3	18	247	9
P00-201912	11	4000096	128180	BÃLEHRADSK¡	47694	886	644696	3	18	296	10
P00-201912	11	4000095	128171	BÃLEHRADSK¡	17971	373	182221	3	18	125	5
P00-201912	11	4000094	128198	OTAKAROVA	76083	1412	1010966	3	18	471	16
P00-201912	11	4000093	128198	OTAKAROVA	10397	288	102046	3	18	96	4
P00-201912	21	4000092	128171	KÿESOMYSLOVA	10753	334	188822	3	18	112	4
P00-201912	11	4000091	128198	CTIRADOVA	70958	1854	646184	3	18	618	21
P00-201912	24	4000090	128198	N¡M. BRATÿÕ SYNKŸ	3832	74	37599	3	18	25	1
P00-201912	11	4000089	128198	»ESTMÕROVA	103148	2340	792104	3	18	780	26
P00-201912	24	4000088	128171	N¡M. BRATÿÕ SYNKŸ	32884	921	286725	3	18	307	11
P00-201912	24	4000087	128171	SEZIMOVA	27104	662	249386	3	18	221	8
P00-201912	22	4000086	128171	T¡BORSK¡	19683	599	159274	3	18	200	7
P00-201912	24	4000085	127957	T¡BORSK¡	87938	2581	583636	3	18	861	29
P00-201912	22	4000084	128163	NA VÕTÃZN… PL¡NI	86472	2336	575292	3	18	779	26
P00-201912	11	4000083	128171	POD TEREBKOU	71089	1366	756301	3	18	456	16
P00-201912	24	4000082	128163	T¡BORSK¡	38084	762	286153	3	18	254	9
P00-201912	11	4000081	127957	N¡M. GENER¡LA KUTLVAäRA	107941	2651	954320	3	18	884	30
P00-201912	11	4000080	127957	SVATOSLAVOVA	105498	2735	869682	3	18	912	31
P00-201912	11	4000079	128198	MOJMÕROVA	104592	1888	1159418	3	18	630	21
P00-201912	11	4000078	127957	SVATOSLAVOVA	93959	2340	926700	3	18	780	26
P00-201912	24	4000077	127957	NUSELSK¡	18651	573	169065	3	18	191	7
P00-201912	24	4000076	128198	NUSELSK¡	20043	532	186546	3	18	178	6
P00-201912	11	4000075	128198	BARTOäKOVA	64446	1372	860811	3	18	458	16
P00-201912	24	4000074	127957	NUSELSK¡	16884	370	117954	3	18	124	5
P00-201912	11	4000073	128198	V HORK¡CH	53639	1439	435497	3	18	480	16
P00-201912	11	4000072	128198	BARTOäKOVA	66756	1534	766187	3	18	512	18
P00-201912	24	4000071	127957	NUSELSK¡	16239	327	153014	3	18	109	4
P00-201912	11	4000070	127957	POD PRAMENEM	82475	1556	992855	3	18	519	18
P00-201912	24	4000069	127957	NUSELSK¡	17398	463	152030	3	18	155	6
P00-201912	24	4000068	127965	NUSELSK¡	13797	357	118174	3	18	119	4
P00-201912	11	4000067	127965	ADAMOVSK¡	49331	1153	645320	3	18	385	13
P00-201912	24	4000066	127965	NUSELSK¡	8920	275	104494	3	18	92	4
P00-201912	11	4000065	127965	POD ST¡RKOU	45904	1348	538904	3	18	450	15
P00-201912	24	4000064	127965	NUSELSK¡	32275	825	277385	3	18	275	10
P00-201912	11	4000063	127736	U DRUéSTVA IDE¡L	59733	898	437627	3	18	300	10
P00-201912	11	4000062	127744	DRUéSTEVNÕ OCHOZ	62090	1082	453662	3	18	361	13
P00-201912	11	4000061	127736	POD L¡ZNÕ	63188	1529	1047474	3	18	510	17
P00-201912	11	4000060	127736	V OB»ANSK…M DOMOVÃ	31111	814	375810	3	18	272	10
P00-201912	24	4000059	127949	SOUDNÕ	26752	539	154088	3	18	180	6
P00-201912	11	4000058	127736	U SV…POMOCI	27485	487	164228	3	18	163	6
P00-201912	11	4000057	127736	U DRUéSTEV	20575	334	120627	3	18	112	4
P00-201912	24	4000056	127728	5. KVÃTNA	13277	235	140897	3	18	79	3
P00-201912	24	4000055	127736	5. KVÃTNA	10978	215	75383	3	18	72	3
P00-201912	24	4000054	127728	NA PANKR¡CI	17302	400	119337	3	18	134	5
P00-201912	24	4000053	127728	NA PANKR¡CI	26484	592	205924	3	18	198	7
P00-201912	24	4000052	127728	NA PANKR¡CI	84561	1233	483348	3	18	411	14
P00-201912	24	4000051	127728	NA PANKR¡CI	100088	1818	743758	3	18	606	21
P00-201912	11	4000050	127931	DÃKANSK¡ VINICE I	102178	2292	873943	3	18	764	26
P00-201912	11	4000049	127906	NA HÿEBENECH II	45975	1048	432123	3	18	350	12
P00-201912	11	4000048	127906	NA HÿEBENECH II	68418	1756	527803	3	18	586	20
P00-201912	11	4000046	127906	PUJMANOV…	135879	2287	794528	3	18	763	26
P00-201912	11	4000044	127728	DOUDLEBSK¡	12352	238	73314	3	18	80	3
P00-201912	11	4000043	128198	BARTOäKOVA	38899	890	402801	3	18	297	10
P00-201912	11	4000042	127728	HVÃZDOVA	55265	1139	599256	3	18	380	13
P00-201912	11	4000041	127906	PUJMANOV…	85516	1187	506511	3	18	396	14
P00-201912	11	4000040	127906	MILEVSK¡	65368	1459	697367	3	18	487	17
P00-201912	11	4000039	127701	HOR¡»KOVA	140177	2444	1328951	3	18	815	28
P00-201912	11	4000037	127621	PACOVSK¡	61907	1854	657224	3	18	618	21
P00-201912	11	4000036	127621	BYSTÿICK¡	19583	526	190881	3	18	176	6
P00-201912	24	4000035	127621	BUDÃJOVICK¡	209860	4086	1039577	3	18	1362	46
P00-201912	11	4000034	127752	MICHELSK¡	69290	1390	549697	3	18	464	16
P00-201912	11	4000033	127752	OHRADNÕ	48835	1340	436968	3	18	447	15
P00-201912	11	4000032	127647	HANUSOVA	56123	1275	384823	3	18	425	15
P00-201912	11	4000031	127752	BAAROVA	31933	685	170932	3	18	229	8
P00-201912	11	4000030	127647	ZNOJEMSK¡	115158	2108	821252	3	18	703	24
P00-201912	24	4000029	127647	BUDÃJOVICK¡	80774	2240	602770	3	18	747	25
P00-201912	24	4000028	127647	BUDÃJOVICK¡	107590	2523	633304	3	18	841	29
P00-201912	11	4000027	127621	ZA ZELENOU LIäKOU	59765	1608	539680	3	18	536	18
P00-201912	11	4000026	127621	ZA ZELENOU LIäKOU	46744	1293	427842	3	18	431	15
P00-201912	11	4000025	127621	PACOVSK¡	34450	814	381612	3	18	272	10
P00-201912	11	4000024	127621	OLBRACHTOVA	37047	742	286231	3	18	248	9
P00-201912	11	4000023	127621	OLBRACHTOVA	110992	2376	986391	3	18	792	27
P00-201912	11	4000022	127647	BÕTOVSK¡	147266	2633	1009467	3	18	878	30
P00-201912	22	4000021	315885	BUDÃJOVICK¡	8212	259	84323	3	18	87	3
P00-201912	22	4000020	315877	BUDÃJOVICK¡	25554	811	271992	3	18	271	10
P00-201912	11	4000019	127647	SEDL»ANSK¡	79284	1658	686149	3	18	553	19
P00-201912	11	4000018	127647	JIHLAVSK¡	159922	2530	1202604	3	18	844	29
P00-201912	11	4000017	127647	JIHLAVSK¡	195504	3407	1396615	3	18	1136	38
P00-201912	11	4000015	127752	POD D¡LNICÕ	28621	659	203424	3	18	220	8
P00-201912	11	4000014	127647	SEDL»ANSK¡	66279	1602	610662	3	18	534	18
P00-201912	11	4000013	127647	SEDL»ANSK¡	125447	2799	1384238	3	18	933	32
P00-201912	11	4000012	127761	NA NIV¡CH	22028	481	149460	3	18	161	6
P00-201912	11	4000011	127612	NA STRéI	24499	653	288869	3	18	218	8
P00-201912	11	4000010	127612	KR»SK¡	66684	1926	680965	3	18	642	22
P00-201912	11	4000009	127612	ANTALA STAäKA	54349	1068	346681	3	18	356	12
P00-201912	11	4000008	127591	ANTALA STAäKA	91606	1619	476580	3	18	540	18
P00-201912	11	4000007	127591	ANTALA STAäKA	49983	1500	294881	3	18	500	17
P00-201912	11	4000006	127612	ANTALA STAäKA	72522	1928	432824	3	18	643	22
P00-201912	22	4000005	315877	ANTALA STAäKA	44182	1590	286137	3	18	530	18
P00-201912	11	4000004	315877	U KR»SK… VOD¡RNY	52994	1601	307149	3	18	534	18
P00-201912	11	4000003	127591	NAD PÕSKOVNOU	32836	664	171110	3	18	222	8
P00-201912	11	4000002	127591	»ER»ANSK¡	21367	504	124765	3	18	168	6
P00-201912	11	4000001	127591	»ER»ANSK¡	16544	380	63719	3	18	127	5
P00-201912	16	8000065	130958	PERNEROVA	162766	2666	755011	3	16	889	30
P00-201912	34	6000169	129313	DISKAÿSK¡	33836	582	439234	3	15	194	7
P00-201912	5	6000168	129500	BECHY“OVA	59928	2951	474264	3	18	984	33
P00-201912	27	6000117	129500	VELFLÕKOVA	47837	889	222887	3	40	297	10
P00-201912	34	6000004	130095	VÕTÃZN… N¡M.	68661	1410	365194	3	40	470	16
P00-201912	29	8000066	130974	NA FLORENCI	40615	774	363969	3	15	258	9
P00-201912	2	5000113	128961	KE KOTL¡ÿCE	4432	137	126839	3	13	46	2
P00-201912	11	8000117	130737	K SADU	8990	240	130129	3	13	80	3
P00-201912	11	8000116	130516	HOVOR»OVICK¡	23359	476	170645	3	13	159	6
P00-201912	11	8000115	130508	MIROVICK¡	29300	771	276612	3	13	257	9
P00-201912	4	6000185	306291	STAMICOVA	44955	1905	355213	3	12	635	22
P00-201912	4	6000184	306291	STAMICOVA	17432	813	129876	3	12	271	10
P00-201912	4	6000183	306291	NA VÃTRNÕKU	20928	857	148728	3	12	286	10
P00-201912	4	6000188	129399	JOS… MARTÕHO	166254	6074	1485250	3	12	2025	68
P00-201912	4	6000187	129399	JOS… MARTÕHO	14252	446	287204	3	12	149	5
P00-201912	4	6000186	129399	JOS… MARTÕHO	80857	2031	1388252	3	12	677	23
P00-201912	14	6000177	129305	NA PETYNCE	3947	100	53226	3	12	34	2
P00-201912	14	6000178	129305	NA PETYNCE	6719	147	97068	3	12	49	2
P00-201912	14	6000179	129321	NA Z¡STÿELU	89279	1874	831570	3	12	625	21
P00-201912	14	6000180	129321	NA PETYNCE	17885	315	154023	3	12	105	4
P00-201912	14	6000182	306282	RADIMOVA	31004	1387	184622	3	12	463	16
P00-201912	14	6000176	129593	ZA STRAHOVEM	27839	547	259838	3	12	183	7
P00-201912	4	6000171	129593	TOMANOVA	7346	228	101743	3	12	76	3
P00-201912	4	6000170	129593	TOMANOVA	11380	433	96616	3	12	145	5
P00-201912	14	6000175	129593	ÿÕ»ANOVA	19265	405	218531	3	12	135	5
P00-201912	14	6000174	129593	ÿÕ»ANOVA	6990	190	90759	3	12	64	3
P00-201912	4	6000173	129593	TOMANOVA	3496	126	81823	3	12	42	2
P00-201912	14	6000172	129593	TOMANOVA	6693	160	59520	3	12	54	2
P00-201912	14	6000181	306282	RADIMOVA	34947	1251	242536	3	12	417	14
P00-201912	4	6000189	129399	JOS… MARTÕHO	39325	1675	364911	3	12	559	19
P00-201912	4	6000190	129496	POD PAçANKOU	2752	126	29742	3	12	42	2
P00-201912	46	7000096	130290	BUBENSK… N¡Bÿ.	83979	2780	604361	3	12	927	31
P00-201912	39	3000124	127396	KOMENSK…HO N¡M.	28081	530	128009	3	13	177	6
P00-201912	24	4000142	127728	NA PANKR¡CI	51317	918	314584	3	13	306	11
P00-201912	11	4000143	127957	NA KVÃTNICI	17060	497	220273	3	13	166	6
P00-201912	24	4000144	128198	NUSELSK¡	12879	347	114083	3	13	116	4
P00-201912	25	8000067	130893	ZENKLOVA	18649	601	82323	3	15	201	7
P00-201912	44	7000021	130290	JANKOVCOVA	129588	2907	619150	3	12	969	33
P00-201912	41	7000020	130290	JANKOVCOVA	84631	1500	132045	3	12	500	17
P00-201912	50	1000066	127086	MYSLÕKOVA	142247	1592	275982	3	27	531	18
P00-201912	4	6000193	129593	TOMANOVA	9674	380	121669	3	12	127	5
P00-201912	4	6000192	129593	TOMANOVA	2260	77	34035	3	12	26	1
P00-201912	4	6000191	129593	TOMANOVA	9085	216	143856	3	12	72	3
P00-201912	20	7000048	130303	HL¡VKŸV MOST	5397	128	49454	3	11	43	2
P00-201912	20	7000010	130249	JANKOVCOVA	72856	1323	324461	3	6	441	15
P00-201912	11	5000114	128775	POD KAVALÕRKOU	69160	1447	821638	3	6	483	17
P00-201912	14	6000199	129330	U VOJENSK… NEMOCNICE	51700	1306	456789	2	1	653	22
P00-201912	14	6000201	129305	SIBELIOVA	18874	549	262264	2	1	275	10
P00-201912	14	6000202	129305	NAD HRADNÕM VODOJEMEM	6693	157	62223	2	1	79	3
P00-201912	14	6000203	129291	STÿEäOVICK¡	3134	75	49292	2	1	38	2
P00-201912	14	6000204	129291	CUKROVARNICK¡	5071	138	51471	2	1	69	3
P00-201912	14	6000208	129275	KROCÕNOVSK¡	11574	300	126760	2	1	150	5
P00-201912	14	6000211	129798	VLASTINA	14916	304	98022	2	1	152	6
P00-201912	14	6000210	129798	VLASTINA	10031	303	123345	2	1	152	6
P00-201912	14	6000209	129798	NOV¡ ä¡RKA	13119	319	202439	2	1	160	6
P00-201912	14	6000214	129798	LITOVICK¡	3904	90	72948	3	1	30	1
P00-201912	14	6000212	129755	VLASTINA	82350	2681	680325	2	1	1341	45
P00-201912	14	6000213	129810	VLASTINA	71208	2116	740774	2	1	1058	36
P00-201912	11	5000115	128767	MUSÕLKOVA	18517	428	283637	2	1	214	8
P00-201912	11	5000116	128678	U äALAMOUNKY	15565	461	235453	2	1	231	8
P00-201912	11	5000117	128643	PEROUTKOVA	8094	377	121597	2	1	189	7
P00-201912	11	5000118	128643	NA FARK¡NÃ I	4928	134	84389	2	1	67	3
P00-201912	11	4000145	127906	PUJMANOV…	101942	1479	598601	3	3	493	17
P00-201912	11	4000146	127701	PUJMANOV…	79111	1621	605246	3	3	541	19
P00-201912	11	4000147	128171	»IKLOVA	23230	510	321647	3	3	170	6
P00-201912	47	5000119	128767	V CIBULK¡CH	4621	229	165019	2	1	115	4
